quarter,town,flat_type,price
2013-Q4,Queenstown,5-room,-
2013-Q4,Queenstown,Executive,0
2013-Q4,Sembawang,1-room,0
2013-Q4,Sembawang,2-room,-
2013-Q4,Sembawang,3-room,0
2013-Q4,Sembawang,4-room,432000
2013-Q4,Sembawang,5-room,492000
2013-Q4,Sembawang,Executive,-
2013-Q4,Sengkang,1-room,0
2013-Q4,Sengkang,2-room,-
2013-Q4,Sengkang,3-room,-
2013-Q4,Sengkang,4-room,480000
2013-Q4,Sengkang,5-room,523000
2013-Q4,Sengkang,Executive,-
2013-Q4,Serangoon,1-room,0
2013-Q4,Serangoon,2-room,0
2013-Q4,Serangoon,3-room,367000
2013-Q4,Serangoon,4-room,488000
2013-Q4,Serangoon,5-room,-
2013-Q4,Serangoon,Executive,-
2013-Q4,Tampines,1-room,0
2013-Q4,Tampines,2-room,0
2013-Q4,Tampines,3-room,364000
2013-Q4,Tampines,4-room,468000
2013-Q4,Tampines,5-room,543000
2013-Q4,Tampines,Executive,695000
2013-Q4,Toa Payoh,1-room,0
2013-Q4,Toa Payoh,2-room,-
2013-Q4,Toa Payoh,3-room,343000
2013-Q4,Toa Payoh,4-room,541500
2013-Q4,Toa Payoh,5-room,-
2013-Q4,Toa Payoh,Executive,-
2013-Q4,Woodlands,1-room,0
2013-Q4,Woodlands,2-room,-
2013-Q4,Woodlands,3-room,317500
2013-Q4,Woodlands,4-room,402500
2013-Q4,Woodlands,5-room,460000
2013-Q4,Woodlands,Executive,629000
2013-Q4,Yishun,1-room,0
2013-Q4,Yishun,2-room,0
2013-Q4,Yishun,3-room,322000
2013-Q4,Yishun,4-room,398000
2013-Q4,Yishun,5-room,505000
2013-Q4,Yishun,Executive,-
2014-Q1,Ang Mo Kio,1-room,0
2014-Q1,Ang Mo Kio,2-room,-
2014-Q1,Ang Mo Kio,3-room,345000
2014-Q1,Ang Mo Kio,4-room,482000
2014-Q1,Ang Mo Kio,5-room,-
2014-Q1,Ang Mo Kio,Executive,-
2014-Q1,Bedok,1-room,0
2014-Q1,Bedok,2-room,-
2014-Q1,Bedok,3-room,332000
2014-Q1,Bedok,4-room,446000
2014-Q1,Bedok,5-room,559000
2014-Q1,Bedok,Executive,-
2014-Q1,Bishan,1-room,0
2014-Q1,Bishan,2-room,0
2014-Q1,Bishan,3-room,-
2014-Q1,Bishan,4-room,509000
2014-Q1,Bishan,5-room,-
2014-Q1,Bishan,Executive,-
2014-Q1,Bukit Batok,1-room,0
2014-Q1,Bukit Batok,2-room,0
2014-Q1,Bukit Batok,3-room,320000
2014-Q1,Bukit Batok,4-room,425300
2014-Q1,Bukit Batok,5-room,-
2014-Q1,Bukit Batok,Executive,-
2014-Q1,Bukit Merah,1-room,-
2014-Q1,Bukit Merah,2-room,-
2014-Q1,Bukit Merah,3-room,393000
2014-Q1,Bukit Merah,4-room,650900
2014-Q1,Bukit Merah,5-room,759000
2014-Q1,Bukit Merah,Executive,0
2014-Q1,Bukit Panjang,1-room,0
2014-Q1,Bukit Panjang,2-room,0
2014-Q1,Bukit Panjang,3-room,-
2014-Q1,Bukit Panjang,4-room,409000
2014-Q1,Bukit Panjang,5-room,470000
2014-Q1,Bukit Panjang,Executive,-
2014-Q1,Bukit Timah,1-room,0
2014-Q1,Bukit Timah,2-room,0
2014-Q1,Bukit Timah,3-room,-
2014-Q1,Bukit Timah,4-room,0
2014-Q1,Bukit Timah,5-room,-
2014-Q1,Bukit Timah,Executive,-
2014-Q1,Central,1-room,0
2014-Q1,Central,2-room,-
2014-Q1,Central,3-room,-
2014-Q1,Central,4-room,-
2014-Q1,Central,5-room,0
2014-Q1,Central,Executive,0
2014-Q1,Choa Chu Kang,1-room,0
2014-Q1,Choa Chu Kang,2-room,0
2014-Q1,Choa Chu Kang,3-room,-
2014-Q1,Choa Chu Kang,4-room,411000
2014-Q1,Choa Chu Kang,5-room,490500
2014-Q1,Choa Chu Kang,Executive,-
2014-Q1,Clementi,1-room,0
2014-Q1,Clementi,2-room,-
2014-Q1,Clementi,3-room,350000
2014-Q1,Clementi,4-room,517500
2014-Q1,Clementi,5-room,-
2014-Q1,Clementi,Executive,0
2014-Q1,Geylang,1-room,0
2014-Q1,Geylang,2-room,-
2014-Q1,Geylang,3-room,301900
2014-Q1,Geylang,4-room,520000
2014-Q1,Geylang,5-room,-
2014-Q1,Geylang,Executive,-
2014-Q1,Hougang,1-room,0
2014-Q1,Hougang,2-room,0
2014-Q1,Hougang,3-room,348500
2014-Q1,Hougang,4-room,440000
2014-Q1,Hougang,5-room,550000
2014-Q1,Hougang,Executive,685000
2014-Q1,Jurong East,1-room,0
2014-Q1,Jurong East,2-room,-
2014-Q1,Jurong East,3-room,331000
2014-Q1,Jurong East,4-room,439000
2014-Q1,Jurong East,5-room,-
2014-Q1,Jurong East,Executive,-
2014-Q1,Jurong West,1-room,0
2014-Q1,Jurong West,2-room,0
2014-Q1,Jurong West,3-room,318900
2014-Q1,Jurong West,4-room,412300
2014-Q1,Jurong West,5-room,490000
2014-Q1,Jurong West,Executive,568000
2014-Q1,Kallang/Whampoa,1-room,0
2014-Q1,Kallang/Whampoa,2-room,-
2014-Q1,Kallang/Whampoa,3-room,345000
2014-Q1,Kallang/Whampoa,4-room,530000
2014-Q1,Kallang/Whampoa,5-room,-
2014-Q1,Kallang/Whampoa,Executive,-
2014-Q1,Marine Parade,1-room,0
2014-Q1,Marine Parade,2-room,0
2014-Q1,Marine Parade,3-room,-
2014-Q1,Marine Parade,4-room,-
2014-Q1,Marine Parade,5-room,-
2014-Q1,Marine Parade,Executive,0
2014-Q1,Pasir Ris,1-room,0
2014-Q1,Pasir Ris,2-room,0
2014-Q1,Pasir Ris,3-room,-
2014-Q1,Pasir Ris,4-room,440500
2014-Q1,Pasir Ris,5-room,510000
2014-Q1,Pasir Ris,Executive,650000
2014-Q1,Punggol,1-room,0
2014-Q1,Punggol,2-room,0
2014-Q1,Punggol,3-room,0
2014-Q1,Punggol,4-room,475500
2014-Q1,Punggol,5-room,515000
2014-Q1,Punggol,Executive,-
2014-Q1,Queenstown,1-room,0
2014-Q1,Queenstown,2-room,-
2014-Q1,Queenstown,3-room,369000
2014-Q1,Queenstown,4-room,690000
2014-Q1,Queenstown,5-room,-
2014-Q1,Queenstown,Executive,0
2014-Q1,Sembawang,1-room,0
2014-Q1,Sembawang,2-room,-
2014-Q1,Sembawang,3-room,0
2014-Q1,Sembawang,4-room,410000
2014-Q1,Sembawang,5-room,473000
2014-Q1,Sembawang,Executive,-
2014-Q1,Sengkang,1-room,0
2014-Q1,Sengkang,2-room,0
2014-Q1,Sengkang,3-room,-
2014-Q1,Sengkang,4-room,450000
2014-Q1,Sengkang,5-room,498000
2014-Q1,Sengkang,Executive,-
2014-Q1,Serangoon,1-room,0
2014-Q1,Serangoon,2-room,-
2014-Q1,Serangoon,3-room,355500
2014-Q1,Serangoon,4-room,475000
2014-Q1,Serangoon,5-room,-
2014-Q1,Serangoon,Executive,-
2014-Q1,Tampines,1-room,0
2014-Q1,Tampines,2-room,0
2014-Q1,Tampines,3-room,365000
2014-Q1,Tampines,4-room,457400
2014-Q1,Tampines,5-room,550000
2014-Q1,Tampines,Executive,-
2014-Q1,Toa Payoh,1-room,0
2014-Q1,Toa Payoh,2-room,-
2014-Q1,Toa Payoh,3-room,340000
2014-Q1,Toa Payoh,4-room,536500
2014-Q1,Toa Payoh,5-room,-
2014-Q1,Toa Payoh,Executive,-
2014-Q1,Woodlands,1-room,0
2014-Q1,Woodlands,2-room,-
2014-Q1,Woodlands,3-room,300000
2014-Q1,Woodlands,4-room,390000
2014-Q1,Woodlands,5-room,460000
2014-Q1,Woodlands,Executive,628000
2014-Q1,Yishun,1-room,0
2014-Q1,Yishun,2-room,0
2014-Q1,Yishun,3-room,318000
2014-Q1,Yishun,4-room,386500
2014-Q1,Yishun,5-room,-
2014-Q1,Yishun,Executive,-
2014-Q2,Ang Mo Kio,1-room,0
2014-Q2,Ang Mo Kio,2-room,-
2014-Q2,Ang Mo Kio,3-room,355000
2014-Q2,Ang Mo Kio,4-room,478000
2014-Q2,Ang Mo Kio,5-room,635000
2014-Q2,Ang Mo Kio,Executive,0
2014-Q2,Bedok,1-room,0
2014-Q2,Bedok,2-room,-
2014-Q2,Bedok,3-room,335000
2014-Q2,Bedok,4-room,435000
2014-Q2,Bedok,5-room,575000
2014-Q2,Bedok,Executive,-
2014-Q2,Bishan,1-room,0
2014-Q2,Bishan,2-room,0
2014-Q2,Bishan,3-room,-
2014-Q2,Bishan,4-room,516500
2014-Q2,Bishan,5-room,-
2014-Q2,Bishan,Executive,-
2014-Q2,Bukit Batok,1-room,0
2014-Q2,Bukit Batok,2-room,0
2014-Q2,Bukit Batok,3-room,320000
2014-Q2,Bukit Batok,4-room,418000
2014-Q2,Bukit Batok,5-room,585000
2014-Q2,Bukit Batok,Executive,-
2014-Q2,Bukit Merah,1-room,-
2014-Q2,Bukit Merah,2-room,-
2014-Q2,Bukit Merah,3-room,390000
2014-Q2,Bukit Merah,4-room,645000
2014-Q2,Bukit Merah,5-room,780000
2014-Q2,Bukit Merah,Executive,0
2014-Q2,Bukit Panjang,1-room,0
2014-Q2,Bukit Panjang,2-room,0
2014-Q2,Bukit Panjang,3-room,-
2014-Q2,Bukit Panjang,4-room,400000
2014-Q2,Bukit Panjang,5-room,478400
2014-Q2,Bukit Panjang,Executive,-
2014-Q2,Bukit Timah,1-room,0
2014-Q2,Bukit Timah,2-room,0
2014-Q2,Bukit Timah,3-room,-
2014-Q2,Bukit Timah,4-room,-
2014-Q2,Bukit Timah,5-room,-
2014-Q2,Bukit Timah,Executive,-
2014-Q2,Central,1-room,0
2014-Q2,Central,2-room,-
2014-Q2,Central,3-room,-
2014-Q2,Central,4-room,-
2014-Q2,Central,5-room,0
2014-Q2,Central,Executive,0
2014-Q2,Choa Chu Kang,1-room,0
2014-Q2,Choa Chu Kang,2-room,-
2014-Q2,Choa Chu Kang,3-room,-
2014-Q2,Choa Chu Kang,4-room,395000
2014-Q2,Choa Chu Kang,5-room,488000
2014-Q2,Choa Chu Kang,Executive,-
2014-Q2,Clementi,1-room,0
2014-Q2,Clementi,2-room,-
2014-Q2,Clementi,3-room,373000
2014-Q2,Clementi,4-room,516500
2014-Q2,Clementi,5-room,-
2014-Q2,Clementi,Executive,-
2014-Q2,Geylang,1-room,0
2014-Q2,Geylang,2-room,-
2014-Q2,Geylang,3-room,311500
2014-Q2,Geylang,4-room,507900
2014-Q2,Geylang,5-room,-
2014-Q2,Geylang,Executive,-
2014-Q2,Hougang,1-room,0
2014-Q2,Hougang,2-room,0
2014-Q2,Hougang,3-room,325000
2014-Q2,Hougang,4-room,431500
2014-Q2,Hougang,5-room,521400
2014-Q2,Hougang,Executive,-
2014-Q2,Jurong East,1-room,0
2014-Q2,Jurong East,2-room,0
2014-Q2,Jurong East,3-room,323000
2014-Q2,Jurong East,4-room,-
2014-Q2,Jurong East,5-room,604000
2014-Q2,Jurong East,Executive,-
2014-Q2,Jurong West,1-room,0
2014-Q2,Jurong West,2-room,-
2014-Q2,Jurong West,3-room,313000
2014-Q2,Jurong West,4-room,400000
2014-Q2,Jurong West,5-room,480000
2014-Q2,Jurong West,Executive,580000
2014-Q2,Kallang/Whampoa,1-room,0
2014-Q2,Kallang/Whampoa,2-room,0
2014-Q2,Kallang/Whampoa,3-room,343000
2014-Q2,Kallang/Whampoa,4-room,530000
2014-Q2,Kallang/Whampoa,5-room,-
2014-Q2,Kallang/Whampoa,Executive,-
2014-Q2,Marine Parade,1-room,0
2014-Q2,Marine Parade,2-room,0
2014-Q2,Marine Parade,3-room,400000
2014-Q2,Marine Parade,4-room,-
2014-Q2,Marine Parade,5-room,-
2014-Q2,Marine Parade,Executive,0
2014-Q2,Pasir Ris,1-room,0
2014-Q2,Pasir Ris,2-room,0
2014-Q2,Pasir Ris,3-room,0
2014-Q2,Pasir Ris,4-room,428000
2014-Q2,Pasir Ris,5-room,504000
2014-Q2,Pasir Ris,Executive,650000
2014-Q2,Punggol,1-room,0
2014-Q2,Punggol,2-room,0
2014-Q2,Punggol,3-room,0
2014-Q2,Punggol,4-room,462500
2014-Q2,Punggol,5-room,506800
2014-Q2,Punggol,Executive,-
2014-Q2,Queenstown,1-room,0
2014-Q2,Queenstown,2-room,-
2014-Q2,Queenstown,3-room,357000
2014-Q2,Queenstown,4-room,700000
2014-Q2,Queenstown,5-room,-
2014-Q2,Queenstown,Executive,-
2014-Q2,Sembawang,1-room,0
2014-Q2,Sembawang,2-room,-
2014-Q2,Sembawang,3-room,0
2014-Q2,Sembawang,4-room,400000
2014-Q2,Sembawang,5-room,465000
2014-Q2,Sembawang,Executive,-
2014-Q2,Sengkang,1-room,0
2014-Q2,Sengkang,2-room,-
2014-Q2,Sengkang,3-room,-
2014-Q2,Sengkang,4-room,440000
2014-Q2,Sengkang,5-room,495500
2014-Q2,Sengkang,Executive,597500
2014-Q2,Serangoon,1-room,0
2014-Q2,Serangoon,2-room,0
2014-Q2,Serangoon,3-room,356800
2014-Q2,Serangoon,4-room,455000
2014-Q2,Serangoon,5-room,-
2014-Q2,Serangoon,Executive,-
2014-Q2,Tampines,1-room,0
2014-Q2,Tampines,2-room,0
2014-Q2,Tampines,3-room,355000
2014-Q2,Tampines,4-room,456500
2014-Q2,Tampines,5-room,555000
2014-Q2,Tampines,Executive,679400
2014-Q2,Toa Payoh,1-room,0
2014-Q2,Toa Payoh,2-room,-
2014-Q2,Toa Payoh,3-room,330000
2014-Q2,Toa Payoh,4-room,590000
2014-Q2,Toa Payoh,5-room,-
2014-Q2,Toa Payoh,Executive,-
2014-Q2,Woodlands,1-room,0
2014-Q2,Woodlands,2-room,-
2014-Q2,Woodlands,3-room,314500
2014-Q2,Woodlands,4-room,384500
2014-Q2,Woodlands,5-room,450000
2014-Q2,Woodlands,Executive,600000
2014-Q2,Yishun,1-room,0
2014-Q2,Yishun,2-room,0
2014-Q2,Yishun,3-room,311000
2014-Q2,Yishun,4-room,380000
2014-Q2,Yishun,5-room,475000
2014-Q2,Yishun,Executive,-
2014-Q3,Ang Mo Kio,1-room,0
2014-Q3,Ang Mo Kio,2-room,-
2014-Q3,Ang Mo Kio,3-room,338000
2014-Q3,Ang Mo Kio,4-room,465000
2014-Q3,Ang Mo Kio,5-room,-
2014-Q3,Ang Mo Kio,Executive,0
2014-Q3,Bedok,1-room,0
2014-Q3,Bedok,2-room,-
2014-Q3,Bedok,3-room,320000
2014-Q3,Bedok,4-room,425000
2014-Q3,Bedok,5-room,614000
2014-Q3,Bedok,Executive,-
2014-Q3,Bishan,1-room,0
2014-Q3,Bishan,2-room,0
2014-Q3,Bishan,3-room,-
2014-Q3,Bishan,4-room,525000
2014-Q3,Bishan,5-room,-
2014-Q3,Bishan,Executive,-
2014-Q3,Bukit Batok,1-room,0
2014-Q3,Bukit Batok,2-room,0
2014-Q3,Bukit Batok,3-room,301500
2014-Q3,Bukit Batok,4-room,420000
2014-Q3,Bukit Batok,5-room,-
2014-Q3,Bukit Batok,Executive,-
2014-Q3,Bukit Merah,1-room,-
2014-Q3,Bukit Merah,2-room,-
2014-Q3,Bukit Merah,3-room,378000
2014-Q3,Bukit Merah,4-room,660000
2014-Q3,Bukit Merah,5-room,786500
2014-Q3,Bukit Merah,Executive,0
2014-Q3,Bukit Panjang,1-room,0
2014-Q3,Bukit Panjang,2-room,0
2014-Q3,Bukit Panjang,3-room,312500
2014-Q3,Bukit Panjang,4-room,388000
2014-Q3,Bukit Panjang,5-room,461500
2014-Q3,Bukit Panjang,Executive,-
2014-Q3,Bukit Timah,1-room,0
2014-Q3,Bukit Timah,2-room,0
2014-Q3,Bukit Timah,3-room,-
2014-Q3,Bukit Timah,4-room,0
2014-Q3,Bukit Timah,5-room,-
2014-Q3,Bukit Timah,Executive,0
2014-Q3,Central,1-room,0
2014-Q3,Central,2-room,-
2014-Q3,Central,3-room,432500
2014-Q3,Central,4-room,-
2014-Q3,Central,5-room,-
2014-Q3,Central,Executive,0
2014-Q3,Choa Chu Kang,1-room,0
2014-Q3,Choa Chu Kang,2-room,0
2014-Q3,Choa Chu Kang,3-room,-
2014-Q3,Choa Chu Kang,4-room,380000
2014-Q3,Choa Chu Kang,5-room,468000
2014-Q3,Choa Chu Kang,Executive,-
2014-Q3,Clementi,1-room,0
2014-Q3,Clementi,2-room,-
2014-Q3,Clementi,3-room,365000
2014-Q3,Clementi,4-room,520000
2014-Q3,Clementi,5-room,-
2014-Q3,Clementi,Executive,-
2014-Q3,Geylang,1-room,0
2014-Q3,Geylang,2-room,-
2014-Q3,Geylang,3-room,300000
2014-Q3,Geylang,4-room,-
2014-Q3,Geylang,5-room,-
2014-Q3,Geylang,Executive,-
2014-Q3,Hougang,1-room,0
2014-Q3,Hougang,2-room,0
2014-Q3,Hougang,3-room,318000
2014-Q3,Hougang,4-room,415000
2014-Q3,Hougang,5-room,513500
2014-Q3,Hougang,Executive,680000
2014-Q3,Jurong East,1-room,0
2014-Q3,Jurong East,2-room,0
2014-Q3,Jurong East,3-room,320000
2014-Q3,Jurong East,4-room,390000
2014-Q3,Jurong East,5-room,-
2014-Q3,Jurong East,Executive,-
2014-Q3,Jurong West,1-room,0
2014-Q3,Jurong West,2-room,-
2014-Q3,Jurong West,3-room,305000
2014-Q3,Jurong West,4-room,390000
2014-Q3,Jurong West,5-room,470000
2014-Q3,Jurong West,Executive,572500
2014-Q3,Kallang/Whampoa,1-room,0
2014-Q3,Kallang/Whampoa,2-room,-
2014-Q3,Kallang/Whampoa,3-room,350000
2014-Q3,Kallang/Whampoa,4-room,570000
2014-Q3,Kallang/Whampoa,5-room,670000
2014-Q3,Kallang/Whampoa,Executive,-
2014-Q3,Marine Parade,1-room,0
2014-Q3,Marine Parade,2-room,-
2014-Q3,Marine Parade,3-room,-
2014-Q3,Marine Parade,4-room,-
2014-Q3,Marine Parade,5-room,-
2014-Q3,Marine Parade,Executive,0
2014-Q3,Pasir Ris,1-room,0
2014-Q3,Pasir Ris,2-room,0
2014-Q3,Pasir Ris,3-room,-
2014-Q3,Pasir Ris,4-room,422300
2014-Q3,Pasir Ris,5-room,501500
2014-Q3,Pasir Ris,Executive,629000
2014-Q3,Punggol,1-room,0
2014-Q3,Punggol,2-room,0
2014-Q3,Punggol,3-room,0
2014-Q3,Punggol,4-room,433000
2014-Q3,Punggol,5-room,476500
2014-Q3,Punggol,Executive,-
2014-Q3,Queenstown,1-room,0
2014-Q3,Queenstown,2-room,-
2014-Q3,Queenstown,3-room,368000
2014-Q3,Queenstown,4-room,705000
2014-Q3,Queenstown,5-room,-
2014-Q3,Queenstown,Executive,0
2014-Q3,Sembawang,1-room,0
2014-Q3,Sembawang,2-room,0
2014-Q3,Sembawang,3-room,0
2014-Q3,Sembawang,4-room,396500
2014-Q3,Sembawang,5-room,448000
2014-Q3,Sembawang,Executive,-
2014-Q3,Sengkang,1-room,0
2014-Q3,Sengkang,2-room,0
2014-Q3,Sengkang,3-room,-
2014-Q3,Sengkang,4-room,448000
2014-Q3,Sengkang,5-room,479500
2014-Q3,Sengkang,Executive,-
2014-Q3,Serangoon,1-room,0
2014-Q3,Serangoon,2-room,0
2014-Q3,Serangoon,3-room,360000
2014-Q3,Serangoon,4-room,475000
2014-Q3,Serangoon,5-room,-
2014-Q3,Serangoon,Executive,-
2014-Q3,Tampines,1-room,0
2014-Q3,Tampines,2-room,0
2014-Q3,Tampines,3-room,347500
2014-Q3,Tampines,4-room,445000
2014-Q3,Tampines,5-room,532000
2014-Q3,Tampines,Executive,693800
2014-Q3,Toa Payoh,1-room,0
2014-Q3,Toa Payoh,2-room,-
2014-Q3,Toa Payoh,3-room,340000
2014-Q3,Toa Payoh,4-room,540000
2014-Q3,Toa Payoh,5-room,-
2014-Q3,Toa Payoh,Executive,-
2014-Q3,Woodlands,1-room,0
2014-Q3,Woodlands,2-room,-
2014-Q3,Woodlands,3-room,283000
2014-Q3,Woodlands,4-room,380000
2014-Q3,Woodlands,5-room,436300
2014-Q3,Woodlands,Executive,600000
2014-Q3,Yishun,1-room,0
2014-Q3,Yishun,2-room,0
2014-Q3,Yishun,3-room,305000
2014-Q3,Yishun,4-room,368000
2014-Q3,Yishun,5-room,475000
2014-Q3,Yishun,Executive,-
2014-Q4,Ang Mo Kio,1-room,0
2014-Q4,Ang Mo Kio,2-room,-
2014-Q4,Ang Mo Kio,3-room,335000
2014-Q4,Ang Mo Kio,4-room,451000
2014-Q4,Ang Mo Kio,5-room,-
2014-Q4,Ang Mo Kio,Executive,-
2014-Q4,Bedok,1-room,0
2014-Q4,Bedok,2-room,-
2014-Q4,Bedok,3-room,315000
2014-Q4,Bedok,4-room,425000
2014-Q4,Bedok,5-room,573000
2014-Q4,Bedok,Executive,-
2014-Q4,Bishan,1-room,0
2014-Q4,Bishan,2-room,0
2014-Q4,Bishan,3-room,-
2014-Q4,Bishan,4-room,525000
2014-Q4,Bishan,5-room,717500
2014-Q4,Bishan,Executive,-
2014-Q4,Bukit Batok,1-room,0
2014-Q4,Bukit Batok,2-room,0
2014-Q4,Bukit Batok,3-room,294500
2014-Q4,Bukit Batok,4-room,418000
2014-Q4,Bukit Batok,5-room,-
2014-Q4,Bukit Batok,Executive,-
2014-Q4,Bukit Merah,1-room,-
2014-Q4,Bukit Merah,2-room,-
2014-Q4,Bukit Merah,3-room,375000
2014-Q4,Bukit Merah,4-room,610000
2014-Q4,Bukit Merah,5-room,775000
2014-Q4,Bukit Merah,Executive,0
2014-Q4,Bukit Panjang,1-room,0
2014-Q4,Bukit Panjang,2-room,0
2014-Q4,Bukit Panjang,3-room,-
2014-Q4,Bukit Panjang,4-room,368000
2014-Q4,Bukit Panjang,5-room,482500
2014-Q4,Bukit Panjang,Executive,-
2014-Q4,Bukit Timah,1-room,0
2014-Q4,Bukit Timah,2-room,0
2014-Q4,Bukit Timah,3-room,-
2014-Q4,Bukit Timah,4-room,-
2014-Q4,Bukit Timah,5-room,-
2014-Q4,Bukit Timah,Executive,-
2014-Q4,Central,1-room,0
2014-Q4,Central,2-room,-
2014-Q4,Central,3-room,-
2014-Q4,Central,4-room,-
2014-Q4,Central,5-room,-
2014-Q4,Central,Executive,0
2014-Q4,Choa Chu Kang,1-room,0
2014-Q4,Choa Chu Kang,2-room,0
2014-Q4,Choa Chu Kang,3-room,-
2014-Q4,Choa Chu Kang,4-room,377000
2014-Q4,Choa Chu Kang,5-room,437500
2014-Q4,Choa Chu Kang,Executive,-
2014-Q4,Clementi,1-room,0
2014-Q4,Clementi,2-room,0
2014-Q4,Clementi,3-room,340000
2014-Q4,Clementi,4-room,497500
2014-Q4,Clementi,5-room,-
2014-Q4,Clementi,Executive,-
2014-Q4,Geylang,1-room,0
2014-Q4,Geylang,2-room,-
2014-Q4,Geylang,3-room,301000
2014-Q4,Geylang,4-room,425000
2014-Q4,Geylang,5-room,-
2014-Q4,Geylang,Executive,-
2014-Q4,Hougang,1-room,0
2014-Q4,Hougang,2-room,0
2014-Q4,Hougang,3-room,310000
2014-Q4,Hougang,4-room,400000
2014-Q4,Hougang,5-room,512500
2014-Q4,Hougang,Executive,680000
2014-Q4,Jurong East,1-room,0
2014-Q4,Jurong East,2-room,0
2014-Q4,Jurong East,3-room,310000
2014-Q4,Jurong East,4-room,430000
2014-Q4,Jurong East,5-room,507500
2014-Q4,Jurong East,Executive,-
2014-Q4,Jurong West,1-room,0
2014-Q4,Jurong West,2-room,-
2014-Q4,Jurong West,3-room,295000
2014-Q4,Jurong West,4-room,391000
2014-Q4,Jurong West,5-room,460000
2014-Q4,Jurong West,Executive,575000
2014-Q4,Kallang/Whampoa,1-room,0
2014-Q4,Kallang/Whampoa,2-room,-
2014-Q4,Kallang/Whampoa,3-room,333800
2014-Q4,Kallang/Whampoa,4-room,515000
2014-Q4,Kallang/Whampoa,5-room,-
2014-Q4,Kallang/Whampoa,Executive,-
2014-Q4,Marine Parade,1-room,0
2014-Q4,Marine Parade,2-room,0
2014-Q4,Marine Parade,3-room,410400
2014-Q4,Marine Parade,4-room,-
2014-Q4,Marine Parade,5-room,-
2014-Q4,Marine Parade,Executive,0
2014-Q4,Pasir Ris,1-room,0
2014-Q4,Pasir Ris,2-room,0
2014-Q4,Pasir Ris,3-room,-
2014-Q4,Pasir Ris,4-room,418000
2014-Q4,Pasir Ris,5-room,490000
2014-Q4,Pasir Ris,Executive,621300
2014-Q4,Punggol,1-room,0
2014-Q4,Punggol,2-room,0
2014-Q4,Punggol,3-room,0
2014-Q4,Punggol,4-room,420000
2014-Q4,Punggol,5-room,460900
2014-Q4,Punggol,Executive,-
2014-Q4,Queenstown,1-room,0
2014-Q4,Queenstown,2-room,-
2014-Q4,Queenstown,3-room,389000
2014-Q4,Queenstown,4-room,667500
2014-Q4,Queenstown,5-room,-
2014-Q4,Queenstown,Executive,0
2014-Q4,Sembawang,1-room,0
2014-Q4,Sembawang,2-room,-
2014-Q4,Sembawang,3-room,0
2014-Q4,Sembawang,4-room,380000
2014-Q4,Sembawang,5-room,429000
2014-Q4,Sembawang,Executive,-
2014-Q4,Sengkang,1-room,0
2014-Q4,Sengkang,2-room,0
2014-Q4,Sengkang,3-room,-
2014-Q4,Sengkang,4-room,423000
2014-Q4,Sengkang,5-room,462300
2014-Q4,Sengkang,Executive,585000
2014-Q4,Serangoon,1-room,0
2014-Q4,Serangoon,2-room,0
2014-Q4,Serangoon,3-room,335000
2014-Q4,Serangoon,4-room,455000
2014-Q4,Serangoon,5-room,-
2014-Q4,Serangoon,Executive,-
2014-Q4,Tampines,1-room,0
2014-Q4,Tampines,2-room,0
2014-Q4,Tampines,3-room,340000
2014-Q4,Tampines,4-room,435000
2014-Q4,Tampines,5-room,530000
2014-Q4,Tampines,Executive,679000
2014-Q4,Toa Payoh,1-room,0
2014-Q4,Toa Payoh,2-room,-
2014-Q4,Toa Payoh,3-room,328000
2014-Q4,Toa Payoh,4-room,583500
2014-Q4,Toa Payoh,5-room,-
2014-Q4,Toa Payoh,Executive,-
2014-Q4,Woodlands,1-room,0
2014-Q4,Woodlands,2-room,0
2014-Q4,Woodlands,3-room,285000
2014-Q4,Woodlands,4-room,375000
2014-Q4,Woodlands,5-room,430000
2014-Q4,Woodlands,Executive,585000
2014-Q4,Yishun,1-room,0
2014-Q4,Yishun,2-room,0
2014-Q4,Yishun,3-room,296000
2014-Q4,Yishun,4-room,357000
2014-Q4,Yishun,5-room,455000
2014-Q4,Yishun,Executive,-
2015-Q1,Ang Mo Kio,1-room,0
2015-Q1,Ang Mo Kio,2-room,-
2015-Q1,Ang Mo Kio,3-room,322000
2015-Q1,Ang Mo Kio,4-room,467500
2015-Q1,Ang Mo Kio,5-room,-
2015-Q1,Ang Mo Kio,Executive,0
2015-Q1,Bedok,1-room,0
2015-Q1,Bedok,2-room,-
2015-Q1,Bedok,3-room,305500
2015-Q1,Bedok,4-room,415000
2015-Q1,Bedok,5-room,568000
2015-Q1,Bedok,Executive,-
2015-Q1,Bishan,1-room,0
2015-Q1,Bishan,2-room,0
2015-Q1,Bishan,3-room,-
2015-Q1,Bishan,4-room,520000
2015-Q1,Bishan,5-room,-
2015-Q1,Bishan,Executive,-
2015-Q1,Bukit Batok,1-room,0
2015-Q1,Bukit Batok,2-room,0
2015-Q1,Bukit Batok,3-room,290000
2015-Q1,Bukit Batok,4-room,416500
2015-Q1,Bukit Batok,5-room,-
2015-Q1,Bukit Batok,Executive,-
2015-Q1,Bukit Merah,1-room,-
2015-Q1,Bukit Merah,2-room,-
2015-Q1,Bukit Merah,3-room,369900
2015-Q1,Bukit Merah,4-room,615000
2015-Q1,Bukit Merah,5-room,785000
2015-Q1,Bukit Merah,Executive,0
2015-Q1,Bukit Panjang,1-room,0
