FECHA_DE_RECEPCION;HORA_DE_RECEPCION;SECCION_ID;SECCION;ANOMALIA_ID;ANOMALIA;TIPO_DE_VIAL_ID;TIPO_DE_VIAL;NOMBRE_DE_VIAL;NUMERO;DISTRITO_ID;DISTRITO;BARRIO_ID;BARRIO;CODIGO_POSTAL
29/07/2016;09:24:45;44;R CUBO/CONT (PAPEL/VIDRIO) REPOS/REPARAC E;3427;REPOSICION CONTENEDOR PAPEL (IGLU AZUL);291;CALLE;FUENTE DE LIMA;7;10;LATINA;1007;LAS AGUILAS;28024
29/07/2016;09:24:46;62;R RECOGIDA ROPA A DOMICILIO E;3739;RECOGIDA ROPA A DOMICILIO;291;CALLE;GENERAL ORAA;65;4;SALAMANCA;405;LISTA;28006
29/07/2016;09:25:48;41;R CUBO/CONT (ORGANICO/ENVASES) REPAR_AVERIADO/ROTO E;3364;ROTO CUBO AMARILLO ENV 2 RUEDAS 240 L;291;CALLE;ILLESCAS;103;10;LATINA;1004;ALUCHE;28024
29/07/2016;09:25:50;63;FUENTES DE BEBER/HIDRANTES (BOMBEROS);3753;FUENTE DE BEBER INCIDENCIA EN GRIFO/PERDIDAS DE AGUA;291;CALLE;SILVANO;1;16;HORTALEZA;1602;PIOVERA;28043
29/07/2016;09:27:36;33;L ESPACIOS PUBLICOS/MOBILIARIO/PINTADAS A;3438;LIMPIEZA VIAS PUBLICAS Y ZONAS VERDES;291;CALLE;NICOLAS SANCHEZ;1;12;USERA;1205;MOSCARDO;28026
29/07/2016;09:28:13;5;ARBOLADO VIARIO;2657;PODA DE ARBOL;295;PLAZA;REPUBLICA ARGENTINA;8;5;CHAMARTIN;501;EL VISO;28002
29/07/2016;09:28:16;65;ZONAS VERDES Y BOCAS DE RIEGO;1994;ROTURA DE BOCA DE RIEGO DENTRO DE ZONA VERDE;294;PASEO;GINEBRA;1;20;SAN BLAS;2005;ROSAS;28022
29/07/2016;09:28:33;42;R CUBO/CONT (ORGANICO/ENVASES) REPOS/NUEVO SUMINISTRO E;3379;DESAPARECIDO CUBO NARANJA ORG 2 RUEDAS 240 L;291;CALLE;JULIO PALACIOS;24;8;FUENCARRAL-EL PARDO;805;LA PAZ;28029
29/07/2016;09:28:39;37;L PAPELERAS VACIADO/REPAR/REPOS/BOLSAS EXC CANINOS E;3327;VACIADO PAPELERA;291;CALLE;NICOLAS SANCHEZ;1;12;USERA;1205;MOSCARDO;28026
29/07/2016;09:28:52;59;SER;3705;ANULACION AVISO DENUNCIA. AVISO DE DENUNCIA INCORRECTO;295;PLAZA;IGLESIA;2;16;HORTALEZA;1604;PINAR DEL REY;28033
29/07/2016;09:29:15;42;R CUBO/CONT (ORGANICO/ENVASES) REPOS/NUEVO SUMINISTRO E;3380;DESAPARECIDO CUBO NARANJA ORG 2 RUEDAS 360 L;291;CALLE;VICTORIA;9;1;CENTRO;106;SOL;28012
29/07/2016;09:29:41;22;PAVIMENTOS;1971;PAVIMENTAR CALZADA;291;CALLE;ALGORTA;1;11;CARABANCHEL;1103;SAN ISIDRO;28019
29/07/2016;09:30:37;33;L ESPACIOS PUBLICOS/MOBILIARIO/PINTADAS A;3438;LIMPIEZA VIAS PUBLICAS Y ZONAS VERDES;291;CALLE;HUESCA;3;6;TETUAN;603;CASTILLEJOS;28020
29/07/2016;09:30:51;33;L ESPACIOS PUBLICOS/MOBILIARIO/PINTADAS A;3438;LIMPIEZA VIAS PUBLICAS Y ZONAS VERDES;291;CALLE;HERMENEGILDO BIELSA;1;12;USERA;1205;MOSCARDO;28026
29/07/2016;09:31:33;2;ALUMBRADO PUBLICO EXTERIOR;3751;ALUMBRADO - 08. OTRAS INCIDENCIAS;291;CALLE;RAMON PEREZ DE AYALA;78;13;PUENTE DE VALLECAS;1306;NUMANCIA;28038
29/07/2016;09:31:38;39;R (ROPA/ESCOMBROS) RETIRADAS/INCIDENCIAS A;3462;RETIRADA SACO ESCOMBROS INSTAL. SIN AUTORIZ. O INCORRECTAM.;291;CALLE;CARPESA;1;10;LATINA;1005;CAMPAMENTO;28024
29/07/2016;09:31:50;37;L PAPELERAS VACIADO/REPAR/REPOS/BOLSAS EXC CANINOS E;3327;VACIADO PAPELERA;291;CALLE;HERMENEGILDO BIELSA;1;12;USERA;1205;MOSCARDO;28026
29/07/2016;09:32:13;34;L MUEBLES/LINEA BLANCA/ESPACIO PUBLICO E;3324;RECOGIDA MUEBLES Y ENSERES A PETICION DEL CIUDADANO;291;CALLE;ASUNCION;2;12;USERA;1204;ALMENDRALES;28026
29/07/2016;09:32:38;65;ZONAS VERDES Y BOCAS DE RIEGO;2671;PODA DE ARBOL EN ZONAS VERDES;291;CALLE;FORTALEZA;51;8;FUENCARRAL-EL PARDO;801;EL PARDO;28048
29/07/2016;09:32:41;34;L MUEBLES/LINEA BLANCA/ESPACIO PUBLICO E;3324;RECOGIDA MUEBLES Y ENSERES A PETICION DEL CIUDADANO;291;CALLE;CAPITAN HAYA;9;6;TETUAN;602;CUATRO CAMINOS;28020
29/07/2016;09:32:42;33;L ESPACIOS PUBLICOS/MOBILIARIO/PINTADAS A;3438;LIMPIEZA VIAS PUBLICAS Y ZONAS VERDES;291;CALLE;ULISES;1;15;CIUDAD LINEAL;1507;COLINA;28043
29/07/2016;09:33:13;34;L MUEBLES/LINEA BLANCA/ESPACIO PUBLICO E;3324;RECOGIDA MUEBLES Y ENSERES A PETICION DEL CIUDADANO;291;CALLE;FRANCISCO RICCI;15;7;CHAMBERI;701;GAZTAMBIDE;28015
29/07/2016;09:33:17;34;L MUEBLES/LINEA BLANCA/ESPACIO PUBLICO E;3324;RECOGIDA MUEBLES Y ENSERES A PETICION DEL CIUDADANO;291;CALLE;LUIS MITJANS;26;3;RETIRO;302;ADELFAS;28007
29/07/2016;09:34:10;57;BICICLETA PUBLICA;3561;BICLETA. VANDALISMO. ROBADA, PERDIDA O ABANDONADA.;291;CALLE;GUTIERRE DE CETINA;52;15;CIUDAD LINEAL;1502;PUEBLO NUEVO;28017
29/07/2016;09:35:59;33;L ESPACIOS PUBLICOS/MOBILIARIO/PINTADAS A;3438;LIMPIEZA VIAS PUBLICAS Y ZONAS VERDES;291;CALLE;FORTALEZA;51;8;FUENCARRAL-EL PARDO;801;EL PARDO;28048
29/07/2016;09:36:14;34;L MUEBLES/LINEA BLANCA/ESPACIO PUBLICO E;3324;RECOGIDA MUEBLES Y ENSERES A PETICION DEL CIUDADANO;295;PLAZA;EMPERADOR CARLOS V;9;1;CENTRO;102;EMBAJADORES;28012
29/07/2016;09:36:28;59;SER;3600;PAGOS EN EFECTIVO. DEVOLUCION DINERO POR CANCELACION AUTORIZ;291;CALLE;BERASTEGUI;3;15;CIUDAD LINEAL;1502;PUEBLO NUEVO;28017
29/07/2016;09:36:45;33;L ESPACIOS PUBLICOS/MOBILIARIO/PINTADAS A;3438;LIMPIEZA VIAS PUBLICAS Y ZONAS VERDES;291;CALLE;SAGRADOS CORAZONES;1;10;LATINA;1002;PUERTA DEL ANGEL;28011
29/07/2016;09:37:16;59;SER;3705;ANULACION AVISO DENUNCIA. AVISO DE DENUNCIA INCORRECTO;292;AVENIDA;MEDITERRANEO;52;3;RETIRO;302;ADELFAS;28007
29/07/2016;09:37:51;42;R CUBO/CONT (ORGANICO/ENVASES) REPOS/NUEVO SUMINISTRO E;3379;DESAPARECIDO CUBO NARANJA ORG 2 RUEDAS 240 L;291;CALLE;JOSE MARIA FERNANDEZ LANSEROS;10;15;CIUDAD LINEAL;1501;VENTAS;28017
29/07/2016;09:38:21;32;VEHICULOS ABANDONADOS;3279;RETIRADA VEHICULO;291;CALLE;RAFAEL FINAT;75;10;LATINA;1007;LAS AGUILAS;28044
29/07/2016;09:38:43;41;R CUBO/CONT (ORGANICO/ENVASES) REPAR_AVERIADO/ROTO E;3368;ROTO CUBO NARANJA ORG 2 RUEDAS 240 L;291;CALLE;PRINCIPE DE VERGARA;210;5;CHAMARTIN;503;CIUDAD JARDIN;28002
29/07/2016;09:40:15;65;ZONAS VERDES Y BOCAS DE RIEGO;3321;OTRAS INCIDENCIAS EN ZONAS VERDES;291;CALLE;GUARNICIONEROS;11;20;SAN BLAS;2002;HELLIN;28037
29/07/2016;09:40:26;65;ZONAS VERDES Y BOCAS DE RIEGO;1996;ROTURA DE GOTERO DE RIEGO EN ZONA VERDE;292;AVENIDA;REINA VICTORIA;38;9;MONCLOA-ARAVACA;903;CIUDAD UNIVERSITARIA;28003
29/07/2016;09:40:39;34;L MUEBLES/LINEA BLANCA/ESPACIO PUBLICO E;3324;RECOGIDA MUEBLES Y ENSERES A PETICION DEL CIUDADANO;291;CALLE;HUESCA;9;6;TETUAN;603;CASTILLEJOS;28020
29/07/2016;09:40:44;59;SER;3706;PARQUIMETRO. NO IMPRIME TICKET;291;CALLE;ORENSE;58;6;TETUAN;603;CASTILLEJOS;28020
29/07/2016;09:41:01;34;L MUEBLES/LINEA BLANCA/ESPACIO PUBLICO E;3324;RECOGIDA MUEBLES Y ENSERES A PETICION DEL CIUDADANO;291;CALLE;ALCALDE SAINZ DE BARANDA;22;3;RETIRO;304;IBIZA;28009
29/07/2016;09:41:16;46;R CUBO/CONT (TODO TIPO) VACIADO E;3430;VACIADO CUBO/CONTENEDOR NARANJA ORG;291;CALLE;JACINTO VERDAGUER;37;11;CARABANCHEL;1102;OPAÑEL;28019
29/07/2016;09:41:24;59;SER;3600;PAGOS EN EFECTIVO. DEVOLUCION DINERO POR CANCELACION AUTORIZ;291;CALLE;GENERAL RODRIGO;1;7;CHAMBERI;706;VALLEHERMOSO;28003
29/07/2016;09:41:33;42;R CUBO/CONT (ORGANICO/ENVASES) REPOS/NUEVO SUMINISTRO E;3378;DESAPARECIDO CUBO NARANJA ORG 2 RUEDAS 120 L;294;PASEO;PRADO;40;1;CENTRO;103;CORTES;28014
29/07/2016;09:42:03;33;L ESPACIOS PUBLICOS/MOBILIARIO/PINTADAS A;3438;LIMPIEZA VIAS PUBLICAS Y ZONAS VERDES;291;CALLE;ALGABA;4;11;CARABANCHEL;1103;SAN ISIDRO;28019
29/07/2016;09:42:25;33;L ESPACIOS PUBLICOS/MOBILIARIO/PINTADAS A;3438;LIMPIEZA VIAS PUBLICAS Y ZONAS VERDES;291;CALLE;CORREDERA BAJA DE SAN PABLO;25;1;CENTRO;105;UNIVERSIDAD;28004
29/07/2016;09:42:44;22;PAVIMENTOS;1846;REPARACION BALDOSAS;295;PLAZA;CASCORRO;2;1;CENTRO;102;EMBAJADORES;28005
29/07/2016;09:42:59;33;L ESPACIOS PUBLICOS/MOBILIARIO/PINTADAS A;3438;LIMPIEZA VIAS PUBLICAS Y ZONAS VERDES;291;CALLE;MARQUESA DE SILVELA;1;12;USERA;1205;MOSCARDO;28026
29/07/2016;09:43:05;59;SER;3705;ANULACION AVISO DENUNCIA. AVISO DE DENUNCIA INCORRECTO;291;CALLE;ALONSO CANO;1;7;CHAMBERI;704;ALMAGRO;28010
29/07/2016;09:43:45;42;R CUBO/CONT (ORGANICO/ENVASES) REPOS/NUEVO SUMINISTRO E;3379;DESAPARECIDO CUBO NARANJA ORG 2 RUEDAS 240 L;291;CALLE;VIÑUELAS;8;2;ARGANZUELA;204;LEGAZPI;28045
29/07/2016;09:44:01;46;R CUBO/CONT (TODO TIPO) VACIADO E;3433;VACIADO CONTENEDOR PAPEL (IGLU AZUL);291;CALLE;CORREDERA BAJA DE SAN PABLO;25;1;CENTRO;105;UNIVERSIDAD;28004
29/07/2016;09:44:04;34;L MUEBLES/LINEA BLANCA/ESPACIO PUBLICO E;3325;RECOGIDA ELEMENTOS ABANDONADOS EN ESPACIO PUBLICO;291;CALLE;PADILLA;65;4;SALAMANCA;405;LISTA;28006
29/07/2016;09:44:09;22;PAVIMENTOS;1844;HUNDIMIENTO EN CALZADA;291;CALLE;HIERBABUENA;45;6;TETUAN;606;BERRUGUETE;28039
29/07/2016;09:44:17;34;L MUEBLES/LINEA BLANCA/ESPACIO PUBLICO E;3324;RECOGIDA MUEBLES Y ENSERES A PETICION DEL CIUDADANO;291;CALLE;GENERAL PALANCA;3;2;ARGANZUELA;203;CHOPERA;28045
29/07/2016;09:44:25;39;R (ROPA/ESCOMBROS) RETIRADAS/INCIDENCIAS A;3461;RETIRADA SACO ESCOMBROS LLENO;291;CALLE;MARQUESA DE SILVELA;1;12;USERA;1205;MOSCARDO;28026
29/07/2016;09:44:40;42;R CUBO/CONT (ORGANICO/ENVASES) REPOS/NUEVO SUMINISTRO E;3378;DESAPARECIDO CUBO NARANJA ORG 2 RUEDAS 120 L;291;CALLE;HERMANOS MACHADO;45;15;CIUDAD LINEAL;1501;VENTAS;28017
29/07/2016;09:44:49;42;R CUBO/CONT (ORGANICO/ENVASES) REPOS/NUEVO SUMINISTRO E;3378;DESAPARECIDO CUBO NARANJA ORG 2 RUEDAS 120 L;291;CALLE;LAGO CONSTANZA;6;15;CIUDAD LINEAL;1501;VENTAS;28017
29/07/2016;09:44:55;46;R CUBO/CONT (TODO TIPO) VACIADO E;3430;VACIADO CUBO/CONTENEDOR NARANJA ORG;291;CALLE;ZAFIRO;0;17;VILLAVERDE;1703;BUTARQUE;0
29/07/2016;09:45:19;65;ZONAS VERDES Y BOCAS DE RIEGO;1993;DIFUSOR/ASPERSOR ROTO;292;AVENIDA;POBLADOS;1;10;LATINA;1004;ALUCHE;28024
29/07/2016;09:45:19;34;L MUEBLES/LINEA BLANCA/ESPACIO PUBLICO E;3325;RECOGIDA ELEMENTOS ABANDONADOS EN ESPACIO PUBLICO;291;CALLE;MARQUESA DE SILVELA;1;12;USERA;1205;MOSCARDO;28026
29/07/2016;09:45:40;33;L ESPACIOS PUBLICOS/MOBILIARIO/PINTADAS A;3438;LIMPIEZA VIAS PUBLICAS Y ZONAS VERDES;291;CALLE;SOR ANGELA DE LA CRUZ;40;6;TETUAN;603;CASTILLEJOS;28020
29/07/2016;09:45:42;5;ARBOLADO VIARIO;2661;SOLICITUD DE INSPECCION DE ARBOL;295;PLAZA;DUQUE DE PASTRANA;1;5;CHAMARTIN;506;CASTILLA;28036
29/07/2016;09:45:55;50;MOBILIARIO URBANO;3490;BANCO REPOSICION;292;AVENIDA;AMERICA;2;4;SALAMANCA;404;GUINDALERA;28028
29/07/2016;09:46:17;46;R CUBO/CONT (TODO TIPO) VACIADO E;3430;VACIADO CUBO/CONTENEDOR NARANJA ORG;291;CALLE;DELFIN;19;6;TETUAN;604;ALMENARA;28029
29/07/2016;09:46:31;33;L ESPACIOS PUBLICOS/MOBILIARIO/PINTADAS A;3438;LIMPIEZA VIAS PUBLICAS Y ZONAS VERDES;291;CALLE;LOS BARROS;33;13;PUENTE DE VALLECAS;1301;ENTREVIAS;28053
29/07/2016;09:46:32;33;L ESPACIOS PUBLICOS/MOBILIARIO/PINTADAS A;3447;LIMPIEZA PINTADAS V.PUBLICA/Z. VERDES (MUROS/FACHADAS..);291;CALLE;NARANJO;26;6;TETUAN;606;BERRUGUETE;28039
29/07/2016;09:47:07;39;R (ROPA/ESCOMBROS) RETIRADAS/INCIDENCIAS A;3461;RETIRADA SACO ESCOMBROS LLENO;291;CALLE;CERRO NEGRO;2;3;RETIRO;302;ADELFAS;28007
29/07/2016;09:47:18;33;L ESPACIOS PUBLICOS/MOBILIARIO/PINTADAS A;3438;LIMPIEZA VIAS PUBLICAS Y ZONAS VERDES;291;CALLE;PUERTO DE LA CRUZ VERDE;30;2;ARGANZUELA;204;LEGAZPI;28045
29/07/2016;09:47:25;33;L ESPACIOS PUBLICOS/MOBILIARIO/PINTADAS A;3438;LIMPIEZA VIAS PUBLICAS Y ZONAS VERDES;291;CALLE;VICENTE CAMARON;1;10;LATINA;1002;PUERTA DEL ANGEL;28011
29/07/2016;09:47:38;42;R CUBO/CONT (ORGANICO/ENVASES) REPOS/NUEVO SUMINISTRO E;3379;DESAPARECIDO CUBO NARANJA ORG 2 RUEDAS 240 L;291;CALLE;AGUIRRE;1;4;SALAMANCA;401;RECOLETOS;28009
29/07/2016;09:48:02;22;PAVIMENTOS;1849;SOCAVON EN CALZADA;291;CALLE;CORREGIDOR ALONSO DE TOBAR;2;14;MORATALAZ;1405;FONTARRON;28030
29/07/2016;09:48:03;22;PAVIMENTOS;1846;REPARACION BALDOSAS;291;CALLE;DON RAMON DE LA CRUZ;88;4;SALAMANCA;402;GOYA;28006
29/07/2016;09:48:35;65;ZONAS VERDES Y BOCAS DE RIEGO;3618;APP. MOVIL/WEB AVISOS ZONAS VERDES;291;CALLE;VILLA DE CHURRIANA;15;16;HORTALEZA;1603;CANILLAS;-1
29/07/2016;09:48:50;37;L PAPELERAS VACIADO/REPAR/REPOS/BOLSAS EXC CANINOS E;3327;VACIADO PAPELERA;291;CALLE;CERRO NEGRO;2;3;RETIRO;302;ADELFAS;28007
29/07/2016;09:49:03;34;L MUEBLES/LINEA BLANCA/ESPACIO PUBLICO E;3324;RECOGIDA MUEBLES Y ENSERES A PETICION DEL CIUDADANO;291;CALLE;MAR MENOR;36;16;HORTALEZA;1604;PINAR DEL REY;-1
29/07/2016;09:49:20;57;BICICLETA PUBLICA;3569;USUARIO. PROBLEMAS CON EL SALDO;295;PLAZA;PROVINCIA;1;1;CENTRO;106;SOL;28012
29/07/2016;09:49:25;49;R CUBO/CONT (TODO TIPO) CAMBIO UBICACION A;3455;CONTENEDOR PAPEL (IGLU AZUL);291;CALLE;HERMANOS MACHADO;45;15;CIUDAD LINEAL;1501;VENTAS;28017
29/07/2016;09:49:34;41;R CUBO/CONT (ORGANICO/ENVASES) REPAR_AVERIADO/ROTO E;3368;ROTO CUBO NARANJA ORG 2 RUEDAS 240 L;291;CALLE;CAUNEDO;32;20;SAN BLAS;2001;SIMANCAS;28037
29/07/2016;09:50:03;59;SER;3706;PARQUIMETRO. NO IMPRIME TICKET;291;CALLE;CONSTANCIA;1;5;CHAMARTIN;502;PROSPERIDAD;28002
29/07/2016;09:50:19;33;L ESPACIOS PUBLICOS/MOBILIARIO/PINTADAS A;3438;LIMPIEZA VIAS PUBLICAS Y ZONAS VERDES;291;CALLE;SANTA CRUZ DE MARCENADO;9;1;CENTRO;105;UNIVERSIDAD;28015
29/07/2016;09:50:51;57;BICICLETA PUBLICA;3569;USUARIO. PROBLEMAS CON EL SALDO;294;PASEO;SANTA MARIA DE LA CABEZA;2;2;ARGANZUELA;206;PALOS DE MOGUER;28045
29/07/2016;09:50:54;39;R (ROPA/ESCOMBROS) RETIRADAS/INCIDENCIAS A;3461;RETIRADA SACO ESCOMBROS LLENO;291;CALLE;AMADEO GOMEZ;42;8;FUENCARRAL-EL PARDO;803;PEÑA GRANDE;28035
29/07/2016;09:51:10;33;L ESPACIOS PUBLICOS/MOBILIARIO/PINTADAS A;3438;LIMPIEZA VIAS PUBLICAS Y ZONAS VERDES;291;CALLE;CORREDERA BAJA DE SAN PABLO;33;1;CENTRO;105;UNIVERSIDAD;28004
29/07/2016;09:51:14;34;L MUEBLES/LINEA BLANCA/ESPACIO PUBLICO E;3324;RECOGIDA MUEBLES Y ENSERES A PETICION DEL CIUDADANO;291;CALLE;SANTA ENGRACIA;148;7;CHAMBERI;705;RIOS ROSAS;28003
29/07/2016;09:53:32;5;ARBOLADO VIARIO;2668;PLANTACION DE ARBOL EN ALCORQUE VACIO;291;CALLE;ALTAMIRANO;40;9;MONCLOA-ARAVACA;902;ARGUELLES;28008
29/07/2016;09:53:32;57;BICICLETA PUBLICA;3573;USUARIO. TARJETA DE USUARIO. EL SISTEMA NO LA RECONOCE;291;CALLE;LATINA;1;10;LATINA;1003;LUCERO;28047
29/07/2016;09:53:56;34;L MUEBLES/LINEA BLANCA/ESPACIO PUBLICO E;3324;RECOGIDA MUEBLES Y ENSERES A PETICION DEL CIUDADANO;291;CALLE;GUERRERO Y MENDOZA;27;5;CHAMARTIN;503;CIUDAD JARDIN;28002
29/07/2016;09:54:09;59;SER;3708;PARQUIMETRO. MAL ESTADO PERO OPERATIVO;291;CALLE;MAESTRO RIPOLL;10;5;CHAMARTIN;501;EL VISO;28006
29/07/2016;09:54:10;57;BICICLETA PUBLICA;3569;USUARIO. PROBLEMAS CON EL SALDO;291;CALLE;VENTURA RODRIGUEZ;2;9;MONCLOA-ARAVACA;902;ARGUELLES;28008
29/07/2016;09:54:11;22;PAVIMENTOS;1838;FALTA CAPA DE RODADURA CALZADA;292;AVENIDA;CARABANCHEL ALTO;1;11;CARABANCHEL;1106;BUENAVISTA;28044
29/07/2016;09:54:35;50;MOBILIARIO URBANO;3494;BOLARDO REPOSICION;291;CALLE;HOMERO;1;3;RETIRO;306;NIÑO JESUS;28007
29/07/2016;09:54:51;39;R (ROPA/ESCOMBROS) RETIRADAS/INCIDENCIAS A;3465;INCIDENCIAS SACO ESCOMBROS/CONTENEDOR OBRA;291;CALLE;ESPARTEROS;3;1;CENTRO;106;SOL;28012
29/07/2016;09:55:06;65;ZONAS VERDES Y BOCAS DE RIEGO;3321;OTRAS INCIDENCIAS EN ZONAS VERDES;291;CALLE;CALESAS;1;12;USERA;1205;MOSCARDO;28026
29/07/2016;09:55:19;65;ZONAS VERDES Y BOCAS DE RIEGO;3321;OTRAS INCIDENCIAS EN ZONAS VERDES;291;CALLE;RIBERA DEL MANZANARES;43;9;MONCLOA-ARAVACA;901;CASA DE CAMPO;28008
29/07/2016;09:55:38;37;L PAPELERAS VACIADO/REPAR/REPOS/BOLSAS EXC CANINOS E;3327;VACIADO PAPELERA;291;CALLE;CORREDERA BAJA DE SAN PABLO;31;1;CENTRO;105;UNIVERSIDAD;28004
29/07/2016;09:56:12;5;ARBOLADO VIARIO;2668;PLANTACION DE ARBOL EN ALCORQUE VACIO;291;CALLE;HOMERO;1;3;RETIRO;306;NIÑO JESUS;28007
29/07/2016;09:56:14;34;L MUEBLES/LINEA BLANCA/ESPACIO PUBLICO E;3324;RECOGIDA MUEBLES Y ENSERES A PETICION DEL CIUDADANO;291;CALLE;SARRIA;30;8;FUENCARRAL-EL PARDO;804;EL PILAR;28029
29/07/2016;09:56:48;46;R CUBO/CONT (TODO TIPO) VACIADO E;3432;VACIADO CONTENEDOR VIDRIO (IGLU VERDE);291;CALLE;CALERUEGA;50;15;CIUDAD LINEAL;1509;COSTILLARES;28033
29/07/2016;09:58:47;37;L PAPELERAS VACIADO/REPAR/REPOS/BOLSAS EXC CANINOS E;3327;VACIADO PAPELERA;291;CALLE;SARRIA;12;8;FUENCARRAL-EL PARDO;804;EL PILAR;28029
29/07/2016;09:58:51;57;BICICLETA PUBLICA;3569;USUARIO. PROBLEMAS CON EL SALDO;295;PLAZA;CONDE DE CASAL;1;3;RETIRO;306;NIÑO JESUS;28007
29/07/2016;09:58:54;34;L MUEBLES/LINEA BLANCA/ESPACIO PUBLICO E;3324;RECOGIDA MUEBLES Y ENSERES A PETICION DEL CIUDADANO;297;RONDA;SEGOVIA;36;2;ARGANZUELA;201;IMPERIAL;28005
29/07/2016;09:58:57;41;R CUBO/CONT (ORGANICO/ENVASES) REPAR_AVERIADO/ROTO E;3370;ROTO CONTENEDOR NARANJA ORG 4 RUEDAS 800 L DEPENDENCIAS;291;CALLE;ACANTO;2;2;ARGANZUELA;207;ATOCHA;28045
29/07/2016;09:59:04;33;L ESPACIOS PUBLICOS/MOBILIARIO/PINTADAS A;3438;LIMPIEZA VIAS PUBLICAS Y ZONAS VERDES;291;CALLE;HIGUERAS;30;10;LATINA;1003;LUCERO;28047
29/07/2016;10:00:10;34;L MUEBLES/LINEA BLANCA/ESPACIO PUBLICO E;3325;RECOGIDA ELEMENTOS ABANDONADOS EN ESPACIO PUBLICO;291;CALLE;OÑA;51;16;HORTALEZA;1606;VALDEFUENTES;28050
29/07/2016;10:00:13;34;L MUEBLES/LINEA BLANCA/ESPACIO PUBLICO E;3325;RECOGIDA ELEMENTOS ABANDONADOS EN ESPACIO PUBLICO;291;CALLE;EMBAJADORES;52;1;CENTRO;102;EMBAJADORES;28012
29/07/2016;10:00:17;32;VEHICULOS ABANDONADOS;3279;RETIRADA VEHICULO;291;CALLE;PEÑA NEVADA;6;18;VILLA DE VALLECAS;1801;CASCO H.VALLECAS;28031
29/07/2016;10:00:19;22;PAVIMENTOS;1846;REPARACION BALDOSAS;291;CALLE;GALLUR;171;10;LATINA;1001;LOS CARMENES;28047
29/07/2016;10:00:26;33;L ESPACIOS PUBLICOS/MOBILIARIO/PINTADAS A;3438;LIMPIEZA VIAS PUBLICAS Y ZONAS VERDES;291;CALLE;OLIVAR;38;1;CENTRO;102;EMBAJADORES;28012
29/07/2016;10:01:18;32;VEHICULOS ABANDONADOS;3279;RETIRADA VEHICULO;291;CALLE;VALDEZCARAY;7;9;MONCLOA-ARAVACA;905;VALDEMARIN;28023
29/07/2016;10:02:29;63;FUENTES DE BEBER/HIDRANTES (BOMBEROS);3753;FUENTE DE BEBER INCIDENCIA EN GRIFO/PERDIDAS DE AGUA;292;AVENIDA;VALLADOLID;1;9;MONCLOA-ARAVACA;901;CASA DE CAMPO;28008
29/07/2016;10:03:37;57;BICICLETA PUBLICA;3687;USUARIO. NO HA RECIBIDO EL CORREO ELECTRONICO DE ALTA;291;CALLE;ARQUITECTURA;14;2;ARGANZUELA;202;ACACIAS;28005
29/07/2016;10:03:39;63;FUENTES DE BEBER/HIDRANTES (BOMBEROS);3753;FUENTE DE BEBER INCIDENCIA EN GRIFO/PERDIDAS DE AGUA;291;CALLE;POTES;1;17;VILLAVERDE;1701;SAN ANDRES;28021
29/07/2016;10:04:07;41;R CUBO/CONT (ORGANICO/ENVASES) REPAR_AVERIADO/ROTO E;3358;AVERIADO CUBO NARANJA ORG 2 RUEDAS 240 L;295;PLAZA;ANGEL;13;1;CENTRO;103;CORTES;28012
29/07/2016;10:04:27;34;L MUEBLES/LINEA BLANCA/ESPACIO PUBLICO E;3324;RECOGIDA MUEBLES Y ENSERES A PETICION DEL CIUDADANO;291;CALLE;ARCOS DE JALON;59;20;SAN BLAS;2002;HELLIN;28037
29/07/2016;10:04:59;33;L ESPACIOS PUBLICOS/MOBILIARIO/PINTADAS A;3438;LIMPIEZA VIAS PUBLICAS Y ZONAS VERDES;291;CALLE;VELARDE;1;1;CENTRO;105;UNIVERSIDAD;28004
29/07/2016;10:05:25;33;L ESPACIOS PUBLICOS/MOBILIARIO/PINTADAS A;3438;LIMPIEZA VIAS PUBLICAS Y ZONAS VERDES;291;CALLE;BRAVO MURILLO;1;7;CHAMBERI;702;ARAPILES;28015
29/07/2016;10:05:35;5;ARBOLADO VIARIO;2657;PODA DE ARBOL;291;CALLE;JOSE ORTEGA Y GASSET;21;4;SALAMANCA;406;CASTELLANA;28006
29/07/2016;10:05:46;42;R CUBO/CONT (ORGANICO/ENVASES) REPOS/NUEVO SUMINISTRO E;3379;DESAPARECIDO CUBO NARANJA ORG 2 RUEDAS 240 L;333;PASAJE;CALERUEGA;11;15;CIUDAD LINEAL;1509;COSTILLARES;28033
29/07/2016;10:06:16;65;ZONAS VERDES Y BOCAS DE RIEGO;2099;TRATAM. PLAGAS/ENFERMEDADES VEGETACION ZONAS VERDES;291;CALLE;DUQUESA DE PARCENT;44;10;LATINA;1003;LUCERO;28047
29/07/2016;10:06:26;65;ZONAS VERDES Y BOCAS DE RIEGO;3321;OTRAS INCIDENCIAS EN ZONAS VERDES;291;CALLE;TORRELAGUNA;81;15;CIUDAD LINEAL;1506;SAN JUAN BAUTISTA;28043
29/07/2016;10:06:33;42;R CUBO/CONT (ORGANICO/ENVASES) REPOS/NUEVO SUMINISTRO E;3405;AMPLIACION CUBO AMARILLO ENV 2 RUEDAS 240 L;291;CALLE;OQUENDO;23;5;CHAMARTIN;501;EL VISO;28006
