NUNCUESTI;P0;P1;P2A;P2B;P3A;P3B;P3C;P3D;P3E;P3F;P3G;P3H;P3I;P3J;P3K;P3L;P3M;P4A;P4B;P5;P141;P142;P151;P152;P161;P162;P163;P164;P165;P166;P167;P168;P169;P1610;P1611;P1612;P1613;P1614;P1615;P1616;P1617;P17;P29;P301;P302;P31;P32LIT;P32;P33;P34;P35;P361;P362;P37;P38;P39;P40;P41;P42;P43;P44;P45;P46;P47;SECCION;BARRIO;CODBARRIO;DISTRITO
11833573;1;4;4;4;4;3;3;4;4;3;2;3;3;3;4;2;3;4;4;2;4;4;4;4;4;3;4;2;9;10;3;7;10;10;9;10;10;2;9;6;10;1;1;36;2;1; ;724;1;2;6;;6;4;8;1;1;3;2;1;2;1;1;3;114;Universidad;15;1
11810222;1;4;3;3;3;3;3;3;2;2;3;3;3;3;3;3;4;4;4;2;3;3;3;3;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;1;0;1;2;27;1;1;paraguai;600;2;1;4;;4;1;5;1;1;5;1;4;4;6;2;3;83;Nueva españa;55;5
10875707;1;5;3;3;3;2;9;8;3;3;3;3;3;9;2;3;3;5;3;2;3;9;4;9;3;0;0;5;0;4;2;5;3;5;6;6;5;4;7;6;8;2;2;76;5;1; ;724;1;4;1;;4;2;;1;2;99;2;3;99;99;4;8;19;Pacifico;31;3
11399610;1;2;3;4;4;4;4;4;2;2;4;4;4;2;4;4;4;5;5;3;4;4;4;3;3;3;0;1;1;5;1;2;5;7;7;3;2;4;7;8;1;2;2;25;1;1;ecuador;218;1;2;6;;4;4;5;1;1;3;1;3;1;7;1;3;19;Casco Histórico de Barajas;213;21
10911734;1;5;3;3;3;3;2;2;2;2;2;3;3;2;3;3;3;5;4;3;3;3;3;3;3;1;1;3;1;2;1;1;1;1;8;3;3;2;1;2;1;2;2;69;5;1; ;724;1;4;1;;4;2;;1;1;2;1;4;3;3;2;3;11;Alameda de Osuna;211;21
10875037;1;5;4;4;3;4;3;3;4;4;3;4;3;3;4;4;3;4;5;2;3;3;3;3;2;1;2;3;3;2;3;4;3;4;3;2;3;2;3;3;2;2;2;21;1;1; ;724;1;2;6;;4;6;;1;1;5;1;3;5;2;2;2;172;Colina;157;15
11638984;1;5;4;4;4;4;4;2;2;2;4;2;3;2;4;4;4;4;5;3;3;1;3;1;8;12;12;8;0;0;0;5;12;0;8;10;0;0;0;0;0;2;2;40;2;1;colombiana;170;1;1;4;;4;7;;1;1;99;1;4;8;1;3;3;39;Santa Eugenia;182;18
10875705;1;5;3;2;3;2;3;8;3;1;2;3;2;3;2;1;2;4;8;3;4;9;4;9;4;12;12;3;11;6;5;4;4;6;4;7;4;11;11;11;8;2;2;81;5;1; ;724;1;4;6;;6;2;;1;2;99;2;2;10;1;3;3;19;Pacifico;31;3
10617968;1;1;3;3;2;2;2;2;2;1;1;1;3;2;2;3;3;4;4;1;3;2;3;3;2;3;11;3;8;2;11;2;3;3;3;2;3;3;3;5;11;2;2;54;3;1; ;724;1;1;3;;4;1;2;1;1;3;1;3;98;99;2;3;15;Comillas;111;11
11101924;1;5;2;3;3;3;2;2;8;1;3;3;3;2;3;2;3;3;4;2;3;1;3;3;9;2;1;3;1;4;8;5;8;8;9;9;5;9;10;5;1;2;1;52;3;1; ;724;1;1;4;;2;1;7;1;1;2;2;3;5;2;2;3;43;San Cristóbal;172;17
10911732;1;5;3;3;3;3;3;2;2;3;3;3;3;3;3;3;3;4;4;2;3;2;3;2;2;1;1;2;1;1;2;1;2;2;2;4;1;2;1;2;1;2;2;79;5;1;estados unidos;840;2;1;3;;6;2;;1;1;6;2;3;8;6;2;3;11;Alameda de Osuna;211;21
11200545;1;5;3;3;3;3;2;8;3;3;3;2;3;3;2;3;3;5;4;2;3;3;3;1;5;6;7;7;8;5;8;5;8;6;6;7;6;5;6;5;6;2;1;30;2;1; ;724;1;1;4;;5;1;3;1;1;7;2;3;99;99;2;3;20;Casco Histórico de Vallecas;181;18
10618557;1;5;3;3;3;3;3;2;3;3;3;2;9;9;9;9;9;4;4;2;3;9;3;9;4;2;3;1;2;2;2;5;3;5;5;4;3;5;4;5;4;2;1;71;5;1; ;724;1;1;3;;4;2;;1;1;99;2;3;99;99;2;2;19;Pacifico;31;3
10986426;1;4;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;4;4;1;3;3;3;3;3;3;3;4;3;4;3;3;3;3;3;6;6;6;5;4;3;2;1;58;4;1;colombia;170;1;1;3;;4;4;8;2;2;2;2;3;5;6;2;3;83;Quintana;153;15
11223517;1;4;3;3;3;3;2;9;8;9;8;3;4;8;3;3;3;4;4;9;3;3;4;2;10;3;11;7;7;10;8;8;8;10;9;8;9;8;8;8;9;8;1;16;1;1;Bangladesh;50;2;2;6;;3;6;;2;1;98;2;8;8;8;1;3;34;Embajadores;12;1
10911736;1;5;3;3;3;3;2;2;3;1;3;2;3;3;3;3;3;4;4;2;3;3;3;3;2;0;2;1;1;2;1;3;2;1;3;3;1;2;0;2;1;2;2;38;2;1; ;724;1;1;3;;6;1;3;1;1;7;2;3;7;1;2;3;11;Alameda de Osuna;211;21
11737970;1;5;4;4;4;4;3;2;3;2;3;3;3;3;3;3;3;5;4;1;3;2;3;2;1;1;2;9;11;1;11;10;10;8;10;10;8;10;10;6;8;2;2;19;1;1; ;724;1;2;6;;4;6;;1;1;98;1;3;9;8;1;3;53;Hispanoamérica;54;5
10686497;1;5;4;4;3;2;3;3;3;3;3;2;3;3;3;3;3;5;4;3;4;4;2;2;4;2;0;4;0;4;4;4;4;4;5;8;7;8;6;5;7;2;1;59;4;1; ;724;1;2;1;;2;2;;1;1;3;2;3;9;1;1;1;3;Pacífico;31;3
10875038;1;5;3;3;3;4;3;2;3;3;3;3;3;4;3;3;3;4;4;2;3;3;3;3;2;2;3;1;3;3;4;4;4;4;5;5;5;5;5;5;5;2;1;54;3;1; ;724;1;1;3;;6;1;8;1;1;9;2;2;8;1;2;3;172;Colina;157;15
10262109;1;5;3;3;3;4;3;3;4;3;3;4;3;3;4;3;4;3;4;2;3;3;2;2;2;2;2;3;3;4;4;4;4;4;4;4;4;4;4;5;3;2;1;40;2;1; ;724;1;1;1;;2;1;5;1;1;4;2;3;3;2;2;3;15;Argüelles;92;9
11200496;1;5;3;2;3;3;3;3;3;2;2;2;3;3;3;4;4;5;4;2;3;2;3;1;6;4;6;6;3;4;7;6;6;8;8;6;8;4;6;7;11;2;2;53;3;1;rumania;642;2;1;6;;4;1;5;1;1;99;9;3;99;99;3;3;28;Santa Eugenia;182;18
11448356;1;5;4;4;3;3;2;2;8;1;2;3;3;3;3;3;3;4;4;1;4;4;4;4;7;2;5;6;0;6;6;3;5;4;2;3;3;4;3;4;3;2;2;53;3;1; ;724;1;4;1;;2;2;;2;2;2;2;4;3;3;2;3;111;Valdefuentes;166;16
11129771;1;5;3;3;3;3;3;2;2;3;3;3;8;4;2;3;3;4;4;2;3;3;3;2;1;2;0;11;1;2;3;1;0;1;3;6;1;5;5;2;1;2;2;82;5;1; ;724;1;4;1;1;;7;;2;2;2;2;3;7;1;4;3;107;Butarque;173;17
11270585;1;5;4;4;4;4;4;4;3;2;4;4;4;4;4;3;3;5;5;3;4;4;4;4;4;4;4;10;2;2;2;2;4;3;3;10;2;3;4;5;2;2;2;44;2;1;republica dominicana;214;1;1;4;;6;1;5;1;1;3;1;5;5;6;5;3;42;La Paz;85;8
10875703;1;5;3;3;3;3;2;9;3;3;3;2;3;3;2;2;2;4;4;3;3;3;3;2;3;1;0;2;0;3;4;3;4;4;6;7;7;5;5;12;12;2;1;49;3;1;etiopia;231;1;1;4;;6;1;5;1;1;99;2;3;2;6;2;3;19;Pacifico;31;3
10262110;1;5;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;4;4;1;3;2;3;2;2;4;1;4;4;5;3;3;3;4;4;3;4;4;5;5;5;2;2;69;5;1; ;724;1;4;1;;3;3;;2;2;3;2;3;10;1;2;2;15;Argüelles;92;9
11346483;1;4;4;4;3;3;3;2;3;3;3;3;3;3;3;3;3;4;4;3;3;3;3;3;11;11;11;5;11;11;0;4;4;0;4;6;6;4;3;3;0;2;2;26;1;1;colombia;170;1;1;4;;4;4;8;1;1;2;1;3;5;6;2;3;119;Palomeras Sureste;134;13
10667925;1;5;4;4;3;3;3;3;3;1;2;3;3;3;2;2;2;4;4;2;3;3;3;3;1;2;2;3;3;5;4;4;5;5;8;8;7;7;7;8;8;2;2;84;5;1; ;724;1;4;1;;3;2;;2;2;98;1;4;98;9;3;2;141;San Juán Bautista;156;15
10835281;1;5;4;3;4;3;4;4;2;4;3;4;3;4;4;4;4;4;4;3;3;3;3;3;1;2;2;3;3;4;4;6;5;6;6;3;3;3;4;4;4;2;1;68;5;1; ;724;1;4;1;;3;2;;2;2;3;2;4;8;1;3;3;175;San Juán Bautista;156;15
10201120;1;5;3;3;3;3;2;3;3;3;2;3;3;3;3;3;3;4;4;8;3;2;3;2;5;2;3;3;1;2;2;3;3;3;3;5;5;2;4;2;3;2;1;73;5;1; ;724;1;1;3;;2;2;;2;2;3;1;4;3;2;2;3;3;Casa de Campo;91;9
10583905;1;5;3;2;2;3;3;1;1;1;2;3;2;2;1;3;3;4;4;1;3;2;3;3;1;1;11;1;1;1;10;2;2;10;10;1;10;10;2;10;11;2;1;54;3;1; ;724;1;1;3;;3;4;7;1;1;1;1;4;98;99;2;3;23;Opañel;112;11
10835278;1;5;3;3;3;3;3;3;4;3;3;4;3;3;3;3;4;4;3;2;3;3;4;3;3;5;5;5;4;4;8;4;5;4;5;3;3;4;3;5;11;2;1;69;5;1; ;724;1;4;1;;3;2;;2;2;3;2;4;6;1;3;2;175;San Juán Bautista;156;15
10183071;1;5;4;3;4;3;3;1;1;1;3;2;3;2;2;3;3;4;4;1;4;4;3;2;2;2;2;3;2;3;3;2;4;3;4;4;3;2;3;3;3;2;2;33;2;1; ;724;1;1;3;;3;1;5;1;1;6;1;5;98;1;1;3;3;Casa de Campo;91;9
10614692;1;5;4;4;3;4;3;3;3;2;3;4;4;3;4;4;4;4;4;3;4;2;4;2;3;0;0;5;0;3;3;7;3;7;4;3;2;5;6;7;11;2;2;60;4;1; ;724;1;2;6;;5;2;;1;1;4;1;3;9;1;2;3;116;Berruguete;66;6
10201123;1;5;3;3;3;4;3;3;3;2;3;3;3;3;3;3;3;4;4;2;4;4;4;4;2;1;2;3;3;3;4;4;4;3;3;4;5;3;2;3;3;2;2;58;4;1; ;724;1;1;3;;3;8;;2;2;3;2;4;7;1;3;2;3;Casa de Campo;91;9
11456306;1;5;4;4;4;4;4;1;1;1;4;2;4;4;4;4;4;5;4;3;3;3;4;4;3;3;1;5;3;3;0;2;6;0;0;3;2;2;2;2;0;1;1;48;3;1; ;724;1;1;4;;3;3;;1;1;2;1;4;5;2;4;1;20;Casco Histórico de Barajas;213;21
10262077;1;5;3;3;3;3;3;3;3;3;3;3;3;3;3;2;2;4;4;1;2;2;2;2;1;1;2;9;2;3;5;4;4;4;3;3;4;4;4;5;5;2;2;66;5;1; ;724;1;4;1;;2;3;;2;2;2;2;5;8;1;4;2;9;Casa de Campo;91;9
11056086;1;3;3;3;3;8;3;2;3;3;1;3;8;2;3;3;3;4;4;3;3;3;2;1;3;4;0;5;0;2;2;2;2;6;6;10;8;9;9;2;0;2;2;52;3;1; ;724;1;1;3;;4;1;4;1;1;3;3;3;98;99;2;3;39;Opañel;112;11
10262112;1;5;4;4;3;3;3;3;3;1;2;3;3;3;3;3;3;4;4;2;3;3;3;3;2;2;3;3;3;4;3;3;3;4;3;4;3;6;5;4;3;2;1;53;3;1; ;724;1;1;3;;3;1;5;1;1;5;2;4;6;2;2;3;15;Argüelles;92;9
10875040;1;5;3;4;4;3;3;4;3;3;3;3;4;3;3;3;3;4;4;2;3;3;3;3;1;2;1;2;3;3;4;4;4;3;3;4;4;3;4;3;3;2;1;40;2;1; ;724;1;1;3;;3;1;7;1;1;4;1;4;3;2;2;2;172;Colina;157;15
10201122;1;5;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;4;4;2;3;4;3;3;3;3;1;3;4;4;4;4;5;5;6;6;3;4;4;3;4;2;1;20;1;1; ;724;1;2;6;;4;6;;1;1;5;1;5;6;6;2;3;3;Casa de Campo;91;9
10262080;1;5;3;3;3;3;4;3;4;3;4;3;3;4;3;3;3;4;4;2;3;3;3;3;1;2;3;3;4;5;4;3;5;4;4;3;3;4;4;4;4;2;2;30;2;1; ;724;1;2;1;;6;1;3;1;1;4;1;3;6;6;3;3;15;Argüelles;92;9
10835275;1;5;3;3;3;4;3;3;4;3;3;3;3;3;3;3;4;4;4;2;3;3;3;3;2;4;2;2;4;3;4;3;3;4;3;3;3;4;2;3;3;2;1;67;5;1; ;724;1;1;3;;3;2;;2;2;3;2;4;3;2;3;2;175;San Juán Bautista;156;15
11736043;1;5;4;3;3;3;2;3;8;2;3;3;8;3;4;4;4;4;4;3;4;4;3;3;5;0;0;0;0;0;0;4;0;3;0;5;0;0;7;5;0;2;1;29;1;1; ;724;1;2;3;;5;1;4;1;1;3;2;3;5;6;2;3;168;Mirasierra;87;8
11567420;1;3;3;3;3;4;3;3;8;2;3;4;8;3;4;4;4;5;5;3;3;3;3;3;5;0;0;8;0;0;0;0;0;0;8;7;0;5;7;2;0;2;2;69;5;1;peru;604;1;2;2;;5;7;;1;1;5;1;3;8;7;3;3;110;Valverde;86;8
10842624;1;5;4;3;3;3;3;3;9;1;2;2;3;2;2;2;2;4;5;2;3;9;3;2;4;0;0;3;0;4;4;3;4;4;5;8;5;7;7;12;6;2;1;44;2;1; ;724;1;1;3;;3;4;3;1;1;3;1;4;99;5;2;3;28;Adelfas;32;3
10910249;1;5;3;3;3;3;3;9;9;2;2;3;2;9;1;1;2;4;3;8;3;3;3;2;3;11;11;11;12;6;4;6;12;11;6;7;6;5;6;7;8;2;2;80;5;1; ;724;1;4;2;;2;2;;2;2;99;9;4;99;99;4;3;12;Casco Histórico de Vicálvaro;191;19
10686500;1;5;3;3;3;2;2;1;2;1;2;2;2;3;3;2;2;5;5;2;3;2;3;9;5;4;0;2;0;5;3;3;2;6;3;7;3;4;4;1;8;2;1;42;2;1; ;724;1;1;4;;4;1;5;1;1;2;1;3;6;1;2;3;3;Pacífico;31;3
11793760;1;5;4;4;4;4;4;4;9;1;2;4;9;4;4;4;4;4;4;9;4;4;9;9;0;0;0;0;0;0;0;0;0;0;10;10;0;0;0;0;0;2;2;89;5;1; ;724;1;4;1;2;;3;;2;2;2;1;5;99;9;3;3;54;El Plantío;96;9
10248400;1;5;3;3;3;3;3;1;8;2;2;3;8;3;3;3;3;4;4;2;3;8;3;8;3;0;0;4;0;4;2;3;2;4;2;6;4;5;7;4;4;2;2;70;5;1; ;724;1;4;2;2;;7;;2;2;2;2;5;99;2;4;3;74;Palomeras Bajas;133;13
11484581;1;5;4;4;4;4;4;2;9;2;4;4;4;4;4;4;4;4;5;3;4;4;2;2;0;0;0;6;0;0;0;0;0;0;0;0;0;6;0;0;0;2;2;50;3;1;colombiana;170;1;1;3;;4;7;;1;1;2;1;5;99;1;1;3;18;Casco Histórico de Barajas;213;21
11491027;1;5;4;4;3;3;3;3;8;2;4;2;4;3;3;3;3;5;5;8;3;3;2;1;0;0;0;0;0;1;0;3;6;2;2;7;0;7;5;6;6;2;1;43;2;1;ecuador;218;2;1;4;;4;1;7;2;1;3;2;3;5;6;2;3;26;Ambroz;192;19
10972813;1;2;3;3;3;3;1;1;1;2;1;1;3;1;2;3;3;3;4;3;3;3;3;3;2;0;0;3;1;2;2;4;3;3;5;6;3;4;1;1;3;2;1;55;4;1; ;724;1;3;6;;2;4;5;1;1;3;1;4;1;6;4;3;13;Alameda de Osuna;211;21
10262071;1;5;3;3;4;3;3;3;3;3;3;2;3;3;3;3;3;4;4;2;4;3;3;3;6;1;1;6;6;2;3;3;4;8;8;5;5;6;7;7;5;2;2;69;5;1; ;724;1;4;1;;2;3;;2;2;98;1;4;99;9;2;3;9;Casa de Campo;91;9
11456319;1;5;4;4;4;4;2;4;4;4;4;2;4;4;4;4;4;4;4;3;4;4;4;4;5;0;0;4;0;5;5;8;10;10;5;10;5;5;5;5;0;2;1;53;3;1;persa;364;1;1;3;;4;1;7;1;1;2;3;2;5;2;2;3;17;Casco Histórico de Barajas;213;21
10614687;1;4;3;3;3;3;3;2;8;3;3;3;3;3;8;3;3;4;4;2;3;3;3;3;2;0;0;2;0;3;1;3;2;7;4;2;3;3;3;4;1;2;2;27;1;1;paraguay;600;2;1;3;;4;1;8;1;1;3;2;4;5;6;1;3;121;Berruguete;66;6
10875035;1;5;4;4;4;4;3;3;3;2;2;3;3;3;3;3;3;4;4;2;3;3;3;4;1;4;4;3;3;3;4;4;4;3;7;3;3;3;3;4;5;2;2;20;1;1; ;724;1;2;6;;4;6;;1;1;1;1;3;5;6;2;3;172;Colina;157;15
10262113;1;5;3;3;3;3;3;3;3;3;3;3;2;3;3;3;3;4;4;2;3;3;3;3;2;2;3;3;3;4;4;5;5;4;4;4;5;4;5;4;4;2;2;46;3;1; ;724;1;2;1;;5;1;4;1;1;3;1;4;4;6;3;3;15;Argüelles;92;9
10262117;1;5;4;4;3;4;3;3;4;3;3;4;3;3;4;3;3;4;4;2;3;3;3;2;2;0;1;2;3;3;3;4;4;4;4;3;4;3;4;4;4;2;1;40;2;1; ;724;1;1;3;;3;4;4;2;2;2;1;5;2;2;3;2;9;Casa de Campo;91;9
11279757;1;4;4;4;2;3;3;2;2;2;3;3;4;3;3;3;3;4;4;1;3;2;3;2;7;3;2;3;3;7;6;5;4;6;5;7;3;5;7;8;2;1;2;30;2;1;rumania;642;2;1;3;;6;1;8;1;1;5;2;3;98;7;2;3;55;Los Rosales;174;17
10183072;1;5;4;4;4;3;3;2;2;2;3;3;3;2;3;3;3;4;4;2;4;3;3;3;3;3;1;1;2;2;2;3;3;2;2;2;2;2;3;3;4;2;1;75;5;1; ;724;1;1;3;;3;2;;2;2;3;1;5;2;2;3;3;3;Casa de Campo;91;9
10262114;1;5;3;3;3;4;3;4;4;3;4;3;3;3;3;4;4;4;4;2;3;3;3;3;1;2;2;3;3;3;3;3;4;4;3;4;4;5;4;2;3;2;2;55;4;1; ;724;1;4;1;;4;1;4;1;1;3;1;4;9;6;2;3;15;Argüelles;92;9
10262076;1;5;4;4;4;4;3;3;3;2;3;1;3;2;2;2;3;4;4;2;3;3;3;3;2;2;3;3;4;3;2;3;3;4;4;5;4;4;5;4;5;2;2;91;5;1; ;724;1;4;1;9;;3;;2;2;99;1;4;99;99;2;3;15;Argüelles;92;9
10875034;1;5;3;4;3;4;3;1;1;3;3;3;3;2;3;3;3;4;4;2;3;3;3;4;2;3;2;4;4;3;3;4;5;3;3;4;5;6;4;5;6;2;2;34;2;1; ;724;1;2;1;;4;1;4;1;1;2;1;4;3;6;2;3;172;Colina;157;15
10183075;1;5;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;4;4;2;3;3;3;3;3;3;3;4;5;3;4;3;4;4;5;4;4;4;2;4;4;2;1;50;3;1; ;724;1;1;3;;3;1;5;1;1;2;1;4;5;2;4;3;3;Casa de Campo;91;9
10262078;1;5;3;3;3;4;3;3;3;3;3;3;3;3;3;3;3;4;4;2;3;3;3;3;3;3;4;3;3;2;4;3;6;5;5;6;4;8;8;6;3;2;2;60;4;1; ;724;1;4;1;;2;3;;2;2;3;2;3;5;2;3;2;9;Casa de Campo;91;9
10875033;1;5;4;4;4;3;3;4;3;3;3;3;3;3;3;3;3;4;4;2;3;3;3;3;2;3;3;2;5;3;5;5;4;8;9;7;7;8;4;6;5;2;2;55;4;1; ;724;1;2;1;;3;1;5;2;2;2;1;4;2;6;2;3;172;Colina;157;15
10183074;1;5;4;4;3;3;3;2;3;2;4;4;3;3;4;2;2;4;4;3;3;2;3;3;7;8;1;6;6;6;2;5;6;3;3;4;5;5;5;5;6;2;2;66;5;1; ;724;1;4;1;;3;2;;1;1;2;1;4;98;1;3;3;3;Casa de Campo;91;9
10835284;1;5;3;4;4;4;3;3;4;3;3;3;3;3;3;3;3;4;4;2;3;3;3;3;1;4;2;2;2;3;4;4;4;5;5;4;3;5;5;4;2;2;1;41;2;1; ;724;1;1;3;;3;4;99;1;1;3;2;4;9;1;3;2;141;San Juán Bautista;156;15
11491255;1;4;3;3;3;3;2;4;8;2;4;4;4;4;3;4;4;4;4;3;4;4;4;4;0;0;0;8;0;0;0;0;0;0;0;0;0;0;0;0;0;2;1;38;2;1;ecuador;218;1;1;6;;5;1;8;1;1;4;1;3;5;7;1;3;110;Valverde;86;8
10943152;1;5;4;4;3;3;3;8;8;3;3;4;3;8;3;3;4;4;4;8;2;2;2;2;3;1;1;0;0;1;1;1;1;2;5;8;0;1;0;1;0;2;2;67;5;1; ;724;1;1;3;;2;2;;2;2;4;2;3;99;2;1;3;7;Alameda de Osuna;211;21
10262079;1;5;3;3;3;4;3;3;3;2;2;3;3;3;3;3;3;4;3;2;3;3;3;2;2;3;3;3;3;3;4;4;4;5;5;3;2;4;4;4;2;2;1;38;2;1; ;724;1;2;1;;3;1;5;1;1;3;2;3;4;2;3;3;15;Argüelles;92;9
11484575;1;5;4;4;4;4;4;4;3;4;4;3;4;4;3;4;4;5;4;2;4;3;4;2;3;6;2;6;1;6;6;5;7;3;5;5;2;2;6;6;2;2;2;22;1;1;ecuador;218;1;2;6;;4;1;3;1;1;2;1;3;5;2;3;3;17;Casco Histórico de Barajas;213;21
10262070;1;5;4;4;3;4;3;3;3;1;3;3;3;3;3;3;3;4;4;2;3;3;3;3;5;2;3;2;5;5;4;4;3;4;9;4;4;3;5;4;6;2;1;81;5;1; ;724;1;1;3;;4;2;;2;2;98;1;5;99;9;3;3;9;Casa de Campo;91;9
10873501;1;4;3;3;3;3;3;1;8;2;4;4;4;4;4;4;4;5;5;3;4;4;4;4;0;0;0;5;0;5;0;5;5;0;5;10;5;6;0;5;5;2;1;24;1;1;ecuador;218;2;2;4;;4;6;;1;1;2;2;3;5;6;2;3;11;Peñagrande;83;8
11456311;1;5;4;4;4;4;4;4;9;4;4;4;4;4;4;4;4;3;3;1;4;9;4;9;12;12;12;3;12;0;0;0;3;0;4;9;0;0;3;3;0;2;1;77;5;1; ;724;1;2;1;2;;2;;2;2;2;3;5;99;1;1;3;20;Casco Histórico de Barajas;213;21
11153989;1;4;4;4;3;4;4;2;1;1;4;4;4;4;4;4;4;4;4;2;3;3;3;3;7;12;0;0;0;0;12;12;5;6;0;5;0;12;12;12;12;2;2;29;1;1;rumana;642;2;1;4;;4;4;5;2;2;3;1;4;5;6;2;3;57;Lucero;103;10
11216326;1;5;4;4;4;4;4;4;2;2;4;4;4;4;4;4;4;5;5;3;4;4;4;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;2;57;4;1;ecuador;218;1;1;4;;3;1;8;1;1;1;1;4;9;2;3;3;48;Pilar;84;8
10909815;1;3;3;4;3;4;3;1;2;2;3;3;8;4;4;4;4;5;5;2;3;3;3;3;11;11;11;11;11;11;10;10;10;10;5;10;5;8;8;0;0;2;2;25;1;1;rumanis;642;2;2;6;;4;4;8;1;1;2;2;3;8;6;3;1;16;Peñagrande;83;8
11820674;1;5;2;4;1;4;4;1;9;1;2;4;9;1;9;9;9;1;3;1;4;9;1;9;12;12;12;0;0;0;12;10;0;0;0;10;0;0;0;0;0;2;2;64;4;1; ;724;1;2;1;;2;2;;2;2;2;1;5;10;9;3;2;76;Aravaca;97;9
10874639;1;5;4;4;9;4;4;1;2;1;2;4;4;4;4;4;4;4;4;9;4;4;9;9;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;12;0;2;2;74;5;1; ;724;1;4;1;2;;2;;2;2;2;1;9;99;6;2;3;26;Hellín;202;20
11667881;1;5;4;4;1;9;1;1;1;1;1;1;1;1;9;9;9;3;9;1;4;4;9;9;0;0;0;7;0;0;0;0;0;8;0;8;0;9;0;12;0;2;2;73;5;1; ;724;1;1;4;2;;7;;2;2;2;1;5;5;6;5;3;38;Santa Eugenia;182;18
10842623;1;5;4;2;3;3;3;9;9;2;2;2;3;9;9;1;9;5;3;1;3;9;3;9;4;0;0;6;0;7;3;5;5;5;12;9;4;5;12;8;12;2;2;85;5;1; ;724;1;4;1;2;;2;;2;2;99;1;3;99;99;3;3;28;Adelfas;32;3
11794851;1;5;2;2;2;2;2;1;1;1;2;3;3;2;2;2;2;3;2;3;3;3;3;3;1;2;0;0;1;0;0;2;0;0;10;10;9;6;3;3;3;2;2;46;3;1; ;724;1;1;4;;4;1;2;1;1;99;1;3;5;99;1;3;91;Valdeacederas;65;6
11198952;1;5;3;2;2;3;1;2;8;2;3;3;8;2;8;3;8;4;3;2;3;2;3;2;2;11;11;3;0;2;2;2;0;3;5;5;0;11;11;11;11;2;1;80;5;1; ;724;1;2;6;;2;2;;2;2;99;2;5;5;99;2;2;26;Argüelles;92;9
11074597;1;5;3;3;2;2;2;1;2;1;2;2;2;2;1;2;2;3;3;1;3;3;3;3;11;11;1;11;0;0;1;3;0;0;3;4;0;0;3;0;0;2;1;52;3;1; ;724;1;1;4;;4;4;7;1;1;6;1;4;98;99;2;3;11;Palomas;161;16
11282861;1;5;3;3;2;3;1;1;1;1;2;3;8;3;2;3;3;3;3;3;2;2;3;2;7;7;1;2;2;5;4;5;6;2;6;9;8;8;9;6;2;1;2;67;5;1; ;724;1;1;4;;2;7;;1;2;2;2;5;7;1;2;3;57;Delicias;25;2
10617966;1;1;3;3;2;3;2;3;2;2;2;2;8;3;3;3;3;4;4;2;3;3;3;3;4;11;11;8;9;8;8;8;8;3;5;2;7;2;8;8;8;2;2;25;1;1; ;724;1;2;3;;5;1;9;1;1;2;3;4;3;10;2;3;15;Comillas;111;11
11314969;1;5;3;3;2;3;2;3;8;2;3;3;3;3;3;3;3;5;4;1;3;3;3;2;5;2;0;4;2;2;3;6;6;5;6;7;2;6;5;6;5;1;2;38;2;1; ;724;1;1;4;;5;1;3;1;1;99;2;3;3;99;1;3;52;Delicias;25;2
11117090;1;5;3;3;2;2;2;1;2;1;2;3;2;2;2;3;3;3;3;2;3;3;3;3;4;2;0;4;2;7;4;4;3;7;3;8;4;4;4;4;2;2;2;56;4;1; ;724;1;3;1;;4;1;9;2;2;3;1;3;98;99;2;3;65;San Isidro;113;11
10265687;1;5;2;2;2;3;2;2;8;2;3;2;8;8;2;2;2;3;3;1;3;3;3;3;2;0;2;11;0;0;0;5;0;2;6;6;1;2;4;1;1;2;1;60;4;1; ;724;1;3;1;;5;1;4;1;1;99;2;2;99;99;2;3;86;Palomeras Bajas;133;13
11256252;1;2;2;3;2;3;2;8;8;1;2;2;2;1;1;4;4;3;3;1;3;3;3;3;2;2;0;11;11;11;2;4;3;3;10;8;3;3;2;2;2;2;2;52;3;1; ;724;1;1;4;;6;1;3;1;1;99;2;9;99;99;2;3;45;Embajadores;12;1
10986420;1;5;3;3;2;2;2;2;2;2;2;2;2;2;3;3;3;3;3;3;3;3;3;3;2;2;1;7;3;3;3;2;5;3;3;3;3;1;8;7;7;1;2;60;4;1; ;724;1;2;1;;4;2;;1;1;3;2;3;1;2;5;3;83;Quintana;153;15
11592360;1;5;3;3;2;3;2;2;2;1;2;2;3;2;3;3;3;4;3;3;3;3;2;1;4;3;0;4;1;3;3;4;5;4;6;10;2;4;7;7;0;2;2;40;2;1; ;724;1;1;4;;3;1;8;1;1;3;2;3;5;6;3;3;23;Timón;214;21
11223515;1;5;2;3;2;3;2;1;1;2;3;3;3;2;3;3;3;4;4;2;3;2;3;2;8;8;11;8;8;8;9;7;8;7;8;8;3;8;2;3;2;2;2;41;2;1; ;724;1;1;4;;6;1;3;1;1;4;1;3;3;6;2;3;34;Embajadores;12;1
