RESPNUM,CCGID,BAREA,GATE,STRATA,CATEGORY,INTDATE,AIRLINE,FLIGHT,DEST,DESTGEO,DESTMARK,ARRTIME,DEPTIME,MINUTES,Q2PURP1,Q3GETTO1,Q3PARK,Q4BAGS,Q4BUY,Q4FOOD,Q5NOTBUY,Q6NOFOOD,Q7FLYPERYR,SAQ,Q8A_ART,Q8B_FOOD,Q8C_SHOP,Q8D_SIGNS,Q8E_WALK,Q8F_SCREENS,Q8G_INFOARR,Q8H_INFODEP,Q8I_ROAD,Q8J_PARK,Q8K_AIRTRAIN,Q8L_LTPARK,Q8M_RENTAL,Q8N_WHOLE,Q10A_CLNBOARD,Q10B_CLNPARK,Q10C_CLNAIRTRAIN,Q10D_CLNRENT,Q10E_CLNFOOD,Q10F_CLNBATH,Q11SAFE,Q12_USEWEB,Q13_RATEWEB,Q14WHEREDEPART,Q14RATEGETTO,Q15A_FIND,Q15B_SECURITY,Q16_PROBLEM,Q17REGION,Q18ZIP,Q18COUNTRY,HOME,Q19_AGE,Q20_SEX,Q21_INCOME,LANG
4033,571,G,96,3,3,1,33,249,52,4,2,21:30,23:21,111,3,2,,1,2,1,2,2,3,1,5,4,6,4,5,4,6,4,5,5,6,4,6,5,5,6,6,6,5,4,5,1,3,1,5,5,4,2,1,01/01/94611 12:00:00 AM,US,3,5,2,3,1
4035,573,G,96,3,3,1,33,429,52,4,2,20:50,23:21,151,2,3,,2,2,2,2,2,1,1,4,4,4,5,4,5,5,5,6,6,6,6,6,5,3,6,6,6,6,5,4,2,,11,6,5,5,2,4,01/01/92395 12:00:00 AM,US,10,7,1,1,1
4039,177,G,91,2,3,5,33,821,52,4,2,9:30,12:40,190,2,2,,1,0,0,2,1,1,2,5,4,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,2,,4,5,5,5,1,1,,US,9,6,1,0,2
4050,188,G,91,2,3,5,33,821,52,4,2,10:00,12:40,160,3,3,,2,2,2,2,2,1,2,5,4,4,5,5,5,5,5,0,0,0,0,0,5,5,0,0,0,0,5,5,2,,11,5,5,5,2,4,01/01/92692 12:00:00 AM,US,10,5,1,2,2
4054,192,G,91,2,3,5,33,821,52,4,2,9:30,12:40,190,3,3,,0,1,1,1,1,2,2,5,4,5,5,5,4,6,4,6,0,4,4,4,5,5,6,6,6,5,4,5,2,,11,0,5,4,2,4,01/01/83715 12:00:00 AM,US,10,5,0,2,1
4057,195,G,91,2,3,5,33,821,52,4,2,10:00,12:40,160,2,3,,2,1,1,1,2,2,2,3,3,2,0,4,2,1,1,0,0,0,0,0,3,5,0,5,0,5,5,4,2,,11,0,1,6,2,4,01/01/98028 12:00:00 AM,US,10,5,1,2,1
4060,198,G,91,2,3,5,33,821,52,4,2,11:10,12:40,90,2,3,,2,2,2,2,2,1,2,4,3,3,4,4,4,6,6,6,6,6,6,6,3,6,6,6,6,6,3,3,2,,11,6,3,6,2,4,01/01/97470 12:00:00 AM,US,10,4,2,1,1
4063,201,G,91,2,3,5,33,821,52,4,2,9:00,12:40,220,6,2,,1,1,2,2,2,2,1,3,3,4,4,5,5,2,2,4,3,6,6,6,3,4,2,6,6,4,4,5,1,5,8,5,5,3,1,1,01/01/94590 12:00:00 AM,US,8,5,2,0,2
4064,202,G,91,2,3,5,33,821,52,4,2,5:30,12:40,430,3,3,,2,1,1,2,2,1,1,5,5,5,4,5,5,6,6,6,6,6,6,6,5,5,6,6,6,5,5,5,2,,11,5,5,5,2,4,01/01/91731 12:00:00 AM,US,10,5,2,1,2
4067,205,G,91,2,3,5,33,821,52,4,2,20:00,12:40,1000,3,2,,1,2,1,1,2,1,1,5,4,1,5,5,5,2,2,5,5,4,6,6,3,3,4,4,6,4,3,5,2,,13,1,5,5,1,2,01/01/95206 12:00:00 AM,US,10,7,1,1,2
4068,3067,D,55,3,2,15,9,1978,50,1,4,16:00,17:20,80,2,2,,1,2,1,2,2,2,1,4,2,5,5,5,6,6,6,6,6,6,6,6,0,5,6,6,6,5,5,5,2,,5,5,5,3,2,1,01/01/94080 12:00:00 AM,US,2,5,1,2,1
4069,3068,D,55,3,2,15,9,1978,50,1,4,15:15,17:20,125,1,9,,2,2,1,1,2,1,1,4,2,3,2,3,2,6,6,5,0,4,0,3,3,5,6,5,2,0,5,5,2,,5,5,3,2,1,3,01/01/90230 12:00:00 AM,US,10,6,1,2,1
4070,3069,D,55,3,2,15,9,1978,50,1,4,15:00,17:20,140,1,5,,1,1,1,2,2,1,1,5,5,5,4,5,5,6,6,6,6,4,6,6,5,5,0,5,0,5,5,5,2,,5,5,5,4,2,3,,US,12,4,2,3,1
4071,3070,D,55,3,2,15,9,1978,50,1,4,N,17:20,N,2,1,0,2,1,1,2,2,2,2,4,3,4,4,4,4,4,4,4,4,4,4,4,4,5,5,5,5,5,5,4,1,3,5,4,4,4,2,1,01/01/94116 12:00:00 AM,US,1,3,2,2,1
4073,3072,D,55,3,2,15,9,1978,50,1,4,16:00,17:20,80,5,2,,2,2,2,1,2,3,2,4,4,4,5,4,4,6,6,4,3,6,6,6,4,5,4,6,6,5,5,5,2,,7,4,5,3,2,1,01/01/95148 12:00:00 AM,US,4,5,2,4,1
4074,3073,D,55,3,2,15,9,1978,50,1,4,11:00,17:20,380,2,2,,1,2,1,2,1,1,2,3,3,3,3,6,3,6,6,0,0,0,0,0,0,5,6,6,6,5,5,5,1,3,17,5,4,1,1,2,01/01/95065 12:00:00 AM,US,10,6,2,0,1
4075,3074,D,55,3,2,15,9,1978,50,1,4,16:00,17:20,80,8,3,,2,1,2,2,2,1,2,4,4,4,3,4,4,4,4,6,6,6,6,6,4,4,6,6,6,4,4,3,2,,11,3,3,3,2,4,01/01/93501 12:00:00 AM,US,10,2,1,0,1
4078,3077,D,55,3,2,15,9,1978,50,1,4,15:30,17:20,110,3,2,,1,0,0,2,2,3,2,5,5,5,5,5,5,5,5,5,5,5,5,5,0,5,5,5,5,5,5,5,2,,5,5,5,5,2,1,01/01/94080 12:00:00 AM,US,2,5,2,1,1
4079,3078,D,55,3,2,15,9,1978,50,1,4,15:30,17:20,110,2,2,,2,2,1,1,2,2,2,5,3,3,5,5,5,4,4,5,6,5,6,6,5,5,6,5,6,5,5,5,2,,5,5,5,5,2,3,01/01/91764 12:00:00 AM,US,10,3,2,1,1
4080,3079,D,55,3,2,15,9,1978,50,1,4,15:00,17:20,140,3,5,,1,2,1,2,1,3,2,4,4,4,4,4,4,4,4,4,4,3,4,3,5,5,6,5,5,5,3,4,2,,5,5,5,5,2,1,01/01/94114 12:00:00 AM,US,1,3,2,2,1
4081,3080,D,55,3,2,15,9,1978,50,1,4,15:00,17:20,140,1,2,,2,1,2,2,2,4,2,0,4,4,4,6,3,6,6,4,6,6,6,3,4,5,6,6,3,4,4,5,2,,6,4,5,3,2,3,01/01/90292 12:00:00 AM,US,10,4,1,4,1
4082,3081,D,55,3,2,15,9,1978,50,1,4,15:00,17:20,140,2,2,,1,1,2,1,2,3,2,5,4,3,3,3,3,6,6,3,6,6,6,6,4,5,6,6,6,5,5,4,2,,5,5,5,4,2,1,01/01/94107 12:00:00 AM,US,1,6,1,0,1
4083,3082,D,55,3,2,15,9,1978,50,1,4,15:00,17:20,140,6,9,,2,2,1,2,2,1,2,4,4,4,5,4,5,6,6,6,6,4,6,3,5,5,6,4,4,5,5,5,2,,3,5,5,5,2,3,01/01/92011 12:00:00 AM,US,10,6,2,2,1
4084,3083,D,55,3,2,15,9,1978,50,1,4,14:50,17:20,150,2,6,,1,2,1,2,2,1,2,4,4,4,5,4,4,6,6,4,6,6,6,6,4,4,6,6,6,4,5,5,2,,2,4,5,5,2,1,01/01/94553 12:00:00 AM,US,5,4,2,3,1
4085,3084,D,55,3,2,15,9,1978,50,1,4,15:30,17:20,110,3,2,,2,1,2,2,2,3,2,0,0,0,0,0,5,0,0,0,0,0,0,0,4,0,0,0,0,0,4,3,2,,6,3,5,5,2,3,01/01/85614 12:00:00 AM,US,10,7,2,0,1
4086,3085,D,55,3,2,15,9,1978,50,1,4,15:00,17:20,140,3,2,,1,0,0,2,2,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,5,1,5,1,5,2,5,0,5,2,1,01/01/94520 12:00:00 AM,US,5,4,2,1,1
4088,3087,D,55,3,2,15,9,1978,50,1,4,15:00,17:20,140,2,2,,1,1,2,2,1,3,2,4,4,4,4,4,4,4,4,3,3,3,3,3,4,4,4,4,4,4,4,4,3,,6,4,3,3,1,1,01/01/94061 12:00:00 AM,US,2,3,0,2,1
4089,1158,B,28,2,2,5,34,239,71,1,4,N,15:40,N,3,5,,1,2,2,2,2,3,1,3,2,3,4,4,4,6,6,4,6,4,6,6,4,5,6,5,6,4,4,4,3,,5,0,5,5,2,1,01/01/94103 12:00:00 AM,US,1,3,0,2,1
4090,1159,B,28,2,2,5,34,239,71,1,4,13:30,15:40,130,2,1,3,2,1,1,2,2,4,1,1,4,4,4,3,4,6,6,4,3,6,3,0,4,4,6,6,6,3,3,4,1,2,6,5,4,4,2,1,01/01/94002 12:00:00 AM,US,2,5,2,0,1
4093,1162,B,28,2,2,5,34,239,71,1,4,14:30,15:40,70,3,5,,1,2,2,2,2,1,1,5,6,6,5,5,6,6,6,6,6,5,6,6,5,5,6,5,6,6,5,5,2,,3,5,5,3,2,2,01/01/95376 12:00:00 AM,US,10,5,1,0,1
4094,1163,B,28,2,2,5,34,239,71,1,4,14:45,15:40,55,3,2,,2,2,2,2,2,3,2,6,6,6,4,6,5,6,6,4,6,5,6,6,4,5,6,5,6,6,5,5,2,,1,4,5,5,2,1,01/01/94705 12:00:00 AM,US,3,3,2,3,1
4095,1164,B,28,2,2,5,34,239,71,1,4,23:30,15:40,970,1,3,,1,2,1,2,2,2,2,4,2,2,2,2,1,0,0,6,6,6,6,6,2,4,6,6,6,6,2,5,2,,11,2,2,1,1,4,01/01/85142 12:00:00 AM,US,10,4,2,4,1
4096,1165,B,28,2,2,5,34,239,71,1,4,14:20,15:40,80,1,6,,1,2,1,1,2,2,2,4,3,3,3,4,6,6,6,6,6,6,6,6,4,5,6,6,6,4,3,4,2,,5,5,4,0,2,3,01/01/86305 12:00:00 AM,US,10,6,1,0,1
4097,1166,B,28,2,2,5,34,239,71,1,4,14:00,15:40,100,1,5,,2,1,1,2,2,1,2,4,3,4,5,5,4,6,6,6,6,5,6,6,5,5,6,5,6,3,6,5,1,5,5,3,5,5,2,3,01/01/78254 12:00:00 AM,US,11,2,2,2,1
4099,1168,B,28,2,2,5,34,239,71,1,4,13:55,15:40,105,2,12,,1,2,1,2,1,2,2,5,3,0,4,5,5,6,6,5,6,6,6,6,5,5,6,6,6,4,4,3,2,,3,5,5,5,2,3,01/01/28712 12:00:00 AM,US,12,7,2,2,1
4100,2591,F,82,1,1,13,32,442,81,1,2,8:00,10:37,157,1,2,,2,2,1,2,2,4,1,5,5,5,5,5,5,4,4,3,3,3,3,4,4,5,3,3,3,4,3,5,2,,5,5,5,5,1,1,01/01/94114 12:00:00 AM,US,1,4,1,3,1
4101,2592,F,82,1,1,13,32,442,81,1,2,9:00,10:37,97,3,2,,2,2,2,2,2,2,1,3,3,3,4,4,3,3,3,6,6,6,6,6,4,4,6,6,6,6,6,4,2,,5,5,5,5,1,1,01/01/94110 12:00:00 AM,US,1,3,2,1,1
4103,2594,F,82,1,1,13,32,442,81,1,2,8:50,10:37,107,2,5,,1,2,1,2,2,1,1,4,4,4,4,5,5,6,6,6,6,6,6,6,4,5,6,6,6,4,4,5,2,,5,5,5,5,2,3,01/01/92109 12:00:00 AM,US,10,3,2,1,1
4104,2595,F,82,1,1,13,32,442,81,1,2,9:00,10:37,97,2,7,,2,2,2,2,2,1,1,5,5,4,5,5,5,6,6,6,6,6,6,6,5,5,6,6,6,5,5,5,2,,5,5,5,5,2,3,01/01/92107 12:00:00 AM,US,10,3,1,3,1
4105,2596,F,82,1,1,13,32,442,81,1,2,9:05,10:37,92,1,1,3,2,1,1,2,2,3,1,3,3,3,4,4,4,3,3,3,4,4,4,6,4,5,4,5,6,5,4,5,1,3,5,5,5,5,1,1,01/01/94109 12:00:00 AM,US,1,4,1,3,1
4111,1791,G,95,2,3,7,33,900,32,6,4,9:30,13:55,265,1,5,,1,1,1,1,2,1,1,6,4,4,6,5,6,6,6,6,6,6,6,6,5,5,6,6,6,5,5,5,2,,2,5,5,5,2,3,,US,10,6,2,2,1
4112,1792,G,95,2,3,7,33,900,32,6,4,11:00,13:55,175,1,1,4,2,2,2,2,2,4,1,5,5,6,5,5,5,6,6,5,5,6,6,6,5,5,6,6,6,6,5,5,1,4,5,5,5,3,2,1,01/01/94965 12:00:00 AM,US,6,7,1,3,1
4113,1793,G,95,2,3,7,33,900,32,6,4,10:45,13:55,190,3,2,,1,1,0,2,2,1,1,5,6,5,5,5,5,5,5,5,5,5,0,6,5,0,0,0,0,0,0,5,2,,2,4,5,5,2,1,,US,5,6,2,2,1
4114,1794,G,95,2,3,7,33,900,32,6,4,9:45,13:55,250,2,7,,1,0,1,2,2,3,1,4,3,3,3,4,3,6,6,3,3,3,3,3,4,4,6,3,3,3,4,4,2,,19,5,3,2,2,3,01/01/95648 12:00:00 AM,US,10,7,1,2,1
4115,1795,G,95,2,3,7,33,900,32,6,4,12:20,13:55,95,2,3,,2,2,2,2,2,1,1,6,6,3,2,4,4,6,6,6,6,6,6,6,3,4,6,6,6,6,4,5,2,,11,3,2,6,2,4,01/01/95612 12:00:00 AM,US,10,6,2,3,1
4116,1796,G,95,2,3,7,33,900,32,6,4,11:30,13:55,145,2,3,,2,2,1,1,1,2,1,5,4,4,5,5,5,6,6,6,6,6,6,6,4,5,6,6,6,5,5,5,1,3,11,5,5,4,2,4,01/01/97374 12:00:00 AM,US,10,7,1,2,1
4118,1798,G,95,2,3,7,33,900,32,6,4,10:00,13:55,235,2,3,,2,2,2,1,2,2,1,5,4,4,5,5,5,6,6,6,6,6,6,6,5,5,0,0,0,4,5,5,1,4,11,4,5,6,2,4,01/01/93401 12:00:00 AM,US,10,7,1,3,1
4119,1799,G,95,2,3,7,33,900,32,6,4,11:15,13:55,160,2,7,,1,2,2,2,2,3,1,4,4,4,5,4,5,6,6,4,6,6,6,6,4,4,6,6,6,4,3,5,2,,13,3,5,3,2,2,01/01/95336 12:00:00 AM,US,10,6,2,0,1
4120,1800,G,95,2,3,7,33,900,32,6,4,0:00,13:55,835,2,2,,1,2,2,2,2,1,1,5,6,4,5,5,4,6,6,4,3,6,6,6,4,4,4,6,6,6,5,4,2,,17,5,5,4,2,2,01/01/95065 12:00:00 AM,US,10,6,2,0,1
4121,1801,G,95,2,3,7,33,900,32,6,4,9:00,13:55,295,3,5,,1,1,1,1,2,2,1,5,3,3,4,5,5,6,6,6,6,6,6,6,5,5,6,6,6,4,3,4,1,4,2,5,5,5,2,3,01/01/97103 12:00:00 AM,US,10,3,2,1,1
4122,1802,G,95,2,3,7,33,900,32,6,4,10:00,13:55,235,2,1,4,1,2,1,2,2,1,1,6,5,6,5,5,5,6,6,6,6,6,6,6,5,5,6,6,6,4,4,5,2,,9,4,5,5,2,2,01/01/95482 12:00:00 AM,US,10,6,2,0,1
4126,1806,B,20,1,2,9,8,385,73,1,2,5:00,7:00,120,1,1,4,1,0,0,2,2,5,2,5,4,4,5,4,5,4,4,5,4,6,5,6,4,5,6,6,6,5,4,5,2,,15,5,4,4,2,3,01/01/95382 12:00:00 AM,US,10,6,1,2,1
4127,1807,B,20,1,2,9,8,385,73,1,2,5:30,7:00,90,2,4,,0,1,1,2,2,1,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,6,6,6,3,6,3,2,,12,3,3,3,2,3,01/01/90029 12:00:00 AM,US,10,4,1,3,1
4128,1808,B,20,1,2,9,8,385,73,1,2,5:45,7:00,75,1,1,1,2,2,2,2,2,6,2,4,3,3,3,4,4,6,6,3,4,6,3,6,4,5,5,6,6,4,5,3,2,,5,5,5,3,1,1,01/01/94123 12:00:00 AM,US,1,4,2,4,1
4130,1810,B,20,1,2,9,8,385,73,1,2,5:30,7:00,90,1,1,1,2,1,2,2,1,6,1,2,1,3,4,4,4,6,6,4,4,6,4,6,3,5,4,6,6,2,3,5,2,,5,5,5,4,2,1,01/01/94115 12:00:00 AM,US,1,3,1,4,1
4131,1811,B,20,1,2,9,8,385,73,1,2,22:00,7:00,540,2,3,,2,2,1,2,2,1,1,4,6,6,4,5,4,6,6,6,6,2,6,6,0,4,6,5,6,6,5,4,2,,11,0,5,5,2,4,01/01/97449 12:00:00 AM,US,10,3,2,2,1
4132,1812,B,20,1,2,9,8,385,73,1,2,5:30,7:00,90,3,1,3,2,2,2,1,2,1,1,6,6,3,5,5,5,6,6,5,5,6,5,6,4,5,6,6,6,5,4,4,1,4,2,4,5,4,2,1,01/01/94583 12:00:00 AM,US,5,4,2,0,1
4133,1181,B,20,1,2,9,8,385,73,1,2,22:30,7:00,510,2,3,,2,2,1,2,2,1,1,4,3,6,5,5,4,6,4,6,6,3,6,6,4,5,6,4,6,3,4,5,2,,11,0,5,5,2,4,01/01/97214 12:00:00 AM,US,10,5,1,0,1
4134,1814,B,20,1,2,9,8,385,73,1,2,4:35,7:00,145,1,7,,1,2,2,1,2,5,1,4,3,3,5,5,5,4,6,5,6,5,6,2,4,4,6,5,5,6,2,5,2,,5,5,5,3,2,3,01/01/97225 12:00:00 AM,US,10,5,0,3,1
4135,1184,F,90,3,2,5,32,1693,50,1,4,14:45,20:20,335,2,3,,2,2,1,2,2,1,1,4,4,6,5,5,5,6,5,6,6,6,6,6,0,4,6,6,6,4,4,5,3,,11,0,4,6,2,4,01/01/2145 12:00:00 AM,US,12,7,1,0,1
4136,1185,F,90,3,2,5,32,1693,50,1,4,18:00,20:20,140,3,9,,1,2,1,2,2,3,1,5,4,4,3,4,4,6,6,5,6,1,6,2,4,4,6,4,4,4,3,5,1,4,7,3,4,5,2,3,01/01/1742 12:00:00 AM,US,12,4,1,0,1
4137,1186,F,90,3,2,5,32,1693,50,1,4,18:00,20:20,140,2,9,,2,2,1,2,2,1,1,6,3,6,4,5,4,6,6,4,6,5,6,5,4,4,0,5,4,4,5,4,2,,9,5,5,3,2,3,01/01/41144 12:00:00 AM,US,11,6,1,4,1
4138,1187,F,90,3,2,5,32,1693,50,1,4,19:15,20:20,65,2,2,,1,1,2,0,0,3,1,6,6,6,4,4,4,6,6,6,6,6,6,6,4,0,0,0,0,0,0,5,3,,3,5,5,5,2,3,,US,10,0,2,0,1
4142,1191,F,90,3,2,5,32,1693,50,1,4,19:10,20:20,70,2,4,,2,2,2,2,2,3,2,4,3,2,2,4,4,6,6,4,5,5,4,5,4,5,5,4,4,4,4,4,1,3,5,5,5,1,2,1,,US,1,3,1,4,1
4143,1192,F,90,3,2,5,32,1693,50,1,4,13:20,20:20,420,2,3,,1,1,1,1,2,2,2,6,4,3,2,3,3,4,4,6,6,6,6,6,4,4,6,6,6,4,4,3,2,,11,2,3,3,1,4,01/01/2906 12:00:00 AM,US,12,2,1,1,1
4144,1193,F,90,3,2,5,32,1693,50,1,4,N,20:20,N,3,1,1,0,1,0,2,2,6,2,3,4,4,5,4,4,4,4,5,5,4,4,4,4,5,5,5,4,4,4,5,2,,6,5,5,5,2,1,01/01/94005 12:00:00 AM,US,2,3,2,3,1
4145,1194,F,90,3,2,5,32,1693,50,1,4,19:20,20:20,60,3,2,,2,2,2,2,2,1,2,5,3,3,3,3,3,3,3,3,3,6,6,6,4,4,6,6,6,4,4,4,2,,5,5,5,3,1,3,01/01/90042 12:00:00 AM,US,10,2,1,3,1
4146,2065,B,20,3,2,10,8,225,73,1,2,18:30,20:30,120,2,3,,1,2,1,2,2,1,1,4,4,2,0,3,4,6,6,6,6,6,6,6,4,5,6,6,6,5,5,4,2,,11,6,4,5,2,4,01/01/97127 12:00:00 AM,US,10,6,2,2,1
4147,2066,B,20,3,2,10,8,225,73,1,2,19:00,20:30,90,2,3,,0,0,1,2,0,2,2,6,2,6,0,3,4,3,6,6,6,6,6,6,3,4,6,6,6,3,4,5,2,,11,0,3,5,1,4,01/01/97214 12:00:00 AM,US,10,4,1,2,1
4148,2067,B,20,3,2,10,8,225,73,1,2,18:00,20:30,150,2,3,,1,1,1,1,2,2,1,5,4,4,4,6,5,6,6,6,6,6,6,6,4,5,6,6,6,5,5,5,2,,11,6,4,3,0,4,01/01/97086 12:00:00 AM,US,10,4,2,2,1
4149,2068,B,20,3,2,10,8,225,73,1,2,18:30,20:30,120,3,2,,2,2,1,2,2,2,1,6,4,6,4,6,4,6,6,6,6,6,6,6,4,4,6,6,6,4,6,5,2,,9,5,5,5,2,1,01/01/94954 12:00:00 AM,US,7,3,2,1,1
4150,2069,B,20,3,2,10,8,225,73,1,2,18:00,20:30,150,2,3,,1,2,1,2,2,1,1,2,3,6,5,6,5,6,5,6,6,6,6,6,4,5,6,6,6,4,5,4,2,,11,6,4,5,2,4,01/01/98685 12:00:00 AM,US,10,5,2,0,1
4151,2070,B,20,3,2,10,8,225,73,1,2,18:30,20:30,120,2,3,,1,2,1,2,1,1,1,5,3,3,4,6,5,6,6,6,6,6,6,6,4,5,6,6,6,4,5,4,2,,11,4,4,6,2,4,01/01/97006 12:00:00 AM,US,10,5,2,3,1
4152,2071,B,20,3,2,10,8,225,73,1,2,18:00,20:30,150,1,2,,2,1,2,2,1,2,2,3,6,3,2,3,2,2,2,4,6,6,6,6,3,4,4,4,4,4,4,4,1,4,6,5,2,5,1,3,01/01/97140 12:00:00 AM,US,10,4,1,4,1
4153,2072,B,20,3,2,10,8,225,73,1,2,18:00,20:30,150,1,6,,2,2,1,2,2,5,2,5,5,5,2,4,2,6,6,4,6,6,6,6,4,4,6,6,6,3,3,5,2,,6,4,3,3,2,3,01/01/97045 12:00:00 AM,US,10,6,1,2,1
4154,2073,B,20,3,2,10,8,225,73,1,2,17:00,20:30,210,1,4,,1,1,1,2,2,2,2,2,2,1,4,4,4,4,4,6,6,6,6,6,2,3,6,6,6,3,3,4,2,,5,4,3,3,1,3,01/01/97229 12:00:00 AM,US,10,5,2,4,1
4155,2074,B,20,3,2,10,8,225,73,1,2,18:00,20:30,150,1,4,,1,1,2,2,2,5,2,2,2,2,4,4,4,6,6,4,6,6,6,6,3,3,6,6,6,2,3,3,2,,5,3,4,3,2,3,,US,10,4,2,0,1
4156,2075,B,20,3,2,10,8,225,73,1,2,18:15,20:30,135,2,3,,1,2,1,2,2,1,2,4,3,3,4,4,4,4,4,6,6,6,6,6,3,4,6,6,2,0,4,4,2,,11,0,4,4,2,4,01/01/97224 12:00:00 AM,US,10,6,2,2,1
4157,2076,B,20,3,2,10,8,225,73,1,2,19:00,20:30,90,2,3,,1,1,2,2,2,2,2,3,4,4,4,4,4,4,4,6,6,6,6,6,4,4,6,6,6,4,4,4,2,,11,0,4,4,2,4,01/01/97224 12:00:00 AM,US,10,5,1,4,1
4160,1125,G,98,1,3,5,33,807,74,4,1,9:30,10:00,30,2,3,,0,1,0,0,0,1,2,5,5,5,5,5,5,6,6,6,6,6,6,6,5,5,5,5,6,5,5,5,2,,11,5,5,6,2,4,01/01/97209 12:00:00 AM,US,10,5,1,3,1
4161,1126,G,98,1,3,5,33,807,74,4,1,8:40,10:00,80,2,3,,2,1,2,2,2,1,2,4,4,3,3,3,0,6,6,6,6,6,6,6,4,5,5,5,5,5,5,5,2,,11,4,5,5,2,4,01/01/97209 12:00:00 AM,US,10,5,1,2,1
4163,1128,G,98,1,3,5,33,807,74,4,1,6:30,10:00,210,1,3,,2,1,1,1,2,1,1,4,4,4,5,5,5,6,6,5,6,6,6,6,4,4,6,6,6,3,4,5,2,,11,5,3,3,2,4,01/01/84075 12:00:00 AM,US,10,3,1,1,1
4164,1129,G,98,1,3,5,33,807,74,4,1,7:45,10:00,135,2,2,,1,2,1,2,2,3,1,6,4,4,5,5,5,6,6,5,5,6,6,6,4,5,5,6,6,4,4,5,2,,5,5,5,5,2,1,01/01/94122 12:00:00 AM,US,1,4,1,3,1
4165,1130,G,98,1,3,5,33,807,74,4,1,7:40,10:00,140,2,7,,1,1,2,2,2,3,1,6,5,5,5,5,5,6,6,6,6,6,6,6,5,5,6,6,6,4,5,4,2,,2,5,5,5,2,1,01/01/94526 12:00:00 AM,US,5,6,2,0,1
4166,1131,G,98,1,3,5,33,807,74,4,1,8:00,10:00,120,2,4,,2,1,2,2,2,2,1,5,4,4,4,5,4,4,4,4,6,4,6,6,4,5,6,5,6,4,3,5,2,,5,4,3,3,2,1,01/01/94114 12:00:00 AM,US,1,2,2,1,1
4167,1132,G,98,1,3,5,33,807,74,4,1,8:00,10:00,120,2,4,,2,2,1,2,2,3,1,4,4,3,5,4,5,6,5,5,6,4,6,6,5,5,6,5,6,4,4,5,2,,5,5,5,4,2,1,01/01/94115 12:00:00 AM,US,1,3,1,1,1
4170,2619,D,56,1,2,17,9,488,24,3,4,5:00,7:10,130,2,6,,2,2,2,2,2,3,1,4,6,6,4,4,4,6,6,6,6,6,6,6,4,5,6,6,6,6,5,5,2,,9,5,5,3,2,1,01/01/95436 12:00:00 AM,US,7,6,1,1,1
4171,2620,D,56,1,2,17,9,488,24,3,4,5:30,7:10,100,1,12,,2,2,1,2,2,1,1,6,4,6,4,6,4,6,6,6,6,6,6,6,3,5,6,6,6,5,6,5,2,,5,5,5,2,2,3,01/01/37014 12:00:00 AM,US,11,5,1,3,1
4172,2621,D,56,1,2,17,9,488,24,3,4,5:45,7:10,85,3,2,,2,2,2,2,2,1,1,6,6,6,2,4,4,6,6,6,6,6,6,6,4,5,6,6,6,6,5,3,2,,15,3,3,4,2,2,01/01/95356 12:00:00 AM,US,10,6,2,2,1
4174,2623,D,56,1,2,17,9,488,24,3,4,5:30,7:10,100,1,7,,2,1,1,2,2,2,2,4,4,4,4,4,4,4,4,6,6,6,6,6,4,4,6,6,6,4,6,5,2,,5,4,5,5,2,3,,US,11,4,1,4,1
4175,2624,D,56,1,2,17,9,488,24,3,4,5:40,7:10,90,3,4,,2,2,2,2,2,3,2,4,3,3,4,2,3,3,3,6,6,4,6,6,3,5,6,5,6,5,5,5,2,,5,5,4,3,2,1,01/01/94123 12:00:00 AM,US,1,3,2,4,1
4176,2625,D,56,1,2,17,9,488,24,3,4,5:00,7:10,130,2,2,,1,2,1,2,2,3,2,4,5,4,4,4,5,6,6,5,4,4,4,6,4,4,4,4,6,5,5,5,1,4,9,5,5,5,2,1,01/01/94952 12:00:00 AM,US,7,6,1,4,1
4177,2626,D,56,1,2,17,9,488,24,3,4,5:15,7:10,115,1,7,,2,2,1,2,2,3,2,4,4,4,4,2,4,6,6,3,6,3,6,1,4,5,6,4,3,4,4,4,2,,6,4,4,4,2,3,01/01/72703 12:00:00 AM,US,11,5,1,4,1
4178,2627,D,56,1,2,17,9,488,24,3,4,5:00,7:10,130,1,2,,1,2,1,1,2,2,2,5,5,4,4,3,3,3,3,3,3,6,3,6,4,4,4,6,6,4,4,5,1,4,1,3,4,1,2,1,01/01/94619 12:00:00 AM,US,3,6,2,0,1
4179,2628,D,56,1,2,17,9,488,24,3,4,6:00,7:10,70,2,1,3,1,2,2,2,2,2,2,3,4,4,4,3,3,6,3,3,3,3,3,6,4,4,4,4,6,4,5,4,2,,1,4,3,2,2,1,01/01/94551 12:00:00 AM,US,3,3,2,1,1
4180,2629,D,56,1,2,17,9,488,24,3,4,5:45,7:10,85,3,12,,1,2,1,1,2,2,2,3,4,4,4,3,3,3,3,4,4,6,6,6,4,5,6,6,6,4,5,5,2,,7,5,5,5,2,1,01/01/95124 12:00:00 AM,US,4,6,2,4,1
