Activity Period,Operating Airline,Operating Airline IATA Code,Published Airline,Published Airline IATA Code,GEO Summary,GEO Region,Landing Aircraft Type,Aircraft Body Type,Aircraft Manufacturer,Aircraft Model,Aircraft Version,Landing Count,Total Landed Weight,Year,Month
201108,Asiana Airlines,OZ,Asiana Airlines,OZ,International,Asia,Freighter,Wide Body,Boeing,747,400F,24,15984000,2011,August
201108,Asiana Airlines,OZ,Asiana Airlines,OZ,International,Asia,Passenger,Wide Body,Boeing,777,200ER,31,14260000,2011,August
201108,British Airways,BA,British Airways,BA,International,Europe,Passenger,Wide Body,Boeing,747,400,62,39060000,2011,August
201108,Cathay Pacific,CX,Cathay Pacific,CX,International,Asia,Passenger,Wide Body,Boeing,747,400,62,39060000,2011,August
201108,Cathay Pacific,CX,Cathay Pacific,CX,International,Asia,Freighter,Wide Body,Boeing,747,400F,9,5994000,2011,August
201108,China Airlines,CI,China Airlines,CI,International,Asia,Passenger,Wide Body,Boeing,747,400,31,19530000,2011,August
201108,China Airlines,CI,China Airlines,CI,International,Asia,Freighter,Wide Body,Boeing,747,400F,21,13986000,2011,August
201108,Delta Air Lines,DL,Delta Air Lines,DL,Domestic,US,Passenger,Narrow Body,Boeing,737,800,91,13313300,2011,August
201108,Delta Air Lines,DL,Delta Air Lines,DL,Domestic,US,Passenger,Narrow Body,Boeing,757,-,404,79992000,2011,August
201108,Delta Air Lines,DL,Delta Air Lines,DL,Domestic,US,Passenger,Narrow Body,Boeing,757,300,61,13664000,2011,August
201108,Delta Air Lines,DL,Delta Air Lines,DL,Domestic,US,Passenger,Wide Body,Boeing,767,300,89,26255000,2011,August
201108,Delta Air Lines,DL,Delta Air Lines,DL,Domestic,US,Passenger,Wide Body,Boeing,767,300ER,4,1280000,2011,August
201108,Delta Air Lines,DL,Delta Air Lines,DL,International,Asia,Passenger,Wide Body,Boeing,767,300ER,31,9920000,2011,August
201108,Delta Air Lines,DL,Delta Air Lines,DL,Domestic,US,Passenger,Narrow Body,Airbus,A319,114,27,3628800,2011,August
201108,Delta Air Lines,DL,Delta Air Lines,DL,Domestic,US,Passenger,Narrow Body,Airbus,A320,-,94,13366800,2011,August
201108,Delta Air Lines,DL,Delta Air Lines,DL,Domestic,US,Passenger,Narrow Body,McDonnell Douglas,MD-90,-,78,11076000,2011,August
201108,EVA Airways,BR,EVA Airways,BR,International,Asia,Freighter,Wide Body,Boeing,747,400F,10,6520000,2011,August
201108,EVA Airways,BR,EVA Airways,BR,International,Asia,Passenger,Wide Body,Boeing,777,300ER,52,28808000,2011,August
201108,Emirates ,EK,Emirates ,EK,International,Middle East,Passenger,Wide Body,Boeing,777,300ER,31,17173969,2011,August
201108,Federal Express,FX,Federal Express,FX,Domestic,US,Freighter,Wide Body,Airbus,A310,20,12,3208100,2011,August
201108,Federal Express,FX,Federal Express,FX,Domestic,US,Freighter,Wide Body,Airbus,A310,30,9,2460600,2011,August
201108,Federal Express,FX,Federal Express,FX,Domestic,US,Freighter,Wide Body,McDonnell Douglas,DC-10,10,1,374500,2011,August
201108,Frontier Airlines,F9,Frontier Airlines,F9,Domestic,US,Passenger,Narrow Body,Airbus,A318,-,12,1518000,2011,August
201108,Frontier Airlines,F9,Frontier Airlines,F9,Domestic,US,Passenger,Narrow Body,Airbus,A319,-,137,18426500,2011,August
201108,Frontier Airlines,F9,Frontier Airlines,F9,Domestic,US,Passenger,Narrow Body,Airbus,A320,-,2,284396,2011,August
201108,Frontier Airlines,F9,Frontier Airlines,F9,Domestic,US,Passenger,Regional Jet,Embraer,ERJ,190,31,2938800,2011,August
201108,Hawaiian Airlines,HA,Hawaiian Airlines,HA,Domestic,US,Passenger,Wide Body,Boeing,767,300,27,7965000,2011,August
201108,Hawaiian Airlines,HA,Hawaiian Airlines,HA,Domestic,US,Passenger,Wide Body,Boeing,767,300ER,4,1280000,2011,August
201108,Horizon Air ,QX,Alaska Airlines,AS,Domestic,US,Passenger,Turbo Prop,DeHavilland,DH8,400,91,5619250,2011,August
201108,Japan Airlines,JL,Japan Airlines,JL,International,Asia,Passenger,Wide Body,Boeing,777,200ER,33,15279000,2011,August
201108,JetBlue Airways ,B6,JetBlue Airways ,B6,Domestic,US,Passenger,Narrow Body,Airbus,A320,-,297,42233400,2011,August
201108,KLM Royal Dutch Airlines,KL,KLM Royal Dutch Airlines,KL,International,Europe,Passenger,Wide Body,Boeing,747,400,28,17604160,2011,August
201108,KLM Royal Dutch Airlines,KL,KLM Royal Dutch Airlines,KL,International,Europe,Passenger,Wide Body,Boeing,777,200,1,469014,2011,August
201108,KLM Royal Dutch Airlines,KL,KLM Royal Dutch Airlines,KL,International,Europe,Passenger,Wide Body,Boeing,777,300,2,1105676,2011,August
201108,Korean Air Lines,KE,Korean Air Lines,KE,International,Asia,Freighter,Wide Body,Boeing,747,400ERF,10,6530000,2011,August
201108,Korean Air Lines,KE,Korean Air Lines,KE,International,Asia,Freighter,Wide Body,Boeing,747,400F,21,13692000,2011,August
201108,Korean Air Lines,KE,Korean Air Lines,KE,International,Asia,Passenger,Wide Body,Boeing,777,200,31,14260000,2011,August
201108,LAN Peru,LP,LAN Peru,LP,International,South America,Passenger,Wide Body,Boeing,767,300,18,5760000,2011,August
201108,Lufthansa German Airlines,LH,Lufthansa German Airlines,LH,International,Europe,Passenger,Wide Body,Airbus,A340,600,31,17701000,2011,August
201108,Lufthansa German Airlines,LH,Lufthansa German Airlines,LH,International,Europe,Passenger,Wide Body,Airbus,A380,800,31,26722000,2011,August
201108,Mesa Airlines,YV,US Airways,US ,Domestic,US,Passenger,Regional Jet,Bombardier,CRJ,900,63,4630500,2011,August
201108,Mesaba Airlines,XJ,Delta Air Lines,DL,Domestic,US,Passenger,Regional Jet,Bombardier,CRJ,900,42,3154200,2011,August
201108,Nippon Cargo Airlines,KZ,Nippon Cargo Airlines,KZ,International,Asia,Freighter,Wide Body,Boeing,747,400F,24,15648000,2011,August
201108,Philippine Airlines,PR,Philippine Airlines,PR,International,Asia,Passenger,Wide Body,Boeing,747,400,24,15120000,2011,August
201108,Philippine Airlines,PR,Philippine Airlines,PR,International,Asia,Passenger,Wide Body,Airbus,A340,300,7,2932118,2011,August
201108,Servisair,,Servisair,,Domestic,US,Passenger,Wide Body,Boeing,767,300,1,300000,2011,August
201108,Singapore Airlines,SQ,Singapore Airlines,SQ,International,Asia,Passenger,Wide Body,Boeing,777,300ER,62,34348000,2011,August
201108,SkyWest Airlines,OO,United Airlines - Pre 07/01/2013,UA,Domestic,US,Passenger,Regional Jet,Bombardier,CL600,2B19,1259,59173000,2011,August
201108,SkyWest Airlines,OO,United Airlines - Pre 07/01/2013,UA,International,Canada,Passenger,Regional Jet,Bombardier,CL600,2B19,62,2914000,2011,August
201108,SkyWest Airlines,OO,United Airlines - Pre 07/01/2013,UA,Domestic,US,Passenger,Regional Jet,Bombardier,CRJ,600,702,47034000,2011,August
201108,SkyWest Airlines,OO,United Airlines - Pre 07/01/2013,UA,International,Canada,Passenger,Regional Jet,Bombardier,CRJ,600,180,12060000,2011,August
201108,SkyWest Airlines,OO,Delta Air Lines,DL,Domestic,US,Passenger,Regional Jet,Bombardier,CRJ,700,74,4958000,2011,August
201108,SkyWest Airlines,OO,Delta Air Lines,DL,Domestic,US,Passenger,Regional Jet,Bombardier,CRJ,900,311,23356100,2011,August
201108,SkyWest Airlines,OO,United Airlines - Pre 07/01/2013,UA,Domestic,US,Passenger,Turbo Prop,Embraer,EMB,120,1992,51393600,2011,August
201108,Southwest Airlines,WN,Southwest Airlines,WN,Domestic,US,Passenger,Narrow Body,Boeing,737,300,303,34542000,2011,August
201108,Southwest Airlines,WN,Southwest Airlines,WN,Domestic,US,Passenger,Narrow Body,Boeing,737,500,32,3520000,2011,August
201108,Southwest Airlines,WN,Southwest Airlines,WN,Domestic,US,Passenger,Narrow Body,Boeing,737,700,946,121088000,2011,August
201108,Sun Country Airlines,SY,Sun Country Airlines,SY,Domestic,US,Passenger,Narrow Body,Boeing,737,700,27,3488400,2011,August
201108,Sun Country Airlines,SY,Sun Country Airlines,SY,Domestic,US,Passenger,Narrow Body,Boeing,737,800,17,2485900,2011,August
201108,Swiss International,LX,Swiss International,LX,International,Europe,Passenger,Wide Body,Airbus,A340,300,31,12985218,2011,August
201108,TACA,TA,TACA,TA,International,Central America,Passenger,Narrow Body,Airbus,A319,-,23,3162500,2011,August
201108,TACA,TA,TACA,TA,International,Central America,Passenger,Narrow Body,Airbus,A320,-,35,4977000,2011,August
201108,US Airways,US ,US Airways,US ,Domestic,US,Passenger,Narrow Body,Airbus,A319,-,28,3858400,2011,August
201108,US Airways,US ,US Airways,US ,Domestic,US,Passenger,Narrow Body,Airbus,A319,132,60,8262000,2011,August
201108,US Airways,US ,US Airways,US ,Domestic,US,Passenger,Narrow Body,Airbus,A320,-,16,2275200,2011,August
201108,US Airways,US ,US Airways,US ,Domestic,US,Passenger,Narrow Body,Airbus,A320,231,188,26714800,2011,August
201108,US Airways,US ,US Airways,US ,Domestic,US,Passenger,Narrow Body,Airbus,A321,-,223,38244500,2011,August
201108,United Airlines,UA,United Airlines,UA,Domestic,US,Passenger,Narrow Body,Boeing,737,700,3,384000,2011,August
201108,United Airlines,UA,United Airlines,UA,Domestic,US,Passenger,Narrow Body,Boeing,737,800,318,46470500,2011,August
201108,United Airlines,UA,United Airlines,UA,Domestic,US,Passenger,Narrow Body,Boeing,737,900,36,5302800,2011,August
201108,United Airlines,UA,United Airlines,UA,Domestic,US,Passenger,Narrow Body,Boeing,737,900ER,145,22808500,2011,August
201108,United Airlines,UA,United Airlines,UA,Domestic,US,Passenger,Narrow Body,Boeing,757,200,12,2376000,2011,August
201108,United Airlines,UA,United Airlines,UA,Domestic,US,Passenger,Narrow Body,Boeing,757,300,71,15904000,2011,August
201108,United Airlines,UA,United Airlines,UA,Domestic,US,Passenger,Wide Body,Boeing,767,400,1,350000,2011,August
201108,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,Domestic,US,Passenger,Wide Body,Boeing,747,422,4,2520000,2011,August
201108,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,International,Asia,Passenger,Wide Body,Boeing,747,422,155,97650000,2011,August
201108,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,International,Australia / Oceania,Passenger,Wide Body,Boeing,747,422,30,18900000,2011,August
201108,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,International,Europe,Passenger,Wide Body,Boeing,747,422,31,19530000,2011,August
201108,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,Domestic,US,Passenger,Narrow Body,Boeing,757,-,1273,252054000,2011,August
201108,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,International,Canada,Passenger,Narrow Body,Boeing,757,-,1,198000,2011,August
201108,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,Domestic,US,Passenger,Wide Body,Boeing,767,300,229,68700000,2011,August
201108,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,Domestic,US,Passenger,Wide Body,Boeing,767,322,46,14720000,2011,August
201108,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,Domestic,US,Passenger,Wide Body,Boeing,777,222,144,64080000,2011,August
201108,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,Domestic,US,Passenger,Wide Body,Boeing,777,222B,10,4600000,2011,August
201108,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,International,Asia,Passenger,Wide Body,Boeing,777,222B,62,28520000,2011,August
201108,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,International,Europe,Passenger,Wide Body,Boeing,777,222B,93,42780000,2011,August
201108,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,Domestic,US,Passenger,Narrow Body,Airbus,A319,131,462,63657594,2011,August
201108,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,International,Canada,Passenger,Narrow Body,Airbus,A319,131,52,7164924,2011,August
201108,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,International,Mexico,Passenger,Narrow Body,Airbus,A319,131,20,2755740,2011,August
201108,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,Domestic,US,Passenger,Narrow Body,Airbus,A320,232,1196,170068808,2011,August
201108,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,International,Canada,Passenger,Narrow Body,Airbus,A320,232,74,10522652,2011,August
201108,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,International,Mexico,Passenger,Narrow Body,Airbus,A320,232,61,8674078,2011,August
201108,Virgin America,VX,Virgin America,VX,Domestic,US,Passenger,Narrow Body,Airbus,A319,-,407,56080123,2011,August
201108,Virgin America,VX,Virgin America,VX,International,Mexico,Passenger,Narrow Body,Airbus,A319,-,13,1791257,2011,August
201108,Virgin America,VX,Virgin America,VX,Domestic,US,Passenger,Narrow Body,Airbus,A320,-,798,113474004,2011,August
201108,Virgin America,VX,Virgin America,VX,International,Mexico,Passenger,Narrow Body,Airbus,A320,-,31,4408138,2011,August
201108,Virgin Atlantic,VS,Virgin Atlantic,VS,International,Europe,Passenger,Wide Body,Boeing,747,400,31,19530000,2011,August
201108,WestJet Airlines,WS,WestJet Airlines,WS,International,Canada,Passenger,Narrow Body,Boeing,737,600,1,120500,2011,August
201108,WestJet Airlines,WS,WestJet Airlines,WS,International,Canada,Passenger,Narrow Body,Boeing,737,700,30,3876000,2011,August
201108,WestJet Airlines,WS,WestJet Airlines,WS,International,Canada,Passenger,Narrow Body,Boeing,737,800,31,4535300,2011,August
201109,ABX Air,GB,ABX Air,GB,Domestic,US,Freighter,Wide Body,Boeing,767,-,63,17136000,2011,September
201109,Aeromexico,AM,Aeromexico,AM,International,Mexico,Passenger,Narrow Body,Boeing,737,700,42,5376000,2011,September
201109,Air Berlin,AB,Air Berlin,AB,International,Europe,Passenger,Wide Body,Airbus,A330,200,11,4413651,2011,September
201109,Air Canada ,AC,Air Canada ,AC,International,Canada,Passenger,Narrow Body,Airbus,A319,112,1,137800,2011,September
201109,Air Canada ,AC,Air Canada ,AC,International,Canada,Passenger,Narrow Body,Airbus,A319,114,110,14795000,2011,September
201109,Air Canada ,AC,Air Canada ,AC,International,Canada,Passenger,Narrow Body,Airbus,A320,211,33,4692600,2011,September
201109,Air Canada ,AC,Air Canada ,AC,International,Canada,Passenger,Narrow Body,Airbus,A320,214,5,711000,2011,September
201109,Air Canada ,AC,Air Canada ,AC,International,Canada,Passenger,Narrow Body,Airbus,A321,211,11,1886500,2011,September
201109,Air Canada ,AC,Air Canada ,AC,International,Canada,Passenger,Regional Jet,Embraer,ERJ,190,94,9118000,2011,September
201109,Air Cargo Carriers,2Q,Air Cargo Carriers,2Q,Domestic,US,Freighter,Turbo Prop,Shorts,SD3,30,21,546000,2011,September
201109,Air China,CA,Air China,CA,International,Asia,Passenger,Wide Body,Boeing,747,400,1,630000,2011,September
201109,Air China,CA,Air China,CA,International,Asia,Combi,Wide Body,Boeing,747,400C,29,18270000,2011,September
201109,Air France,AF,Air France,AF,International,Europe,Passenger,Wide Body,Boeing,747,400,11,6610709,2011,September
201109,Air France,AF,Air France,AF,International,Europe,Passenger,Wide Body,Boeing,777,300,26,14403844,2011,September
201109,Air France,AF,Air France,AF,International,Europe,Passenger,Wide Body,Airbus,A340,300,2,837748,2011,September
201109,Air France,AF,Air France,AF,International,Europe,Passenger,Wide Body,Airbus,A380,800,4,3404520,2011,September
201109,Air New Zealand,NZ,Air New Zealand,NZ,International,Australia / Oceania,Passenger,Wide Body,Boeing,747,400,21,13230000,2011,September
201109,Air New Zealand,NZ,Air New Zealand,NZ,International,Australia / Oceania,Passenger,Wide Body,Boeing,777,200,1,470000,2011,September
201109,"Air Transport International, LLC.",,"Air Transport International, LLC.",,Domestic,US,Freighter,Narrow Body,McDonnell Douglas,DC-8,-,36,9764000,2011,September
201109,AirTran Airways,FL,AirTran Airways,FL,Domestic,US,Passenger,Narrow Body,Boeing,737,700,126,16128000,2011,September
201109,Alaska Airlines,AS,Alaska Airlines,AS,Domestic,US,Passenger,Narrow Body,Boeing,737,400,61,7381000,2011,September
201109,Alaska Airlines,AS,Alaska Airlines,AS,International,Mexico,Passenger,Narrow Body,Boeing,737,400,29,3509000,2011,September
201109,Alaska Airlines,AS,Alaska Airlines,AS,Domestic,US,Passenger,Narrow Body,Boeing,737,700,14,1808800,2011,September
201109,Alaska Airlines,AS,Alaska Airlines,AS,Domestic,US,Passenger,Narrow Body,Boeing,737,800,228,32832000,2011,September
201109,Alaska Airlines,AS,Alaska Airlines,AS,International,Mexico,Passenger,Narrow Body,Boeing,737,800,27,3888000,2011,September
201109,Alaska Airlines,AS,Alaska Airlines,AS,Domestic,US,Passenger,Narrow Body,Boeing,737,900,11,1609300,2011,September
201109,Alaska Airlines,AS,Alaska Airlines,AS,International,Mexico,Passenger,Narrow Body,Boeing,737,900,4,585200,2011,September
201109,All Nippon Airways,NH,All Nippon Airways,NH,International,Asia,Passenger,Wide Body,Boeing,777,300ER,30,16620000,2011,September
201109,American Airlines,AA,American Airlines,AA,Domestic,US,Passenger,Narrow Body,Boeing,737,-,593,85392000,2011,September
201109,American Airlines,AA,American Airlines,AA,Domestic,US,Passenger,Narrow Body,Boeing,757,-,186,36828000,2011,September
201109,American Airlines,AA,American Airlines,AA,Domestic,US,Passenger,Wide Body,Boeing,767,200,104,28080000,2011,September
201109,American Airlines,AA,American Airlines,AA,Domestic,US,Passenger,Wide Body,Boeing,767,300,34,10540000,2011,September
201109,American Airlines,AA,American Airlines,AA,Domestic,US,Passenger,Narrow Body,McDonnell Douglas,MD-80,83,1,130000,2011,September
201109,American Airlines,AA,American Airlines,AA,Domestic,US,Passenger,Narrow Body,McDonnell Douglas,MD-80,SP,1,130000,2011,September
201109,Ameriflight,A8,Ameriflight,A8,Domestic,US,Freighter,Turbo Prop,Beechcraft,B-99,-,13,141700,2011,September
201109,Ameriflight,A8,Ameriflight,A8,Domestic,US,Freighter,Turbo Prop,Beechcraft,C-99,-,4,45200,2011,September
201109,Ameriflight,A8,Ameriflight,A8,Domestic,US,Freighter,Turbo Prop,Fairchild,SA-227,-,28,392000,2011,September
201109,Asiana Airlines,OZ,Asiana Airlines,OZ,International,Asia,Freighter,Wide Body,Boeing,747,400F,10,6660000,2011,September
201109,Asiana Airlines,OZ,Asiana Airlines,OZ,International,Asia,Passenger,Wide Body,Boeing,777,200ER,30,13800000,2011,September
201109,British Airways,BA,British Airways,BA,International,Europe,Passenger,Wide Body,Boeing,747,400,60,37800000,2011,September
201109,Cathay Pacific,CX,Cathay Pacific,CX,International,Asia,Passenger,Wide Body,Boeing,747,400,60,37800000,2011,September
201109,Cathay Pacific,CX,Cathay Pacific,CX,International,Asia,Freighter,Wide Body,Boeing,747,400F,8,5328000,2011,September
201109,China Airlines,CI,China Airlines,CI,International,Asia,Passenger,Wide Body,Boeing,747,400,29,18270000,2011,September
201109,China Airlines,CI,China Airlines,CI,International,Asia,Freighter,Wide Body,Boeing,747,400F,21,13986000,2011,September
201109,Delta Air Lines,DL,Delta Air Lines,DL,Domestic,US,Passenger,Narrow Body,Boeing,737,800,129,18872700,2011,September
201109,Delta Air Lines,DL,Delta Air Lines,DL,Domestic,US,Passenger,Narrow Body,Boeing,757,-,343,67914000,2011,September
201109,Delta Air Lines,DL,Delta Air Lines,DL,Domestic,US,Passenger,Narrow Body,Boeing,757,300,54,12096000,2011,September
201109,Delta Air Lines,DL,Delta Air Lines,DL,Domestic,US,Passenger,Wide Body,Boeing,767,300,56,16520000,2011,September
201109,Delta Air Lines,DL,Delta Air Lines,DL,Domestic,US,Passenger,Wide Body,Boeing,767,300ER,6,1920000,2011,September
201109,Delta Air Lines,DL,Delta Air Lines,DL,International,Asia,Passenger,Wide Body,Boeing,767,300ER,28,8960000,2011,September
201109,Delta Air Lines,DL,Delta Air Lines,DL,Domestic,US,Passenger,Narrow Body,Airbus,A319,114,28,3763200,2011,September
201109,Delta Air Lines,DL,Delta Air Lines,DL,Domestic,US,Passenger,Narrow Body,Airbus,A320,-,124,17632800,2011,September
201109,Delta Air Lines,DL,Delta Air Lines,DL,Domestic,US,Passenger,Wide Body,Airbus,A330,323,1,412200,2011,September
201109,Delta Air Lines,DL,Delta Air Lines,DL,Domestic,US,Passenger,Narrow Body,McDonnell Douglas,MD-90,-,59,8378000,2011,September
201109,EVA Airways,BR,EVA Airways,BR,International,Asia,Freighter,Wide Body,Boeing,747,400F,7,4564000,2011,September
201109,EVA Airways,BR,EVA Airways,BR,International,Asia,Passenger,Wide Body,Boeing,777,300ER,39,21606000,2011,September
201109,Emirates ,EK,Emirates ,EK,International,Middle East,Passenger,Wide Body,Boeing,777,300ER,30,16619970,2011,September
201109,Federal Express,FX,Federal Express,FX,Domestic,US,Freighter,Wide Body,Airbus,A310,20,17,4547600,2011,September
201109,Federal Express,FX,Federal Express,FX,Domestic,US,Freighter,Wide Body,Airbus,A310,30,4,1093600,2011,September
201109,Frontier Airlines,F9,Frontier Airlines,F9,Domestic,US,Passenger,Narrow Body,Airbus,A318,-,3,379500,2011,September
201109,Frontier Airlines,F9,Frontier Airlines,F9,Domestic,US,Passenger,Narrow Body,Airbus,A319,-,136,18292000,2011,September
201109,Frontier Airlines,F9,Frontier Airlines,F9,Domestic,US,Passenger,Narrow Body,Airbus,A320,-,1,142198,2011,September
201109,Frontier Airlines,F9,Frontier Airlines,F9,Domestic,US,Passenger,Regional Jet,Embraer,ERJ,190,31,2938800,2011,September
201109,Hawaiian Airlines,HA,Hawaiian Airlines,HA,Domestic,US,Passenger,Wide Body,Boeing,767,300,27,7965000,2011,September
201109,Hawaiian Airlines,HA,Hawaiian Airlines,HA,Domestic,US,Passenger,Wide Body,Boeing,767,300ER,3,960000,2011,September
201109,Horizon Air ,QX,Alaska Airlines,AS,Domestic,US,Passenger,Turbo Prop,DeHavilland,DH8,400,82,5063500,2011,September
201109,Japan Airlines,JL,Japan Airlines,JL,International,Asia,Passenger,Wide Body,Boeing,777,200ER,30,13890000,2011,September
201109,JetBlue Airways ,B6,JetBlue Airways ,B6,Domestic,US,Passenger,Narrow Body,Airbus,A320,-,317,45077400,2011,September
201109,KLM Royal Dutch Airlines,KL,KLM Royal Dutch Airlines,KL,International,Europe,Passenger,Wide Body,Boeing,747,400,30,18861600,2011,September
201109,Kalitta Air,K4,Kalitta Air,K4,Domestic,US,Freighter,Wide Body,Boeing,747,200F,1,630000,2011,September
201109,Korean Air Lines,KE,Korean Air Lines,KE,International,Asia,Passenger,Wide Body,Boeing,747,400,2,1260000,2011,September
201109,Korean Air Lines,KE,Korean Air Lines,KE,International,Asia,Freighter,Wide Body,Boeing,747,400ERF,11,7183000,2011,September
201109,Korean Air Lines,KE,Korean Air Lines,KE,International,Asia,Freighter,Wide Body,Boeing,747,400F,20,13040000,2011,September
201109,Korean Air Lines,KE,Korean Air Lines,KE,International,Asia,Passenger,Wide Body,Boeing,777,200,30,13800000,2011,September
201109,LAN Peru,LP,LAN Peru,LP,International,South America,Passenger,Wide Body,Boeing,767,300,13,4160000,2011,September
201109,Lufthansa German Airlines,LH,Lufthansa German Airlines,LH,International,Europe,Passenger,Wide Body,Airbus,A340,600,30,17130000,2011,September
201109,Lufthansa German Airlines,LH,Lufthansa German Airlines,LH,International,Europe,Passenger,Wide Body,Airbus,A380,800,30,25860000,2011,September
201109,Mesa Airlines,YV,US Airways,US ,Domestic,US,Passenger,Regional Jet,Bombardier,CRJ,900,58,4263000,2011,September
201109,Mesaba Airlines,XJ,Delta Air Lines,DL,Domestic,US,Passenger,Regional Jet,Bombardier,CRJ,900,10,751000,2011,September
201109,Nippon Cargo Airlines,KZ,Nippon Cargo Airlines,KZ,International,Asia,Freighter,Wide Body,Boeing,747,400F,25,16300000,2011,September
201109,Philippine Airlines,PR,Philippine Airlines,PR,International,Asia,Passenger,Wide Body,Boeing,747,400,23,14490000,2011,September
201109,Philippine Airlines,PR,Philippine Airlines,PR,International,Asia,Passenger,Wide Body,Airbus,A340,300,7,2932118,2011,September
201109,Servisair,,Servisair,,Domestic,US,Passenger,Narrow Body,McDonnell Douglas,MD-80,-,1,128000,2011,September
201109,Servisair,,Servisair,,International,Europe,Passenger,Regional Jet,,SSR-100,-,1,90389,2011,September
201109,Singapore Airlines,SQ,Singapore Airlines,SQ,International,Asia,Passenger,Wide Body,Boeing,777,300ER,60,33240000,2011,September
201109,SkyWest Airlines,OO,United Airlines - Pre 07/01/2013,UA,Domestic,US,Passenger,Regional Jet,Bombardier,CL600,2B19,1344,63168000,2011,September
201109,SkyWest Airlines,OO,United Airlines - Pre 07/01/2013,UA,International,Canada,Passenger,Regional Jet,Bombardier,CL600,2B19,60,2820000,2011,September
201109,SkyWest Airlines,OO,United Airlines - Pre 07/01/2013,UA,Domestic,US,Passenger,Regional Jet,Bombardier,CRJ,600,728,48776000,2011,September
201109,SkyWest Airlines,OO,United Airlines - Pre 07/01/2013,UA,International,Canada,Passenger,Regional Jet,Bombardier,CRJ,600,149,9983000,2011,September
201109,SkyWest Airlines,OO,Delta Air Lines,DL,Domestic,US,Passenger,Regional Jet,Bombardier,CRJ,700,106,7102000,2011,September
201109,SkyWest Airlines,OO,Delta Air Lines,DL,Domestic,US,Passenger,Regional Jet,Bombardier,CRJ,900,228,17122800,2011,September
201109,SkyWest Airlines,OO,United Airlines - Pre 07/01/2013,UA,Domestic,US,Passenger,Turbo Prop,Embraer,EMB,120,1876,48400800,2011,September
201109,Southern Air,9S,Southern Air,9S,International,Asia,Freighter,Wide Body,Boeing,747,400F,1,652000,2011,September
201109,Southwest Airlines,WN,Southwest Airlines,WN,Domestic,US,Passenger,Narrow Body,Boeing,737,300,258,29412000,2011,September
201109,Southwest Airlines,WN,Southwest Airlines,WN,Domestic,US,Passenger,Narrow Body,Boeing,737,500,15,1650000,2011,September
201109,Southwest Airlines,WN,Southwest Airlines,WN,Domestic,US,Passenger,Narrow Body,Boeing,737,700,949,121472000,2011,September
201109,Sun Country Airlines,SY,Sun Country Airlines,SY,Domestic,US,Passenger,Narrow Body,Boeing,737,700,19,2454800,2011,September
201109,Sun Country Airlines,SY,Sun Country Airlines,SY,Domestic,US,Passenger,Narrow Body,Boeing,737,800,9,1316400,2011,September
201109,Swiss International,LX,Swiss International,LX,International,Europe,Passenger,Wide Body,Airbus,A340,300,30,12566340,2011,September
201109,TACA,TA,TACA,TA,International,Central America,Passenger,Narrow Body,Airbus,A319,-,11,1512500,2011,September
201109,TACA,TA,TACA,TA,International,Central America,Passenger,Narrow Body,Airbus,A320,-,31,4408200,2011,September
201109,US Airways,US ,US Airways,US ,Domestic,US,Passenger,Narrow Body,Airbus,A319,-,1,137800,2011,September
201109,US Airways,US ,US Airways,US ,Domestic,US,Passenger,Narrow Body,Airbus,A319,132,54,7435800,2011,September
201109,US Airways,US ,US Airways,US ,Domestic,US,Passenger,Narrow Body,Airbus,A320,-,9,1279800,2011,September
201109,US Airways,US ,US Airways,US ,Domestic,US,Passenger,Narrow Body,Airbus,A320,231,226,32114600,2011,September
201109,US Airways,US ,US Airways,US ,Domestic,US,Passenger,Narrow Body,Airbus,A321,-,193,33099500,2011,September
201109,United Airlines,UA,United Airlines,UA,Domestic,US,Passenger,Narrow Body,Boeing,737,700,6,768000,2011,September
201109,United Airlines,UA,United Airlines,UA,Domestic,US,Passenger,Narrow Body,Boeing,737,800,306,44763200,2011,September
