Activity Period,Operating Airline,Operating Airline IATA Code,Published Airline,Published Airline IATA Code,GEO Summary,GEO Region,Activity Type Code,Cargo Type Code,Cargo Aircraft Type,Cargo Weight LBS,Cargo Metric TONS,Year,Month
200903,China Cargo Airlines,CK,China Cargo Airlines,CK,International,Asia,Enplaned,Cargo,Freighter,18228,8.2682208,2009,March
200903,Delta Air Lines,DL,Delta Air Lines,DL,Domestic,US,Enplaned,Cargo,Passenger,336530,152.650008,2009,March
200903,Delta Air Lines,DL,Delta Air Lines,DL,Domestic,US,Enplaned,Mail,Passenger,25277,11.4656472,2009,March
200903,EVA Airways,BR,EVA Airways,BR,International,Asia,Deplaned,Cargo,Combi,34033,15.4373688,2009,March
200903,EVA Airways,BR,EVA Airways,BR,International,Asia,Deplaned,Cargo,Passenger,1436315,651.512484,2009,March
200903,EVA Airways,BR,EVA Airways,BR,International,Asia,Deplaned,Express,Passenger,4,0.0018144,2009,March
200903,EVA Airways,BR,EVA Airways,BR,International,Asia,Deplaned,Mail,Passenger,18220,8.264592,2009,March
200903,EVA Airways,BR,EVA Airways,BR,International,Asia,Enplaned,Cargo,Combi,7655,3.472308,2009,March
200903,EVA Airways,BR,EVA Airways,BR,International,Asia,Enplaned,Cargo,Passenger,631105,286.269228,2009,March
200903,EVA Airways,BR,EVA Airways,BR,International,Asia,Enplaned,Express,Passenger,603,0.2735208,2009,March
200903,Emirates ,EK,Emirates ,EK,International,Middle East,Deplaned,Cargo,Passenger,160484,72.7955424,2009,March
200903,Emirates ,EK,Emirates ,EK,International,Middle East,Enplaned,Cargo,Passenger,218974,99.3266064,2009,March
200903,Emirates ,EK,Emirates ,EK,International,Middle East,Enplaned,Mail,Passenger,46169,20.9422584,2009,March
200903,Federal Express,FX,Federal Express,FX,Domestic,US,Deplaned,Cargo,Freighter,7138105,3237.844428,2009,March
200903,Federal Express,FX,Federal Express,FX,Domestic,US,Enplaned,Cargo,Freighter,6009578,2725.944581,2009,March
200903,Frontier Airlines,F9,Frontier Airlines,F9,Domestic,US,Deplaned,Cargo,Passenger,75760,34.364736,2009,March
200903,Frontier Airlines,F9,Frontier Airlines,F9,Domestic,US,Deplaned,Express,Passenger,8104,3.6759744,2009,March
200903,Frontier Airlines,F9,Frontier Airlines,F9,Domestic,US,Enplaned,Cargo,Passenger,80333,36.4390488,2009,March
200903,Frontier Airlines,F9,Frontier Airlines,F9,Domestic,US,Enplaned,Express,Passenger,1433,0.6500088,2009,March
200903,Hawaiian Airlines,HA,Hawaiian Airlines,HA,Domestic,US,Deplaned,Cargo,Passenger,54234,24.6005424,2009,March
200903,Hawaiian Airlines,HA,Hawaiian Airlines,HA,Domestic,US,Enplaned,Cargo,Passenger,278071,126.1330056,2009,March
200903,Horizon Air ,QX,Alaska Airlines,AS,Domestic,US,Deplaned,Cargo,Passenger,8474,3.8438064,2009,March
200903,Horizon Air ,QX,Alaska Airlines,AS,Domestic,US,Enplaned,Cargo,Passenger,9551,4.3323336,2009,March
200903,Japan Airlines,JL,Japan Airlines,JL,International,Asia,Deplaned,Cargo,Passenger,607514,275.5683504,2009,March
200903,Japan Airlines,JL,Japan Airlines,JL,International,Asia,Deplaned,Mail,Passenger,176939,80.2595304,2009,March
200903,Japan Airlines,JL,Japan Airlines,JL,International,Asia,Enplaned,Cargo,Passenger,259642,117.7736112,2009,March
200903,Japan Airlines,JL,Japan Airlines,JL,International,Asia,Enplaned,Mail,Passenger,184168,83.5386048,2009,March
200903,JetBlue Airways ,B6,JetBlue Airways ,B6,Domestic,US,Deplaned,Cargo,Passenger,110,0.049896,2009,March
200903,JetBlue Airways ,B6,JetBlue Airways ,B6,Domestic,US,Deplaned,Mail,Passenger,459,0.2082024,2009,March
200903,JetBlue Airways ,B6,JetBlue Airways ,B6,Domestic,US,Enplaned,Cargo,Passenger,140,0.063504,2009,March
200903,JetBlue Airways ,B6,JetBlue Airways ,B6,Domestic,US,Enplaned,Mail,Passenger,11131,5.0490216,2009,March
200903,KLM Royal Dutch Airlines,KL,KLM Royal Dutch Airlines,KL,International,Europe,Deplaned,Cargo,Passenger,169862,77.0494032,2009,March
200903,KLM Royal Dutch Airlines,KL,KLM Royal Dutch Airlines,KL,International,Europe,Deplaned,Mail,Passenger,20800,9.43488,2009,March
200903,KLM Royal Dutch Airlines,KL,KLM Royal Dutch Airlines,KL,International,Europe,Enplaned,Cargo,Passenger,232363,105.3998568,2009,March
200903,KLM Royal Dutch Airlines,KL,KLM Royal Dutch Airlines,KL,International,Europe,Enplaned,Mail,Passenger,49885,22.627836,2009,March
200903,Kalitta Air,K4,Kalitta Air,K4,Domestic,US,Deplaned,Cargo,Freighter,39873,18.0863928,2009,March
200903,Kalitta Air,K4,Kalitta Air,K4,Domestic,US,Enplaned,Cargo,Freighter,39970,18.130392,2009,March
200903,Korean Air Lines,KE,Korean Air Lines,KE,International,Asia,Deplaned,Cargo,Freighter,1868076,847.3592736,2009,March
200903,Korean Air Lines,KE,Korean Air Lines,KE,International,Asia,Deplaned,Cargo,Passenger,305982,138.7934352,2009,March
200903,Korean Air Lines,KE,Korean Air Lines,KE,International,Asia,Deplaned,Express,Freighter,7416,3.3638976,2009,March
200903,Korean Air Lines,KE,Korean Air Lines,KE,International,Asia,Deplaned,Mail,Freighter,39856,18.0786816,2009,March
200903,Korean Air Lines,KE,Korean Air Lines,KE,International,Asia,Enplaned,Cargo,Freighter,1523819,691.2042984,2009,March
200903,Korean Air Lines,KE,Korean Air Lines,KE,International,Asia,Enplaned,Cargo,Passenger,2928,1.3281408,2009,March
200903,Korean Air Lines,KE,Korean Air Lines,KE,International,Asia,Enplaned,Mail,Freighter,232,0.1052352,2009,March
200903,Lufthansa German Airlines,LH,Lufthansa German Airlines,LH,International,Europe,Deplaned,Cargo,Passenger,691763,313.7836968,2009,March
200903,Lufthansa German Airlines,LH,Lufthansa German Airlines,LH,International,Europe,Deplaned,Mail,Passenger,18044,8.1847584,2009,March
200903,Lufthansa German Airlines,LH,Lufthansa German Airlines,LH,International,Europe,Enplaned,Cargo,Passenger,642310,291.351816,2009,March
200903,Midwest Airlines,YX,Midwest Airlines,YX,Domestic,US,Deplaned,Cargo,Passenger,942,0.4272912,2009,March
200903,Midwest Airlines,YX,Midwest Airlines,YX,Domestic,US,Deplaned,Mail,Passenger,14696,6.6661056,2009,March
200903,Midwest Airlines,YX,Midwest Airlines,YX,Domestic,US,Enplaned,Cargo,Passenger,728,0.3302208,2009,March
200903,Midwest Airlines,YX,Midwest Airlines,YX,Domestic,US,Enplaned,Mail,Passenger,20170,9.149112,2009,March
200903,Nippon Cargo Airlines,KZ,Nippon Cargo Airlines,KZ,International,Asia,Deplaned,Cargo,Freighter,1173817,532.4433912,2009,March
200903,Nippon Cargo Airlines,KZ,Nippon Cargo Airlines,KZ,International,Asia,Enplaned,Cargo,Freighter,768308,348.5045088,2009,March
200903,Nippon Cargo Airlines,KZ,Nippon Cargo Airlines,KZ,International,Asia,Enplaned,Mail,Freighter,79611,36.1115496,2009,March
200903,Northwest Airlines,NW,Northwest Airlines,NW,Domestic,US,Deplaned,Cargo,Passenger,88232,40.0220352,2009,March
200903,Northwest Airlines,NW,Northwest Airlines,NW,Domestic,US,Deplaned,Mail,Passenger,5580,2.531088,2009,March
200903,Northwest Airlines,NW,Northwest Airlines,NW,Domestic,US,Enplaned,Cargo,Passenger,388562,176.2517232,2009,March
200903,Northwest Airlines,NW,Northwest Airlines,NW,International,Asia,Deplaned,Cargo,Passenger,454729,206.2650744,2009,March
200903,Northwest Airlines,NW,Northwest Airlines,NW,International,Asia,Deplaned,Mail,Passenger,207583,94.1596488,2009,March
200903,Northwest Airlines,NW,Northwest Airlines,NW,International,Asia,Enplaned,Cargo,Passenger,335594,152.2254384,2009,March
200903,Northwest Airlines,NW,Northwest Airlines,NW,International,Asia,Enplaned,Mail,Passenger,27149,12.3147864,2009,March
200903,Philippine Airlines,PR,Philippine Airlines,PR,International,Asia,Deplaned,Cargo,Passenger,28224,12.8024064,2009,March
200903,Philippine Airlines,PR,Philippine Airlines,PR,International,Asia,Deplaned,Mail,Passenger,251427,114.0472872,2009,March
200903,Philippine Airlines,PR,Philippine Airlines,PR,International,Asia,Enplaned,Cargo,Passenger,27722,12.5746992,2009,March
200903,Philippine Airlines,PR,Philippine Airlines,PR,International,Asia,Enplaned,Mail,Passenger,41771,18.9473256,2009,March
200903,Qantas Airways,QF,Qantas Airways,QF,International,Australia / Oceania,Deplaned,Cargo,Passenger,183911,83.4220296,2009,March
200903,Qantas Airways,QF,Qantas Airways,QF,International,Australia / Oceania,Deplaned,Express,Passenger,56,0.0254016,2009,March
200903,Qantas Airways,QF,Qantas Airways,QF,International,Australia / Oceania,Deplaned,Mail,Passenger,9867,4.4756712,2009,March
200903,Qantas Airways,QF,Qantas Airways,QF,International,Australia / Oceania,Enplaned,Cargo,Passenger,123926,56.2128336,2009,March
200903,Qantas Airways,QF,Qantas Airways,QF,International,Australia / Oceania,Enplaned,Express,Passenger,13867,6.2900712,2009,March
200903,Qantas Airways,QF,Qantas Airways,QF,International,Australia / Oceania,Enplaned,Mail,Passenger,69838,31.6785168,2009,March
200903,Singapore Airlines,SQ,Singapore Airlines,SQ,International,Asia,Deplaned,Cargo,Passenger,823733,373.6452888,2009,March
200903,Singapore Airlines,SQ,Singapore Airlines,SQ,International,Asia,Deplaned,Express,Passenger,11330,5.139288,2009,March
200903,Singapore Airlines,SQ,Singapore Airlines,SQ,International,Asia,Deplaned,Mail,Passenger,27637,12.5361432,2009,March
200903,Singapore Airlines,SQ,Singapore Airlines,SQ,International,Asia,Enplaned,Cargo,Passenger,166816,75.6677376,2009,March
200903,Singapore Airlines,SQ,Singapore Airlines,SQ,International,Asia,Enplaned,Express,Passenger,6891,3.1257576,2009,March
200903,Singapore Airlines,SQ,Singapore Airlines,SQ,International,Asia,Enplaned,Mail,Passenger,7267,3.2963112,2009,March
200903,Southern Air,9S,Southern Air,9S,Domestic,US,Deplaned,Cargo,Freighter,725248,328.9724928,2009,March
200903,Southern Air,9S,Southern Air,9S,Domestic,US,Enplaned,Cargo,Freighter,604601,274.2470136,2009,March
200903,Southwest Airlines,WN,Southwest Airlines,WN,Domestic,US,Deplaned,Cargo,Passenger,206471,93.6552456,2009,March
200903,Southwest Airlines,WN,Southwest Airlines,WN,Domestic,US,Enplaned,Cargo,Passenger,242148,109.8383328,2009,March
200903,TACA,TA,TACA,TA,International,Central America,Deplaned,Cargo,Passenger,286,0.1297296,2009,March
200903,TACA,TA,TACA,TA,International,Central America,Enplaned,Cargo,Passenger,1250,0.567,2009,March
200903,US Airways,US ,US Airways,US ,Domestic,US,Deplaned,Cargo,Passenger,66915,30.352644,2009,March
200903,US Airways,US ,US Airways,US ,Domestic,US,Deplaned,Mail,Passenger,134504,61.0110144,2009,March
200903,US Airways,US ,US Airways,US ,Domestic,US,Enplaned,Cargo,Passenger,133094,60.3714384,2009,March
200903,US Airways,US ,US Airways,US ,Domestic,US,Enplaned,Mail,Passenger,228502,103.6485072,2009,March
200903,United Airlines,UA,United Airlines,UA,Domestic,US,Deplaned,Cargo,Passenger,151822,68.8664592,2009,March
200903,United Airlines,UA,United Airlines,UA,Domestic,US,Deplaned,Mail,Passenger,106000,48.0816,2009,March
200903,United Airlines,UA,United Airlines,UA,Domestic,US,Enplaned,Cargo,Passenger,159989,72.5710104,2009,March
200903,United Airlines,UA,United Airlines,UA,Domestic,US,Enplaned,Mail,Passenger,559273,253.6862328,2009,March
200903,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,Domestic,US,Deplaned,Cargo,Passenger,53907,24.4522152,2009,March
200903,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,Domestic,US,Deplaned,Express,Passenger,1275112,578.3908032,2009,March
200903,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,Domestic,US,Deplaned,Mail,Passenger,621413,281.8729368,2009,March
200903,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,Domestic,US,Enplaned,Cargo,Passenger,85139,38.6190504,2009,March
200903,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,Domestic,US,Enplaned,Express,Passenger,2421521,1098.401926,2009,March
200903,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,Domestic,US,Enplaned,Mail,Passenger,1258322,570.7748592,2009,March
200903,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,International,Asia,Deplaned,Express,Passenger,3958209,1795.443602,2009,March
200903,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,International,Asia,Deplaned,Mail,Passenger,293206,132.9982416,2009,March
200903,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,International,Asia,Enplaned,Express,Passenger,1118459,507.3330024,2009,March
200903,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,International,Asia,Enplaned,Mail,Passenger,441306,200.1764016,2009,March
200903,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,International,Australia / Oceania,Deplaned,Express,Passenger,528604,239.7747744,2009,March
200903,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,International,Australia / Oceania,Deplaned,Mail,Passenger,8350,3.78756,2009,March
200903,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,International,Australia / Oceania,Enplaned,Express,Passenger,93081,42.2215416,2009,March
200903,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,International,Australia / Oceania,Enplaned,Mail,Passenger,82594,37.4646384,2009,March
200903,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,International,Canada,Deplaned,Express,Passenger,276,0.1251936,2009,March
200903,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,International,Canada,Deplaned,Mail,Passenger,6417,2.9107512,2009,March
200903,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,International,Canada,Enplaned,Express,Passenger,7023,3.1856328,2009,March
200903,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,International,Canada,Enplaned,Mail,Passenger,5044,2.2879584,2009,March
200903,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,International,Europe,Deplaned,Express,Passenger,838699,380.4338664,2009,March
200903,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,International,Europe,Deplaned,Mail,Passenger,222908,101.1110688,2009,March
200903,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,International,Europe,Enplaned,Express,Passenger,671479,304.5828744,2009,March
200903,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,International,Europe,Enplaned,Mail,Passenger,531014,240.8679504,2009,March
200903,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,International,Mexico,Deplaned,Express,Passenger,14578,6.6125808,2009,March
200903,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,International,Mexico,Deplaned,Mail,Passenger,109924,49.8615264,2009,March
200903,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,International,Mexico,Enplaned,Express,Passenger,546,0.2476656,2009,March
200903,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,International,Mexico,Enplaned,Mail,Passenger,13953,6.3290808,2009,March
200903,Virgin Atlantic,VS,Virgin Atlantic,VS,International,Europe,Deplaned,Cargo,Passenger,346213,157.0422168,2009,March
200903,Virgin Atlantic,VS,Virgin Atlantic,VS,International,Europe,Enplaned,Cargo,Passenger,584351,265.0616136,2009,March
200904,ABX Air,GB,ABX Air,GB,Domestic,US,Deplaned,Cargo,Freighter,1838067,833.7471912,2009,April
200904,ABX Air,GB,ABX Air,GB,Domestic,US,Enplaned,Cargo,Freighter,1756222,796.6222992,2009,April
200904,Aer Lingus,EI,Aer Lingus,EI,International,Europe,Deplaned,Cargo,Passenger,124227,56.3493672,2009,April
200904,Aer Lingus,EI,Aer Lingus,EI,International,Europe,Enplaned,Cargo,Passenger,175455,79.586388,2009,April
200904,Aer Lingus,EI,Aer Lingus,EI,International,Europe,Enplaned,Mail,Passenger,5201,2.3591736,2009,April
200904,Air Canada ,AC,Air Canada ,AC,International,Canada,Deplaned,Cargo,Passenger,29361,13.3181496,2009,April
200904,Air Canada ,AC,Air Canada ,AC,International,Canada,Deplaned,Express,Passenger,14427,6.5440872,2009,April
200904,Air Canada ,AC,Air Canada ,AC,International,Canada,Deplaned,Mail,Passenger,4630,2.100168,2009,April
200904,Air Canada ,AC,Air Canada ,AC,International,Canada,Enplaned,Cargo,Passenger,56391,25.5789576,2009,April
200904,Air Canada ,AC,Air Canada ,AC,International,Canada,Enplaned,Express,Passenger,9231,4.1871816,2009,April
200904,Air Canada ,AC,Air Canada ,AC,International,Canada,Enplaned,Mail,Passenger,26960,12.229056,2009,April
200904,Air China,CA,Air China,CA,International,Asia,Deplaned,Cargo,Combi,1446336,656.0580096,2009,April
200904,Air China,CA,Air China,CA,International,Asia,Deplaned,Mail,Combi,158951,72.1001736,2009,April
200904,Air China,CA,Air China,CA,International,Asia,Enplaned,Cargo,Combi,356358,161.6439888,2009,April
200904,Air China,CA,Air China,CA,International,Asia,Enplaned,Mail,Combi,14586,6.6162096,2009,April
200904,Air France,AF,Air France,AF,International,Europe,Deplaned,Cargo,Passenger,393292,178.3972512,2009,April
200904,Air France,AF,Air France,AF,International,Europe,Deplaned,Mail,Passenger,13840,6.277824,2009,April
200904,Air France,AF,Air France,AF,International,Europe,Enplaned,Cargo,Passenger,197558,89.6123088,2009,April
200904,Air France,AF,Air France,AF,International,Europe,Enplaned,Mail,Passenger,113289,51.3878904,2009,April
200904,Air New Zealand,NZ,Air New Zealand,NZ,International,Australia / Oceania,Deplaned,Cargo,Passenger,282846,128.2989456,2009,April
200904,Air New Zealand,NZ,Air New Zealand,NZ,International,Australia / Oceania,Deplaned,Mail,Passenger,29429,13.3489944,2009,April
200904,Air New Zealand,NZ,Air New Zealand,NZ,International,Australia / Oceania,Enplaned,Cargo,Passenger,309587,140.4286632,2009,April
200904,Air New Zealand,NZ,Air New Zealand,NZ,International,Australia / Oceania,Enplaned,Mail,Passenger,19387,8.7939432,2009,April
200904,Alaska Airlines,AS,Alaska Airlines,AS,Domestic,US,Deplaned,Cargo,Passenger,166590,75.565224,2009,April
200904,Alaska Airlines,AS,Alaska Airlines,AS,Domestic,US,Deplaned,Express,Passenger,785,0.356076,2009,April
200904,Alaska Airlines,AS,Alaska Airlines,AS,Domestic,US,Enplaned,Cargo,Passenger,162557,73.7358552,2009,April
200904,Alaska Airlines,AS,Alaska Airlines,AS,Domestic,US,Enplaned,Express,Passenger,971,0.4404456,2009,April
200904,Alaska Airlines,AS,Alaska Airlines,AS,International,Mexico,Deplaned,Cargo,Passenger,37120,16.837632,2009,April
200904,Alaska Airlines,AS,Alaska Airlines,AS,International,Mexico,Enplaned,Cargo,Passenger,4694,2.1291984,2009,April
200904,All Nippon Airways,NH,All Nippon Airways,NH,International,Asia,Deplaned,Cargo,Passenger,685431,310.9115016,2009,April
200904,All Nippon Airways,NH,All Nippon Airways,NH,International,Asia,Deplaned,Mail,Passenger,284623,129.1049928,2009,April
200904,All Nippon Airways,NH,All Nippon Airways,NH,International,Asia,Enplaned,Cargo,Passenger,300507,136.3099752,2009,April
200904,All Nippon Airways,NH,All Nippon Airways,NH,International,Asia,Enplaned,Mail,Passenger,723606,328.2276816,2009,April
200904,American Airlines,AA,American Airlines,AA,Domestic,US,Deplaned,Cargo,Passenger,1210509,549.0868824,2009,April
200904,American Airlines,AA,American Airlines,AA,Domestic,US,Deplaned,Mail,Passenger,314150,142.49844,2009,April
200904,American Airlines,AA,American Airlines,AA,Domestic,US,Enplaned,Cargo,Passenger,970719,440.3181384,2009,April
200904,American Airlines,AA,American Airlines,AA,Domestic,US,Enplaned,Mail,Passenger,921088,417.8055168,2009,April
200904,Ameriflight,A8,Ameriflight,A8,Domestic,US,Deplaned,Cargo,Freighter,67132,30.4510752,2009,April
200904,Ameriflight,A8,Ameriflight,A8,Domestic,US,Enplaned,Cargo,Freighter,31943,14.4893448,2009,April
200904,Asiana Airlines,OZ,Asiana Airlines,OZ,International,Asia,Deplaned,Cargo,Freighter,378840,171.841824,2009,April
200904,Asiana Airlines,OZ,Asiana Airlines,OZ,International,Asia,Deplaned,Cargo,Passenger,198940,90.239184,2009,April
200904,Asiana Airlines,OZ,Asiana Airlines,OZ,International,Asia,Deplaned,Mail,Freighter,60570,27.474552,2009,April
200904,Asiana Airlines,OZ,Asiana Airlines,OZ,International,Asia,Deplaned,Mail,Passenger,30053,13.6320408,2009,April
200904,Asiana Airlines,OZ,Asiana Airlines,OZ,International,Asia,Enplaned,Cargo,Freighter,1488030,674.970408,2009,April
200904,Asiana Airlines,OZ,Asiana Airlines,OZ,International,Asia,Enplaned,Cargo,Passenger,2,0.0009072,2009,April
200904,Asiana Airlines,OZ,Asiana Airlines,OZ,International,Asia,Enplaned,Mail,Freighter,138959,63.0318024,2009,April
200904,British Airways,BA,British Airways,BA,International,Europe,Deplaned,Cargo,Passenger,561565,254.725884,2009,April
200904,British Airways,BA,British Airways,BA,International,Europe,Deplaned,Mail,Passenger,12824,5.8169664,2009,April
200904,British Airways,BA,British Airways,BA,International,Europe,Enplaned,Cargo,Passenger,1146407,520.0102152,2009,April
200904,British Airways,BA,British Airways,BA,International,Europe,Enplaned,Mail,Passenger,37567,17.0403912,2009,April
200904,Cathay Pacific,CX,Cathay Pacific,CX,International,Asia,Deplaned,Cargo,Freighter,822198,372.9490128,2009,April
200904,Cathay Pacific,CX,Cathay Pacific,CX,International,Asia,Deplaned,Cargo,Passenger,454676,206.2410336,2009,April
200904,Cathay Pacific,CX,Cathay Pacific,CX,International,Asia,Deplaned,Mail,Passenger,181544,82.3483584,2009,April
200904,Cathay Pacific,CX,Cathay Pacific,CX,International,Asia,Enplaned,Cargo,Freighter,307373,139.4243928,2009,April
200904,Cathay Pacific,CX,Cathay Pacific,CX,International,Asia,Enplaned,Cargo,Passenger,71562,32.4605232,2009,April
200904,Cathay Pacific,CX,Cathay Pacific,CX,International,Asia,Enplaned,Mail,Passenger,24202,10.9780272,2009,April
200904,China Airlines,CI,China Airlines,CI,International,Asia,Deplaned,Cargo,Freighter,560094,254.0586384,2009,April
200904,China Airlines,CI,China Airlines,CI,International,Asia,Deplaned,Cargo,Passenger,312921,141.9409656,2009,April
200904,China Airlines,CI,China Airlines,CI,International,Asia,Deplaned,Mail,Freighter,6507,2.9515752,2009,April
200904,China Airlines,CI,China Airlines,CI,International,Asia,Deplaned,Mail,Passenger,87762,39.8088432,2009,April
200904,China Airlines,CI,China Airlines,CI,International,Asia,Enplaned,Cargo,Freighter,787893,357.3882648,2009,April
200904,China Airlines,CI,China Airlines,CI,International,Asia,Enplaned,Cargo,Passenger,53228,24.1442208,2009,April
200904,China Airlines,CI,China Airlines,CI,International,Asia,Enplaned,Mail,Passenger,21431,9.7211016,2009,April
200904,Delta Air Lines,DL,Delta Air Lines,DL,Domestic,US,Deplaned,Cargo,Passenger,430342,195.2031312,2009,April
200904,Delta Air Lines,DL,Delta Air Lines,DL,Domestic,US,Enplaned,Cargo,Passenger,411233,186.5352888,2009,April
200904,Delta Air Lines,DL,Delta Air Lines,DL,Domestic,US,Enplaned,Mail,Passenger,22506,10.2087216,2009,April
200904,EVA Airways,BR,EVA Airways,BR,International,Asia,Deplaned,Cargo,Combi,478099,216.8657064,2009,April
200904,EVA Airways,BR,EVA Airways,BR,International,Asia,Deplaned,Cargo,Passenger,1404538,637.0984368,2009,April
200904,EVA Airways,BR,EVA Airways,BR,International,Asia,Deplaned,Mail,Combi,771,0.3497256,2009,April
200904,EVA Airways,BR,EVA Airways,BR,International,Asia,Deplaned,Mail,Passenger,15358,6.9663888,2009,April
200904,EVA Airways,BR,EVA Airways,BR,International,Asia,Enplaned,Cargo,Combi,234281,106.2698616,2009,April
200904,EVA Airways,BR,EVA Airways,BR,International,Asia,Enplaned,Cargo,Passenger,651751,295.6342536,2009,April
200904,EVA Airways,BR,EVA Airways,BR,International,Asia,Enplaned,Express,Combi,93,0.0421848,2009,April
200904,EVA Airways,BR,EVA Airways,BR,International,Asia,Enplaned,Express,Passenger,637,0.2889432,2009,April
200904,Emirates ,EK,Emirates ,EK,International,Middle East,Deplaned,Cargo,Passenger,158729,71.9994744,2009,April
200904,Emirates ,EK,Emirates ,EK,International,Middle East,Enplaned,Cargo,Passenger,208743,94.6858248,2009,April
200904,Emirates ,EK,Emirates ,EK,International,Middle East,Enplaned,Mail,Passenger,47675,21.62538,2009,April
200904,Federal Express,FX,Federal Express,FX,Domestic,US,Deplaned,Cargo,Freighter,6721152,3048.714547,2009,April
200904,Federal Express,FX,Federal Express,FX,Domestic,US,Enplaned,Cargo,Freighter,4778988,2167.748957,2009,April
200904,Frontier Airlines,F9,Frontier Airlines,F9,Domestic,US,Deplaned,Cargo,Passenger,87221,39.5634456,2009,April
200904,Frontier Airlines,F9,Frontier Airlines,F9,Domestic,US,Deplaned,Express,Passenger,5762,2.6136432,2009,April
200904,Frontier Airlines,F9,Frontier Airlines,F9,Domestic,US,Enplaned,Cargo,Passenger,80511,36.5197896,2009,April
200904,Frontier Airlines,F9,Frontier Airlines,F9,Domestic,US,Enplaned,Express,Passenger,3236,1.4678496,2009,April
200904,Hawaiian Airlines,HA,Hawaiian Airlines,HA,Domestic,US,Deplaned,Cargo,Passenger,41734,18.9305424,2009,April
200904,Hawaiian Airlines,HA,Hawaiian Airlines,HA,Domestic,US,Enplaned,Cargo,Passenger,274625,124.5699,2009,April
200904,Horizon Air ,QX,Alaska Airlines,AS,Domestic,US,Deplaned,Cargo,Passenger,8936,4.0533696,2009,April
200904,Horizon Air ,QX,Alaska Airlines,AS,Domestic,US,Enplaned,Cargo,Passenger,12023,5.4536328,2009,April
200904,Japan Airlines,JL,Japan Airlines,JL,International,Asia,Deplaned,Cargo,Passenger,621589,281.9527704,2009,April
200904,Japan Airlines,JL,Japan Airlines,JL,International,Asia,Deplaned,Mail,Passenger,180802,82.0117872,2009,April
200904,Japan Airlines,JL,Japan Airlines,JL,International,Asia,Enplaned,Cargo,Passenger,331795,150.502212,2009,April
200904,Japan Airlines,JL,Japan Airlines,JL,International,Asia,Enplaned,Mail,Passenger,161820,73.401552,2009,April
200904,JetBlue Airways ,B6,JetBlue Airways ,B6,Domestic,US,Deplaned,Mail,Passenger,1289,0.5846904,2009,April
200904,JetBlue Airways ,B6,JetBlue Airways ,B6,Domestic,US,Enplaned,Cargo,Passenger,175,0.07938,2009,April
200904,JetBlue Airways ,B6,JetBlue Airways ,B6,Domestic,US,Enplaned,Mail,Passenger,7192,3.2622912,2009,April
200904,KLM Royal Dutch Airlines,KL,KLM Royal Dutch Airlines,KL,International,Europe,Deplaned,Cargo,Passenger,145028,65.7847008,2009,April
200904,KLM Royal Dutch Airlines,KL,KLM Royal Dutch Airlines,KL,International,Europe,Deplaned,Mail,Passenger,10119,4.5899784,2009,April
200904,KLM Royal Dutch Airlines,KL,KLM Royal Dutch Airlines,KL,International,Europe,Enplaned,Cargo,Passenger,200284,90.8488224,2009,April
200904,KLM Royal Dutch Airlines,KL,KLM Royal Dutch Airlines,KL,International,Europe,Enplaned,Mail,Passenger,42809,19.4181624,2009,April
200904,Korean Air Lines,KE,Korean Air Lines,KE,International,Asia,Deplaned,Cargo,Freighter,971267,440.5667112,2009,April
