Activity Period,Operating Airline,Operating Airline IATA Code,Published Airline,Published Airline IATA Code,GEO Summary,GEO Region,Activity Type Code,Cargo Type Code,Cargo Aircraft Type,Cargo Weight LBS,Cargo Metric TONS,Year,Month
200511,Japan Airlines,JL,Japan Airlines,JL,International,Asia,Deplaned,Cargo,Passenger,607932,275.7579552,2005,November
200511,Japan Airlines,JL,Japan Airlines,JL,International,Asia,Deplaned,Mail,Freighter,198704,90.1321344,2005,November
200511,Japan Airlines,JL,Japan Airlines,JL,International,Asia,Deplaned,Mail,Passenger,69936,31.7229696,2005,November
200511,Japan Airlines,JL,Japan Airlines,JL,International,Asia,Enplaned,Cargo,Freighter,774567,351.3435912,2005,November
200511,Japan Airlines,JL,Japan Airlines,JL,International,Asia,Enplaned,Cargo,Passenger,272616,123.6586176,2005,November
200511,Japan Airlines,JL,Japan Airlines,JL,International,Asia,Enplaned,Mail,Freighter,175452,79.5850272,2005,November
200511,Japan Airlines,JL,Japan Airlines,JL,International,Asia,Enplaned,Mail,Passenger,61752,28.0107072,2005,November
200511,KLM Royal Dutch Airlines,KL,KLM Royal Dutch Airlines,KL,International,Europe,Deplaned,Cargo,Passenger,467667,212.1337512,2005,November
200511,KLM Royal Dutch Airlines,KL,KLM Royal Dutch Airlines,KL,International,Europe,Deplaned,Mail,Passenger,164123,74.4461928,2005,November
200511,KLM Royal Dutch Airlines,KL,KLM Royal Dutch Airlines,KL,International,Europe,Enplaned,Cargo,Passenger,496124,225.0418464,2005,November
200511,KLM Royal Dutch Airlines,KL,KLM Royal Dutch Airlines,KL,International,Europe,Enplaned,Mail,Passenger,215694,97.8387984,2005,November
200511,Kalitta Air,K4,Kalitta Air,K4,Domestic,US,Deplaned,Cargo,Freighter,1233791,559.6475976,2005,November
200511,Kalitta Air,K4,Kalitta Air,K4,Domestic,US,Enplaned,Cargo,Freighter,1250009,567.0040824,2005,November
200511,Kitty Hawk Air Cargo,KR,Kitty Hawk Air Cargo,KR,Domestic,US,Deplaned,Cargo,Freighter,605288,274.5586368,2005,November
200511,Kitty Hawk Air Cargo,KR,Kitty Hawk Air Cargo,KR,Domestic,US,Enplaned,Cargo,Freighter,601823,272.9869128,2005,November
200511,Korean Air Lines,KE,Korean Air Lines,KE,International,Asia,Deplaned,Cargo,Freighter,2310082,1047.853195,2005,November
200511,Korean Air Lines,KE,Korean Air Lines,KE,International,Asia,Deplaned,Cargo,Passenger,651252,295.4079072,2005,November
200511,Korean Air Lines,KE,Korean Air Lines,KE,International,Asia,Deplaned,Express,Freighter,70186,31.8363696,2005,November
200511,Korean Air Lines,KE,Korean Air Lines,KE,International,Asia,Deplaned,Express,Passenger,19787,8.9753832,2005,November
200511,Korean Air Lines,KE,Korean Air Lines,KE,International,Asia,Deplaned,Mail,Freighter,43953,19.9370808,2005,November
200511,Korean Air Lines,KE,Korean Air Lines,KE,International,Asia,Deplaned,Mail,Passenger,12391,5.6205576,2005,November
200511,Korean Air Lines,KE,Korean Air Lines,KE,International,Asia,Enplaned,Cargo,Freighter,1083842,491.6307312,2005,November
200511,Korean Air Lines,KE,Korean Air Lines,KE,International,Asia,Enplaned,Cargo,Passenger,305553,138.5988408,2005,November
200511,Korean Air Lines,KE,Korean Air Lines,KE,International,Asia,Enplaned,Mail,Freighter,1915,0.868644,2005,November
200511,Korean Air Lines,KE,Korean Air Lines,KE,International,Asia,Enplaned,Mail,Passenger,540,0.244944,2005,November
200511,Lufthansa German Airlines,LH,Lufthansa German Airlines,LH,International,Europe,Deplaned,Cargo,Passenger,937696,425.3389056,2005,November
200511,Lufthansa German Airlines,LH,Lufthansa German Airlines,LH,International,Europe,Deplaned,Mail,Passenger,47527,21.5582472,2005,November
200511,Lufthansa German Airlines,LH,Lufthansa German Airlines,LH,International,Europe,Enplaned,Cargo,Passenger,948317,430.1565912,2005,November
200511,Midwest Airlines,YX,Midwest Airlines,YX,Domestic,US,Deplaned,Cargo,Passenger,6068,2.7524448,2005,November
200511,Midwest Airlines,YX,Midwest Airlines,YX,Domestic,US,Deplaned,Mail,Passenger,25878,11.7382608,2005,November
200511,Midwest Airlines,YX,Midwest Airlines,YX,Domestic,US,Enplaned,Cargo,Passenger,13437,6.0950232,2005,November
200511,Midwest Airlines,YX,Midwest Airlines,YX,Domestic,US,Enplaned,Mail,Passenger,13150,5.96484,2005,November
200511,Nippon Cargo Airlines,KZ,Nippon Cargo Airlines,KZ,International,Asia,Deplaned,Cargo,Freighter,2490593,1129.732985,2005,November
200511,Nippon Cargo Airlines,KZ,Nippon Cargo Airlines,KZ,International,Asia,Deplaned,Mail,Freighter,69042,31.3174512,2005,November
200511,Nippon Cargo Airlines,KZ,Nippon Cargo Airlines,KZ,International,Asia,Enplaned,Cargo,Freighter,1200213,544.4166168,2005,November
200511,Nippon Cargo Airlines,KZ,Nippon Cargo Airlines,KZ,International,Asia,Enplaned,Mail,Freighter,266219,120.7569384,2005,November
200511,Northwest Airlines,NW,Northwest Airlines,NW,Domestic,US,Deplaned,Cargo,Passenger,82027,37.2074472,2005,November
200511,Northwest Airlines,NW,Northwest Airlines,NW,Domestic,US,Deplaned,Mail,Passenger,204,0.0925344,2005,November
200511,Northwest Airlines,NW,Northwest Airlines,NW,Domestic,US,Enplaned,Cargo,Passenger,367202,166.5628272,2005,November
200511,Northwest Airlines,NW,Northwest Airlines,NW,International,Asia,Deplaned,Cargo,Passenger,874004,396.4482144,2005,November
200511,Northwest Airlines,NW,Northwest Airlines,NW,International,Asia,Deplaned,Mail,Passenger,109159,49.5145224,2005,November
200511,Northwest Airlines,NW,Northwest Airlines,NW,International,Asia,Enplaned,Cargo,Passenger,258600,117.30096,2005,November
200511,Northwest Airlines,NW,Northwest Airlines,NW,International,Asia,Enplaned,Mail,Passenger,43234,19.6109424,2005,November
200511,Philippine Airlines,PR,Philippine Airlines,PR,International,Asia,Deplaned,Cargo,Passenger,729034,330.6898224,2005,November
200511,Philippine Airlines,PR,Philippine Airlines,PR,International,Asia,Deplaned,Mail,Passenger,18440,8.364384,2005,November
200511,Philippine Airlines,PR,Philippine Airlines,PR,International,Asia,Enplaned,Cargo,Passenger,38696,17.5525056,2005,November
200511,Philippine Airlines,PR,Philippine Airlines,PR,International,Asia,Enplaned,Mail,Passenger,33240,15.077664,2005,November
200511,Singapore Airlines,SQ,Singapore Airlines,SQ,International,Asia,Deplaned,Cargo,Passenger,1160627,526.4604072,2005,November
200511,Singapore Airlines,SQ,Singapore Airlines,SQ,International,Asia,Deplaned,Mail,Passenger,29169,13.2310584,2005,November
200511,Singapore Airlines,SQ,Singapore Airlines,SQ,International,Asia,Enplaned,Cargo,Passenger,304240,138.003264,2005,November
200511,Singapore Airlines,SQ,Singapore Airlines,SQ,International,Asia,Enplaned,Mail,Passenger,3821,1.7332056,2005,November
200511,SkyWest Airlines,OO,Delta Air Lines,DL,Domestic,US,Deplaned,Cargo,Passenger,214,0.0970704,2005,November
200511,SkyWest Airlines,OO,Delta Air Lines,DL,Domestic,US,Enplaned,Cargo,Passenger,500,0.2268,2005,November
200511,Southern Air,9S,Southern Air,9S,Domestic,US,Deplaned,Cargo,Freighter,92408,41.9162688,2005,November
200511,Southern Air,9S,Southern Air,9S,Domestic,US,Enplaned,Cargo,Freighter,144633,65.6055288,2005,November
200511,Sun Country Airlines,SY,Sun Country Airlines,SY,Domestic,US,Deplaned,Cargo,Passenger,428,0.1941408,2005,November
200511,Sun Country Airlines,SY,Sun Country Airlines,SY,Domestic,US,Deplaned,Mail,Passenger,91960,41.713056,2005,November
200511,Sun Country Airlines,SY,Sun Country Airlines,SY,Domestic,US,Enplaned,Cargo,Passenger,37761,17.1283896,2005,November
200511,Sun Country Airlines,SY,Sun Country Airlines,SY,Domestic,US,Enplaned,Mail,Passenger,16653,7.5538008,2005,November
200511,TACA,TA,TACA,TA,International,Central America,Deplaned,Cargo,Passenger,27126,12.3043536,2005,November
200511,TACA,TA,TACA,TA,International,Central America,Enplaned,Cargo,Passenger,1325,0.60102,2005,November
200511,Tradewinds Airlines,WI,Tradewinds Airlines,WI,Domestic,US,Deplaned,Cargo,Freighter,636573,288.7495128,2005,November
200511,Tradewinds Airlines,WI,Tradewinds Airlines,WI,Domestic,US,Enplaned,Cargo,Freighter,699643,317.3580648,2005,November
200511,US Airways,US ,US Airways,US ,Domestic,US,Deplaned,Cargo,Passenger,143286,64.9945296,2005,November
200511,US Airways,US ,US Airways,US ,Domestic,US,Deplaned,Express,Passenger,6662,3.0218832,2005,November
200511,US Airways,US ,US Airways,US ,Domestic,US,Deplaned,Mail,Passenger,157890,71.618904,2005,November
200511,US Airways,US ,US Airways,US ,Domestic,US,Enplaned,Cargo,Passenger,344542,156.2842512,2005,November
200511,US Airways,US ,US Airways,US ,Domestic,US,Enplaned,Express,Passenger,6558,2.9747088,2005,November
200511,US Airways,US ,US Airways,US ,Domestic,US,Enplaned,Mail,Passenger,177307,80.4264552,2005,November
200511,United Airlines,UA,United Airlines,UA,Domestic,US,Deplaned,Cargo,Passenger,237417,107.6923512,2005,November
200511,United Airlines,UA,United Airlines,UA,Domestic,US,Deplaned,Mail,Passenger,195660,88.751376,2005,November
200511,United Airlines,UA,United Airlines,UA,Domestic,US,Enplaned,Cargo,Passenger,324817,147.3369912,2005,November
200511,United Airlines,UA,United Airlines,UA,Domestic,US,Enplaned,Mail,Passenger,546176,247.7454336,2005,November
200511,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,Domestic,US,Deplaned,Cargo,Passenger,190947,86.6135592,2005,November
200511,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,Domestic,US,Deplaned,Express,Passenger,2030174,920.8869264,2005,November
200511,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,Domestic,US,Deplaned,Mail,Passenger,1683923,763.8274728,2005,November
200511,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,Domestic,US,Enplaned,Cargo,Passenger,228555,103.672548,2005,November
200511,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,Domestic,US,Enplaned,Express,Passenger,2893491,1312.487518,2005,November
200511,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,Domestic,US,Enplaned,Mail,Passenger,3426908,1554.445469,2005,November
200511,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,International,Asia,Deplaned,Cargo,Passenger,5991026,2717.529394,2005,November
200511,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,International,Asia,Deplaned,Express,Passenger,567078,257.2265808,2005,November
200511,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,International,Asia,Enplaned,Cargo,Passenger,1424361,646.0901496,2005,November
200511,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,International,Asia,Enplaned,Express,Passenger,807216,366.1531776,2005,November
200511,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,International,Australia / Oceania,Deplaned,Express,Passenger,685703,311.0348808,2005,November
200511,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,International,Australia / Oceania,Deplaned,Mail,Passenger,20933,9.4952088,2005,November
200511,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,International,Australia / Oceania,Enplaned,Express,Passenger,95261,43.2103896,2005,November
200511,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,International,Australia / Oceania,Enplaned,Mail,Passenger,164746,74.7287856,2005,November
200511,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,International,Canada,Deplaned,Express,Passenger,1421,0.6445656,2005,November
200511,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,International,Canada,Deplaned,Mail,Passenger,7315,3.318084,2005,November
200511,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,International,Canada,Enplaned,Express,Passenger,13125,5.9535,2005,November
200511,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,International,Canada,Enplaned,Mail,Passenger,30299,13.7436264,2005,November
200511,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,International,Europe,Deplaned,Cargo,Passenger,824,0.3737664,2005,November
200511,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,International,Europe,Deplaned,Express,Passenger,1330898,603.6953328,2005,November
200511,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,International,Europe,Deplaned,Mail,Passenger,555260,251.865936,2005,November
200511,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,International,Europe,Enplaned,Express,Passenger,1167236,529.4582496,2005,November
200511,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,International,Europe,Enplaned,Mail,Passenger,731185,331.665516,2005,November
200511,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,International,Mexico,Deplaned,Express,Passenger,26819,12.1650984,2005,November
200511,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,International,Mexico,Deplaned,Mail,Passenger,2935,1.331316,2005,November
200511,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,International,Mexico,Enplaned,Express,Passenger,2086,0.9462096,2005,November
200511,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,International,Mexico,Enplaned,Mail,Passenger,36285,16.458876,2005,November
200511,Virgin Atlantic,VS,Virgin Atlantic,VS,International,Europe,Deplaned,Cargo,Passenger,500821,227.1724056,2005,November
200511,Virgin Atlantic,VS,Virgin Atlantic,VS,International,Europe,Deplaned,Express,Passenger,2618,1.1875248,2005,November
200511,Virgin Atlantic,VS,Virgin Atlantic,VS,International,Europe,Deplaned,Mail,Passenger,10137,4.5981432,2005,November
200511,Virgin Atlantic,VS,Virgin Atlantic,VS,International,Europe,Enplaned,Cargo,Passenger,647262,293.5980432,2005,November
200512,ABX Air,GB,ABX Air,GB,Domestic,US,Deplaned,Cargo,Freighter,1220572,553.6514592,2005,December
200512,ABX Air,GB,ABX Air,GB,Domestic,US,Enplaned,Cargo,Freighter,1078373,489.1499928,2005,December
200512,ATA Airlines,TZ,ATA Airlines,TZ,Domestic,US,Deplaned,Cargo,Passenger,24230,10.990728,2005,December
200512,ATA Airlines,TZ,ATA Airlines,TZ,Domestic,US,Deplaned,Mail,Passenger,56468,25.6138848,2005,December
200512,ATA Airlines,TZ,ATA Airlines,TZ,Domestic,US,Enplaned,Cargo,Passenger,51945,23.562252,2005,December
200512,ATA Airlines,TZ,ATA Airlines,TZ,Domestic,US,Enplaned,Mail,Passenger,164001,74.3908536,2005,December
200512,Air Canada ,AC,Air Canada ,AC,International,Canada,Deplaned,Cargo,Passenger,92596,42.0015456,2005,December
200512,Air Canada ,AC,Air Canada ,AC,International,Canada,Deplaned,Express,Passenger,11478,5.2064208,2005,December
200512,Air Canada ,AC,Air Canada ,AC,International,Canada,Enplaned,Cargo,Passenger,74746,33.9047856,2005,December
200512,Air Canada ,AC,Air Canada ,AC,International,Canada,Enplaned,Express,Passenger,26549,12.0426264,2005,December
200512,Air Canada ,AC,Air Canada ,AC,International,Canada,Enplaned,Mail,Passenger,110050,49.91868,2005,December
200512,Air China,CA,Air China,CA,International,Asia,Deplaned,Cargo,Passenger,854826,387.7490736,2005,December
200512,Air China,CA,Air China,CA,International,Asia,Deplaned,Mail,Passenger,40878,18.5422608,2005,December
200512,Air China,CA,Air China,CA,International,Asia,Enplaned,Cargo,Passenger,501688,227.5656768,2005,December
200512,Air France,AF,Air France,AF,International,Europe,Deplaned,Cargo,Passenger,659646,299.2154256,2005,December
200512,Air France,AF,Air France,AF,International,Europe,Deplaned,Mail,Passenger,24006,10.8891216,2005,December
200512,Air France,AF,Air France,AF,International,Europe,Enplaned,Cargo,Passenger,347116,157.4518176,2005,December
200512,Air France,AF,Air France,AF,International,Europe,Enplaned,Mail,Passenger,248833,112.8706488,2005,December
200512,Air New Zealand,NZ,Air New Zealand,NZ,International,Australia / Oceania,Deplaned,Cargo,Passenger,436978,198.2132208,2005,December
200512,Air New Zealand,NZ,Air New Zealand,NZ,International,Australia / Oceania,Deplaned,Mail,Passenger,127838,57.9873168,2005,December
200512,Air New Zealand,NZ,Air New Zealand,NZ,International,Australia / Oceania,Enplaned,Cargo,Passenger,377120,171.061632,2005,December
200512,Air New Zealand,NZ,Air New Zealand,NZ,International,Australia / Oceania,Enplaned,Mail,Passenger,41548,18.8461728,2005,December
200512,Alaska Airlines,AS,Alaska Airlines,AS,Domestic,US,Deplaned,Cargo,Passenger,83356,37.8102816,2005,December
200512,Alaska Airlines,AS,Alaska Airlines,AS,Domestic,US,Deplaned,Express,Passenger,2864,1.2991104,2005,December
200512,Alaska Airlines,AS,Alaska Airlines,AS,Domestic,US,Enplaned,Cargo,Passenger,180860,82.038096,2005,December
200512,Alaska Airlines,AS,Alaska Airlines,AS,Domestic,US,Enplaned,Express,Passenger,4489,2.0362104,2005,December
200512,Alaska Airlines,AS,Alaska Airlines,AS,Domestic,US,Enplaned,Mail,Passenger,17176,7.7910336,2005,December
200512,Alaska Airlines,AS,Alaska Airlines,AS,International,Canada,Deplaned,Cargo,Passenger,13171,5.9743656,2005,December
200512,Alaska Airlines,AS,Alaska Airlines,AS,International,Canada,Enplaned,Cargo,Passenger,29922,13.5726192,2005,December
200512,Alaska Airlines,AS,Alaska Airlines,AS,International,Canada,Enplaned,Mail,Passenger,96027,43.5578472,2005,December
200512,Alaska Airlines,AS,Alaska Airlines,AS,International,Mexico,Deplaned,Cargo,Passenger,78023,35.3912328,2005,December
200512,Alaska Airlines,AS,Alaska Airlines,AS,International,Mexico,Enplaned,Cargo,Passenger,9106,4.1304816,2005,December
200512,All Nippon Airways,NH,All Nippon Airways,NH,International,Asia,Deplaned,Cargo,Passenger,648708,294.2539488,2005,December
200512,All Nippon Airways,NH,All Nippon Airways,NH,International,Asia,Deplaned,Mail,Passenger,210195,95.344452,2005,December
200512,All Nippon Airways,NH,All Nippon Airways,NH,International,Asia,Enplaned,Cargo,Passenger,141860,64.347696,2005,December
200512,All Nippon Airways,NH,All Nippon Airways,NH,International,Asia,Enplaned,Mail,Passenger,364939,165.5363304,2005,December
200512,American Airlines,AA,American Airlines,AA,Domestic,US,Deplaned,Cargo,Passenger,2286530,1037.170008,2005,December
200512,American Airlines,AA,American Airlines,AA,Domestic,US,Deplaned,Mail,Passenger,724063,328.4349768,2005,December
200512,American Airlines,AA,American Airlines,AA,Domestic,US,Enplaned,Cargo,Passenger,2020888,916.6747968,2005,December
200512,American Airlines,AA,American Airlines,AA,Domestic,US,Enplaned,Mail,Passenger,1376882,624.5536752,2005,December
200512,Asiana Airlines,OZ,Asiana Airlines,OZ,International,Asia,Deplaned,Cargo,Freighter,833147,377.9154792,2005,December
200512,Asiana Airlines,OZ,Asiana Airlines,OZ,International,Asia,Deplaned,Cargo,Passenger,603972,273.9616992,2005,December
200512,Asiana Airlines,OZ,Asiana Airlines,OZ,International,Asia,Enplaned,Cargo,Freighter,862883,391.4037288,2005,December
200512,Asiana Airlines,OZ,Asiana Airlines,OZ,International,Asia,Enplaned,Cargo,Passenger,625529,283.7399544,2005,December
200512,Astar Air Cargo,ER,Astar Air Cargo,ER,Domestic,US,Deplaned,Cargo,Freighter,1662381,754.0560216,2005,December
200512,Astar Air Cargo,ER,Astar Air Cargo,ER,Domestic,US,Enplaned,Cargo,Freighter,1658855,752.456628,2005,December
200512,British Airways,BA,British Airways,BA,International,Europe,Deplaned,Cargo,Passenger,1253490,568.583064,2005,December
200512,British Airways,BA,British Airways,BA,International,Europe,Deplaned,Mail,Passenger,40964,18.5812704,2005,December
200512,British Airways,BA,British Airways,BA,International,Europe,Enplaned,Cargo,Passenger,925148,419.6471328,2005,December
200512,Cargolux Airlines ,CV,Cargolux Airlines ,CV,International,Europe,Deplaned,Cargo,Freighter,733142,332.5532112,2005,December
200512,Cargolux Airlines ,CV,Cargolux Airlines ,CV,International,Europe,Enplaned,Cargo,Freighter,942111,427.3415496,2005,December
200512,Cathay Pacific,CX,Cathay Pacific,CX,International,Asia,Deplaned,Cargo,Freighter,1201271,544.8965256,2005,December
200512,Cathay Pacific,CX,Cathay Pacific,CX,International,Asia,Deplaned,Cargo,Passenger,218842,99.2667312,2005,December
200512,Cathay Pacific,CX,Cathay Pacific,CX,International,Asia,Deplaned,Mail,Passenger,207896,94.3016256,2005,December
200512,Cathay Pacific,CX,Cathay Pacific,CX,International,Asia,Enplaned,Cargo,Freighter,731663,331.8823368,2005,December
200512,Cathay Pacific,CX,Cathay Pacific,CX,International,Asia,Enplaned,Cargo,Passenger,74368,33.7333248,2005,December
200512,Cathay Pacific,CX,Cathay Pacific,CX,International,Asia,Enplaned,Mail,Passenger,5417,2.4571512,2005,December
200512,China Airlines,CI,China Airlines,CI,International,Asia,Deplaned,Cargo,Freighter,2732796,1239.596266,2005,December
200512,China Airlines,CI,China Airlines,CI,International,Asia,Deplaned,Mail,Freighter,84346,38.2593456,2005,December
200512,China Airlines,CI,China Airlines,CI,International,Asia,Enplaned,Cargo,Freighter,1370333,621.5830488,2005,December
200512,China Airlines,CI,China Airlines,CI,International,Asia,Enplaned,Mail,Freighter,50672,22.9848192,2005,December
200512,China Cargo Airlines,CK,China Cargo Airlines,CK,International,Asia,Deplaned,Cargo,Freighter,671885,304.767036,2005,December
200512,China Cargo Airlines,CK,China Cargo Airlines,CK,International,Asia,Deplaned,Mail,Freighter,21144,9.5909184,2005,December
200512,China Cargo Airlines,CK,China Cargo Airlines,CK,International,Asia,Enplaned,Cargo,Freighter,615829,279.3400344,2005,December
200512,Delta Air Lines,DL,Delta Air Lines,DL,Domestic,US,Deplaned,Cargo,Passenger,979442,444.2748912,2005,December
200512,Delta Air Lines,DL,Delta Air Lines,DL,Domestic,US,Deplaned,Express,Passenger,417017,189.1589112,2005,December
200512,Delta Air Lines,DL,Delta Air Lines,DL,Domestic,US,Deplaned,Mail,Passenger,300544,136.3267584,2005,December
200512,Delta Air Lines,DL,Delta Air Lines,DL,Domestic,US,Enplaned,Cargo,Passenger,528819,239.8722984,2005,December
200512,Delta Air Lines,DL,Delta Air Lines,DL,Domestic,US,Enplaned,Express,Passenger,1065619,483.3647784,2005,December
200512,Delta Air Lines,DL,Delta Air Lines,DL,Domestic,US,Enplaned,Mail,Passenger,324092,147.0081312,2005,December
200512,EVA Airways,BR,EVA Airways,BR,International,Asia,Deplaned,Cargo,Combi,3062413,1389.110537,2005,December
200512,EVA Airways,BR,EVA Airways,BR,International,Asia,Enplaned,Cargo,Combi,1274587,578.1526632,2005,December
200512,Federal Express,FX,Federal Express,FX,Domestic,US,Deplaned,Cargo,Freighter,10505373,4765.237193,2005,December
200512,Federal Express,FX,Federal Express,FX,Domestic,US,Enplaned,Cargo,Freighter,8328850,3777.96636,2005,December
200512,Frontier Airlines,F9,Frontier Airlines,F9,Domestic,US,Deplaned,Cargo,Passenger,69919,31.7152584,2005,December
200512,Frontier Airlines,F9,Frontier Airlines,F9,Domestic,US,Deplaned,Express,Passenger,22396,10.1588256,2005,December
200512,Frontier Airlines,F9,Frontier Airlines,F9,Domestic,US,Enplaned,Cargo,Passenger,105059,47.6547624,2005,December
200512,Frontier Airlines,F9,Frontier Airlines,F9,Domestic,US,Enplaned,Express,Passenger,5835,2.646756,2005,December
200512,Hawaiian Airlines,HA,Hawaiian Airlines,HA,Domestic,US,Deplaned,Cargo,Passenger,116287,52.7477832,2005,December
200512,Hawaiian Airlines,HA,Hawaiian Airlines,HA,Domestic,US,Enplaned,Cargo,Passenger,350159,158.8321224,2005,December
200512,Horizon Air ,QX,Alaska Airlines,AS,Domestic,US,Deplaned,Cargo,Passenger,22749,10.3189464,2005,December
200512,Horizon Air ,QX,Alaska Airlines,AS,Domestic,US,Enplaned,Cargo,Passenger,7344,3.3312384,2005,December
200512,Japan Airlines,JL,Japan Airlines,JL,International,Asia,Deplaned,Cargo,Freighter,1490800,676.22688,2005,December
200512,Japan Airlines,JL,Japan Airlines,JL,International,Asia,Deplaned,Cargo,Passenger,519599,235.6901064,2005,December
200512,Japan Airlines,JL,Japan Airlines,JL,International,Asia,Deplaned,Mail,Freighter,333828,151.4243808,2005,December
200512,Japan Airlines,JL,Japan Airlines,JL,International,Asia,Deplaned,Mail,Passenger,116351,52.7768136,2005,December
200512,Japan Airlines,JL,Japan Airlines,JL,International,Asia,Enplaned,Cargo,Freighter,866135,392.878836,2005,December
200512,Japan Airlines,JL,Japan Airlines,JL,International,Asia,Enplaned,Cargo,Passenger,301880,136.932768,2005,December
200512,Japan Airlines,JL,Japan Airlines,JL,International,Asia,Enplaned,Mail,Freighter,226665,102.815244,2005,December
200512,Japan Airlines,JL,Japan Airlines,JL,International,Asia,Enplaned,Mail,Passenger,79001,35.8348536,2005,December
200512,KLM Royal Dutch Airlines,KL,KLM Royal Dutch Airlines,KL,International,Europe,Deplaned,Cargo,Passenger,526853,238.9805208,2005,December
200512,KLM Royal Dutch Airlines,KL,KLM Royal Dutch Airlines,KL,International,Europe,Deplaned,Mail,Passenger,146073,66.2587128,2005,December
200512,KLM Royal Dutch Airlines,KL,KLM Royal Dutch Airlines,KL,International,Europe,Enplaned,Cargo,Passenger,401363,182.0582568,2005,December
200512,KLM Royal Dutch Airlines,KL,KLM Royal Dutch Airlines,KL,International,Europe,Enplaned,Mail,Passenger,268725,121.89366,2005,December
200512,Kalitta Air,K4,Kalitta Air,K4,Domestic,US,Deplaned,Cargo,Freighter,1807119,819.7091784,2005,December
200512,Kalitta Air,K4,Kalitta Air,K4,Domestic,US,Deplaned,Mail,Freighter,135911,61.6492296,2005,December
200512,Kalitta Air,K4,Kalitta Air,K4,Domestic,US,Enplaned,Cargo,Freighter,1947807,883.5252552,2005,December
200512,Kalitta Air,K4,Kalitta Air,K4,Domestic,US,Enplaned,Mail,Freighter,663443,300.9377448,2005,December
200512,Kitty Hawk Air Cargo,KR,Kitty Hawk Air Cargo,KR,Domestic,US,Deplaned,Cargo,Freighter,698032,316.6273152,2005,December
200512,Kitty Hawk Air Cargo,KR,Kitty Hawk Air Cargo,KR,Domestic,US,Enplaned,Cargo,Freighter,710613,322.3340568,2005,December
200512,Korean Air Lines,KE,Korean Air Lines,KE,International,Asia,Deplaned,Cargo,Freighter,1979226,897.7769136,2005,December
200512,Korean Air Lines,KE,Korean Air Lines,KE,International,Asia,Deplaned,Cargo,Passenger,643820,292.036752,2005,December
200512,Korean Air Lines,KE,Korean Air Lines,KE,International,Asia,Deplaned,Express,Freighter,65886,29.8858896,2005,December
200512,Korean Air Lines,KE,Korean Air Lines,KE,International,Asia,Deplaned,Express,Passenger,21432,9.7215552,2005,December
200512,Korean Air Lines,KE,Korean Air Lines,KE,International,Asia,Deplaned,Mail,Freighter,45153,20.4814008,2005,December
200512,Korean Air Lines,KE,Korean Air Lines,KE,International,Asia,Deplaned,Mail,Passenger,14688,6.6624768,2005,December
200512,Korean Air Lines,KE,Korean Air Lines,KE,International,Asia,Enplaned,Cargo,Freighter,1439230,652.834728,2005,December
200512,Korean Air Lines,KE,Korean Air Lines,KE,International,Asia,Enplaned,Cargo,Passenger,468165,212.359644,2005,December
200512,Korean Air Lines,KE,Korean Air Lines,KE,International,Asia,Enplaned,Mail,Freighter,1868,0.8473248,2005,December
200512,Korean Air Lines,KE,Korean Air Lines,KE,International,Asia,Enplaned,Mail,Passenger,608,0.2757888,2005,December
