id,uri,title,estado,bicisDisponibles,anclajesDisponibles,geometry,lastUpdated,description,icon
"http://www.zaragoza.es/api/recurso/urbanismo-infraestructuras/estacion-bicicleta101","http://www.zaragoza.es/ciudad/viapublica/movilidad/bici/detalle_Bizi?oid=101","C/ Doctor Iranzo -  C/ Escultor Benlliure","OPN","13","7","678017.9803453928 4613320.634481554",2016-10-23T15:01:00Z,"<ul><li>Estado: Operativa</li><li>Bicis disponibles: 13</li><li>Anclajes disponibles: 7</li></ul><p>Actualizado: 15:01</p>","http://www.zaragoza.es/contenidos/iconos/bizi/conbicis.png"
"http://www.zaragoza.es/api/recurso/urbanismo-infraestructuras/estacion-bicicleta102","http://www.zaragoza.es/ciudad/viapublica/movilidad/bici/detalle_Bizi?oid=102","C/ Pedro Joaquín Soler - Coso","OPN","9","12","676822.7225656463 4613438.861592172",2016-10-23T15:01:00Z,"<ul><li>Estado: Operativa</li><li>Bicis disponibles: 9</li><li>Anclajes disponibles: 12</li></ul><p>Actualizado: 15:01</p>","http://www.zaragoza.es/contenidos/iconos/bizi/conbicis.png"
"http://www.zaragoza.es/api/recurso/urbanismo-infraestructuras/estacion-bicicleta103","http://www.zaragoza.es/ciudad/viapublica/movilidad/bici/detalle_Bizi?oid=103","C/ Lacarra de Miguel - C/ San Vicente Martir","OPN","10","11","676517.3458413489 4612706.090795129",2016-10-23T15:01:00Z,"<ul><li>Estado: Operativa</li><li>Bicis disponibles: 10</li><li>Anclajes disponibles: 11</li></ul><p>Actualizado: 15:01</p>","http://www.zaragoza.es/contenidos/iconos/bizi/conbicis.png"
"http://www.zaragoza.es/api/recurso/urbanismo-infraestructuras/estacion-bicicleta104","http://www.zaragoza.es/ciudad/viapublica/movilidad/bici/detalle_Bizi?oid=104","C/ Madre Rafols - Esquina D.G.A.","OPN","9","11","675841.2652424083 4613665.173932331",2016-10-23T15:01:00Z,"<ul><li>Estado: Operativa</li><li>Bicis disponibles: 9</li><li>Anclajes disponibles: 11</li></ul><p>Actualizado: 15:01</p>","http://www.zaragoza.es/contenidos/iconos/bizi/conbicis.png"
"http://www.zaragoza.es/api/recurso/urbanismo-infraestructuras/estacion-bicicleta108","http://www.zaragoza.es/ciudad/viapublica/movilidad/bici/detalle_Bizi?oid=108","Plaza Emperador Carlos V","OPN","6","15","675140.5935417247 4611902.584283835",2016-10-23T15:01:00Z,"<ul><li>Estado: Operativa</li><li>Bicis disponibles: 6</li><li>Anclajes disponibles: 15</li></ul><p>Actualizado: 15:01</p>","http://www.zaragoza.es/contenidos/iconos/bizi/conbicis.png"
"http://www.zaragoza.es/api/recurso/urbanismo-infraestructuras/estacion-bicicleta113","http://www.zaragoza.es/ciudad/viapublica/movilidad/bici/detalle_Bizi?oid=113","Vía Hispanidad - Avda. Gómez Laguna","OPN","4","17","673818.3928125117 4612194.426397253",2016-10-23T15:01:00Z,"<ul><li>Estado: Operativa</li><li>Bicis disponibles: 4</li><li>Anclajes disponibles: 17</li></ul><p>Actualizado: 15:01</p>","http://www.zaragoza.es/contenidos/iconos/bizi/conbicis.png"
"http://www.zaragoza.es/api/recurso/urbanismo-infraestructuras/estacion-bicicleta115","http://www.zaragoza.es/ciudad/viapublica/movilidad/bici/detalle_Bizi?oid=115","Vía Hispanidad - C/ Océano Atlántico","OPN","11","10","673535.126796119 4612856.6010818435",2016-10-23T15:01:00Z,"<ul><li>Estado: Operativa</li><li>Bicis disponibles: 11</li><li>Anclajes disponibles: 10</li></ul><p>Actualizado: 15:01</p>","http://www.zaragoza.es/contenidos/iconos/bizi/conbicis.png"
"http://www.zaragoza.es/api/recurso/urbanismo-infraestructuras/estacion-bicicleta118","http://www.zaragoza.es/ciudad/viapublica/movilidad/bici/detalle_Bizi?oid=118","Avda. Juan Pablo II - Avda. Gómez Laguna","OPN","12","9","674126.8415899678 4612286.664687123",2016-10-23T15:01:00Z,"<ul><li>Estado: Operativa</li><li>Bicis disponibles: 12</li><li>Anclajes disponibles: 9</li></ul><p>Actualizado: 15:01</p>","http://www.zaragoza.es/contenidos/iconos/bizi/conbicis.png"
"http://www.zaragoza.es/api/recurso/urbanismo-infraestructuras/estacion-bicicleta119","http://www.zaragoza.es/ciudad/viapublica/movilidad/bici/detalle_Bizi?oid=119","Avda. Juan Carlos I - C/ Ramón Sainz de Varanda","OPN","11","10","674353.1383456963 4611979.637886653",2016-10-23T15:01:00Z,"<ul><li>Estado: Operativa</li><li>Bicis disponibles: 11</li><li>Anclajes disponibles: 10</li></ul><p>Actualizado: 15:01</p>","http://www.zaragoza.es/contenidos/iconos/bizi/conbicis.png"
"http://www.zaragoza.es/api/recurso/urbanismo-infraestructuras/estacion-bicicleta120","http://www.zaragoza.es/ciudad/viapublica/movilidad/bici/detalle_Bizi?oid=120","C/ Asín y Palacios - C/ Pedro IV El Ceremonioso","OPN","13","8","674454.0980053664 4611556.142109903",2016-10-23T15:01:00Z,"<ul><li>Estado: Operativa</li><li>Bicis disponibles: 13</li><li>Anclajes disponibles: 8</li></ul><p>Actualizado: 15:01</p>","http://www.zaragoza.es/contenidos/iconos/bizi/conbicis.png"
"http://www.zaragoza.es/api/recurso/urbanismo-infraestructuras/estacion-bicicleta121","http://www.zaragoza.es/ciudad/viapublica/movilidad/bici/detalle_Bizi?oid=121","C/ Eduardo Ibarra - C/ Violante de Hungría","OPN","3","18","674849.903485189 4612042.595863729",2016-10-23T15:01:00Z,"<ul><li>Estado: Operativa</li><li>Bicis disponibles: 3</li><li>Anclajes disponibles: 18</li></ul><p>Actualizado: 15:01</p>","http://www.zaragoza.es/contenidos/iconos/bizi/conbicis.png"
"http://www.zaragoza.es/api/recurso/urbanismo-infraestructuras/estacion-bicicleta125","http://www.zaragoza.es/ciudad/viapublica/movilidad/bici/detalle_Bizi?oid=125","Via Univérsitas - C/ Hermanos Gambra","OPN","8","12","674209.1338063633 4613140.443152811",2016-10-23T15:01:00Z,"<ul><li>Estado: Operativa</li><li>Bicis disponibles: 8</li><li>Anclajes disponibles: 12</li></ul><p>Actualizado: 15:01</p>","http://www.zaragoza.es/contenidos/iconos/bizi/conbicis.png"
"http://www.zaragoza.es/api/recurso/urbanismo-infraestructuras/estacion-bicicleta127","http://www.zaragoza.es/ciudad/viapublica/movilidad/bici/detalle_Bizi?oid=127","Avda. Navarra - C/ Rioja","OPN","6","15","674246.1387059671 4613850.8095116075",2016-10-23T15:01:00Z,"<ul><li>Estado: Operativa</li><li>Bicis disponibles: 6</li><li>Anclajes disponibles: 15</li></ul><p>Actualizado: 15:01</p>","http://www.zaragoza.es/contenidos/iconos/bizi/conbicis.png"
"http://www.zaragoza.es/api/recurso/urbanismo-infraestructuras/estacion-bicicleta129","http://www.zaragoza.es/ciudad/viapublica/movilidad/bici/detalle_Bizi?oid=129","C/ Graus - C/ Unceta","OPN","11","10","674776.6682624074 4613537.967226235",2016-10-23T15:01:00Z,"<ul><li>Estado: Operativa</li><li>Bicis disponibles: 11</li><li>Anclajes disponibles: 10</li></ul><p>Actualizado: 15:01</p>","http://www.zaragoza.es/contenidos/iconos/bizi/conbicis.png"
"http://www.zaragoza.es/api/recurso/urbanismo-infraestructuras/estacion-bicicleta130","http://www.zaragoza.es/ciudad/viapublica/movilidad/bici/detalle_Bizi?oid=130","C/ Corona de Aragón - C/ Lorente","OPN","9","12","675169.6621584316 4612596.989091256",2016-10-23T15:01:00Z,"<ul><li>Estado: Operativa</li><li>Bicis disponibles: 9</li><li>Anclajes disponibles: 12</li></ul><p>Actualizado: 15:01</p>","http://www.zaragoza.es/contenidos/iconos/bizi/conbicis.png"
"http://www.zaragoza.es/api/recurso/urbanismo-infraestructuras/estacion-bicicleta1","http://www.zaragoza.es/ciudad/viapublica/movilidad/bici/detalle_Bizi?oid=1","Avda. Pablo Ruiz Picasso - Torre del Agua","OPN","6","18","674531.7776761394 4615518.329386774",2016-10-23T15:01:00Z,"<ul><li>Estado: Operativa</li><li>Bicis disponibles: 6</li><li>Anclajes disponibles: 18</li></ul><p>Actualizado: 15:01</p>","http://www.zaragoza.es/contenidos/iconos/bizi/conbicis.png"
"http://www.zaragoza.es/api/recurso/urbanismo-infraestructuras/estacion-bicicleta2","http://www.zaragoza.es/ciudad/viapublica/movilidad/bici/detalle_Bizi?oid=2","Avda. Ranillas - Avda. Pablo Ruiz Picasso","OPN","6","14","675082.8512086545 4615741.954081438",2016-10-23T15:01:00Z,"<ul><li>Estado: Operativa</li><li>Bicis disponibles: 6</li><li>Anclajes disponibles: 14</li></ul><p>Actualizado: 15:01</p>","http://www.zaragoza.es/contenidos/iconos/bizi/conbicis.png"
"http://www.zaragoza.es/api/recurso/urbanismo-infraestructuras/estacion-bicicleta3","http://www.zaragoza.es/ciudad/viapublica/movilidad/bici/detalle_Bizi?oid=3","Pasarela del Voluntariado - Avda. Ranillas","OPN","7","17","675469.635585876 4615158.24649585",2016-10-23T15:01:00Z,"<ul><li>Estado: Operativa</li><li>Bicis disponibles: 7</li><li>Anclajes disponibles: 17</li></ul><p>Actualizado: 15:01</p>","http://www.zaragoza.es/contenidos/iconos/bizi/conbicis.png"
"http://www.zaragoza.es/api/recurso/urbanismo-infraestructuras/estacion-bicicleta4","http://www.zaragoza.es/ciudad/viapublica/movilidad/bici/detalle_Bizi?oid=4","Avda. Ranillas - Puente de La Almozara","OPN","10","11","675887.9946791041 4614631.435627686",2016-10-23T15:01:00Z,"<ul><li>Estado: Operativa</li><li>Bicis disponibles: 10</li><li>Anclajes disponibles: 11</li></ul><p>Actualizado: 15:01</p>","http://www.zaragoza.es/contenidos/iconos/bizi/conbicis.png"
"http://www.zaragoza.es/api/recurso/urbanismo-infraestructuras/estacion-bicicleta5","http://www.zaragoza.es/ciudad/viapublica/movilidad/bici/detalle_Bizi?oid=5","Pº de la Ribera - Puente de Santiago","OPN","0","17","676521.483524982 4614439.010262394",2016-10-23T15:01:00Z,"<ul><li>Estado: Operativa</li><li>Bicis disponibles: 0</li><li>Anclajes disponibles: 17</li></ul><p>Actualizado: 15:01</p>","http://www.zaragoza.es/contenidos/iconos/bizi/sinbicis.png"
"http://www.zaragoza.es/api/recurso/urbanismo-infraestructuras/estacion-bicicleta6","http://www.zaragoza.es/ciudad/viapublica/movilidad/bici/detalle_Bizi?oid=6","Pº de la Ribera - Puente del Pilar","OPN","13","8","677458.6056386359 4614044.937332258",2016-10-23T15:01:00Z,"<ul><li>Estado: Operativa</li><li>Bicis disponibles: 13</li><li>Anclajes disponibles: 8</li></ul><p>Actualizado: 15:01</p>","http://www.zaragoza.es/contenidos/iconos/bizi/conbicis.png"
"http://www.zaragoza.es/api/recurso/urbanismo-infraestructuras/estacion-bicicleta7","http://www.zaragoza.es/ciudad/viapublica/movilidad/bici/detalle_Bizi?oid=7","Pº Echegaray y Caballero - Pasarela del Huerva","OPN","6","13","677769.8830778005 4613631.346063166",2016-10-23T15:01:00Z,"<ul><li>Estado: Operativa</li><li>Bicis disponibles: 6</li><li>Anclajes disponibles: 13</li></ul><p>Actualizado: 15:01</p>","http://www.zaragoza.es/contenidos/iconos/bizi/conbicis.png"
"http://www.zaragoza.es/api/recurso/urbanismo-infraestructuras/estacion-bicicleta8","http://www.zaragoza.es/ciudad/viapublica/movilidad/bici/detalle_Bizi?oid=8","Pº Echegaray y Caballero - Puente del Pilar","OPN","7","14","677403.1636507643 4613776.593027227",2016-10-23T15:01:00Z,"<ul><li>Estado: Operativa</li><li>Bicis disponibles: 7</li><li>Anclajes disponibles: 14</li></ul><p>Actualizado: 15:01</p>","http://www.zaragoza.es/contenidos/iconos/bizi/conbicis.png"
"http://www.zaragoza.es/api/recurso/urbanismo-infraestructuras/estacion-bicicleta9","http://www.zaragoza.es/ciudad/viapublica/movilidad/bici/detalle_Bizi?oid=9","Pº Echegaray y Caballero - Puente de Piedra","OPN","9","20","676982.2461119632 4613971.405242417",2016-10-23T15:01:00Z,"<ul><li>Estado: Operativa</li><li>Bicis disponibles: 9</li><li>Anclajes disponibles: 20</li></ul><p>Actualizado: 15:01</p>","http://www.zaragoza.es/contenidos/iconos/bizi/conbicis.png"
