CLASS,CLASS_CODE,COMM_CODE,NAME,SECTOR,SRG,COMM_STRUC,CNSS_YR,FOIP_IND,RES_CNT,DWELL_CNT,PRSCH_CHLD,ELECT_CNT,EMPLYD_CNT,OWNSHP_CNT,DOG_CNT,CAT_CNT,SING_FAMLY,DUPLEX,MULTI_PLEX,APARTMENT,TOWN_HOUSE,MANUF_HOME,CONV_STRUC,COMUNL_HSE,RES_COMM,OTHER_RES,NURSING_HM,OTHER_INST,HOTEL_CNT,OTHER_MISC,APT_NO_RES,APT_OCCPD,APT_OWNED,APT_PERSON,APT_VACANT,APT_UC,APT_NA,CNV_NO_RES,CNV_OCCPD,CNV_OWNED,CNV_PERSON,CNV_VACANT,CNV_UC,CNV_NA,DUP_NO_RES,DUP_OCCPD,DUP_OWNED,DUP_PERSON,DUP_VACANT,DUP_UC,DUP_NA,MFH_NO_RES,MFH_OCCPD,MFH_OWNED,MFH_PERSON,MFH_VACANT,MFH_UC,MFH_NA,MUL_NO_RES,MUL_OCCPD,MUL_OWNED,MUL_PERSON,MUL_VACANT,MUL_UC,MUL_NA,OTH_NO_RES,OTH_OCCPD,OTH_OWNED,OTH_PERSON,OTH_VACANT,OTH_UC,OTH_NA,TWN_NO_RES,TWN_OCCPD,TWN_OWNED,TWN_PERSON,TWN_VACANT,TWN_UC,TWN_NA,SF_NO_RES,SF_OCCPD,SF_OWNED,SF_PERSON,SF_VACANT,SF_UC,SF_NA,OTH_STRTY,DWELSZ_1,DWELSZ_2,DWELSZ_3,DWELSZ_4_5,DWELSZ_6,MALE_CNT,FEMALE_CNT,MALE_0_4,MALE_5_14,MALE_15_19,MALE_20_24,MALE_25_34,MALE_35_44,MALE_45_54,MALE_55_64,MALE_65_74,MALE_75,FEM_0_4,FEM_5_14,FEM_15_19,FEM_20_24,FEM_25_34,FEM_35_44,FEM_45_54,FEM_55_64,FEM_65_74,FEM_75,MF_0_4,MF_5_14,MF_15_19,MF_20_24,MF_25_34,MF_35_44,MF_45_54,MF_55_64,MF_65_74,MF_75,SHAPE_AREA,SHAPE_LEN
Residential,1,RIC,RICHMOND,CENTRE,BUILT-OUT,1950s,2012,,4229,2259,311,0,0,1193,0,0,1112,460,18,330,122,0,217,0,0,0,0,0,0,0,2,301,69,428,27,0,0,0,163,7,251,41,0,13,1,388,287,912,27,44,0,0,0,0,0,0,0,0,0,18,4,29,0,0,0,0,0,0,0,0,0,0,0,108,60,214,8,6,0,2,1044,766,2395,47,18,1,0,694,773,310,230,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1793961.89,6460.147677
Residential,1,GBK,GLENBROOK,WEST,BUILT-OUT,1950s,2012,,7056,3247,589,0,0,1596,0,0,918,679,2,721,704,0,223,0,0,0,0,0,0,0,2,700,203,1131,19,0,0,2,183,6,314,19,0,19,2,653,269,1659,12,8,4,0,0,0,0,0,0,0,0,2,0,4,0,0,0,0,0,0,0,0,0,0,2,684,406,1636,18,0,0,1,887,712,2312,26,1,3,0,1023,1074,462,481,69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1947131.204,5962.93982
Residential,1,RAM,RAMSAY,CENTRE,BUILT-OUT,INNER CITY,2012,,2110,1132,92,0,0,555,0,0,746,81,0,54,50,0,193,0,6,2,0,0,0,0,0,46,0,51,8,0,0,0,176,23,299,10,0,7,0,76,36,186,2,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,6,2,14,0,0,1,1,47,1,129,0,0,2,5,711,493,1431,15,5,10,8,384,457,128,82,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,984254.9631,4684.264602
Residential,1,QPK,QUEENS PARK VILLAGE,CENTRE,BUILT-OUT,1950s,2012,,415,188,40,0,0,0,0,0,0,0,0,0,188,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,178,0,415,9,0,0,0,0,0,0,0,0,0,0,37,80,35,24,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,621438.8254,3372.986897
Residential,1,SNA,SUNALTA,CENTRE,BUILT-OUT,INNER CITY,2012,,3314,2130,138,0,0,488,0,0,250,2,0,1646,70,0,149,2,6,5,0,0,0,0,2,1587,336,2436,48,1,8,0,134,7,216,11,0,4,0,2,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,7,0,57,0,0,4,0,65,35,123,5,0,0,3,232,110,479,10,2,3,13,1075,744,135,70,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,940817.8173,4680.771307
Residential,1,ALT,ALTADORE,CENTRE,BUILT-OUT,INNER CITY,2012,,9116,4486,805,0,0,2846,0,0,1827,657,19,1018,695,0,246,0,15,6,1,0,2,0,6,973,517,1330,38,0,1,0,196,11,295,42,1,7,0,572,429,1427,32,53,0,0,0,0,0,0,0,0,0,17,4,25,2,0,0,2,20,2,199,2,0,0,2,656,488,1322,30,7,0,2,1706,1395,4518,74,42,3,24,1465,1443,530,669,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2911819.906,7570.096252
Residual Sub Area,4,02K,02K,NORTH,N/A,UNDEVELOPED,2012,,35,8,0,0,0,4,0,0,7,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,13,0,0,0,0,0,0,0,0,0,0,0,7,4,22,0,0,0,1,0,3,1,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6806212.15,12955.18343
Residual Sub Area,4,09K,09K,EAST,N/A,UNDEVELOPED,2012,Y,0,4,0,0,0,0,0,0,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1925527.041,7665.249149
Industrial,2,EFI,EASTFIELD,EAST,N/A,EMPLOYMENT,2012,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1126948.719,4650.079379
Industrial,2,SKW,SKYLINE WEST,NORTH,N/A,EMPLOYMENT,2012,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,825984.7843,4686.714794
Residual Sub Area,4,03S,03S,NORTHEAST,N/A,UNDEVELOPED,2012,Y,0,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3966235.328,8142.8272
Residual Sub Area,4,01D,01D,WEST,N/A,UNDEVELOPED,2012,Y,0,2,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,457802.125,3925.840187
Residual Sub Area,4,01E,01E,WEST,N/A,UNDEVELOPED,2012,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,570293.7253,3422.126328
Industrial,2,ST3,STONEY 3,NORTHEAST,N/A,EMPLOYMENT,2012,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1316595.205,4863.642943
Residual Sub Area,4,14U,14U,SOUTH,N/A,OTHER,2012,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2865968.203,8939.483215
Residential,1,HAM,HAMPTONS,NORTHWEST,BUILT-OUT,2000s,2012,,7905,2471,271,0,0,2360,0,0,2096,160,0,0,215,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,158,155,302,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,214,179,431,1,0,0,0,2080,2026,7172,15,0,1,0,167,743,473,946,123,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3501740.504,8285.226749
Residential,1,CAM,CAMBRIAN HEIGHTS,CENTRE,BUILT-OUT,1950s,2012,,2059,930,136,0,0,543,0,0,607,137,36,16,56,0,77,0,0,1,0,0,0,0,0,16,2,19,0,0,0,0,66,2,100,6,0,5,0,122,38,271,11,2,2,0,0,0,0,0,0,0,0,35,0,46,1,0,0,0,0,0,0,0,0,1,0,55,1,145,1,0,0,0,584,500,1478,19,0,4,1,226,352,138,151,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,864001.1838,5162.65215
Residual Sub Area,4,09H,09H,EAST,N/A,OTHER,2012,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,569745.6464,3296.693836
Residual Sub Area,4,03I,03I,NORTHEAST,N/A,UNDEVELOPED,2012,Y,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7919191.811,11404.18867
Residual Sub Area,4,13C,13C,SOUTH,N/A,UNDEVELOPED,2012,Y,0,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2660840.689,6523.822578
Industrial,2,SRI,SADDLE RIDGE INDUSTRIAL,NORTHEAST,N/A,EMPLOYMENT,2012,,35,24,0,0,0,15,0,0,20,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,15,30,3,0,0,0,10,8,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2538498.671,7852.1154
Residential,1,SAD,SADDLE RIDGE,NORTHEAST,DEVELOPING,2000s,2012,,14372,3668,1913,0,0,2942,0,0,3159,99,0,63,179,0,168,0,0,0,0,0,0,0,0,58,18,144,5,0,0,0,144,11,392,6,2,16,0,99,72,319,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,170,95,431,9,0,0,8,3114,2746,13086,33,0,4,0,180,572,637,1566,630,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5525636.975,10066.14243
Residual Sub Area,4,03W,03W,NORTH,N/A,OTHER,2012,,52,26,4,0,0,10,0,0,25,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,20,10,51,3,1,0,0,7,7,3,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20085702.55,19296.22441
Residential,1,TAR,TARADALE,NORTHEAST,DEVELOPING,2000s,2012,,16841,4559,2362,0,0,3240,0,0,3247,212,0,273,381,0,446,0,0,0,0,0,0,0,0,258,97,748,15,0,0,0,393,20,1099,41,0,12,0,208,167,727,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,379,283,1125,2,0,0,2,3176,2673,13142,63,3,3,0,302,786,848,1832,646,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2915196.164,6896.746629
Residual Sub Area,4,05B,05B,NORTHEAST,N/A,OTHER,2012,Y,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,831493.6381,4330.143018
Industrial,2,STD,STARFIELD,EAST,N/A,EMPLOYMENT,2012,Y,0,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4348196.757,8621.750461
Residual Sub Area,4,06B,06B,WEST,N/A,UNDEVELOPED,2012,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,641213.6055,3232.130166
Residual Sub Area,4,02B,02B,NORTH,N/A,UNDEVELOPED,2012,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2664756.097,6529.646472
Residential,1,SAN,SANDSTONE VALLEY,NORTH,BUILT-OUT,1980s/1990s,2012,,6253,2120,326,0,0,1840,0,0,1680,44,0,0,385,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,1,23,1,0,0,0,42,24,127,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,378,320,791,7,0,0,0,1662,1495,5312,17,0,1,0,258,634,462,651,87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1800387.386,5467.204272
Residual Sub Area,4,01H,01H,WEST,N/A,UNDEVELOPED,2012,Y,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2900001.201,8445.276181
Residential,1,APP,APPLEWOOD PARK,EAST,BUILT-OUT,2000s,2012,,6502,2217,559,0,0,1376,0,0,1369,20,0,617,132,0,79,0,0,0,0,0,0,0,2,461,128,769,24,130,0,0,59,3,142,15,0,5,0,20,14,61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,130,53,455,2,0,0,1,1358,1178,5075,8,0,2,0,301,542,378,603,204,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1562996.924,5625.058703
Residual Sub Area,4,10A,10A,EAST,N/A,OTHER,2012,,665,320,27,0,0,288,0,0,16,0,0,0,0,304,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,297,276,611,6,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,12,54,0,0,0,0,93,143,44,29,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9946083.152,14251.67478
Residential,1,SSD,SUNNYSIDE,CENTRE,BUILT-OUT,INNER CITY,2012,,3704,2340,115,0,0,714,0,0,523,44,14,1460,193,0,101,0,3,0,0,0,2,0,5,1440,267,2046,15,0,0,1,79,4,101,14,0,7,0,37,20,91,3,4,0,0,0,0,0,0,0,0,0,9,3,15,1,4,4,0,4,0,10,1,0,0,0,183,128,380,2,8,0,6,498,292,1061,18,1,0,5,1173,824,161,85,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1022201.305,5850.786741
Residential,1,POI,POINT MCKAY,CENTRE,BUILT-OUT,1960s/1970s,2012,,1318,846,42,0,0,629,0,0,0,24,0,312,510,0,0,0,0,0,0,0,0,0,0,293,201,404,19,0,0,0,0,0,0,0,0,0,0,22,22,43,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,495,406,871,14,0,1,0,0,0,0,0,0,0,0,427,290,65,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,383870.2931,2503.663563
Residential,1,KCA,KINCORA,NORTH,DEVELOPING,2000s,2012,,4876,1548,726,0,0,1400,0,0,1421,42,0,0,84,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,2,38,37,66,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80,68,157,3,1,0,2,1389,1294,4652,17,13,0,0,110,432,330,545,91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2256227.259,6978.860729
Residential,1,CIT,CITADEL,NORTHWEST,BUILT-OUT,1980s/1990s,2012,,10197,3479,815,0,0,3030,0,0,2820,0,0,224,431,0,4,0,0,0,0,0,0,0,0,215,149,373,9,0,0,0,4,1,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,428,342,1011,3,0,0,1,2767,2538,8804,43,0,9,0,430,1004,733,1135,112,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2735627.517,7856.599528
Residential,1,CHW,CHARLESWOOD,NORTHWEST,BUILT-OUT,1950s,2012,,3421,1494,191,0,0,1130,0,0,1296,34,0,117,0,0,47,0,0,0,0,0,0,0,0,112,0,163,4,0,1,0,36,0,64,3,0,8,0,31,12,74,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1258,1118,3120,33,5,0,0,335,589,243,252,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1830352.958,8414.506254
Residential,1,COA,COACH HILL,WEST,BUILT-OUT,1980s/1990s,2012,,3279,1480,193,0,0,1220,0,0,633,104,0,237,506,0,0,0,0,0,0,0,0,0,1,211,164,332,24,0,1,0,0,0,0,0,0,0,0,102,91,226,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,487,368,1000,19,0,0,0,622,597,1721,10,0,1,0,395,561,217,225,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1076091.992,4831.209818
Industrial,2,ABP,AURORA BUSINESS PARK,NORTH,N/A,EMPLOYMENT,2012,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2436001.439,7541.140213
Industrial,2,VAF,VALLEYFIELD,EAST,N/A,EMPLOYMENT,2012,Y,0,6,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1200377.911,5091.862622
Residential,1,GRV,GREENVIEW,NORTH,BUILT-OUT,1960s/1970s,2012,,1975,1120,134,0,0,417,0,0,206,30,0,511,309,0,64,0,0,0,0,0,0,0,3,482,116,735,25,1,0,0,47,0,68,15,0,2,0,27,8,68,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,297,146,655,12,0,0,0,201,147,449,5,0,0,0,473,375,112,86,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,453727.2849,3866.517015
Residential,1,MEA,MEADOWLARK PARK,CENTRE,BUILT-OUT,1950s,2012,,623,277,46,0,0,222,0,0,275,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,261,222,623,13,0,0,0,60,106,49,42,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,644955.8925,3167.799293
Residential,1,HOU,HOUNSFIELD HEIGHTS/BRIAR HILL,CENTRE,BUILT-OUT,1950s,2012,,2954,1109,107,0,0,776,0,0,675,0,0,369,33,0,29,0,0,0,2,0,1,0,0,349,220,546,20,0,0,0,23,1,32,1,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,563,1,0,0,0,33,31,56,0,0,0,1,625,524,1757,44,5,0,3,323,345,147,204,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1178022.003,4704.712611
Industrial,2,GTI,GOLDEN TRIANGLE,EAST,N/A,EMPLOYMENT,2012,Y,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,510543.8705,3196.114738
