CLASS,CLASS_CODE,COMM_CODE,NAME,SECTOR,SRG,COMM_STRUC,CNSS_YR,FOIP_IND,RES_CNT,DWELL_CNT,PRSCH_CHLD,EMPLYD_CNT,OWNSHP_CNT,SING_FAMLY,DUPLEX,MULTI_PLEX,APARTMENT,TOWN_HOUSE,MANUF_HOME,CONV_STRUC,COMUNL_HSE,RES_COMM,OTHER_RES,NURSING_HM,OTHER_INST,HOTEL_CNT,OTHER_MISC,APT_NO_RES,APT_OCCPD,APT_OWNED,APT_PERSON,APT_VACANT,APT_UC,APT_NA,CNV_NO_RES,CNV_OCCPD,CNV_OWNED,CNV_PERSON,CNV_VACANT,CNV_UC,CNV_NA,DUP_NO_RES,DUP_OCCPD,DUP_OWNED,DUP_PERSON,DUP_VACANT,DUP_UC,DUP_NA,MFH_NO_RES,MFH_OCCPD,MFH_OWNED,MFH_PERSON,MFH_VACANT,MFH_UC,MFH_NA,MUL_NO_RES,MUL_OCCPD,MUL_OWNED,MUL_PERSON,MUL_VACANT,MUL_UC,MUL_NA,OTH_NO_RES,OTH_OCCPD,OTH_OWNED,OTH_PERSON,OTH_VACANT,OTH_UC,OTH_NA,TWN_NO_RES,TWN_OCCPD,TWN_OWNED,TWN_PERSON,TWN_VACANT,TWN_UC,TWN_NA,SF_NO_RES,SF_OCCPD,SF_OWNED,SF_PERSON,SF_VACANT,SF_UC,SF_NA,OTH_STRTY,DWELSZ_1,DWELSZ_2,DWELSZ_3,DWELSZ_4_5,DWELSZ_6,MALE_CNT,FEMALE_CNT,MALE_0_4,MALE_5_14,MALE_15_19,MALE_20_24,MALE_25_34,MALE_35_44,MALE_45_54,MALE_55_64,MALE_65_74,MALE_75,FEM_0_4,FEM_5_14,FEM_15_19,FEM_20_24,FEM_25_34,FEM_35_44,FEM_45_54,FEM_55_64,FEM_65_74,FEM_75,MF_0_4,MF_5_14,MF_15_19,MF_20_24,MF_25_34,MF_35_44,MF_45_54,MF_55_64,MF_65_74,MF_75,SHAPE_AREA,SHAPE_LEN
Industrial,2,SRI,SADDLE RIDGE INDUSTRIAL,NORTHEAST,N/A,EMPLOYMENT,2009,,53,31,1,0,13,25,0,0,0,0,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,22,13,46,1,0,0,0,7,13,4,2,0,30,23,0,0,1,0,6,5,9,7,1,1,1,1,0,0,2,5,8,5,0,1,1,1,1,0,8,10,17,12,1,2,2538498.97357000000,7852.11558967000
Industrial,2,SKW,SKYLINE WEST,NORTH,N/A,EMPLOYMENT,2009,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,825985.01836500000,4686.71560017000
Industrial,2,SKE,SKYLINE EAST,NORTHEAST,N/A,EMPLOYMENT,2009,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,554908.52741600000,3438.30349089000
Industrial,2,HOR,HORIZON,NORTHEAST,N/A,EMPLOYMENT,2009,,75,6,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,75,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,1,45,30,6,4,0,5,9,16,5,0,0,0,4,4,1,4,10,7,0,0,0,0,10,8,1,9,19,23,5,0,0,0,2314774.20854000000,6538.68062804000
Industrial,2,MCI,McCALL,NORTHEAST,N/A,EMPLOYMENT,2009,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2389001.39111000000,6756.47453086000
Industrial,2,PEG,PEGASUS,NORTHEAST,N/A,EMPLOYMENT,2009,Y,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,255287.43252100000,2294.82477810000
Industrial,2,GRI,GREENVIEW INDUSTRIAL PARK,NORTH,N/A,EMPLOYMENT,2009,Y,0,6,0,0,0,4,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,3,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2138741.49287000000,7681.92662253000
Industrial,2,NAW,NORTH AIRWAYS,NORTHEAST,N/A,EMPLOYMENT,2009,,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1209898.41014000000,5098.83774479000
Industrial,2,SUN,SUNRIDGE,NORTHEAST,N/A,EMPLOYMENT,2009,,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2261630.79940000000,6030.65816066000
Major Park,3,GPK,GLENMORE PARK,WEST,N/A,PARKS,2009,Y,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10160143.53310000000,21846.79738060000
Major Park,3,COP,CANADA OLYMPIC PARK,WEST,N/A,OTHER,2009,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,881361.03605900000,4107.58252307000
Residual Sub Area,4,02E,02E,NORTHWEST,N/A,OTHER,2009,,1118,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,1118,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,1046,72,0,12,87,152,322,225,149,99,0,0,0,2,11,2,15,20,20,2,0,0,0,14,98,154,337,245,169,101,0,0,2635301.31701000000,6540.61849247000
Residual Sub Area,4,02C,02C,NORTH,N/A,UNDEVELOPED,2009,Y,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1505413.14707000000,6034.30350212000
Residual Sub Area,4,03I,03I,NORTHEAST,N/A,UNDEVELOPED,2009,Y,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7967098.61161000000,11400.67917750000
Industrial,2,ST2,STONEY 2,NORTHEAST,N/A,EMPLOYMENT,2009,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3914300.88084000000,10674.57243090000
Industrial,2,AYB,ALYTH/BONNYBROOK,CENTRE,N/A,EMPLOYMENT,2009,,14,14,0,0,2,11,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,6,0,0,0,0,0,0,0,0,0,0,3,5,2,8,1,0,2,3,4,1,1,1,0,12,2,0,0,0,0,1,3,2,5,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,3,3,6,1,0,3814053.68238000000,11383.36572200000
Industrial,2,SGL,STONEGATE LANDING,NORTHEAST,N/A,EMPLOYMENT,2009,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5420927.77788000000,10052.69470850000
Residential,1,CHR,CHRISTIE PARK,WEST,BUILT-OUT,1980s/1990s,2009,,2187,728,87,0,671,476,94,0,0,156,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,92,90,167,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,207,0,0,0,0,148,131,264,8,0,0,0,463,450,1549,13,0,0,2,106,253,112,206,28,1026,1161,37,137,89,62,63,106,200,162,69,101,27,139,94,57,63,138,228,134,77,204,64,276,183,119,126,244,428,296,146,305,813862.00840800000,4741.08520809000
Residential,1,WSP,WEST SPRINGS,WEST,DEVELOPING,BUILDING OUT,2009,,6654,2373,1047,0,2048,1833,159,1,0,378,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,2,148,138,296,2,7,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,314,267,657,12,51,0,10,1723,1642,5698,34,62,4,0,258,615,459,789,67,3301,3353,420,570,159,139,450,806,462,199,68,28,410,525,175,122,567,815,424,211,73,31,830,1095,334,261,1017,1621,886,410,141,59,4071172.96438000000,8272.16154047000
Residential,1,COA,COACH HILL,WEST,BUILT-OUT,1980s/1990s,2009,,3226,1480,177,0,1232,633,104,0,237,506,0,0,0,0,0,0,0,0,0,0,195,157,298,41,0,1,0,0,0,0,0,0,0,0,100,89,200,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,491,380,967,15,0,0,0,623,606,1761,9,0,1,0,417,528,206,237,21,1540,1686,68,161,112,126,196,220,262,229,87,79,69,142,98,127,243,249,316,217,128,97,137,303,210,253,439,469,578,446,215,176,1076091.89645000000,4831.20942539000
Residential,1,ING,INGLEWOOD,CENTRE,BUILT-OUT,INNER CITY,2009,,3263,2014,185,0,1073,848,112,4,504,342,0,169,1,27,4,0,1,2,0,9,370,152,471,16,109,0,1,130,12,180,27,0,11,0,102,51,223,7,3,0,0,0,0,0,0,0,0,0,4,0,12,0,0,0,8,24,10,109,3,0,0,2,329,246,638,11,0,0,6,794,602,1630,41,6,1,35,794,655,169,122,13,1651,1612,83,95,45,63,391,366,316,183,71,38,80,101,56,96,427,300,284,143,63,62,163,196,101,159,818,666,600,326,134,100,2497500.19485000000,9649.76009944000
Residential,1,STR,STRATHCONA PARK,WEST,BUILT-OUT,2000s,2009,,7213,2430,569,0,2200,1935,224,0,0,269,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,219,194,490,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,247,169,552,9,13,0,0,1918,1837,6169,17,0,0,0,253,757,481,814,81,3550,3663,208,575,344,255,228,502,702,438,194,104,233,569,291,215,287,579,784,423,163,119,441,1144,635,470,515,1081,1486,861,357,223,2709041.81727000000,9251.31736196000
Residential,1,WLD,WILDWOOD,WEST,BUILT-OUT,1950s,2009,,2605,1059,206,0,911,1027,16,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,1,24,0,0,0,0,16,6,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,998,904,2550,23,4,1,0,230,370,172,242,16,1292,1313,96,157,94,75,125,186,254,132,73,100,63,139,82,67,126,211,261,131,98,135,159,296,176,142,251,397,515,263,171,235,2566063.42943000000,8641.18913728000
Residential,1,MIS,MISSION,CENTRE,BUILT-OUT,INNER CITY,2009,,4272,3238,47,0,1069,89,2,0,3025,34,0,73,0,8,3,4,0,0,0,5,2805,1013,3863,182,29,4,0,64,3,92,2,0,7,0,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,144,0,0,2,0,26,22,51,7,1,0,3,72,29,120,10,0,4,15,1948,919,90,22,3,2217,2055,22,20,11,127,763,517,302,185,133,137,23,18,26,146,737,337,190,162,148,268,45,38,37,273,1500,854,492,347,281,405,534971.30257900000,3828.26711386000
Residential,1,BED,BEDDINGTON HEIGHTS,NORTH,BUILT-OUT,1960s/1970s,2009,,11951,4320,786,0,3159,2601,923,7,37,639,0,113,0,0,0,0,0,0,0,0,31,5,54,6,0,0,0,96,10,177,5,0,12,2,900,598,2412,21,0,0,0,0,0,0,0,0,0,0,7,4,14,0,0,0,0,0,0,0,0,0,0,0,625,344,1567,14,0,0,0,2562,2198,7727,38,0,1,0,644,1375,951,1091,160,5954,5997,318,734,486,473,934,958,1023,628,272,128,316,704,460,461,926,957,1111,626,286,150,634,1438,946,934,1860,1915,2134,1254,558,278,3203986.73807000000,9407.09736726000
Residential,1,TUX,TUXEDO PARK,CENTRE,BUILT-OUT,INNER CITY,2009,,4594,2619,241,0,995,1126,347,22,558,227,0,333,2,1,2,0,0,1,0,7,500,74,697,20,26,5,3,261,5,428,22,1,46,2,306,158,732,26,13,0,0,0,0,0,0,0,0,0,21,3,35,1,0,0,0,5,0,34,1,0,0,1,209,75,414,12,5,0,14,1026,680,2254,73,9,4,6,912,905,275,215,21,2360,2234,93,151,69,160,620,460,415,219,97,76,110,124,62,192,574,357,362,165,111,177,203,275,131,352,1194,817,777,384,208,253,1322796.40498000000,4935.19225407000
Industrial,2,RYV,ROYAL VISTA,NORTHWEST,N/A,EMPLOYMENT,2009,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1324901.16183000000,5890.86929514000
Residential,1,ASP,ASPEN WOODS,WEST,DEVELOPING,2000s,2009,,2824,1201,347,0,789,916,0,1,151,130,0,3,0,0,0,0,0,0,0,1,71,34,118,8,71,0,0,3,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,0,0,0,0,0,0,0,0,0,0,4,79,69,164,3,44,0,18,744,685,2535,28,123,3,0,97,236,195,329,41,1359,1465,131,237,92,65,217,288,228,62,27,12,150,240,106,95,253,333,191,58,28,11,281,477,198,160,470,621,419,120,55,23,3792571.35788000000,9054.54075851000
Industrial,2,MNI,MANCHESTER INDUSTRIAL,CENTRE,N/A,EMPLOYMENT,2009,,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4575022.02097000000,11955.76691550000
Residual Sub Area,4,09N,09N,SOUTHEAST,N/A,UNDEVELOPED,2009,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,479161.41752800000,2792.77355216000
Residential,1,DIA,DIAMOND COVE,SOUTH,BUILT-OUT,1980s/1990s,2009,,766,271,34,0,265,271,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,270,265,766,1,0,0,0,20,123,49,70,8,375,391,15,37,24,27,23,28,91,89,32,9,8,43,34,32,23,36,104,76,28,7,23,80,58,59,46,64,195,165,60,16,488866.28280500000,5267.26765669000
Residual Sub Area,4,03W,03W,NORTH,N/A,UNDEVELOPED,2009,,68,34,5,0,15,31,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,13,61,2,0,3,0,5,14,4,4,1,36,32,2,1,4,5,4,2,6,8,3,1,1,3,0,3,3,4,8,6,0,4,3,4,4,8,7,6,14,14,3,5,30171630.68330000000,28395.35008840000
Residual Sub Area,4,12J,12J,SOUTHEAST,N/A,UNDEVELOPED,2009,,59,22,7,0,11,21,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,11,58,2,1,0,0,4,8,1,4,2,33,26,3,5,1,2,1,6,10,1,2,2,3,3,3,1,1,4,7,2,0,2,6,8,4,3,2,10,17,3,2,4,17257557.41190000000,18102.28996580000
Residual Sub Area,4,13G,13G,SOUTH,N/A,UNDEVELOPED,2009,,24,9,4,0,2,8,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,2,20,2,0,0,0,2,2,0,2,1,12,12,1,3,1,0,0,4,1,1,1,0,1,3,1,0,0,3,1,1,2,0,2,6,2,0,0,7,2,2,3,0,5310757.85155000000,11013.01349670000
Residential,1,GLA,GLAMORGAN,WEST,BUILT-OUT,1950s,2009,,6422,2987,420,0,1824,1139,74,44,837,866,0,24,0,0,1,2,0,0,0,1,798,221,1327,36,0,2,0,17,1,30,0,0,7,0,71,47,183,3,0,0,0,0,0,0,0,0,0,0,43,0,112,1,0,0,0,3,0,179,0,0,0,1,815,525,1655,38,0,12,1,1119,1030,2936,19,0,0,3,977,1001,434,424,30,3078,3344,194,277,186,238,541,456,494,281,194,217,159,255,181,259,575,471,555,301,247,341,353,532,367,497,1116,927,1049,582,441,558,1955756.39474000000,6069.12767742000
Residential,1,CRE,CRESCENT HEIGHTS,CENTRE,BUILT-OUT,INNER CITY,2009,,6113,3619,255,0,1420,1148,60,11,1985,227,0,179,0,6,2,1,0,0,0,2,1810,490,2731,113,35,25,0,146,15,232,16,6,11,0,58,26,117,1,1,0,0,0,0,0,0,0,0,0,9,0,18,1,1,1,0,7,0,142,2,0,0,0,218,114,397,9,0,0,6,1086,775,2476,46,5,5,9,1511,1291,313,202,17,3148,2965,104,135,82,193,820,704,565,283,162,100,93,149,62,275,802,549,430,261,163,181,197,284,144,468,1622,1253,995,544,325,281,1625199.94301000000,5793.77140444000
Residential,1,FHT,FOREST HEIGHTS,EAST,BUILT-OUT,1960s/1970s,2009,,6168,2211,504,0,1362,943,468,0,31,572,0,196,0,0,0,1,0,0,0,0,21,0,35,10,0,0,0,161,5,289,7,0,28,0,448,256,1411,17,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,250,0,0,0,1,538,339,1485,32,0,1,1,926,762,2698,14,0,2,1,352,714,436,475,118,3170,2998,205,359,207,204,507,549,530,271,190,148,184,343,179,193,450,486,454,259,213,237,389,702,386,397,957,1035,984,530,403,385,1502426.67829000000,5192.34304754000
Residential,1,PAT,PATTERSON,WEST,BUILT-OUT,1980s/1990s,2009,,4094,2009,215,0,1496,546,169,0,669,625,0,0,0,0,0,0,0,0,0,3,561,310,958,105,0,0,0,0,0,0,0,0,0,0,156,139,321,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,606,541,1090,19,0,0,0,532,506,1725,14,0,0,0,593,729,231,279,23,1975,2119,85,178,110,130,308,277,394,296,122,75,82,197,110,144,296,340,386,298,154,112,167,375,220,274,604,617,780,594,276,187,1802020.80902000000,6613.11824625000
Residential,1,DNE,DOWNTOWN EAST VILLAGE,CENTRE,BUILT-OUT,CENTRE CITY,2009,,2448,1230,12,0,141,0,0,0,1221,0,0,0,3,0,0,0,0,6,0,13,899,141,1131,51,244,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,1317,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,694,184,15,6,5,1849,599,6,5,23,130,344,445,252,266,222,156,5,1,0,59,123,56,50,90,132,83,11,6,23,189,467,501,302,356,354,239,521309.10845800000,3518.12479766000
Industrial,2,ST1,STONEY 1,NORTH,N/A,EMPLOYMENT,2009,Y,0,4,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6132274.17628000000,14266.67314630000
Industrial,2,ST4,STONEY 4,NORTHEAST,N/A,EMPLOYMENT,2009,Y,0,4,0,0,0,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5559452.22944000000,16495.90120900000
Residential,1,SHN,SHAWNESSY,SOUTH,BUILT-OUT,1980s/1990s,2009,,9446,3297,614,0,2839,2682,66,0,257,254,0,36,0,0,0,1,0,1,0,0,247,173,429,10,0,0,0,35,5,54,0,0,1,0,66,66,115,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,67,0,0,0,0,252,189,544,2,0,0,0,2649,2406,8237,32,1,0,2,508,1016,639,954,134,4798,4648,271,650,416,385,594,808,914,433,203,124,228,581,365,335,574,800,894,442,240,189,499,1231,781,720,1168,1608,1808,875,443,313,3657528.59888000000,9865.91584889000
Residential,1,HID,HIDDEN VALLEY,NORTH,BUILT-OUT,1980s/1990s,2009,,11772,3860,1082,0,3502,3441,132,0,0,274,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,1,18,1,0,1,0,126,110,255,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,266,229,542,8,0,0,1,3398,3162,10957,40,1,1,0,442,1027,787,1397,148,5917,5855,429,1141,396,302,758,1253,978,425,167,68,385,1063,386,304,807,1318,948,413,143,88,814,2204,782,606,1565,2571,1926,838,310,156,4081479.95125000000,10103.00500170000
Residential,1,PKL,PARKLAND,SOUTH,BUILT-OUT,1960s/1970s,2009,,3847,1448,198,0,1374,1354,10,0,70,14,0,0,0,0,0,0,0,0,0,0,70,63,100,0,0,0,0,0,0,0,0,0,0,0,9,9,18,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,11,18,1,0,0,0,1334,1291,3711,19,0,1,0,157,653,227,366,23,1946,1901,89,226,163,103,118,228,363,376,195,85,67,228,118,90,112,271,390,375,165,85,156,454,281,193,230,499,753,751,360,170,1800348.30346000000,6892.01149440000
