Date,APPLICATION,OFFERED,ANSWERED,AVG ANS DELAY,MAX ANS DELAY,ABANDONED
26/01/2016,ccc_bylaw_script,0,0,0:00:00,0:00:00,0
26/01/2016,ccc_cty_online_script,0,0,0:00:00,0:00:00,0
26/01/2016,ccc_fpb_script,0,0,0:00:00,0:00:00,0
26/01/2016,ccc_311_calgary_script,3021,2799,0:01:01,0:08:01,222
26/01/2016,ccc_311_lobby_ph_script,2,2,0:00:05,0:00:05,0
26/01/2016,ccc_media_line_script,1,1,0:00:07,0:00:07,0
26/01/2016,ccc_waste_recycling_script,0,0,0:00:00,0:00:00,0
27/01/2016,ccc_tax_script,17,17,0:00:09,0:01:05,0
27/01/2016,ccc_priority_script,31,30,0:00:16,0:01:48,1
27/01/2016,ccc_aserv_info_script,0,0,0:00:00,0:00:00,0
27/01/2016,ccc_city_script,15,15,0:00:04,0:00:11,0
27/01/2016,ccc_feedback_script,0,0,0:00:00,0:00:00,0
27/01/2016,ccc_help_script,11,11,0:00:17,0:00:50,0
27/01/2016,ccc_link_script,0,0,0:00:00,0:00:00,0
27/01/2016,ccc_bylaw_script,0,0,0:00:00,0:00:00,0
27/01/2016,ccc_cty_online_script,0,0,0:00:00,0:00:00,0
27/01/2016,ccc_fpb_script,1,1,0:00:05,0:00:05,0
27/01/2016,ccc_311_calgary_script,3046,2923,0:00:26,0:05:52,123
27/01/2016,ccc_311_lobby_ph_script,1,1,0:00:04,0:00:04,0
27/01/2016,ccc_media_line_script,1,1,0:00:08,0:00:08,0
27/01/2016,ccc_waste_recycling_script,0,0,0:00:00,0:00:00,0
28/01/2016,ccc_tax_script,23,21,0:00:36,0:02:10,2
28/01/2016,ccc_priority_script,34,34,0:00:23,0:03:18,0
28/01/2016,ccc_aserv_info_script,0,0,0:00:00,0:00:00,0
28/01/2016,ccc_city_script,14,14,0:00:26,0:03:58,0
28/01/2016,ccc_feedback_script,0,0,0:00:00,0:00:00,0
28/01/2016,ccc_help_script,10,10,0:00:14,0:01:15,0
28/01/2016,ccc_link_script,0,0,0:00:00,0:00:00,0
28/01/2016,ccc_bylaw_script,0,0,0:00:00,0:00:00,0
28/01/2016,ccc_cty_online_script,0,0,0:00:00,0:00:00,0
28/01/2016,ccc_fpb_script,0,0,0:00:00,0:00:00,0
28/01/2016,ccc_311_calgary_script,2969,2811,0:00:41,0:09:18,158
28/01/2016,ccc_311_lobby_ph_script,5,4,0:00:06,0:00:13,1
28/01/2016,ccc_media_line_script,0,0,0:00:00,0:00:00,0
28/01/2016,ccc_waste_recycling_script,0,0,0:00:00,0:00:00,0
29/01/2016,ccc_tax_script,20,19,0:00:23,0:02:24,1
29/01/2016,ccc_priority_script,19,19,0:00:19,0:02:28,0
29/01/2016,ccc_aserv_info_script,0,0,0:00:00,0:00:00,0
29/01/2016,ccc_city_script,20,20,0:00:08,0:00:25,0
29/01/2016,ccc_feedback_script,0,0,0:00:00,0:00:00,0
29/01/2016,ccc_help_script,6,6,0:00:08,0:00:15,0
29/01/2016,ccc_link_script,0,0,0:00:00,0:00:00,0
29/01/2016,ccc_bylaw_script,0,0,0:00:00,0:00:00,0
29/01/2016,ccc_cty_online_script,0,0,0:00:00,0:00:00,0
29/01/2016,ccc_fpb_script,0,0,0:00:00,0:00:00,0
29/01/2016,ccc_311_calgary_script,2714,2584,0:00:35,0:09:17,130
29/01/2016,ccc_311_lobby_ph_script,4,4,0:00:10,0:00:18,0
29/01/2016,ccc_media_line_script,0,0,0:00:00,0:00:00,0
29/01/2016,ccc_waste_recycling_script,0,0,0:00:00,0:00:00,0
30/01/2016,ccc_tax_script,2,2,0:00:07,0:00:11,0
30/01/2016,ccc_priority_script,17,17,0:00:11,0:01:42,0
30/01/2016,ccc_aserv_info_script,0,0,0:00:00,0:00:00,0
30/01/2016,ccc_city_script,0,0,0:00:00,0:00:00,0
30/01/2016,ccc_feedback_script,0,0,0:00:00,0:00:00,0
30/01/2016,ccc_help_script,7,7,0:00:08,0:00:17,0
30/01/2016,ccc_link_script,0,0,0:00:00,0:00:00,0
30/01/2016,ccc_bylaw_script,0,0,0:00:00,0:00:00,0
30/01/2016,ccc_cty_online_script,0,0,0:00:00,0:00:00,0
30/01/2016,ccc_fpb_script,0,0,0:00:00,0:00:00,0
30/01/2016,ccc_311_calgary_script,1124,1113,0:00:10,0:04:10,11
30/01/2016,ccc_311_lobby_ph_script,0,0,0:00:00,0:00:00,0
30/01/2016,ccc_media_line_script,0,0,0:00:00,0:00:00,0
30/01/2016,ccc_waste_recycling_script,0,0,0:00:00,0:00:00,0
31/01/2016,ccc_tax_script,0,0,0:00:00,0:00:00,0
31/01/2016,ccc_priority_script,21,20,0:00:06,0:00:14,1
31/01/2016,ccc_aserv_info_script,0,0,0:00:00,0:00:00,0
31/01/2016,ccc_city_script,0,0,0:00:00,0:00:00,0
31/01/2016,ccc_feedback_script,0,0,0:00:00,0:00:00,0
31/01/2016,ccc_help_script,4,4,0:00:14,0:00:28,0
31/01/2016,ccc_link_script,0,0,0:00:00,0:00:00,0
31/01/2016,ccc_bylaw_script,0,0,0:00:00,0:00:00,0
31/01/2016,ccc_cty_online_script,0,0,0:00:00,0:00:00,0
31/01/2016,ccc_fpb_script,0,0,0:00:00,0:00:00,0
31/01/2016,ccc_311_calgary_script,892,869,0:00:16,0:05:13,23
31/01/2016,ccc_311_lobby_ph_script,1,1,0:00:05,0:00:05,0
31/01/2016,ccc_media_line_script,1,1,0:00:02,0:00:02,0
31/01/2016,ccc_waste_recycling_script,0,0,0:00:00,0:00:00,0
1/2/2016,ccc_tax_script,23,23,0:00:19,0:03:07,0
1/2/2016,ccc_priority_script,22,20,0:00:08,0:00:18,2
1/2/2016,ccc_aserv_info_script,0,0,0:00:00,0:00:00,0
1/2/2016,ccc_city_script,20,20,0:00:11,0:01:41,0
1/2/2016,ccc_feedback_script,0,0,0:00:00,0:00:00,0
1/2/2016,ccc_help_script,20,19,0:00:11,0:00:49,1
1/2/2016,ccc_link_script,0,0,0:00:00,0:00:00,0
1/2/2016,ccc_bylaw_script,0,0,0:00:00,0:00:00,0
1/2/2016,ccc_cty_online_script,0,0,0:00:00,0:00:00,0
1/2/2016,ccc_fpb_script,0,0,0:00:00,0:00:00,0
1/2/2016,ccc_311_calgary_script,3046,2965,0:00:19,0:03:12,81
1/2/2016,ccc_311_lobby_ph_script,7,7,0:00:11,0:00:26,0
1/2/2016,ccc_media_line_script,1,1,0:00:02,0:00:02,0
1/2/2016,ccc_waste_recycling_script,0,0,0:00:00,0:00:00,0
2/2/2016,ccc_tax_script,9,9,0:00:25,0:01:04,0
2/2/2016,ccc_priority_script,27,26,0:00:08,0:00:27,1
2/2/2016,ccc_aserv_info_script,0,0,0:00:00,0:00:00,0
2/2/2016,ccc_city_script,14,14,0:00:29,0:05:02,0
2/2/2016,ccc_feedback_script,0,0,0:00:00,0:00:00,0
2/2/2016,ccc_help_script,9,9,0:00:20,0:01:00,0
2/2/2016,ccc_link_script,0,0,0:00:00,0:00:00,0
2/2/2016,ccc_bylaw_script,0,0,0:00:00,0:00:00,0
2/2/2016,ccc_cty_online_script,0,0,0:00:00,0:00:00,0
2/2/2016,ccc_fpb_script,1,1,0:00:07,0:00:07,0
2/2/2016,ccc_311_calgary_script,3062,2892,0:00:37,0:06:43,170
2/2/2016,ccc_311_lobby_ph_script,3,2,0:00:08,0:00:08,1
2/2/2016,ccc_media_line_script,0,0,0:00:00,0:00:00,0
2/2/2016,ccc_waste_recycling_script,0,0,0:00:00,0:00:00,0
3/2/2016,ccc_tax_script,19,18,0:00:06,0:00:21,1
3/2/2016,ccc_priority_script,25,25,0:00:12,0:00:47,0
3/2/2016,ccc_aserv_info_script,0,0,0:00:00,0:00:00,0
3/2/2016,ccc_city_script,14,14,0:00:12,0:01:27,0
3/2/2016,ccc_feedback_script,0,0,0:00:00,0:00:00,0
3/2/2016,ccc_help_script,12,12,0:00:12,0:00:39,0
3/2/2016,ccc_link_script,0,0,0:00:00,0:00:00,0
3/2/2016,ccc_bylaw_script,0,0,0:00:00,0:00:00,0
3/2/2016,ccc_cty_online_script,0,0,0:00:00,0:00:00,0
3/2/2016,ccc_fpb_script,0,0,0:00:00,0:00:00,0
3/2/2016,ccc_311_calgary_script,2780,2700,0:00:17,0:06:36,80
3/2/2016,ccc_311_lobby_ph_script,4,4,0:00:04,0:00:06,0
3/2/2016,ccc_media_line_script,1,1,0:00:06,0:00:06,0
3/2/2016,ccc_waste_recycling_script,0,0,0:00:00,0:00:00,0
4/2/2016,ccc_tax_script,23,23,0:00:16,0:01:50,0
4/2/2016,ccc_priority_script,31,28,0:00:08,0:00:24,3
4/2/2016,ccc_aserv_info_script,0,0,0:00:00,0:00:00,0
4/2/2016,ccc_city_script,12,12,0:00:09,0:00:28,0
4/2/2016,ccc_feedback_script,0,0,0:00:00,0:00:00,0
4/2/2016,ccc_help_script,18,17,0:00:06,0:00:10,1
4/2/2016,ccc_link_script,0,0,0:00:00,0:00:00,0
4/2/2016,ccc_bylaw_script,0,0,0:00:00,0:00:00,0
4/2/2016,ccc_cty_online_script,0,0,0:00:00,0:00:00,0
4/2/2016,ccc_fpb_script,0,0,0:00:00,0:00:00,0
4/2/2016,ccc_311_calgary_script,2701,2670,0:00:15,0:03:39,31
4/2/2016,ccc_311_lobby_ph_script,2,1,0:00:02,0:00:02,1
4/2/2016,ccc_media_line_script,0,0,0:00:00,0:00:00,0
4/2/2016,ccc_waste_recycling_script,0,0,0:00:00,0:00:00,0
5/2/2016,ccc_tax_script,19,18,0:01:09,0:05:25,1
5/2/2016,ccc_priority_script,19,19,0:00:09,0:00:31,0
5/2/2016,ccc_aserv_info_script,0,0,0:00:00,0:00:00,0
5/2/2016,ccc_city_script,6,6,0:00:06,0:00:09,0
5/2/2016,ccc_feedback_script,0,0,0:00:00,0:00:00,0
5/2/2016,ccc_help_script,5,5,0:00:22,0:01:05,0
5/2/2016,ccc_link_script,1,0,0:00:00,0:00:00,0
5/2/2016,ccc_bylaw_script,0,0,0:00:00,0:00:00,0
5/2/2016,ccc_cty_online_script,0,0,0:00:00,0:00:00,0
5/2/2016,ccc_fpb_script,0,0,0:00:00,0:00:00,0
5/2/2016,ccc_311_calgary_script,2523,2457,0:00:28,0:06:20,66
5/2/2016,ccc_311_lobby_ph_script,5,5,0:00:10,0:00:23,0
5/2/2016,ccc_media_line_script,0,0,0:00:00,0:00:00,0
5/2/2016,ccc_waste_recycling_script,0,0,0:00:00,0:00:00,0
6/2/2016,ccc_tax_script,3,2,0:00:04,0:00:04,1
6/2/2016,ccc_priority_script,24,24,0:00:12,0:02:19,0
6/2/2016,ccc_aserv_info_script,0,0,0:00:00,0:00:00,0
6/2/2016,ccc_city_script,0,0,0:00:00,0:00:00,0
6/2/2016,ccc_feedback_script,0,0,0:00:00,0:00:00,0
6/2/2016,ccc_help_script,2,2,0:00:09,0:00:09,0
6/2/2016,ccc_link_script,0,0,0:00:00,0:00:00,0
6/2/2016,ccc_bylaw_script,0,0,0:00:00,0:00:00,0
6/2/2016,ccc_cty_online_script,0,0,0:00:00,0:00:00,0
6/2/2016,ccc_fpb_script,0,0,0:00:00,0:00:00,0
6/2/2016,ccc_311_calgary_script,1052,1036,0:00:07,0:03:41,16
6/2/2016,ccc_311_lobby_ph_script,0,0,0:00:00,0:00:00,0
6/2/2016,ccc_media_line_script,3,3,0:00:06,0:00:08,0
6/2/2016,ccc_waste_recycling_script,0,0,0:00:00,0:00:00,0
7/2/2016,ccc_tax_script,0,0,0:00:00,0:00:00,0
7/2/2016,ccc_priority_script,17,17,0:00:05,0:00:11,0
7/2/2016,ccc_aserv_info_script,0,0,0:00:00,0:00:00,0
7/2/2016,ccc_city_script,0,0,0:00:00,0:00:00,0
7/2/2016,ccc_feedback_script,0,0,0:00:00,0:00:00,0
7/2/2016,ccc_help_script,2,2,0:00:24,0:00:24,0
7/2/2016,ccc_link_script,0,0,0:00:00,0:00:00,0
7/2/2016,ccc_bylaw_script,0,0,0:00:00,0:00:00,0
7/2/2016,ccc_cty_online_script,0,0,0:00:00,0:00:00,0
7/2/2016,ccc_fpb_script,0,0,0:00:00,0:00:00,0
7/2/2016,ccc_311_calgary_script,788,773,0:00:08,0:07:12,15
7/2/2016,ccc_311_lobby_ph_script,0,0,0:00:00,0:00:00,0
7/2/2016,ccc_media_line_script,1,1,0:00:06,0:00:06,0
7/2/2016,ccc_waste_recycling_script,0,0,0:00:00,0:00:00,0
8/2/2016,ccc_tax_script,11,10,0:00:35,0:04:10,1
8/2/2016,ccc_priority_script,19,19,0:00:11,0:01:03,0
8/2/2016,ccc_aserv_info_script,0,0,0:00:00,0:00:00,0
8/2/2016,ccc_city_script,16,16,0:00:13,0:01:47,0
8/2/2016,ccc_feedback_script,0,0,0:00:00,0:00:00,0
8/2/2016,ccc_help_script,16,16,0:00:17,0:01:12,0
8/2/2016,ccc_link_script,0,0,0:00:00,0:00:00,0
8/2/2016,ccc_bylaw_script,0,0,0:00:00,0:00:00,0
8/2/2016,ccc_cty_online_script,0,0,0:00:00,0:00:00,0
8/2/2016,ccc_fpb_script,0,0,0:00:00,0:00:00,0
8/2/2016,ccc_311_calgary_script,3215,3155,0:00:20,0:05:07,60
8/2/2016,ccc_311_lobby_ph_script,1,1,0:00:14,0:00:14,0
8/2/2016,ccc_media_line_script,1,1,0:00:19,0:00:19,0
8/2/2016,ccc_waste_recycling_script,0,0,0:00:00,0:00:00,0
9/2/2016,ccc_tax_script,16,16,0:01:06,0:03:00,0
9/2/2016,ccc_priority_script,34,33,0:00:07,0:00:25,1
9/2/2016,ccc_aserv_info_script,0,0,0:00:00,0:00:00,0
9/2/2016,ccc_city_script,21,21,0:00:18,0:02:00,0
9/2/2016,ccc_feedback_script,0,0,0:00:00,0:00:00,0
9/2/2016,ccc_help_script,8,7,0:00:17,0:00:43,1
9/2/2016,ccc_link_script,0,0,0:00:00,0:00:00,0
9/2/2016,ccc_bylaw_script,0,0,0:00:00,0:00:00,0
9/2/2016,ccc_cty_online_script,0,0,0:00:00,0:00:00,0
9/2/2016,ccc_fpb_script,0,0,0:00:00,0:00:00,0
9/2/2016,ccc_311_calgary_script,3260,3064,0:00:52,0:04:47,196
9/2/2016,ccc_311_lobby_ph_script,2,2,0:00:13,0:00:20,0
9/2/2016,ccc_media_line_script,1,1,0:00:02,0:00:02,0
9/2/2016,ccc_waste_recycling_script,0,0,0:00:00,0:00:00,0
10/2/2016,ccc_tax_script,16,16,0:00:21,0:02:01,0
10/2/2016,ccc_priority_script,19,17,0:00:08,0:00:24,2
10/2/2016,ccc_aserv_info_script,0,0,0:00:00,0:00:00,0
10/2/2016,ccc_city_script,18,17,0:00:09,0:00:22,1
10/2/2016,ccc_feedback_script,1,0,0:00:00,0:00:00,0
10/2/2016,ccc_help_script,22,21,0:00:14,0:00:43,1
10/2/2016,ccc_link_script,0,0,0:00:00,0:00:00,0
10/2/2016,ccc_bylaw_script,0,0,0:00:00,0:00:00,0
10/2/2016,ccc_cty_online_script,0,0,0:00:00,0:00:00,0
10/2/2016,ccc_fpb_script,2,2,0:00:06,0:00:06,0
10/2/2016,ccc_311_calgary_script,2884,2817,0:00:15,0:04:13,67
10/2/2016,ccc_311_lobby_ph_script,3,3,0:00:06,0:00:08,0
10/2/2016,ccc_media_line_script,0,0,0:00:00,0:00:00,0
10/2/2016,ccc_waste_recycling_script,0,0,0:00:00,0:00:00,0
11/2/2016,ccc_tax_script,21,21,0:00:17,0:01:38,0
11/2/2016,ccc_priority_script,32,31,0:00:13,0:01:08,1
11/2/2016,ccc_aserv_info_script,0,0,0:00:00,0:00:00,0
11/2/2016,ccc_city_script,16,16,0:00:12,0:01:14,0
11/2/2016,ccc_feedback_script,0,0,0:00:00,0:00:00,0
11/2/2016,ccc_help_script,26,26,0:00:06,0:00:23,0
11/2/2016,ccc_link_script,0,0,0:00:00,0:00:00,0
11/2/2016,ccc_bylaw_script,0,0,0:00:00,0:00:00,0
11/2/2016,ccc_cty_online_script,0,0,0:00:00,0:00:00,0
11/2/2016,ccc_fpb_script,1,1,0:00:06,0:00:06,0
11/2/2016,ccc_311_calgary_script,2811,2753,0:00:15,0:11:17,58
11/2/2016,ccc_311_lobby_ph_script,2,2,0:00:04,0:00:05,0
11/2/2016,ccc_media_line_script,0,0,0:00:00,0:00:00,0
11/2/2016,ccc_waste_recycling_script,0,0,0:00:00,0:00:00,0
12/2/2016,ccc_tax_script,9,9,0:00:26,0:01:17,0
12/2/2016,ccc_priority_script,17,13,0:00:09,0:00:43,4
12/2/2016,ccc_aserv_info_script,0,0,0:00:00,0:00:00,0
12/2/2016,ccc_city_script,14,14,0:00:10,0:00:29,0
12/2/2016,ccc_feedback_script,0,0,0:00:00,0:00:00,0
12/2/2016,ccc_help_script,15,15,0:00:05,0:00:12,0
12/2/2016,ccc_link_script,0,0,0:00:00,0:00:00,0
12/2/2016,ccc_bylaw_script,0,0,0:00:00,0:00:00,0
12/2/2016,ccc_cty_online_script,0,0,0:00:00,0:00:00,0
12/2/2016,ccc_fpb_script,0,0,0:00:00,0:00:00,0
12/2/2016,ccc_311_calgary_script,2490,2454,0:00:14,0:03:49,36
12/2/2016,ccc_311_lobby_ph_script,5,5,0:00:10,0:00:29,0
12/2/2016,ccc_media_line_script,3,3,0:00:09,0:00:18,0
12/2/2016,ccc_waste_recycling_script,0,0,0:00:00,0:00:00,0
13/02/2016,ccc_tax_script,1,1,0:00:11,0:00:11,0
13/02/2016,ccc_priority_script,19,19,0:00:04,0:00:10,0
13/02/2016,ccc_aserv_info_script,0,0,0:00:00,0:00:00,0
13/02/2016,ccc_city_script,0,0,0:00:00,0:00:00,0
13/02/2016,ccc_feedback_script,0,0,0:00:00,0:00:00,0
13/02/2016,ccc_help_script,4,4,0:00:04,0:00:09,0
13/02/2016,ccc_link_script,0,0,0:00:00,0:00:00,0
13/02/2016,ccc_bylaw_script,0,0,0:00:00,0:00:00,0
13/02/2016,ccc_cty_online_script,0,0,0:00:00,0:00:00,0
13/02/2016,ccc_fpb_script,0,0,0:00:00,0:00:00,0
13/02/2016,ccc_311_calgary_script,989,972,0:00:10,0:07:01,17
13/02/2016,ccc_311_lobby_ph_script,0,0,0:00:00,0:00:00,0
13/02/2016,ccc_media_line_script,0,0,0:00:00,0:00:00,0
13/02/2016,ccc_waste_recycling_script,0,0,0:00:00,0:00:00,0
14/02/2016,ccc_tax_script,0,0,0:00:00,0:00:00,0
14/02/2016,ccc_priority_script,20,19,0:00:10,0:01:33,1
14/02/2016,ccc_aserv_info_script,0,0,0:00:00,0:00:00,0
14/02/2016,ccc_city_script,0,0,0:00:00,0:00:00,0
14/02/2016,ccc_feedback_script,0,0,0:00:00,0:00:00,0
14/02/2016,ccc_help_script,0,0,0:00:00,0:00:00,0
14/02/2016,ccc_link_script,0,0,0:00:00,0:00:00,0
14/02/2016,ccc_bylaw_script,0,0,0:00:00,0:00:00,0
14/02/2016,ccc_cty_online_script,0,0,0:00:00,0:00:00,0
14/02/2016,ccc_fpb_script,1,1,0:00:02,0:00:02,0
14/02/2016,ccc_311_calgary_script,849,838,0:00:12,0:05:48,11
14/02/2016,ccc_311_lobby_ph_script,0,0,0:00:00,0:00:00,0
14/02/2016,ccc_media_line_script,0,0,0:00:00,0:00:00,0
14/02/2016,ccc_waste_recycling_script,0,0,0:00:00,0:00:00,0
15/02/2016,ccc_tax_script,0,0,0:00:00,0:00:00,0
15/02/2016,ccc_priority_script,10,8,0:00:14,0:00:35,2
15/02/2016,ccc_aserv_info_script,0,0,0:00:00,0:00:00,0
15/02/2016,ccc_city_script,0,0,0:00:00,0:00:00,0
15/02/2016,ccc_feedback_script,0,0,0:00:00,0:00:00,0
15/02/2016,ccc_help_script,2,2,0:00:09,0:00:10,0
15/02/2016,ccc_link_script,0,0,0:00:00,0:00:00,0
15/02/2016,ccc_bylaw_script,0,0,0:00:00,0:00:00,0
15/02/2016,ccc_cty_online_script,0,0,0:00:00,0:00:00,0
15/02/2016,ccc_fpb_script,0,0,0:00:00,0:00:00,0
15/02/2016,ccc_311_calgary_script,1369,1350,0:00:09,0:06:56,19
15/02/2016,ccc_311_lobby_ph_script,0,0,0:00:00,0:00:00,0
15/02/2016,ccc_media_line_script,2,2,0:00:05,0:00:07,0
15/02/2016,ccc_waste_recycling_script,0,0,0:00:00,0:00:00,0
16/02/2016,ccc_tax_script,8,8,0:00:16,0:01:23,0
16/02/2016,ccc_priority_script,26,26,0:00:09,0:00:45,0
16/02/2016,ccc_aserv_info_script,0,0,0:00:00,0:00:00,0
16/02/2016,ccc_city_script,18,18,0:00:11,0:01:18,0
16/02/2016,ccc_feedback_script,0,0,0:00:00,0:00:00,0
16/02/2016,ccc_help_script,5,4,0:00:11,0:00:16,1
16/02/2016,ccc_link_script,0,0,0:00:00,0:00:00,0
16/02/2016,ccc_bylaw_script,0,0,0:00:00,0:00:00,0
16/02/2016,ccc_cty_online_script,0,0,0:00:00,0:00:00,0
16/02/2016,ccc_fpb_script,0,0,0:00:00,0:00:00,0
16/02/2016,ccc_311_calgary_script,3320,3213,0:00:24,0:04:10,107
16/02/2016,ccc_311_lobby_ph_script,5,3,0:00:15,0:00:19,2
16/02/2016,ccc_media_line_script,1,1,0:00:10,0:00:10,0
16/02/2016,ccc_waste_recycling_script,0,0,0:00:00,0:00:00,0
17/02/2016,ccc_tax_script,18,16,0:00:27,0:03:02,2
17/02/2016,ccc_priority_script,16,16,0:00:21,0:02:07,0
17/02/2016,ccc_aserv_info_script,0,0,0:00:00,0:00:00,0
17/02/2016,ccc_city_script,13,13,0:00:09,0:00:26,0
17/02/2016,ccc_feedback_script,0,0,0:00:00,0:00:00,0
17/02/2016,ccc_help_script,10,9,0:00:17,0:01:08,1
17/02/2016,ccc_link_script,1,0,0:00:00,0:00:00,1
17/02/2016,ccc_bylaw_script,0,0,0:00:00,0:00:00,0
17/02/2016,ccc_cty_online_script,0,0,0:00:00,0:00:00,0
17/02/2016,ccc_fpb_script,1,1,0:00:23,0:00:23,0
17/02/2016,ccc_311_calgary_script,2960,2804,0:00:39,0:06:07,156
17/02/2016,ccc_311_lobby_ph_script,4,4,0:00:07,0:00:17,0
17/02/2016,ccc_media_line_script,3,3,0:00:10,0:00:18,0
17/02/2016,ccc_waste_recycling_script,0,0,0:00:00,0:00:00,0
18/02/2016,ccc_tax_script,12,11,0:00:45,0:03:20,1
18/02/2016,ccc_priority_script,33,33,0:00:08,0:00:54,0
18/02/2016,ccc_aserv_info_script,0,0,0:00:00,0:00:00,0
18/02/2016,ccc_city_script,21,21,0:00:08,0:00:42,0
18/02/2016,ccc_feedback_script,0,0,0:00:00,0:00:00,0
18/02/2016,ccc_help_script,12,12,0:00:19,0:00:41,0
18/02/2016,ccc_link_script,0,0,0:00:00,0:00:00,0
18/02/2016,ccc_bylaw_script,0,0,0:00:00,0:00:00,0
18/02/2016,ccc_cty_online_script,0,0,0:00:00,0:00:00,0
18/02/2016,ccc_fpb_script,0,0,0:00:00,0:00:00,0
18/02/2016,ccc_311_calgary_script,2723,2647,0:00:21,0:04:02,76
18/02/2016,ccc_311_lobby_ph_script,7,7,0:00:05,0:00:13,0
18/02/2016,ccc_media_line_script,3,3,0:00:11,0:00:20,0
18/02/2016,ccc_waste_recycling_script,0,0,0:00:00,0:00:00,0
19/02/2016,ccc_tax_script,18,18,0:00:47,0:03:29,0
19/02/2016,ccc_priority_script,29,29,0:00:09,0:00:24,0
19/02/2016,ccc_aserv_info_script,0,0,0:00:00,0:00:00,0
19/02/2016,ccc_city_script,16,16,0:00:32,0:03:49,0
19/02/2016,ccc_feedback_script,0,0,0:00:00,0:00:00,0
19/02/2016,ccc_help_script,19,16,0:00:21,0:02:31,3
19/02/2016,ccc_link_script,0,0,0:00:00,0:00:00,0
19/02/2016,ccc_bylaw_script,0,0,0:00:00,0:00:00,0
19/02/2016,ccc_cty_online_script,0,0,0:00:00,0:00:00,0
19/02/2016,ccc_fpb_script,0,0,0:00:00,0:00:00,0
19/02/2016,ccc_311_calgary_script,2743,2599,0:00:46,0:05:14,144
19/02/2016,ccc_311_lobby_ph_script,0,0,0:00:00,0:00:00,0
19/02/2016,ccc_media_line_script,0,0,0:00:00,0:00:00,0
19/02/2016,ccc_waste_recycling_script,0,0,0:00:00,0:00:00,0
20/02/2016,ccc_tax_script,3,2,0:00:08,0:00:09,1
20/02/2016,ccc_priority_script,17,17,0:00:04,0:00:12,0
20/02/2016,ccc_aserv_info_script,0,0,0:00:00,0:00:00,0
20/02/2016,ccc_city_script,0,0,0:00:00,0:00:00,0
20/02/2016,ccc_feedback_script,2,0,0:00:00,0:00:00,0
20/02/2016,ccc_help_script,0,0,0:00:00,0:00:00,0
20/02/2016,ccc_link_script,0,0,0:00:00,0:00:00,0
20/02/2016,ccc_bylaw_script,0,0,0:00:00,0:00:00,0
20/02/2016,ccc_cty_online_script,0,0,0:00:00,0:00:00,0
20/02/2016,ccc_fpb_script,0,0,0:00:00,0:00:00,0
20/02/2016,ccc_311_calgary_script,949,926,0:00:22,0:05:28,23
20/02/2016,ccc_311_lobby_ph_script,0,0,0:00:00,0:00:00,0
20/02/2016,ccc_media_line_script,0,0,0:00:00,0:00:00,0
20/02/2016,ccc_waste_recycling_script,0,0,0:00:00,0:00:00,0
21/02/2016,ccc_tax_script,0,0,0:00:00,0:00:00,0
21/02/2016,ccc_priority_script,18,18,0:00:16,0:02:17,0
21/02/2016,ccc_aserv_info_script,0,0,0:00:00,0:00:00,0
21/02/2016,ccc_city_script,0,0,0:00:00,0:00:00,0
21/02/2016,ccc_feedback_script,0,0,0:00:00,0:00:00,0
21/02/2016,ccc_help_script,3,3,0:00:04,0:00:06,0
21/02/2016,ccc_link_script,0,0,0:00:00,0:00:00,0
21/02/2016,ccc_bylaw_script,0,0,0:00:00,0:00:00,0
21/02/2016,ccc_cty_online_script,0,0,0:00:00,0:00:00,0
21/02/2016,ccc_fpb_script,0,0,0:00:00,0:00:00,0
21/02/2016,ccc_311_calgary_script,826,814,0:00:12,0:04:42,12
21/02/2016,ccc_311_lobby_ph_script,0,0,0:00:00,0:00:00,0
21/02/2016,ccc_media_line_script,0,0,0:00:00,0:00:00,0
21/02/2016,ccc_waste_recycling_script,0,0,0:00:00,0:00:00,0
22/02/2016,ccc_tax_script,22,21,00:00:18,00:01:25,1
22/02/2016,ccc_priority_script,26,26,00:00:06,00:00:24,0
22/02/2016,ccc_aserv_info_script,0,0,00:00:00,00:00:00,0
22/02/2016,ccc_city_script,19,17,00:00:08,00:00:17,2
22/02/2016,ccc_feedback_script,0,0,00:00:00,00:00:00,0
22/02/2016,ccc_help_script,19,19,00:00:07,00:00:20,0
22/02/2016,ccc_link_script,0,0,00:00:00,00:00:00,0
22/02/2016,ccc_bylaw_script,0,0,00:00:00,00:00:00,0
22/02/2016,ccc_cty_online_script,0,0,00:00:00,00:00:00,0
22/02/2016,ccc_fpb_script,1,1,00:00:02,00:00:02,0
22/02/2016,ccc_311_calgary_script,3020,2982,00:00:10,00:01:54,38
22/02/2016,ccc_311_lobby_ph_script,2,2,00:00:07,00:00:10,0
22/02/2016,ccc_media_line_script,1,1,00:00:14,00:00:14,0
22/02/2016,ccc_waste_recycling_script,0,0,00:00:00,00:00:00,0
23/02/2016,ccc_tax_script,20,20,00:00:11,00:01:09,0
23/02/2016,ccc_priority_script,21,21,00:00:05,00:00:16,0
23/02/2016,ccc_aserv_info_script,0,0,00:00:00,00:00:00,0
23/02/2016,ccc_city_script,28,27,00:00:07,00:00:38,1
23/02/2016,ccc_feedback_script,2,0,00:00:00,00:00:00,0
23/02/2016,ccc_help_script,17,17,00:00:09,00:01:05,0
23/02/2016,ccc_link_script,0,0,00:00:00,00:00:00,0
