id,uri,title,geometry,lastUpdated,mensajes,icon,destinos,description
"2102","http://www.zaragoza.es/ciudad/viapublica/movilidad/detalle_Tranvia?oid=2102","PASEO DE LOS OLVIDADOS","673493.9099179069 4610164.166993704",2016-10-23T15:41:03Z,""DOMINGO 23/10, REFUERZO CIRCULACION 12 MIN ENTRE 11:30 Y 17:30 H","DOMINGO 23/10, REFUERZO CIRCULACION 10 MIN ENTRE 17:30 Y 23:00 H"","http://www.zaragoza.es/contenidos/iconos/tranvia.png","","<ul><li>Destinos:<ul><li>L1: AVENIDA ACADEMIA: 0 minutos</li><li>L1: AVENIDA ACADEMIA: 11 minutos</li></ul></li><li>Mensajes:<ul><li>DOMINGO 23/10, REFUERZO CIRCULACION 12 MIN ENTRE 11:30 Y 17:30 H</li><li>DOMINGO 23/10, REFUERZO CIRCULACION 10 MIN ENTRE 17:30 Y 23:00 H</li></ul></li></ul><p>Actualizado: 15:41</p>"
"2322","http://www.zaragoza.es/ciudad/viapublica/movilidad/detalle_Tranvia?oid=2322","LA VENTANA INDISCRETA","673050.3380616652 4609974.38993665",2016-10-23T15:41:03Z,""DOMINGO 23/10, REFUERZO CIRCULACION 12 MIN ENTRE 11:30 Y 17:30 H","DOMINGO 23/10, REFUERZO CIRCULACION 10 MIN ENTRE 17:30 Y 23:00 H"","http://www.zaragoza.es/contenidos/iconos/tranvia.png","","<ul><li>Destinos:<ul><li>L1: AVENIDA ACADEMIA: 9 minutos</li><li>L1: AVENIDA ACADEMIA: 21 minutos</li></ul></li><li>Mensajes:<ul><li>DOMINGO 23/10, REFUERZO CIRCULACION 12 MIN ENTRE 11:30 Y 17:30 H</li><li>DOMINGO 23/10, REFUERZO CIRCULACION 10 MIN ENTRE 17:30 Y 23:00 H</li></ul></li></ul><p>Actualizado: 15:41</p>"
"1402","http://www.zaragoza.es/ciudad/viapublica/movilidad/detalle_Tranvia?oid=1402","GRAN VIA","676062.2515867532 4612887.963521512",2016-10-23T15:41:03Z,""DOMINGO 23/10, REFUERZO CIRCULACION 12 MIN ENTRE 11:30 Y 17:30 H","DOMINGO 23/10, REFUERZO CIRCULACION 10 MIN ENTRE 17:30 Y 23:00 H"","http://www.zaragoza.es/contenidos/iconos/tranvia.png","","<ul><li>Destinos:<ul><li>L1: AVENIDA ACADEMIA: 11 minutos</li><li>L1: AVENIDA ACADEMIA: 23 minutos</li></ul></li><li>Mensajes:<ul><li>DOMINGO 23/10, REFUERZO CIRCULACION 12 MIN ENTRE 11:30 Y 17:30 H</li><li>DOMINGO 23/10, REFUERZO CIRCULACION 10 MIN ENTRE 17:30 Y 23:00 H</li></ul></li></ul><p>Actualizado: 15:41</p>"
"1502","http://www.zaragoza.es/ciudad/viapublica/movilidad/detalle_Tranvia?oid=1502","FERNANDO EL CATOLICO - GOYA","675648.1176149172 4612586.439261966",2016-10-23T15:41:03Z,""DOMINGO 23/10, REFUERZO CIRCULACION 12 MIN ENTRE 11:30 Y 17:30 H","DOMINGO 23/10, REFUERZO CIRCULACION 10 MIN ENTRE 17:30 Y 23:00 H"","http://www.zaragoza.es/contenidos/iconos/tranvia.png","","<ul><li>Destinos:<ul><li>L1: AVENIDA ACADEMIA: 9 minutos</li><li>L1: AVENIDA ACADEMIA: 21 minutos</li></ul></li><li>Mensajes:<ul><li>DOMINGO 23/10, REFUERZO CIRCULACION 12 MIN ENTRE 11:30 Y 17:30 H</li><li>DOMINGO 23/10, REFUERZO CIRCULACION 10 MIN ENTRE 17:30 Y 23:00 H</li></ul></li></ul><p>Actualizado: 15:41</p>"
"1602","http://www.zaragoza.es/ciudad/viapublica/movilidad/detalle_Tranvia?oid=1602","PLAZA SAN FRANCISCO","675424.9353507492 4612248.068288172",2016-10-23T15:41:03Z,""DOMINGO 23/10, REFUERZO CIRCULACION 12 MIN ENTRE 11:30 Y 17:30 H","DOMINGO 23/10, REFUERZO CIRCULACION 10 MIN ENTRE 17:30 Y 23:00 H"","http://www.zaragoza.es/contenidos/iconos/tranvia.png","","<ul><li>Destinos:<ul><li>L1: AVENIDA ACADEMIA: 8 minutos</li><li>L1: AVENIDA ACADEMIA: 20 minutos</li></ul></li><li>Mensajes:<ul><li>DOMINGO 23/10, REFUERZO CIRCULACION 12 MIN ENTRE 11:30 Y 17:30 H</li><li>DOMINGO 23/10, REFUERZO CIRCULACION 10 MIN ENTRE 17:30 Y 23:00 H</li></ul></li></ul><p>Actualizado: 15:41</p>"
"1702","http://www.zaragoza.es/ciudad/viapublica/movilidad/detalle_Tranvia?oid=1702","EMPERADOR CARLOS V","675211.2829737938 4611926.474552916",2016-10-23T15:41:03Z,""DOMINGO 23/10, REFUERZO CIRCULACION 12 MIN ENTRE 11:30 Y 17:30 H","DOMINGO 23/10, REFUERZO CIRCULACION 10 MIN ENTRE 17:30 Y 23:00 H"","http://www.zaragoza.es/contenidos/iconos/tranvia.png","","<ul><li>Destinos:<ul><li>L1: AVENIDA ACADEMIA: 7 minutos</li><li>L1: AVENIDA ACADEMIA: 18 minutos</li></ul></li><li>Mensajes:<ul><li>DOMINGO 23/10, REFUERZO CIRCULACION 12 MIN ENTRE 11:30 Y 17:30 H</li><li>DOMINGO 23/10, REFUERZO CIRCULACION 10 MIN ENTRE 17:30 Y 23:00 H</li></ul></li></ul><p>Actualizado: 15:41</p>"
"1802","http://www.zaragoza.es/ciudad/viapublica/movilidad/detalle_Tranvia?oid=1802","ROMAREDA","674967.9564400649 4611660.386156935",2016-10-23T15:41:03Z,""DOMINGO 23/10, REFUERZO CIRCULACION 12 MIN ENTRE 11:30 Y 17:30 H","DOMINGO 23/10, REFUERZO CIRCULACION 10 MIN ENTRE 17:30 Y 23:00 H"","http://www.zaragoza.es/contenidos/iconos/tranvia.png","","<ul><li>Destinos:<ul><li>L1: AVENIDA ACADEMIA: 6 minutos</li><li>L1: AVENIDA ACADEMIA: 17 minutos</li></ul></li><li>Mensajes:<ul><li>DOMINGO 23/10, REFUERZO CIRCULACION 12 MIN ENTRE 11:30 Y 17:30 H</li><li>DOMINGO 23/10, REFUERZO CIRCULACION 10 MIN ENTRE 17:30 Y 23:00 H</li></ul></li></ul><p>Actualizado: 15:41</p>"
"1902","http://www.zaragoza.es/ciudad/viapublica/movilidad/detalle_Tranvia?oid=1902","CASABLANCA","674566.1957412242 4611173.580078659",2016-10-23T15:41:03Z,""DOMINGO 23/10, REFUERZO CIRCULACION 12 MIN ENTRE 11:30 Y 17:30 H","DOMINGO 23/10, REFUERZO CIRCULACION 10 MIN ENTRE 17:30 Y 23:00 H"","http://www.zaragoza.es/contenidos/iconos/tranvia.png","","<ul><li>Destinos:<ul><li>L1: AVENIDA ACADEMIA: 4 minutos</li><li>L1: AVENIDA ACADEMIA: 16 minutos</li></ul></li><li>Mensajes:<ul><li>DOMINGO 23/10, REFUERZO CIRCULACION 12 MIN ENTRE 11:30 Y 17:30 H</li><li>DOMINGO 23/10, REFUERZO CIRCULACION 10 MIN ENTRE 17:30 Y 23:00 H</li></ul></li></ul><p>Actualizado: 15:41</p>"
"2002","http://www.zaragoza.es/ciudad/viapublica/movilidad/detalle_Tranvia?oid=2002","ARGUALAS","674247.3512602057 4610613.478774015",2016-10-23T15:41:03Z,""DOMINGO 23/10, REFUERZO CIRCULACION 12 MIN ENTRE 11:30 Y 17:30 H","DOMINGO 23/10, REFUERZO CIRCULACION 10 MIN ENTRE 17:30 Y 23:00 H"","http://www.zaragoza.es/contenidos/iconos/tranvia.png","","<ul><li>Destinos:<ul><li>L1: AVENIDA ACADEMIA: 2 minutos</li><li>L1: AVENIDA ACADEMIA: 14 minutos</li></ul></li><li>Mensajes:<ul><li>DOMINGO 23/10, REFUERZO CIRCULACION 12 MIN ENTRE 11:30 Y 17:30 H</li><li>DOMINGO 23/10, REFUERZO CIRCULACION 10 MIN ENTRE 17:30 Y 23:00 H</li></ul></li></ul><p>Actualizado: 15:41</p>"
"2422","http://www.zaragoza.es/ciudad/viapublica/movilidad/detalle_Tranvia?oid=2422","UN AMERICANO EN PARIS","672512.4221524746 4610200.685613455",2016-10-23T15:41:03Z,""DOMINGO 23/10, REFUERZO CIRCULACION 12 MIN ENTRE 11:30 Y 17:30 H","DOMINGO 23/10, REFUERZO CIRCULACION 10 MIN ENTRE 17:30 Y 23:00 H"","http://www.zaragoza.es/contenidos/iconos/tranvia.png","","<ul><li>Destinos:<ul><li>L1: AVENIDA ACADEMIA: 8 minutos</li><li>L1: AVENIDA ACADEMIA: 20 minutos</li></ul></li><li>Mensajes:<ul><li>DOMINGO 23/10, REFUERZO CIRCULACION 12 MIN ENTRE 11:30 Y 17:30 H</li><li>DOMINGO 23/10, REFUERZO CIRCULACION 10 MIN ENTRE 17:30 Y 23:00 H</li></ul></li></ul><p>Actualizado: 15:41</p>"
