CLASS,CLASS_CODE,COMM_CODE,NAME,CNSS_YR,FOIP_IND,RES_CNT,DWELL_CNT,PRSCH_CHLD,ELECT_CNT,EMPLYD_CNT,OWNSHP_CNT,SING_FAMLY,DUPLEX,MULTI_PLEX,APARTMENT,TOWN_HOUSE,MANUF_HOME,CONV_STRUC,COMUNL_HSE,RES_COMM,OTHER_RES,NURSING_HM,OTHER_INST,HOTEL_CNT,OTHER_MISC,APT_NO_RES,APT_OCCPD,APT_OWNED,APT_PERSON,APT_VACANT,APT_UC,APT_NA,CNV_NO_RES,CNV_OCCPD,CNV_OWNED,CNV_PERSON,CNV_VACANT,CNV_UC,CNV_NA,DUP_NO_RES,DUP_OCCPD,DUP_OWNED,DUP_PERSON,DUP_VACANT,DUP_UC,DUP_NA,MFH_NO_RES,MFH_OCCPD,MFH_OWNED,MFH_PERSON,MFH_VACANT,MFH_UC,MFH_NA,MUL_NO_RES,MUL_OCCPD,MUL_OWNED,MUL_PERSON,MUL_VACANT,MUL_UC,MUL_NA,OTH_NO_RES,OTH_OCCPD,OTH_OWNED,OTH_PERSON,OTH_VACANT,OTH_UC,OTH_NA,TWN_NO_RES,TWN_OCCPD,TWN_OWNED,TWN_PERSON,TWN_VACANT,TWN_UC,TWN_NA,SF_NO_RES,SF_OCCPD,SF_OWNED,SF_PERSON,SF_VACANT,SF_UC,SF_NA,OTH_STRTY,DWELSZ_1,DWELSZ_2,DWELSZ_3,DWELSZ_4_5,DWELSZ_6,MALE_CNT,FEMALE_CNT,MALE_0_4,MALE_5_14,MALE_15_19,MALE_20_24,MALE_25_34,MALE_35_44,MALE_45_54,MALE_55_64,MALE_65_74,MALE_75,FEM_0_4,FEM_5_14,FEM_15_19,FEM_20_24,FEM_25_34,FEM_35_44,FEM_45_54,FEM_55_64,FEM_65_74,FEM_75,MF_0_4,MF_5_14,MF_15_19,MF_20_24,MF_25_34,MF_35_44,MF_45_54,MF_55_64,MF_65_74,MF_75,SHAPE_AREA,SHAPE_LEN
Industrial,2,HHB,HARVEST HILLS BUSINESS PARK,2004,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2436001.43867000000,7541.14021336000
Residential,1,MAC,MACEWAN GLEN,2004,,5483,1776,447,3274,0,1572,1517,66,0,0,185,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,1,16,1,0,0,0,61,39,154,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,182,111,413,3,0,0,1,1499,1421,4900,17,0,0,0,189,470,341,681,68,2747,2736,190,504,277,149,257,552,532,131,91,64,153,511,235,139,274,637,465,133,117,72,343,1015,512,288,531,1189,997,264,208,136,1418085.76525000000,5013.41320506000
Residential,1,HAW,HAWKWOOD,2004,,10812,3326,601,6888,0,3102,3068,0,0,138,119,0,1,0,0,0,0,0,0,0,0,129,128,175,9,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,118,110,230,1,0,0,0,3043,2864,10406,25,0,0,0,273,802,651,1430,135,5349,5463,190,858,613,447,355,795,1218,539,221,113,239,857,581,386,387,988,1182,441,231,171,429,1715,1194,833,742,1783,2400,980,452,284,3206005.35296000000,7381.82668527000
Residential,1,BED,BEDDINGTON HEIGHTS,2004,,12255,4249,882,7489,0,3302,2603,921,4,0,642,0,79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,69,7,133,8,0,2,1,893,656,2420,27,0,0,0,0,0,0,0,0,0,0,4,4,7,0,0,0,0,0,0,0,0,0,0,0,605,365,1488,37,0,0,1,2560,2270,8207,42,0,0,0,579,1172,975,1224,181,6004,6251,356,944,501,459,829,1124,972,472,250,97,331,934,494,461,930,1221,1039,484,238,119,687,1878,995,920,1759,2345,2011,956,488,216,3203986.99345000000,9407.09514385000
Major Park,3,NPK,NOSE HILL PARK,2004,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11605487.48880000000,13861.67315710000
Residential,1,SCE,SCENIC ACRES,2004,,9533,2920,612,6261,0,2820,2667,194,0,0,43,0,2,0,0,0,1,13,0,0,0,0,0,0,0,0,0,0,2,0,3,0,0,0,0,192,190,366,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,13,0,196,0,0,0,0,43,39,75,0,0,0,0,2650,2591,8893,17,0,0,14,218,833,497,1235,117,4724,4809,210,890,475,292,296,764,1052,441,214,90,231,800,458,258,310,955,983,400,246,168,441,1690,933,550,606,1719,2035,841,460,258,4344000.76807000000,10809.68356140000
Residential,1,RAN,RANCHLANDS,2004,,7741,2966,532,4786,0,2078,1469,271,0,229,958,0,39,0,0,0,0,0,0,0,2,213,1,419,14,0,0,0,29,1,46,5,0,5,0,265,180,722,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,920,550,2174,38,0,0,1,1443,1346,4380,25,0,0,0,517,952,618,729,54,3794,3947,213,553,347,395,569,612,608,301,137,59,203,523,317,388,609,712,650,335,146,64,416,1076,664,783,1178,1324,1258,636,283,123,2347533.57104000000,6574.45937641000
Residential,1,HUN,HUNTINGTON HILLS,2004,,13821,5478,954,9123,0,3522,2961,550,4,527,1214,127,95,0,0,0,0,0,0,0,0,504,197,788,23,0,0,0,77,12,150,11,0,7,0,527,219,1562,23,0,0,0,126,120,242,1,0,0,0,3,0,10,1,0,0,0,0,0,0,0,0,0,0,1109,322,2694,104,0,1,1,2918,2652,8375,42,0,0,0,1065,1864,1005,1184,146,6846,6975,361,926,472,528,1011,1135,973,695,509,236,389,821,450,494,1037,1153,1006,756,511,358,750,1747,922,1022,2048,2288,1979,1451,1020,594,4766220.14485000000,10144.08272470000
Residential,1,TAR,TARADALE,2004,,7951,2545,1096,3801,0,2074,2224,135,0,0,180,0,5,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,4,0,15,1,0,0,0,125,116,401,3,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,137,120,299,41,0,0,5,2029,1838,7236,78,112,0,1,157,559,505,869,205,4122,3829,467,676,274,297,993,744,365,188,93,25,407,656,206,291,1039,607,335,186,76,26,874,1332,480,588,2032,1351,700,374,169,51,2954494.02722000000,6899.95623618000
Residential,1,MRT,MARTINDALE,2004,,11551,3545,1537,5731,0,3137,3322,52,0,0,148,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,5,41,5,0,0,0,52,43,193,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,145,138,287,3,0,0,0,3228,2951,11030,92,2,0,0,318,869,741,1219,296,5834,5717,614,971,345,354,1310,1155,628,281,132,44,595,960,297,366,1419,1014,599,296,121,50,1209,1931,642,720,2729,2169,1227,577,253,94,2716744.34905000000,6713.93364052000
Residential,1,SIL,SILVER SPRINGS,2004,,9438,3509,522,6682,0,2946,2534,208,1,240,514,0,11,0,0,1,0,0,0,0,0,222,5,402,17,0,1,0,9,3,18,2,0,0,0,200,137,533,8,0,0,0,0,0,0,0,0,0,0,1,1,2,0,0,0,0,1,0,2,0,0,0,0,500,408,998,14,0,0,0,2510,2392,7483,24,0,0,1,561,1218,640,958,66,4713,4725,196,629,438,375,465,647,917,660,273,113,200,598,405,363,441,733,979,626,262,118,396,1227,843,738,906,1380,1896,1286,535,231,4978414.22181000000,10061.28688680000
Industrial,2,WES,WESTWINDS,2004,Y,0,2,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1950608.01970000000,6713.54908030000
Residual Sub Area,4,05B,05B,2004,,15,4,1,7,0,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,15,0,0,0,0,1,0,0,2,1,7,8,0,2,0,0,0,2,2,0,1,0,0,2,2,0,1,2,0,0,1,0,0,4,2,0,1,4,2,0,2,0,1022480.53860000000,4503.73339724000
Residential,1,COR,CORAL SPRINGS,2004,,6095,1474,500,3516,0,1413,1437,0,0,0,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37,30,84,0,0,0,0,1421,1383,6011,15,1,0,0,47,185,252,713,261,3040,3055,196,567,317,242,340,503,540,199,96,40,181,530,287,225,373,599,482,179,131,68,377,1097,604,467,713,1102,1022,378,227,108,1626240.79469000000,5257.08734666000
Residential,1,DOV,DOVER,2004,,10692,4378,735,6634,0,2889,1998,787,4,867,523,1,198,0,0,0,0,0,0,0,0,822,374,1223,45,0,0,0,162,13,305,29,0,7,0,751,451,2299,36,0,0,0,0,0,0,1,0,0,0,4,4,6,0,0,0,0,0,0,0,0,0,0,0,490,318,1247,33,0,0,2,1952,1729,5612,44,0,0,0,1050,1388,739,854,150,5487,5205,295,730,394,364,785,1022,892,559,309,137,279,683,340,370,744,942,796,543,302,206,574,1413,734,734,1529,1964,1688,1102,611,343,4152108.96526000000,9281.34267257000
Industrial,2,HIF,HIGHFIELD,2004,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2736442.09331000000,7657.69910317000
Residential,1,RUT,RUTLAND PARK,2004,,2283,970,106,1766,0,369,311,40,0,95,492,0,31,0,0,0,1,0,0,0,0,89,0,90,6,0,0,0,20,0,32,11,0,0,0,40,8,110,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,149,0,0,0,0,491,92,1178,1,0,0,0,303,269,724,8,0,0,1,286,338,155,157,8,1019,1264,37,118,68,73,166,132,141,101,92,91,50,103,56,74,154,162,167,135,128,235,87,221,124,147,320,294,308,236,220,326,681040.51404600000,4322.96250015000
Residential,1,PKH,PARKHILL,2004,,1539,830,112,1079,0,379,378,124,0,235,16,0,77,0,0,0,0,0,0,0,0,193,36,335,14,28,0,5,60,2,99,12,0,0,1,108,69,252,7,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,4,29,2,0,0,3,349,268,824,26,0,0,0,235,282,119,83,5,804,735,39,64,44,69,171,164,123,84,29,17,48,68,26,72,143,134,115,70,34,25,87,132,70,141,314,298,238,154,63,42,655806.32811700000,4018.27159229000
Residential,1,ALT,ALTADORE,2004,,7534,3988,462,5514,0,2445,1872,379,12,974,395,0,331,1,20,1,1,0,2,0,4,919,520,1296,50,1,0,0,238,14,361,62,6,25,2,352,223,776,7,18,0,0,0,0,0,0,0,0,0,11,0,14,1,0,0,0,16,3,53,4,4,1,4,346,261,735,12,33,0,9,1720,1424,4299,56,86,1,25,1286,1332,520,431,33,3626,3908,184,336,153,295,870,736,492,222,156,182,197,333,181,339,959,757,464,223,171,284,381,669,334,634,1829,1493,956,445,327,466,2911819.90560000000,7570.09625157000
Residential,1,EYA,ELBOYA,2004,,1651,775,125,1208,0,432,483,8,0,244,20,0,19,0,0,0,0,0,1,0,24,202,6,335,17,0,1,0,17,1,30,2,0,0,0,7,1,20,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,15,0,28,5,0,0,1,464,424,1238,16,1,1,1,196,269,99,132,9,868,783,59,87,49,78,132,163,150,72,29,49,39,100,35,83,90,150,113,61,57,55,98,187,84,161,222,313,263,133,86,104,721242.70142800000,3891.75801962000
Industrial,2,ST4,STONEY 4,2004,Y,0,8,0,0,0,0,6,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5559451.94495000000,16495.89916600000
Residential,1,THO,THORNCLIFFE,2004,,8808,3762,573,6273,0,2367,2055,366,0,335,817,0,188,0,0,1,0,0,0,0,4,302,29,454,28,0,1,4,147,12,248,28,0,9,0,350,167,907,15,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,775,344,2064,39,0,1,0,2021,1815,5135,32,0,2,1,851,1346,676,645,77,4367,4441,224,468,281,363,693,760,679,332,321,246,234,433,298,340,656,736,636,357,418,333,458,901,579,703,1349,1496,1315,689,739,579,3269188.17324000000,8229.10911659000
Residential,1,VAR,VARSITY,2004,,11936,5312,422,8397,0,3467,2606,170,0,1609,893,0,32,0,0,1,0,0,1,0,3,1425,416,2244,181,0,0,0,30,2,50,2,0,0,0,161,87,398,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,1,0,0,1,852,543,1691,40,0,0,1,2577,2419,7551,27,1,0,2,1427,1890,690,936,103,5712,6224,158,605,419,653,727,733,856,636,574,351,161,637,479,663,632,807,922,688,685,550,319,1242,898,1316,1359,1540,1778,1324,1259,901,6848980.94680000000,11791.02440860000
Residential,1,NHU,NORTH HAVEN UPPER,2004,,669,245,32,489,0,234,245,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,245,234,669,0,0,0,0,30,101,43,67,4,338,331,9,46,25,16,20,53,74,51,37,7,14,54,23,17,22,62,53,51,27,8,23,100,48,33,42,115,127,102,64,15,269104.30616700000,2418.67369893000
Residential,1,GRV,GREENVIEW,2004,,1963,1105,89,1448,0,403,206,30,0,511,309,0,49,0,0,0,0,0,0,0,5,462,73,713,44,0,0,0,40,3,68,9,0,0,0,27,7,72,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,291,151,634,18,0,0,0,202,169,476,4,0,0,0,410,406,127,70,9,1011,952,39,73,47,115,269,201,124,75,51,17,27,68,37,128,252,155,120,80,61,24,66,141,84,243,521,356,244,155,112,41,453727.28490400000,3866.51701485000
Residential,1,CHW,CHARLESWOOD,2004,,3608,1502,132,2737,0,1193,1297,33,0,137,0,0,35,0,0,0,0,0,0,0,1,133,1,211,3,0,0,0,27,0,43,6,0,2,0,31,15,75,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1279,1177,3279,15,3,0,0,314,610,239,285,22,1820,1788,49,177,122,182,223,246,299,165,199,158,55,164,115,125,178,248,323,173,233,174,104,341,237,307,401,494,622,338,432,332,1830352.95795000000,8414.50625382000
Residential,1,NHV,NORTH HAVEN,2004,,2394,961,128,1743,0,676,606,204,0,50,86,0,15,0,0,0,0,0,0,0,0,50,0,53,0,0,0,0,11,1,22,4,0,0,0,191,107,486,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,74,0,206,12,0,0,0,597,568,1627,9,0,0,0,178,347,166,217,15,1162,1232,46,148,76,83,146,178,192,99,131,63,50,162,102,83,123,189,177,123,136,87,96,310,178,166,269,367,369,222,267,150,845599.29442900000,4110.69209099000
Industrial,2,MCI,McCALL,2004,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2389001.40287000000,6756.47594457000
Residential,1,TEM,TEMPLE,2004,,11239,3544,959,6980,0,2664,2301,611,0,118,426,0,87,0,0,1,0,0,0,0,1,108,0,197,9,0,0,0,76,17,193,11,0,0,0,591,371,1811,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,0,0,0,0,406,270,1166,20,0,0,0,2250,2006,7869,50,0,1,1,364,906,732,1146,284,5666,5573,345,850,502,578,788,904,980,464,178,77,378,859,504,480,810,921,915,437,182,87,723,1709,1006,1058,1598,1825,1895,901,360,164,2624812.82014000000,6496.64397910000
Industrial,2,GRI,GREENVIEW INDUSTRIAL PARK,2004,Y,0,5,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,4,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2138741.91305000000,7681.92858281000
Residual Sub Area,4,13F,13F,2004,,31,13,3,17,0,8,11,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,8,26,0,0,0,0,4,4,1,4,0,14,17,1,1,1,0,3,2,4,1,0,1,2,3,1,0,3,3,3,1,0,1,3,4,2,0,6,5,7,2,0,2,2679099.14383000000,6554.98388337000
Residential,1,BRI,BRIDLEWOOD,2004,,6179,2383,883,3645,0,2028,1983,35,0,150,204,0,11,0,0,0,0,0,0,0,0,0,0,0,0,150,0,0,5,2,9,2,3,1,0,35,32,95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,195,177,459,5,4,0,11,1888,1817,5616,23,61,0,0,215,718,516,615,59,3051,3128,373,442,145,154,847,647,293,107,30,13,356,475,144,185,924,599,276,113,35,21,729,917,289,339,1771,1246,569,220,65,34,3258125.29052000000,7178.24507961000
Residential,1,SOM,SOMERSET,2004,,8158,3131,960,4934,0,2720,2177,0,0,783,169,0,2,0,0,0,0,0,0,0,2,703,475,1128,78,0,0,0,2,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,166,148,284,3,0,0,2,2155,2096,6743,19,0,1,0,594,974,576,813,69,3998,4160,376,626,189,208,810,909,455,213,141,71,380,568,215,221,941,846,463,238,184,104,756,1194,404,429,1751,1755,918,451,325,175,2323150.33944000000,6834.42241756000
Residential,1,CRA,CRANSTON,2004,,2692,1108,401,1751,0,951,1066,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,34,34,82,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,936,917,2610,10,93,0,0,94,388,219,250,19,1373,1319,166,146,53,88,419,270,143,66,16,6,158,159,54,73,436,220,132,59,15,13,324,305,107,161,855,490,275,125,31,19,7736322.97407000000,13588.59184170000
Residual Sub Area,4,14J,14J,2004,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2243717.54191000000,6541.41992263000
Residual Sub Area,4,13I,13I,2004,,27,14,0,23,0,9,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,9,27,2,0,0,0,2,7,2,1,0,13,14,0,1,2,0,0,1,3,2,3,1,0,1,0,1,0,2,5,2,3,0,0,2,2,1,0,3,8,4,6,1,5440501.13669000000,11214.72609690000
Residual Sub Area,4,12H,12H,2004,Y,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5300122.28518000000,9747.10792224000
Residual Sub Area,4,12F,12F,2004,Y,0,5,0,0,0,0,4,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4486680.71492000000,8890.35300362000
Residual Sub Area,4,13H,13H,2004,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,518965.53198600000,3385.53429222000
Residual Sub Area,4,12G,12G,2004,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3837813.76142000000,8236.94138065000
Residual Sub Area,4,12I,12I,2004,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5813378.01523000000,11999.83616770000
Residential,1,LPK,LINCOLN PARK,2004,,2398,1419,80,1449,0,599,0,6,0,963,449,0,0,0,0,0,1,0,0,0,7,917,508,1414,39,0,0,0,0,0,0,0,0,0,0,6,4,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,49,0,0,0,0,404,87,922,45,0,0,0,0,0,0,0,0,0,1,704,375,123,121,5,968,1430,32,75,145,222,242,97,40,20,32,63,29,54,258,253,297,100,67,51,62,259,61,129,403,475,539,197,107,71,94,322,1522942.26908000000,5861.48825739000
Residential,1,MAN,MANCHESTER,2004,,227,164,6,153,0,5,33,4,0,117,0,0,8,0,1,0,0,0,1,0,1,111,0,154,5,0,0,0,5,0,5,3,0,0,0,4,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,24,1,0,0,0,0,0,0,0,0,0,4,20,5,35,9,0,0,2,88,42,9,1,1,136,91,2,1,3,13,38,32,26,12,6,3,4,0,2,6,26,20,17,11,4,1,6,1,5,19,64,52,43,23,10,4,474122.09088900000,4015.64660326000
Industrial,2,VAF,VALLEYFIELD,2004,,17,11,0,11,0,5,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,5,17,3,0,0,0,2,3,3,0,0,9,8,0,0,0,0,2,2,4,0,0,1,0,1,1,1,0,1,3,1,0,0,0,1,1,1,2,3,7,1,0,1,1200377.91087000000,5091.86262209000
Industrial,2,EFI,EASTFIELD,2004,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1126948.71938000000,4650.07937943000
Industrial,2,BUR,BURNS INDUSTRIAL,2004,Y,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2898941.24736000000,9626.05486622000
Residential,1,LKV,LAKEVIEW,2004,,5656,2334,292,4006,0,1897,1687,76,0,333,230,0,8,0,0,0,0,0,0,0,0,318,0,527,15,0,0,0,4,0,8,4,0,0,0,75,54,189,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,222,209,376,8,0,0,0,1673,1634,4556,14,0,0,0,502,939,338,481,32,2765,2891,87,390,179,169,223,417,482,313,325,180,135,380,185,161,233,455,457,340,365,180,222,770,364,330,456,872,939,653,690,360,2221433.59807000000,6830.19231266000
