"Date","Vehicle ID","Vehicle Type","KM Trvld"
"2016/05/04 00:00:00","HB13670","Sweeper","123"
"2016/04/29 00:00:00","RE9411 (11127-PC)","Sweeper","50"
"2016/05/02 00:00:00","RE9411 (11127-PC)","Sweeper","8"
"2016/04/03 00:00:00","RE9409 (11119-PC)","Sweeper","44"
"2016/04/17 00:00:00","RE9409 (11119-PC)","Sweeper","8"
"2016/05/04 00:00:00","RE9409 (11119-PC)","Sweeper","57"
"2016/04/13 00:00:00","RE9401 (11151-PC)","Sweeper","78"
"2016/04/16 00:00:00","RE9401 (11151-PC)","Sweeper","84"
"2016/04/08 00:00:00","RE9401 (11151-PC)","Sweeper","36"
"2016/04/15 00:00:00","RE9401 (11151-PC)","Sweeper","76"
"2016/04/22 00:00:00","RE9406 (11155-PC)","Sweeper","87"
"2016/05/05 00:00:00","RE9406 (11155-PC)","Sweeper","92"
"2016/04/21 00:00:00","RE9413 (11131-PC)","Sweeper","77"
"2016/04/15 00:00:00","RE9413 (11131-PC)","Sweeper","88"
"2016/04/18 00:00:00","RE9414 (11114-PC)","Sweeper","97"
"2016/04/29 00:00:00","RE9414 (11114-PC)","Sweeper","51"
"2016/05/04 00:00:00","RE9414 (11114-PC)","Sweeper","10"
"2016/04/13 00:00:00","RE9417 (11138-PC)","Sweeper","9"
"2016/04/05 00:00:00","RE9417 (11138-PC)","Sweeper","34"
"2016/04/27 00:00:00","RE9417 (11138-PC)","Sweeper","12"
"2016/05/02 00:00:00","RE9417 (11138-PC)","Sweeper","96"
"2016/05/07 00:00:00","RE9417 (11138-PC)","Sweeper","23"
"2016/05/04 00:00:00","RE9402 (11154-PC)","Sweeper","73"
"2016/04/26 00:00:00","RE9405 (11153-PC)","Sweeper","87"
"2016/04/13 00:00:00","RE9405 (11153-PC)","Sweeper","12"
"2016/05/06 00:00:00","RE9405 (11153-PC)","Sweeper","14"
"2016/04/07 00:00:00","RE9418 (11140-PC)","Sweeper","136"
"2016/04/06 00:00:00","RE9418 (11140-PC)","Sweeper","145"
"2016/04/21 00:00:00","RE9418 (11140-PC)","Sweeper","78"
"2016/04/14 00:00:00","RE9400 (11137-PC)","Sweeper","118"
"2016/05/03 00:00:00","RE9400 (11137-PC)","Sweeper","42"
"2016/04/15 00:00:00","RE9400 (11137-PC)","Sweeper","5"
"2016/05/05 00:00:00","RE9400 (11137-PC)","Sweeper","111"
