id,title,lastUpdated,geometry,link,icon,destinos
"http://www.zaragoza.es/api/recurso/urbanismo-infraestructuras/transporte-urbano/poste/rural-809","(809) INALSA Líneas: 102","","678474.56 4616056.0","","http://www.zaragoza.es/contenidos/iconos/bus.png",""
"http://www.zaragoza.es/api/recurso/urbanismo-infraestructuras/transporte-urbano/poste/rural-810","(810) Mercazaragoza Líneas: 102","","678883.3 4617160.0","","http://www.zaragoza.es/contenidos/iconos/bus.png",""
"http://www.zaragoza.es/api/recurso/urbanismo-infraestructuras/transporte-urbano/poste/tuzsa-811","(811) VALLE DE BROTO 18 /SALVADOR ALLENDE Líneas: Ci2, 29","","676751.56 4615159.5","http://www.urbanosdezaragoza.es/frm_esquemaparadatime.php?poste=811","http://www.zaragoza.es/contenidos/iconos/bus.png",""
"http://www.zaragoza.es/api/recurso/urbanismo-infraestructuras/transporte-urbano/poste/rural-811","(811) Monasteri Cogullada Líneas: 102","","679009.0 4617475.0","","http://www.zaragoza.es/contenidos/iconos/bus.png",""
"http://www.zaragoza.es/api/recurso/urbanismo-infraestructuras/transporte-urbano/poste/tuzsa-812","(812) VALLE DE BROTO / RANILLAS Líneas: 23, 42, N2","","675904.06 4614732.5","http://www.urbanosdezaragoza.es/frm_esquemaparadatime.php?poste=812","http://www.zaragoza.es/contenidos/iconos/bus.png",""
"http://www.zaragoza.es/api/recurso/urbanismo-infraestructuras/transporte-urbano/poste/rural-812","(812) Camino Cogullada Monasterio Líneas: 102","","679336.25 4617720.5","","http://www.zaragoza.es/contenidos/iconos/bus.png",""
"http://www.zaragoza.es/api/recurso/urbanismo-infraestructuras/transporte-urbano/poste/tuzsa-813","(813) VALLE DE BROTO / RANILLAS Líneas: 42, 23","","675893.1 4614754.5","http://www.urbanosdezaragoza.es/frm_esquemaparadatime.php?poste=813","http://www.zaragoza.es/contenidos/iconos/bus.png",""
"http://www.zaragoza.es/api/recurso/urbanismo-infraestructuras/transporte-urbano/poste/rural-813","(813) Desguace Líneas: 102","","679487.06 4617904.0","","http://www.zaragoza.es/contenidos/iconos/bus.png",""
"http://www.zaragoza.es/api/recurso/urbanismo-infraestructuras/transporte-urbano/poste/rural-814","(814) Torre Orruño Líneas: 102","","679714.44 4618830.5","","http://www.zaragoza.es/contenidos/iconos/bus.png",""
"http://www.zaragoza.es/api/recurso/urbanismo-infraestructuras/transporte-urbano/poste/rural-815","(815) Campo de Fútbol Líneas: 102","","680218.9 4619976.0","","http://www.zaragoza.es/contenidos/iconos/bus.png",""
"http://www.zaragoza.es/api/recurso/urbanismo-infraestructuras/transporte-urbano/poste/tuzsa-816","(816) VALLE DE BROTO / PARQUE Líneas: N7, Ci1, 29, 50","","676665.75 4615092.5","http://www.urbanosdezaragoza.es/frm_esquemaparadatime.php?poste=816","http://www.zaragoza.es/contenidos/iconos/bus.png",""
"http://www.zaragoza.es/api/recurso/urbanismo-infraestructuras/transporte-urbano/poste/rural-816","(816) Calle del Río Líneas: 102","","680340.5 4620439.5","","http://www.zaragoza.es/contenidos/iconos/bus.png",""
"http://www.zaragoza.es/api/recurso/urbanismo-infraestructuras/transporte-urbano/poste/tuzsa-817","(817) VALLE DE BROTO / V. WOOLF Líneas: 42, 23","","675992.9 4614890.0","http://www.urbanosdezaragoza.es/frm_esquemaparadatime.php?poste=817","http://www.zaragoza.es/contenidos/iconos/bus.png",""
"http://www.zaragoza.es/api/recurso/urbanismo-infraestructuras/transporte-urbano/poste/tuzsa-818","(818) VALLE DE OZA  19 Líneas: 36","","677011.1 4615108.0","http://www.urbanosdezaragoza.es/frm_esquemaparadatime.php?poste=818","http://www.zaragoza.es/contenidos/iconos/bus.png",""
"http://www.zaragoza.es/api/recurso/urbanismo-infraestructuras/transporte-urbano/poste/rural-818","(818) Frente AGM Líneas: 101, 102","","677409.44 4618408.5","","http://www.zaragoza.es/contenidos/iconos/bus.png",""
"http://www.zaragoza.es/api/recurso/urbanismo-infraestructuras/transporte-urbano/poste/tuzsa-819","(819) VALLE DE OZA / PARQUE Líneas: 36","","676997.9 4614854.5","http://www.urbanosdezaragoza.es/frm_esquemaparadatime.php?poste=819","http://www.zaragoza.es/contenidos/iconos/bus.png",""
"http://www.zaragoza.es/api/recurso/urbanismo-infraestructuras/transporte-urbano/poste/rural-819","(819) Frente a Brigada de Caballería Castillejos II Líneas: 101, 102","","678047.3 4620119.0","","http://www.zaragoza.es/contenidos/iconos/bus.png",""
"http://www.zaragoza.es/api/recurso/urbanismo-infraestructuras/transporte-urbano/poste/tuzsa-82","(82) AV. CESAR AUGUSTO 4 Líneas: 52","","676070.2 4613314.0","http://www.urbanosdezaragoza.es/frm_esquemaparadatime.php?poste=82","http://www.zaragoza.es/contenidos/iconos/bus.png",""
"http://www.zaragoza.es/api/recurso/urbanismo-infraestructuras/transporte-urbano/poste/rural-820","(820) San Juan 79 Líneas: 102","","679967.5 4620681.0","","http://www.zaragoza.es/contenidos/iconos/bus.png",""
"http://www.zaragoza.es/api/recurso/urbanismo-infraestructuras/transporte-urbano/poste/tuzsa-821","(821) VÍA HISPANIDAD 64 Líneas: N6, 38","","673664.8 4612596.5","http://www.urbanosdezaragoza.es/frm_esquemaparadatime.php?poste=821","http://www.zaragoza.es/contenidos/iconos/bus.png",""
"http://www.zaragoza.es/api/recurso/urbanismo-infraestructuras/transporte-urbano/poste/tuzsa-822","(822) VÍA HISPANIDAD 64 Líneas: 22, 53","","673630.2 4612670.5","http://www.urbanosdezaragoza.es/frm_esquemaparadatime.php?poste=822","http://www.zaragoza.es/contenidos/iconos/bus.png",""
"http://www.zaragoza.es/api/recurso/urbanismo-infraestructuras/transporte-urbano/poste/rural-822","(822) Dr. Palomar Líneas: 102","","679515.4 4620722.5","","http://www.zaragoza.es/contenidos/iconos/bus.png",""
"http://www.zaragoza.es/api/recurso/urbanismo-infraestructuras/transporte-urbano/poste/tuzsa-823","(823) VÍA HISPANIDAD 73 Líneas: 38","","673631.75 4612571.5","http://www.urbanosdezaragoza.es/frm_esquemaparadatime.php?poste=823","http://www.zaragoza.es/contenidos/iconos/bus.png",""
"http://www.zaragoza.es/api/recurso/urbanismo-infraestructuras/transporte-urbano/poste/rural-823","(823) Rotonda Z-40 Líneas: 102","","678999.2 4620472.0","","http://www.zaragoza.es/contenidos/iconos/bus.png",""
"http://www.zaragoza.es/api/recurso/urbanismo-infraestructuras/transporte-urbano/poste/tuzsa-824","(824) VIA HISPANIDAD 73 Líneas: 22, 53","","673608.56 4612675.0","http://www.urbanosdezaragoza.es/frm_esquemaparadatime.php?poste=824","http://www.zaragoza.es/contenidos/iconos/bus.png",""
"http://www.zaragoza.es/api/recurso/urbanismo-infraestructuras/transporte-urbano/poste/rural-824","(824) Ciudad Transporte - Final Líneas: 102","","678838.8 4620521.0","","http://www.zaragoza.es/contenidos/iconos/bus.png",""
"http://www.zaragoza.es/api/recurso/urbanismo-infraestructuras/transporte-urbano/poste/tuzsa-825","(825) VIA HISPANIDAD 77 Líneas: 22, 53","","673557.5 4612820.0","http://www.urbanosdezaragoza.es/frm_esquemaparadatime.php?poste=825","http://www.zaragoza.es/contenidos/iconos/bus.png",""
"http://www.zaragoza.es/api/recurso/urbanismo-infraestructuras/transporte-urbano/poste/rural-825","(825) Ambulatorio Parque Goya II Líneas: 101","","676814.75 4617755.5","","http://www.zaragoza.es/contenidos/iconos/bus.png",""
"http://www.zaragoza.es/api/recurso/urbanismo-infraestructuras/transporte-urbano/poste/tuzsa-826","(826) VÍA HISPANIDAD 80 Líneas: 22, 53","","673576.0 4612823.0","http://www.urbanosdezaragoza.es/frm_esquemaparadatime.php?poste=826","http://www.zaragoza.es/contenidos/iconos/bus.png",""
"http://www.zaragoza.es/api/recurso/urbanismo-infraestructuras/transporte-urbano/poste/rural-826","(826) Rotonda Acceso Ciudad Tranporte IDA Líneas: 101, 102","","678776.56 4620504.5","","http://www.zaragoza.es/contenidos/iconos/bus.png",""
"http://www.zaragoza.es/api/recurso/urbanismo-infraestructuras/transporte-urbano/poste/tuzsa-827","(827) VIA HISPANIDAD 83 Líneas: 22, 53","","673489.06 4613007.5","http://www.urbanosdezaragoza.es/frm_esquemaparadatime.php?poste=827","http://www.zaragoza.es/contenidos/iconos/bus.png",""
"http://www.zaragoza.es/api/recurso/urbanismo-infraestructuras/transporte-urbano/poste/rural-827","(827) Frente a Autocares Alosa Líneas: 101","","678886.94 4620897.0","","http://www.zaragoza.es/contenidos/iconos/bus.png",""
"http://www.zaragoza.es/api/recurso/urbanismo-infraestructuras/transporte-urbano/poste/tuzsa-828","(828) VÍA HISPANIDAD 99 Líneas: 22","","673346.06 4613444.0","http://www.urbanosdezaragoza.es/frm_esquemaparadatime.php?poste=828","http://www.zaragoza.es/contenidos/iconos/bus.png",""
"http://www.zaragoza.es/api/recurso/urbanismo-infraestructuras/transporte-urbano/poste/rural-828","(828) Centro de negocios Líneas: 101","","678945.44 4621279.0","","http://www.zaragoza.es/contenidos/iconos/bus.png",""
"http://www.zaragoza.es/api/recurso/urbanismo-infraestructuras/transporte-urbano/poste/tuzsa-829","(829) VÍA HISPANIDAD 100 / ENLACES Líneas: 22, 53","","673478.4 4613088.0","http://www.urbanosdezaragoza.es/frm_esquemaparadatime.php?poste=829","http://www.zaragoza.es/contenidos/iconos/bus.png",""
"http://www.zaragoza.es/api/recurso/urbanismo-infraestructuras/transporte-urbano/poste/rural-829","(829) Transportes AZKAR Líneas: 101","","678766.4 4621749.5","","http://www.zaragoza.es/contenidos/iconos/bus.png",""
"http://www.zaragoza.es/api/recurso/urbanismo-infraestructuras/transporte-urbano/poste/tuzsa-830","(830) VÍA HISPANIDAD 142 Líneas: 52","","673230.7 4613889.0","http://www.urbanosdezaragoza.es/frm_esquemaparadatime.php?poste=830","http://www.zaragoza.es/contenidos/iconos/bus.png",""
"http://www.zaragoza.es/api/recurso/urbanismo-infraestructuras/transporte-urbano/poste/rural-830","(830) Instalaciones militares Líneas: 101","","678654.06 4622260.0","","http://www.zaragoza.es/contenidos/iconos/bus.png",""
"http://www.zaragoza.es/api/recurso/urbanismo-infraestructuras/transporte-urbano/poste/rural-831","(831) ASPACE Líneas: 101","","678398.9 4622755.0","","http://www.zaragoza.es/contenidos/iconos/bus.png",""
"http://www.zaragoza.es/api/recurso/urbanismo-infraestructuras/transporte-urbano/poste/tuzsa-832","(832) V. HISPANIDAD / MONTPELLIER Líneas: 35, 42","","673988.75 4611686.5","http://www.urbanosdezaragoza.es/frm_esquemaparadatime.php?poste=832","http://www.zaragoza.es/contenidos/iconos/bus.png",""
"http://www.zaragoza.es/api/recurso/urbanismo-infraestructuras/transporte-urbano/poste/rural-832","(832) Calle Diciembre Líneas: 101","","677194.9 4625865.5","","http://www.zaragoza.es/contenidos/iconos/bus.png",""
"http://www.zaragoza.es/api/recurso/urbanismo-infraestructuras/transporte-urbano/poste/rural-833","(833) Entre calle Enero y calle Febrero Líneas: 101","","676868.75 4626295.5","","http://www.zaragoza.es/contenidos/iconos/bus.png",""
"http://www.zaragoza.es/api/recurso/urbanismo-infraestructuras/transporte-urbano/poste/rural-834","(834) Entre calle Marzo y calle Abril Líneas: 101","","676548.25 4626430.0","","http://www.zaragoza.es/contenidos/iconos/bus.png",""
"http://www.zaragoza.es/api/recurso/urbanismo-infraestructuras/transporte-urbano/poste/tuzsa-835","(835) VÍA HISPANIDAD / FRENTE BOMBARDA Líneas: 52","","673162.75 4613831.5","http://www.urbanosdezaragoza.es/frm_esquemaparadatime.php?poste=835","http://www.zaragoza.es/contenidos/iconos/bus.png",""
"http://www.zaragoza.es/api/recurso/urbanismo-infraestructuras/transporte-urbano/poste/rural-835","(835) Entre calle Mayo y calle Junio Líneas: 101","","676183.4 4626584.0","","http://www.zaragoza.es/contenidos/iconos/bus.png",""
"http://www.zaragoza.es/api/recurso/urbanismo-infraestructuras/transporte-urbano/poste/rural-836","(836) Entre calle Julio y calle Agosto Líneas: 101","","675829.2 4626734.0","","http://www.zaragoza.es/contenidos/iconos/bus.png",""
"http://www.zaragoza.es/api/recurso/urbanismo-infraestructuras/transporte-urbano/poste/tuzsa-837","(837) TOMÁS GABASA /PZA DE LA ERMITA Líneas: 42","","674096.7 4611188.0","http://www.urbanosdezaragoza.es/frm_esquemaparadatime.php?poste=837","http://www.zaragoza.es/contenidos/iconos/bus.png",""
"http://www.zaragoza.es/api/recurso/urbanismo-infraestructuras/transporte-urbano/poste/rural-837","(837) Entre calle Septiembre y calle Octubre Líneas: 101","","675402.2 4626879.0","","http://www.zaragoza.es/contenidos/iconos/bus.png",""
"http://www.zaragoza.es/api/recurso/urbanismo-infraestructuras/transporte-urbano/poste/tuzsa-838","(838) CTRA MONTAÑANA Líneas: N7, 28","","680559.56 4615961.0","http://www.urbanosdezaragoza.es/frm_esquemaparadatime.php?poste=838","http://www.zaragoza.es/contenidos/iconos/bus.png",""
"http://www.zaragoza.es/api/recurso/urbanismo-infraestructuras/transporte-urbano/poste/rural-838","(838) Panrico / Bimbo Líneas: 101","","678970.5 4621448.5","","http://www.zaragoza.es/contenidos/iconos/bus.png",""
"http://www.zaragoza.es/api/recurso/urbanismo-infraestructuras/transporte-urbano/poste/tuzsa-839","(839) VIA HISPANIDAD 110 Líneas: 33","","673492.44 4613216.5","http://www.urbanosdezaragoza.es/frm_esquemaparadatime.php?poste=839","http://www.zaragoza.es/contenidos/iconos/bus.png",""
"http://www.zaragoza.es/api/recurso/urbanismo-infraestructuras/transporte-urbano/poste/rural-839","(839) Camino del Cascajo Líneas: 102","","679397.2 4620474.0","","http://www.zaragoza.es/contenidos/iconos/bus.png",""
"http://www.zaragoza.es/api/recurso/urbanismo-infraestructuras/transporte-urbano/poste/rural-840","(840) Camino del Cascajo Líneas: 102","","679400.2 4620472.0","","http://www.zaragoza.es/contenidos/iconos/bus.png",""
"http://www.zaragoza.es/api/recurso/urbanismo-infraestructuras/transporte-urbano/poste/tuzsa-841","(841) VÍA IBÉRICA 20 / COLEGIO Líneas: N4, 57","","674305.8 4610736.5","http://www.urbanosdezaragoza.es/frm_esquemaparadatime.php?poste=841","http://www.zaragoza.es/contenidos/iconos/bus.png",""
"http://www.zaragoza.es/api/recurso/urbanismo-infraestructuras/transporte-urbano/poste/tuzsa-843","(843) VÍA IBÉRICA 33 / INFANTES DE ESPAÑA Líneas: N4","","674314.0 4610718.0","http://www.urbanosdezaragoza.es/frm_esquemaparadatime.php?poste=843","http://www.zaragoza.es/contenidos/iconos/bus.png",""
"http://www.zaragoza.es/api/recurso/urbanismo-infraestructuras/transporte-urbano/poste/tuzsa-844","(844) VÍA IBÉRICA 38 / ARGUALAS Líneas: N4, 57","","674180.3 4610521.0","http://www.urbanosdezaragoza.es/frm_esquemaparadatime.php?poste=844","http://www.zaragoza.es/contenidos/iconos/bus.png",""
"http://www.zaragoza.es/api/recurso/urbanismo-infraestructuras/transporte-urbano/poste/tuzsa-849","(849) VÍA PIGNATELLI 7 Líneas: 42","","676212.94 4611409.5","http://www.urbanosdezaragoza.es/frm_esquemaparadatime.php?poste=849","http://www.zaragoza.es/contenidos/iconos/bus.png",""
"http://www.zaragoza.es/api/recurso/urbanismo-infraestructuras/transporte-urbano/poste/tuzsa-850","(850) VÍA PIGNATELLI 61 Líneas: 42","","675871.1 4611446.0","http://www.urbanosdezaragoza.es/frm_esquemaparadatime.php?poste=850","http://www.zaragoza.es/contenidos/iconos/bus.png",""
"http://www.zaragoza.es/api/recurso/urbanismo-infraestructuras/transporte-urbano/poste/tuzsa-851","(851) VÍA UNIVERSITAS 10 Líneas: Ci1, 42, 38","","674411.9 4612711.5","http://www.urbanosdezaragoza.es/frm_esquemaparadatime.php?poste=851","http://www.zaragoza.es/contenidos/iconos/bus.png",""
"http://www.zaragoza.es/api/recurso/urbanismo-infraestructuras/transporte-urbano/poste/rural-851","(851) Rotonda Z40 Líneas: 102","","678955.8 4620383.0","","http://www.zaragoza.es/contenidos/iconos/bus.png",""
"http://www.zaragoza.es/api/recurso/urbanismo-infraestructuras/transporte-urbano/poste/tuzsa-852","(852) VÍA UNIVERSITAS 17 Líneas: 42, Ci2, 22","","674378.4 4612751.0","http://www.urbanosdezaragoza.es/frm_esquemaparadatime.php?poste=852","http://www.zaragoza.es/contenidos/iconos/bus.png",""
"http://www.zaragoza.es/api/recurso/urbanismo-infraestructuras/transporte-urbano/poste/rural-852","(852) Doctor Palomar 33 Líneas: 102","","679517.75 4620718.0","","http://www.zaragoza.es/contenidos/iconos/bus.png",""
"http://www.zaragoza.es/api/recurso/urbanismo-infraestructuras/transporte-urbano/poste/tuzsa-853","(853) VÍA UNIVERSITAS 81 Líneas: 42, Ci2","","674116.56 4613438.5","http://www.urbanosdezaragoza.es/frm_esquemaparadatime.php?poste=853","http://www.zaragoza.es/contenidos/iconos/bus.png",""
"http://www.zaragoza.es/api/recurso/urbanismo-infraestructuras/transporte-urbano/poste/rural-853","(853) Pza. España Líneas: 102","","679677.75 4620871.0","","http://www.zaragoza.es/contenidos/iconos/bus.png",""
"http://www.zaragoza.es/api/recurso/urbanismo-infraestructuras/transporte-urbano/poste/rural-854","(854) Final y Principio Línea (San Juan 70) Líneas: 102","","679960.7 4620680.5","","http://www.zaragoza.es/contenidos/iconos/bus.png",""
"http://www.zaragoza.es/api/recurso/urbanismo-infraestructuras/transporte-urbano/poste/rural-855","(855) Brigada de Caballería Castillejos II Líneas: 101, 102","","678084.1 4620236.5","","http://www.zaragoza.es/contenidos/iconos/bus.png",""
"http://www.zaragoza.es/api/recurso/urbanismo-infraestructuras/transporte-urbano/poste/tuzsa-856","(856) VÍA UNIVERSITAS / AV MADRID Líneas: Ci1, 42","","674128.75 4613444.0","http://www.urbanosdezaragoza.es/frm_esquemaparadatime.php?poste=856","http://www.zaragoza.es/contenidos/iconos/bus.png",""
"http://www.zaragoza.es/api/recurso/urbanismo-infraestructuras/transporte-urbano/poste/rural-856","(856) Academia General Militar Líneas: 101, 102","","677417.6 4618675.0","","http://www.zaragoza.es/contenidos/iconos/bus.png",""
"http://www.zaragoza.es/api/recurso/urbanismo-infraestructuras/transporte-urbano/poste/tuzsa-857","(857) VICENTE BLANCO / C.C.AUGUSTA Líneas: 22, 32","","673308.4 4614134.0","http://www.urbanosdezaragoza.es/frm_esquemaparadatime.php?poste=857","http://www.zaragoza.es/contenidos/iconos/bus.png",""
"http://www.zaragoza.es/api/recurso/urbanismo-infraestructuras/transporte-urbano/poste/tuzsa-858","(858) VILLA DE ANSO Líneas: 33","","676113.75 4610854.5","http://www.urbanosdezaragoza.es/frm_esquemaparadatime.php?poste=858","http://www.zaragoza.es/contenidos/iconos/bus.png",""
"http://www.zaragoza.es/api/recurso/urbanismo-infraestructuras/transporte-urbano/poste/rural-858","(858) Calle del Río Num  29 Líneas: 102","","680334.4 4620426.0","","http://www.zaragoza.es/contenidos/iconos/bus.png",""
"http://www.zaragoza.es/api/recurso/urbanismo-infraestructuras/transporte-urbano/poste/tuzsa-859","(859) VILLA DE ANSO Líneas: 39","","676086.25 4610859.0","http://www.urbanosdezaragoza.es/frm_esquemaparadatime.php?poste=859","http://www.zaragoza.es/contenidos/iconos/bus.png",""
"http://www.zaragoza.es/api/recurso/urbanismo-infraestructuras/transporte-urbano/poste/rural-859","(859) Campo de Fútbol Líneas: 102","","680217.75 4619978.0","","http://www.zaragoza.es/contenidos/iconos/bus.png",""
"http://www.zaragoza.es/api/recurso/urbanismo-infraestructuras/transporte-urbano/poste/tuzsa-860","(860) VILLA DE ANSO / ANTIGUA PRISIÓN Líneas: 42, 31, C4","","676154.1 4610841.0","http://www.urbanosdezaragoza.es/frm_esquemaparadatime.php?poste=860","http://www.zaragoza.es/contenidos/iconos/bus.png",""
"http://www.zaragoza.es/api/recurso/urbanismo-infraestructuras/transporte-urbano/poste/rural-860","(860) Torre Orruño Líneas: 102","","679716.4 4618843.0","","http://www.zaragoza.es/contenidos/iconos/bus.png",""
"http://www.zaragoza.es/api/recurso/urbanismo-infraestructuras/transporte-urbano/poste/tuzsa-861","(861) VIOLANTE DE HUNGRÍA 5 Líneas: Ci2, 53","","674928.5 4612011.5","http://www.urbanosdezaragoza.es/frm_esquemaparadatime.php?poste=861","http://www.zaragoza.es/contenidos/iconos/bus.png",""
"http://www.zaragoza.es/api/recurso/urbanismo-infraestructuras/transporte-urbano/poste/rural-861","(861) Chatarras Díez Líneas: 102","","679463.1 4617868.5","","http://www.zaragoza.es/contenidos/iconos/bus.png",""
"http://www.zaragoza.es/api/recurso/urbanismo-infraestructuras/transporte-urbano/poste/tuzsa-862","(862) VIOLANTE DE HUNGRÍA 5 / ESCUELA DE IDIOMAS Líneas: 35","","674533.75 4612395.5","http://www.urbanosdezaragoza.es/frm_esquemaparadatime.php?poste=862","http://www.zaragoza.es/contenidos/iconos/bus.png",""
"http://www.zaragoza.es/api/recurso/urbanismo-infraestructuras/transporte-urbano/poste/rural-862","(862) Monasterio Cogullada Líneas: 102","","679261.44 4617676.5","","http://www.zaragoza.es/contenidos/iconos/bus.png",""
"http://www.zaragoza.es/api/recurso/urbanismo-infraestructuras/transporte-urbano/poste/tuzsa-863","(863) VIOLANTE DE HUNGRÍA / CENTRO DEPORTIVO Líneas: Ci1, 35, 53","","674784.7 4612121.5","http://www.urbanosdezaragoza.es/frm_esquemaparadatime.php?poste=863","http://www.zaragoza.es/contenidos/iconos/bus.png",""
"http://www.zaragoza.es/api/recurso/urbanismo-infraestructuras/transporte-urbano/poste/tuzsa-864","(864) VIOLANTE DE HUNGRÍA / ESCUELA DE IDIOMAS Líneas: Ci1, 42, 35","","674572.0 4612353.5","http://www.urbanosdezaragoza.es/frm_esquemaparadatime.php?poste=864","http://www.zaragoza.es/contenidos/iconos/bus.png",""
"http://www.zaragoza.es/api/recurso/urbanismo-infraestructuras/transporte-urbano/poste/rural-864","(864) Mercazaragoza Líneas: 102","","678932.25 4617326.0","","http://www.zaragoza.es/contenidos/iconos/bus.png",""
"http://www.zaragoza.es/api/recurso/urbanismo-infraestructuras/transporte-urbano/poste/tuzsa-865","(865) VIOLANTE DE HUNGRÍA / PABELLON Líneas: Ci2","","674668.6 4612182.0","http://www.urbanosdezaragoza.es/frm_esquemaparadatime.php?poste=865","http://www.zaragoza.es/contenidos/iconos/bus.png",""
"http://www.zaragoza.es/api/recurso/urbanismo-infraestructuras/transporte-urbano/poste/rural-865","(865) INALSA Líneas: 102","","678493.9 4616114.5","","http://www.zaragoza.es/contenidos/iconos/bus.png",""
"http://www.zaragoza.es/api/recurso/urbanismo-infraestructuras/transporte-urbano/poste/tuzsa-866","(866) ZAFIRO / MUZA BEN ZEYA Líneas: C4, 31, 23, N5","","677054.44 4610309.0","http://www.urbanosdezaragoza.es/frm_esquemaparadatime.php?poste=866","http://www.zaragoza.es/contenidos/iconos/bus.png",""
"http://www.zaragoza.es/api/recurso/urbanismo-infraestructuras/transporte-urbano/poste/rural-866","(866) Bar Pirineos Líneas: 102","","678214.1 4615638.5","","http://www.zaragoza.es/contenidos/iconos/bus.png",""
"http://www.zaragoza.es/api/recurso/urbanismo-infraestructuras/transporte-urbano/poste/tuzsa-867","(867) CALLE ZARAGOZA 54 Líneas: 43","","675192.6 4617789.5","http://www.urbanosdezaragoza.es/frm_esquemaparadatime.php?poste=867","http://www.zaragoza.es/contenidos/iconos/bus.png",""
