CLASS,CLASS_CODE,COMM_CODE,NAME,CNSS_YR,RES_CNT,DWELL_CNT,PRSCH_CHLD,ELECT_CNT,EMPLYD_CNT,OWNSHP_CNT,DOG_CNT,CAT_CNT,SING_FAMLY,DUPLEX,MULTI_PLEX,APARTMENT,TOWN_HOUSE,MANUF_HOME,CONV_STRUC,COMUNL_HSE,RES_COMM,OTHER_RES,NURSING_HM,OTHER_INST,HOTEL_CNT,APT_NO_RES,APT_OCCPD,APT_OWNED,APT_PERSON,APT_VACANT,CNV_NO_RES,CNV_OCCPD,CNV_OWNED,CNV_PERSON,CNV_VACANT,DUP_NO_RES,DUP_OCCPD,DUP_OWNED,DUP_PERSON,DUP_VACANT,MFH_NO_RES,MFH_OCCPD,MFH_OWNED,MFH_PERSON,MFH_VACANT,OTH_NO_RES,OTH_OCCPD,OTH_OWNED,OTH_PERSON,OTH_VACANT,TWN_NO_RES,TWN_OCCPD,TWN_OWNED,TWN_PERSON,TWN_VACANT,SF_NO_RES,SF_OCCPD,SF_OWNED,SF_PERSON,SF_VACANT,MALE_CNT,FEMALE_CNT,MALE_0_4,MALE_5_14,MALE_15_19,MALE_20_24,MALE_25_34,MALE_35_44,MALE_45_54,MALE_55_64,MALE_65_74,MALE_75,FEM_0_4,FEM_5_14,FEM_15_19,FEM_20_24,FEM_25_34,FEM_35_44,FEM_45_54,FEM_55_64,FEM_65_74,FEM_75,MF_0_4,MF_5_14,MF_15_19,MF_20_24,MF_25_34,MF_35_44,MF_45_54,MF_55_64,MF_65_74,MF_75,FOIP_IND,DWELSZ_1,DWELSZ_2,DWELSZ_3,DWELSZ_4_5,DWELSZ_6,OBJECTID,SHAPE_AREA,SHAPE_LEN
Residential,1,CAS,CASTLERIDGE,2001,6405,1838,647,3518,3299,1374,675,642,1458,226,0,120,0,0,34,0,0,0,0,0,0,0,119,0,201,1,0,27,2,64,5,0,223,134,741,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1441,1238,5399,17,3177,3228,225,618,272,245,469,667,409,158,85,29,253,585,284,228,496,671,368,183,111,49,478,1203,556,473,965,1338,777,341,196,78,,201,344,351,709,205,59,1212221.37291000000,4571.76890939000
Industrial,2,SKW,SKYLINE WEST,2001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Y,0,0,0,0,0,60,825984.78430600000,4686.71479355000
Residential,1,BRE,BRENTWOOD,2001,6384,2550,286,4554,3100,1811,640,586,1982,0,83,206,240,0,38,0,0,1,0,0,0,2,286,12,443,0,0,29,2,54,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,238,0,540,1,0,1968,1797,5347,11,3189,3195,114,376,210,341,419,538,423,272,332,164,116,346,197,257,386,522,408,313,414,236,230,722,407,598,805,1060,831,585,746,400,,544,927,443,567,40,61,2886883.26130000000,8006.61757920000
Residential,1,NHU,NORTH HAVEN UPPER,2001,692,246,47,496,394,230,95,69,245,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,241,230,691,4,346,346,11,53,27,12,32,61,66,52,29,3,20,51,25,23,22,68,67,39,25,6,31,104,52,35,54,129,133,91,54,9,,26,89,48,74,5,63,269104.30616700000,2418.67369893000
Industrial,2,SKE,SKYLINE EAST,2001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Y,0,0,0,0,0,64,554908.42752800000,3438.30333461000
Residential,1,VAL,VALLEY RIDGE,2001,3139,1124,366,2196,1832,1028,466,302,1066,0,0,0,57,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,69,0,2,47,46,87,4,5,998,982,2983,20,1593,1546,164,208,91,69,223,358,270,122,47,41,146,177,81,59,281,360,232,112,46,52,310,385,172,128,504,718,502,234,93,93,,72,408,215,327,24,67,3167686.64354000000,7810.11009397000
Residential,1,BOW,BOWNESS,2001,11865,5141,803,8268,6330,2689,1867,1928,2414,801,52,673,829,1,353,0,5,6,1,4,2,5,693,104,1053,20,1,296,24,570,30,0,781,375,2170,17,1,0,0,0,0,1,16,2,242,1,0,792,189,1828,32,3,2361,1995,6002,40,5932,5933,319,701,425,412,966,1170,909,484,319,227,323,645,357,432,945,1059,826,509,435,402,642,1346,782,844,1911,2229,1735,993,754,629,,1357,1799,860,814,109,69,5609292.86146000000,14421.00515140000
Industrial,2,HOR,HORIZON,2001,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Y,0,0,0,0,0,70,2321333.51521000000,6539.39739387000
Industrial,2,MCI,McCALL,2001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Y,0,0,0,0,0,72,2389001.40287000000,6756.47594457000
Industrial,2,PEG,PEGASUS,2001,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Y,0,0,0,0,0,73,255287.40369100000,2294.82562096000
Residual Sub Area,4,05C,05C,2001,0,3,0,0,0,0,2,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Y,0,0,0,0,0,74,2058622.66404000000,7767.88095508000
Residential,1,MOR,MONTEREY PARK,2001,10310,2918,961,6245,5577,2715,787,587,2474,24,0,0,139,276,4,0,0,0,1,0,0,0,0,0,0,0,0,4,0,8,0,0,21,19,69,1,0,270,269,479,6,0,1,0,81,0,1,138,74,392,0,0,2452,2353,9281,19,5112,5198,374,777,437,390,773,962,750,334,197,118,377,775,385,366,822,964,742,334,250,183,751,1552,822,756,1595,1926,1492,668,447,301,,208,678,519,1191,290,75,3264127.21138000000,8498.41069873000
Industrial,2,GRI,GREENVIEW INDUSTRIAL PARK,2001,0,6,0,0,0,0,2,1,5,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Y,0,0,0,0,0,77,2138741.91305000000,7681.92858281000
Residential,1,WHI,WHITEHORN,2001,12209,3488,1004,7157,6564,2721,1075,935,2546,665,0,1,114,0,162,0,0,0,0,0,0,0,1,0,1,0,0,126,10,288,26,0,653,439,2239,9,0,0,0,0,0,0,0,0,0,0,0,114,52,310,0,0,2526,2220,9371,18,6206,6003,377,1016,597,588,907,1013,998,436,208,66,407,930,541,501,899,1070,951,397,224,83,784,1946,1138,1089,1806,2083,1949,833,432,149,,262,764,677,1331,386,79,2639368.48826000000,6505.56005525000
Residential,1,GRE,GREENWOOD/GREENBRIAR,2001,968,476,59,731,554,429,218,146,1,0,0,0,0,475,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,460,428,967,14,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,466,502,18,44,24,23,53,83,80,67,52,22,27,33,33,27,61,83,90,65,47,36,45,77,57,50,114,166,170,132,99,58,,135,209,67,48,2,80,1161083.69885000000,4768.21495514000
Residential,1,CAM,CAMBRIAN HEIGHTS,2001,2104,906,126,1501,1034,591,251,232,607,135,16,32,60,0,56,0,0,0,0,0,0,0,48,1,68,0,0,51,2,85,2,0,129,38,307,6,0,0,0,0,0,0,0,0,0,0,0,57,0,137,3,0,599,550,1507,8,1046,1058,50,112,51,79,169,209,141,83,93,59,44,115,39,78,158,209,131,85,112,87,94,227,90,157,327,418,272,168,205,146,,222,353,137,157,15,83,864001.18381800000,5162.65214973000
Residential,1,CRM,CRESTMONT,2001,15,33,0,9,11,6,3,3,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,6,6,15,6,8,7,0,1,1,1,2,1,2,0,0,0,0,2,0,0,2,1,2,0,0,0,0,3,1,1,4,2,4,0,0,0,,1,4,0,0,1,84,637397.74426400000,3194.15031221000
Residual Sub Area,4,01C,01C,2001,0,7,0,0,0,0,2,3,4,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Y,0,0,0,0,0,85,1991171.45385000000,7349.54079940000
Residual Sub Area,4,01D,01D,2001,0,4,0,0,0,0,1,1,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Y,0,0,0,0,0,87,428763.95462000000,3536.97689676000
Industrial,2,WES,WESTWINDS,2001,0,6,0,0,0,0,3,0,4,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Y,0,0,0,0,0,53,1949295.91771000000,6725.54121564000
Residential,1,THO,THORNCLIFFE,2001,9265,3733,630,6542,4853,2372,1077,1098,2055,366,0,335,817,0,159,0,0,1,0,0,0,1,314,28,479,20,1,134,11,217,13,0,359,169,965,7,0,0,0,0,0,1,0,0,0,0,2,798,333,2283,17,1,2025,1831,5321,28,4630,4635,244,576,314,336,767,865,622,326,364,216,244,562,277,338,707,819,566,386,438,298,488,1138,591,674,1474,1684,1188,712,802,514,,800,1305,697,730,98,54,3269188.17324000000,8229.10911659000
Residential,1,VAR,VARSITY,2001,12294,5330,567,8885,5794,3428,931,904,2605,168,1,1629,892,0,33,0,1,0,0,0,1,4,1466,357,2423,32,0,30,0,47,3,0,166,92,416,1,0,0,0,0,0,0,1,0,1,1,3,865,556,1752,24,0,2574,2423,7655,27,5879,6415,214,689,401,667,782,804,850,636,544,292,206,729,466,603,689,937,878,737,645,525,420,1418,867,1270,1471,1741,1728,1373,1189,817,,1366,1913,714,1004,105,55,6852685.30127000000,11788.74075040000
Residual Sub Area,4,01B,01B,2001,0,1,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Y,0,0,0,0,0,62,1976907.33369000000,6132.17319733000
Residential,1,GRV,GREENVIEW,2001,2120,1097,122,1578,1375,340,187,322,206,30,0,511,304,0,46,0,0,0,0,0,0,0,490,27,801,21,0,42,1,79,4,0,30,8,74,0,0,0,0,0,0,0,0,0,0,0,0,286,133,679,18,0,199,171,487,7,1110,1010,53,85,49,130,315,212,128,59,58,21,45,80,37,130,276,158,122,73,66,23,98,165,86,260,591,370,250,132,124,44,,373,421,143,102,8,65,453727.28490400000,3866.51701485000
Residential,1,CHW,CHARLESWOOD,2001,3731,1493,179,2787,1821,1211,411,347,1297,33,0,137,0,0,26,0,0,0,0,0,0,1,134,0,228,2,0,24,0,40,1,0,33,16,87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1288,1195,3376,9,1831,1900,62,214,107,142,192,320,267,170,229,128,61,211,102,141,176,320,281,191,261,156,123,425,209,283,368,640,548,361,490,284,,280,614,259,295,31,66,1830352.95795000000,8414.50625382000
Residential,1,NHV,NORTH HAVEN,2001,2507,958,152,1785,1193,686,300,243,605,194,0,50,96,0,13,0,0,0,0,0,0,0,46,0,49,4,0,10,1,19,3,0,191,103,504,3,0,0,0,0,0,0,0,0,0,0,0,93,10,268,3,0,598,572,1667,7,1237,1270,58,189,89,71,166,215,163,124,116,46,56,195,71,66,136,234,161,142,131,78,114,384,160,137,302,449,324,266,247,124,,183,327,175,227,26,68,845599.29442900000,4110.69209099000
Residential,1,HIW,HIGHWOOD,2001,2137,942,128,1601,1160,699,279,238,745,63,3,19,16,0,96,0,0,0,0,0,0,0,22,1,39,0,0,83,7,141,9,0,55,24,153,7,0,0,0,0,0,0,0,0,0,0,0,15,14,39,1,2,733,653,1765,9,1039,1098,52,103,55,89,164,206,159,52,78,81,57,128,40,90,154,219,128,60,123,99,109,231,95,179,318,425,287,112,201,180,,226,365,145,162,10,71,948736.88682900000,4070.92919031000
Residential,1,TEM,TEMPLE,2001,11784,3515,972,6952,6507,2737,1151,1149,2302,609,0,118,426,0,59,0,0,1,0,0,0,1,115,0,205,2,0,52,4,104,5,0,601,389,1932,7,0,0,0,0,0,0,1,0,2,0,0,416,271,1264,9,0,2280,2073,8277,21,5908,5876,355,963,587,591,844,1003,1012,320,173,60,385,986,553,513,868,1030,981,301,176,83,740,1949,1140,1104,1712,2033,1993,621,349,143,,290,849,749,1274,303,76,2624812.82014000000,6496.64397910000
Residential,1,HPK,HIGHLAND PARK,2001,3679,1984,218,2323,2222,652,358,512,937,165,33,411,20,0,411,0,6,1,0,0,0,0,426,22,624,18,3,341,8,573,47,0,161,46,399,3,0,0,0,0,0,0,6,1,12,1,0,20,1,55,0,1,909,574,2016,23,1902,1777,78,134,79,247,449,451,202,101,84,77,87,120,79,235,394,307,167,99,119,170,165,254,158,482,843,758,369,200,203,247,,748,673,244,186,12,78,1369133.65516000000,6635.66403137000
Industrial,2,NAW,NORTH AIRWAYS,2001,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Y,0,0,0,0,0,81,1209898.42603000000,5098.83875306000
Residential,1,COL,COLLINGWOOD,2001,2310,956,110,1752,1107,735,253,232,732,96,0,121,0,0,6,0,0,1,0,0,0,0,119,0,175,2,0,5,0,12,1,1,92,60,194,3,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,722,675,1928,8,1161,1149,45,145,77,88,125,209,163,82,133,94,35,150,63,60,113,199,169,101,153,106,80,295,140,148,238,408,332,183,286,200,,207,377,152,187,16,82,1558978.72551000000,5580.25059678000
Industrial,2,HHB,HARVEST HILLS BUSINESS PARK,2001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Y,0,0,0,0,0,33,2449056.64154000000,7549.94236187000
Residential,1,ARB,ARBOUR LAKE,2001,8111,3071,804,5160,4151,2715,782,674,2283,185,0,292,0,308,3,0,0,0,0,0,0,0,255,233,415,37,0,3,1,4,0,2,164,158,296,9,0,299,294,501,9,0,0,0,0,0,0,0,0,0,0,14,2132,2029,6895,56,4031,4080,338,634,260,214,593,833,544,253,230,132,306,545,237,215,676,870,540,270,256,165,644,1179,497,429,1269,1703,1084,523,486,297,,413,970,535,856,79,34,4316558.35482000000,8651.41330957000
Residential,1,TUS,TUSCANY,2001,5291,2129,749,3517,3263,1852,696,608,1836,48,0,204,41,0,0,0,0,0,0,0,0,0,187,173,313,17,0,0,0,0,0,3,35,31,62,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,1716,1648,4916,65,2625,2666,301,316,111,111,828,531,241,105,63,18,329,288,98,133,867,520,241,104,50,36,630,604,209,244,1695,1051,482,209,113,54,,231,798,399,462,48,36,6884001.48393000000,11834.89778530000
Residential,1,EDG,EDGEMONT,2001,17078,5353,1021,10991,8597,4581,1398,875,4344,258,0,292,449,0,9,0,0,0,1,0,0,0,276,87,509,15,0,8,3,17,1,0,252,178,679,6,0,0,0,0,0,0,1,0,137,0,0,442,311,990,7,0,4181,4002,14746,52,8459,8619,376,1452,979,644,638,1415,1804,651,342,158,365,1477,818,595,744,1702,1709,601,341,267,741,2929,1797,1239,1382,3117,3513,1252,683,425,,430,1345,965,2136,284,38,6619606.27149000000,11499.70715630000
Residual Sub Area,4,03V,03V,2001,0,2,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Y,0,0,0,0,0,40,3668505.98171000000,9756.24619621000
Major Park,3,NPK,NOSE HILL PARK,2001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Y,0,0,0,0,0,44,11605487.48880000000,13861.67315710000
Residential,1,SCE,SCENIC ACRES,2001,9490,2890,750,5976,4768,2764,1049,706,2657,176,0,0,43,0,0,0,0,0,1,13,0,0,0,0,0,0,0,0,0,0,0,2,154,151,306,10,0,0,0,0,0,2,12,0,199,0,0,43,39,77,0,1,2644,2574,8908,10,4705,4785,274,937,400,260,324,960,938,336,180,96,279,911,404,209,407,1087,848,326,162,152,553,1848,804,469,731,2047,1786,662,342,248,,191,783,507,1267,105,46,4344000.76807000000,10809.68356140000
Residential,1,RAN,RANCHLANDS,2001,8091,2959,576,5021,4476,2122,1019,980,1471,267,0,229,958,0,34,0,0,0,0,0,0,1,209,1,382,19,0,32,1,52,2,0,263,181,740,3,0,0,0,0,0,0,0,0,0,0,0,945,571,2283,13,0,1460,1368,4634,11,3941,4150,245,654,368,346,611,707,599,243,124,44,197,639,366,370,631,795,683,272,147,50,442,1293,734,716,1242,1502,1282,515,271,94,,498,925,597,823,66,47,2347533.57104000000,6574.45937641000
Residential,1,HUN,HUNTINGTON HILLS,2001,14590,5468,1178,10066,7918,3555,1505,1671,2960,551,4,528,1213,127,85,0,0,0,0,0,0,0,511,193,820,20,0,70,8,128,13,2,542,227,1653,4,0,124,118,254,2,0,0,0,0,0,0,1173,322,3038,35,0,2940,2687,8697,20,7264,7326,474,1018,475,583,1188,1285,914,666,442,219,436,914,475,561,1139,1285,1030,686,498,302,910,1932,950,1144,2327,2570,1944,1352,940,521,,942,1864,1111,1268,175,48,4766220.14485000000,10144.08272470000
Residential,1,TAR,TARADALE,2001,2397,771,333,1214,1330,661,290,235,733,1,0,0,34,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,6,0,0,1,1,4,0,0,0,0,0,0,0,0,0,0,0,0,32,30,69,2,0,715,630,2318,13,1222,1175,148,180,83,85,289,246,115,52,15,9,120,189,77,84,276,238,107,38,27,19,268,369,160,169,565,484,222,90,42,28,,63,215,169,264,40,49,2954494.02722000000,6899.95623618000
Residential,1,MRT,MARTINDALE,2001,9268,3025,1269,5243,5305,2648,1158,1141,2838,84,0,0,93,0,10,0,0,0,0,0,0,0,0,0,0,0,0,9,0,20,1,1,64,56,216,2,0,0,0,0,0,0,0,0,0,0,0,92,90,205,1,14,2718,2502,8827,62,4718,4550,512,744,265,356,1181,974,420,175,71,20,509,705,246,325,1215,850,401,196,88,15,1021,1449,511,681,2396,1824,821,371,159,35,,252,818,668,961,184,50,2749845.31464000000,6738.36493579000
Residential,1,DAL,DALHOUSIE,2001,9222,3684,520,6573,4734,2546,771,790,1921,306,0,863,570,0,24,0,0,0,0,0,0,8,837,308,1299,10,0,17,1,30,6,0,299,137,882,6,0,0,0,0,0,0,0,0,0,0,0,553,315,1324,16,0,1901,1785,5687,19,4481,4741,215,557,371,437,624,653,671,449,335,169,186,580,314,428,617,740,725,507,385,259,401,1137,685,865,1241,1393,1396,956,720,428,,783,1307,645,791,81,51,3335932.04103000000,7592.46633784000
Residential,1,SIL,SILVER SPRINGS,2001,9873,3507,635,6967,5503,2951,1268,1016,2533,208,2,240,514,0,9,0,0,1,0,0,0,1,233,2,404,8,0,8,0,13,0,0,202,140,546,6,0,0,0,0,0,1,0,0,0,0,0,503,408,1005,9,0,2514,2401,7905,15,4922,4951,259,755,490,394,470,752,950,516,246,90,216,718,421,356,485,908,998,509,235,105,475,1473,911,750,955,1660,1948,1025,481,195,,534,1125,628,1081,92,52,4978414.22181000000,10061.28688680000
Residual Sub Area,4,05B,05B,2001,19,4,5,8,8,3,3,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,3,19,0,9,10,1,2,0,0,1,3,1,1,0,0,3,1,1,0,2,2,0,1,0,0,4,3,1,0,3,5,1,2,0,0,,0,0,0,2,1,56,1022480.53860000000,4503.73339724000
Residential,1,COR,CORAL SPRINGS,2001,5408,1348,490,3156,2841,1269,338,204,1334,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,6,3,13,7,4,1283,1266,5395,19,2692,2716,184,534,281,201,319,540,413,114,80,26,186,511,279,189,360,591,349,114,98,39,370,1045,560,390,679,1131,762,228,178,65,,31,152,228,654,224,57,1626240.79469000000,5257.08734666000
Residential,1,FAL,FALCONRIDGE,2001,10682,3253,1208,5522,5534,2135,1059,973,1859,543,0,176,597,0,78,0,0,0,0,0,0,1,175,0,408,0,0,70,9,193,8,0,530,295,1825,12,0,0,0,0,0,0,0,0,0,0,0,578,324,1768,19,1,1829,1507,6488,28,5449,5233,489,995,434,453,1022,1000,604,258,139,55,441,936,396,427,1007,980,599,244,134,69,930,1931,830,880,2029,1980,1203,502,273,124,,288,810,688,1112,284,58,2156335.70086000000,6000.05384741000
Residential,1,LKB,LAKE BONAVISTA,2001,10350,3430,609,7214,5211,3173,1406,856,3273,0,67,89,0,0,0,0,0,0,1,0,0,0,73,72,106,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3227,3101,10244,26,5197,5153,211,902,526,342,281,771,1020,694,352,98,207,870,472,255,296,907,1014,669,334,129,418,1772,998,597,577,1678,2034,1363,686,227,,274,1039,588,1278,121,241,5205642.87181000000,9330.23212265000
Residential,1,BDO,BONAVISTA DOWNS,2001,1073,369,84,745,628,329,183,117,368,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,366,329,1071,2,558,515,36,88,32,31,86,103,96,54,24,8,27,71,39,25,64,102,97,59,24,7,63,159,71,56,150,205,193,113,48,15,,41,125,78,111,12,242,537815.50458700000,3363.76931243000
Residential,1,QLD,QUEENSLAND,2001,5449,1811,418,3604,3129,1497,747,632,1186,206,0,0,391,0,28,0,0,0,0,0,0,0,0,0,0,0,0,25,2,42,3,0,206,137,578,0,0,0,0,0,0,0,0,0,0,0,0,377,275,930,14,0,1182,1083,3899,4,2740,2709,156,485,266,184,391,557,374,213,86,28,166,456,208,165,391,586,402,202,84,49,322,941,474,349,782,1143,776,415,170,77,,215,534,379,571,91,243,1556437.32061000000,4982.20926864000
Major Park,3,FPK,FISH CREEK PARK,2001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Y,0,0,0,0,0,244,14927306.79440000000,52596.26892050000
Residential,1,DRN,DEER RUN,2001,6349,2102,387,4243,3722,1677,915,739,1561,118,0,216,206,0,1,0,0,0,0,0,0,0,214,0,355,2,0,1,0,1,0,0,116,93,359,2,0,0,0,0,0,0,0,0,0,0,1,201,94,423,4,0,1552,1490,5211,9,3169,3180,151,531,345,226,336,619,667,208,59,27,139,526,366,224,349,673,626,172,66,39,290,1057,711,450,685,1292,1293,380,125,66,,271,582,385,780,66,245,1868534.52923000000,10643.09358730000
Residential,1,DRG,DEER RIDGE,2001,4638,1492,407,2827,2460,1063,599,539,856,140,0,0,494,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,3,0,0,136,67,441,4,0,0,0,0,0,0,1,0,102,0,0,483,185,1287,11,0,850,811,2805,6,2274,2364,182,429,192,169,318,409,344,122,61,48,141,402,214,153,337,469,338,120,69,121,323,831,406,322,655,878,682,242,130,169,,150,401,376,477,67,246,1417417.80384000000,4899.15995013000
Residential,1,MCT,MCKENZIE TOWNE,2001,3044,1379,405,2152,2002,1102,526,416,1020,0,22,78,245,2,1,0,0,11,0,0,0,0,93,82,148,6,0,1,0,2,0,0,0,0,0,0,1,0,0,0,1,0,11,0,12,0,4,176,153,340,12,24,897,867,2542,12,1502,1542,172,142,53,87,522,290,140,67,19,10,180,144,49,110,566,249,155,59,20,10,352,286,102,197,1088,539,295,126,39,20,,171,499,267,218,23,248,11281744.99870000000,14095.67606730000
