CLASS,CLASS_CODE,COMM_CODE,NAME,CNSS_YR,FOIP_IND,RES_CNT,DWELL_CNT,PRSCH_CHLD,EMPLYD_CNT,OWNSHP_CNT,SING_FAMLY,DUPLEX,MULTI_PLEX,APARTMENT,TOWN_HOUSE,MANUF_HOME,CONV_STRUC,COMUNL_HSE,RES_COMM,OTHER_RES,NURSING_HM,OTHER_INST,HOTEL_CNT,OTHER_MISC,APT_NO_RES,APT_OCCPD,APT_OWNED,APT_PERSON,APT_VACANT,APT_UC,APT_NA,CNV_NO_RES,CNV_OCCPD,CNV_OWNED,CNV_PERSON,CNV_VACANT,CNV_UC,CNV_NA,DUP_NO_RES,DUP_OCCPD,DUP_OWNED,DUP_PERSON,DUP_VACANT,DUP_UC,DUP_NA,MFH_NO_RES,MFH_OCCPD,MFH_OWNED,MFH_PERSON,MFH_VACANT,MFH_UC,MFH_NA,MUL_NO_RES,MUL_OCCPD,MUL_OWNED,MUL_PERSON,MUL_VACANT,MUL_UC,MUL_NA,OTH_NO_RES,OTH_OCCPD,OTH_OWNED,OTH_PERSON,OTH_VACANT,OTH_UC,OTH_NA,TWN_NO_RES,TWN_OCCPD,TWN_OWNED,TWN_PERSON,TWN_VACANT,TWN_UC,TWN_NA,SF_NO_RES,SF_OCCPD,SF_OWNED,SF_PERSON,SF_VACANT,SF_UC,SF_NA,OTH_STRTY,DWELSZ_1,DWELSZ_2,DWELSZ_3,DWELSZ_4_5,DWELSZ_6,MALE_CNT,FEMALE_CNT,MALE_0_4,MALE_5_14,MALE_15_19,MALE_20_24,MALE_25_34,MALE_35_44,MALE_45_54,MALE_55_64,MALE_65_74,MALE_75,FEM_0_4,FEM_5_14,FEM_15_19,FEM_20_24,FEM_25_34,FEM_35_44,FEM_45_54,FEM_55_64,FEM_65_74,FEM_75,MF_0_4,MF_5_14,MF_15_19,MF_20_24,MF_25_34,MF_35_44,MF_45_54,MF_55_64,MF_65_74,MF_75,OBJECTID,SHAPE_AREA,SHAPE_LEN
Residential,1,SSD,SUNNYSIDE,2003,,3740,2360,116,0,706,540,36,16,1468,189,0,106,0,5,0,0,0,0,0,2,1420,207,2083,46,0,0,0,93,1,125,13,0,0,0,36,19,73,0,0,0,0,0,0,0,0,0,0,0,9,1,15,1,6,6,0,5,0,8,0,0,0,0,178,134,338,5,6,0,2,517,344,1098,18,3,0,5,1148,843,182,83,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,124,1022201.30510000000,5850.78674070000
Residential,1,EAU,EAU CLAIRE,2003,,1504,996,68,0,500,1,0,1,969,23,0,0,0,1,0,0,0,1,0,0,885,489,1454,39,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4,0,0,0,0,1,0,3,1,0,0,0,21,11,43,2,0,0,0,0,0,0,1,0,0,2,437,386,54,30,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,127,516055.74500800000,3221.64393304000
Residential,1,CHN,CHINATOWN,2003,,1246,760,38,0,123,0,0,0,759,0,0,0,1,0,0,0,0,0,0,2,738,123,1233,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,391,231,91,23,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,128,247558.48302100000,2670.20464203000
Residential,1,SPR,SPRUCE CLIFF,2003,,2991,1479,231,0,495,322,86,0,883,124,0,62,0,0,0,1,0,1,0,1,759,178,1221,90,33,0,0,48,2,76,10,0,4,0,81,35,200,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,248,1,0,0,0,120,22,500,4,0,0,2,312,258,746,8,0,0,2,539,457,150,138,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,130,1081282.34020000000,4695.31014920000
Residential,1,SHG,SHAGANAPPI,2003,,1616,856,79,0,345,395,81,0,158,132,0,87,0,0,0,3,0,0,0,0,151,11,224,7,0,0,0,80,3,120,6,0,1,0,73,15,176,6,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,18,0,0,1,0,129,20,187,3,0,0,1,380,296,891,12,2,0,3,329,292,113,77,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,133,1481741.77799000000,5717.74302378000
Residential,1,ASP,ASPEN WOODS,2003,,222,99,13,0,67,92,6,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,5,4,13,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,66,63,207,8,15,0,0,5,29,11,24,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,135,3802982.74514000000,8867.76721071000
Residential,1,ALB,ALBERT PARK/RADISSON HEIGHTS,2003,,6332,2582,541,0,939,938,427,20,500,342,0,355,0,0,0,0,0,0,0,0,476,23,874,24,0,0,1,302,12,600,31,0,21,1,411,173,1276,15,0,0,0,0,0,0,0,0,0,0,20,6,46,0,0,0,0,0,0,0,0,0,0,1,320,2,957,21,0,0,2,916,723,2579,19,1,0,0,567,812,514,457,95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,137,2506200.12570000000,8227.62372535000
Residential,1,DNW,DOWNTOWN WEST END,2003,,1232,1128,18,0,445,13,0,0,1107,0,0,5,0,1,0,0,0,2,0,6,759,445,1210,86,256,0,0,3,0,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,7,1,0,0,0,0,0,0,0,0,0,2,4,0,12,7,0,0,3,395,309,44,19,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,138,364534.76936500000,2809.59153047000
Residual Sub Area,4,01E,01E,2003,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,86,492941.66085800000,3058.33419179000
Residential,1,WIN,WINSTON HEIGHTS/MOUNTVIEW,2003,,3624,1788,138,0,1040,879,214,2,127,140,183,239,0,0,2,1,0,1,0,0,126,1,144,1,0,0,0,187,11,264,47,0,5,0,208,98,509,4,2,0,0,177,172,294,6,0,0,0,2,0,3,0,0,0,0,2,0,248,2,0,0,0,129,102,299,2,9,0,0,843,656,1863,32,4,0,4,617,680,189,171,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,87,3013962.83812000000,8242.93247518000
Residential,1,BNF,BANFF TRAIL,2003,,3616,1742,109,0,764,1056,141,0,60,4,0,465,1,1,2,0,0,12,0,4,54,5,81,2,0,0,0,408,17,710,28,0,29,2,132,51,308,5,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,17,9,0,1,0,4,0,9,0,0,0,2,1029,691,2491,24,1,0,16,467,640,318,193,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,88,1451656.03686000000,5869.15123698000
Residential,1,UOC,UNIVERSITY OF CALGARY,2003,,2235,644,146,0,0,0,0,0,392,250,0,0,0,0,2,0,0,0,0,20,366,0,807,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,668,0,0,0,0,250,0,760,0,0,0,0,0,0,0,0,0,0,2,126,223,99,165,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,89,2659681.31046000000,9062.15134420000
Residual Sub Area,4,06B,06B,2003,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,91,720483.88450700000,3987.52660671000
Residential,1,MON,MONTGOMERY,2003,,3908,1664,226,0,988,1136,271,0,43,51,0,149,0,7,0,2,0,5,0,0,43,0,51,0,0,0,1,124,9,210,13,0,11,0,262,146,682,5,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,10,0,270,2,0,0,0,50,0,146,1,0,0,4,1096,833,2549,33,2,1,14,420,627,280,236,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,92,2951500.78514000000,7352.52929254000
Residential,1,PIN,PINERIDGE,2003,,10190,3737,830,0,2500,1732,604,0,721,620,0,60,0,0,0,0,0,0,0,2,699,213,1063,20,0,0,0,50,5,114,10,0,0,0,588,443,1797,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,590,319,1507,30,0,0,1,1715,1520,5709,16,0,0,0,782,1046,738,888,188,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,93,2640566.41814000000,6501.02476866000
Residential,1,TUX,TUXEDO PARK,2003,,4492,2501,234,0,972,1180,258,21,523,190,0,322,3,2,1,0,0,1,0,4,473,50,658,46,0,0,0,267,11,433,51,0,4,1,246,93,602,4,6,1,0,0,0,0,0,0,0,0,19,4,39,2,0,0,0,7,1,50,0,0,0,1,184,67,338,5,0,0,7,1107,746,2372,66,0,0,7,924,883,282,196,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,95,1322796.79934000000,4935.19350977000
Residential,1,RUN,RUNDLE,2003,,11512,3625,945,0,2451,2224,174,0,0,1111,0,115,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,103,6,240,12,0,0,1,170,118,415,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,6,0,0,0,1,1061,367,2848,49,0,0,0,2195,1959,8003,29,0,0,1,359,1059,697,1093,322,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,96,2641185.59181000000,6500.50722701000
Industrial,2,SUN,SUNRIDGE,2003,,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,97,2261630.17601000000,6030.65685615000
Residential,1,CGR,COUGAR RIDGE,2003,,1164,563,141,0,418,497,66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,63,55,151,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,374,363,1013,13,106,0,0,42,197,97,96,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,99,2504180.70920000000,8123.43484810000
Residential,1,VIS,VISTA HEIGHTS,2003,,2205,791,173,0,360,381,20,0,0,370,0,17,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,11,2,13,5,0,1,0,20,7,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,8,2,0,0,0,330,26,1080,40,0,0,0,375,325,1051,6,0,0,3,90,226,176,205,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,102,1140009.72099000000,4782.18048841000
Residential,1,PAT,PATTERSON,2003,,4164,1993,273,0,1377,541,165,0,670,617,0,0,0,0,0,0,0,0,0,0,532,151,988,86,52,0,0,0,0,0,0,0,0,0,157,145,318,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,608,568,1118,9,0,0,0,528,513,1740,13,0,0,0,489,786,223,303,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,103,1802021.16933000000,6613.11821887000
Residential,1,WLD,WILDWOOD,2003,,2586,1054,182,0,959,1027,16,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,2,10,2,0,0,0,15,8,31,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1013,949,2545,14,0,0,0,216,413,167,232,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,105,2566063.48252000000,8641.18888147000
Residential,1,WSP,WEST SPRINGS,2003,,2557,1183,291,0,872,1006,34,0,0,137,3,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,25,23,56,7,2,0,0,2,1,4,1,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,1,126,107,246,8,2,0,13,760,741,2248,81,152,0,1,105,352,182,256,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,107,4071173.00651000000,8272.16076155000
Residential,1,HOU,HOUNSFIELD HEIGHTS/BRIAR HILL,2003,,2652,937,112,0,725,679,0,0,205,27,0,23,0,0,0,2,0,1,0,0,204,98,326,1,0,0,0,16,1,28,2,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,570,0,0,0,0,27,25,50,0,0,0,2,658,601,1678,15,4,0,3,249,357,127,169,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,108,1178022.00319000000,4704.71261117000
Residential,1,RDL,ROSEDALE,2003,,1647,646,112,0,504,593,0,0,36,7,0,9,0,0,1,0,0,0,0,1,33,0,41,2,0,0,0,6,1,10,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,7,0,0,0,0,2,0,3,1,4,0,0,567,503,1586,23,3,0,1,127,197,98,172,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,111,666246.01006500000,3717.75068340000
Residential,1,MPK,MARLBOROUGH PARK,2003,,8942,2981,743,0,2267,2059,76,0,58,630,0,158,0,0,0,0,0,0,0,0,58,48,99,0,0,0,0,128,8,278,24,0,6,0,72,29,208,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,611,430,1702,19,0,0,0,2036,1752,6655,22,0,1,0,328,916,620,850,191,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,113,2487253.59045000000,6281.98092578000
Residential,1,ABB,ABBEYDALE,2003,,6400,2012,628,0,1487,1420,290,0,0,230,0,71,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,50,9,101,8,0,13,0,287,214,898,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,20,0,0,0,0,223,104,651,7,0,0,0,1400,1160,4730,20,0,0,1,194,470,477,695,125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,114,1668248.73632000000,5745.72531285000
Residential,1,MRL,MARLBOROUGH,2003,,8715,3077,615,0,2158,2261,124,0,378,192,0,121,0,0,1,0,0,0,0,1,337,0,641,40,0,0,1,102,14,220,17,0,1,0,121,80,389,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,190,142,523,2,0,0,0,2234,1922,6942,27,0,0,1,414,1064,593,723,190,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,115,2654747.52367000000,6656.11476513000
Industrial,2,FRA,FRANKLIN,2003,Y,0,3,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,116,1464543.54816000000,5267.41926306000
Residential,1,MAL,MAYLAND HEIGHTS,2003,,5916,2719,335,0,1536,1310,317,12,622,287,0,169,0,0,1,0,0,1,0,1,558,216,901,63,0,0,0,140,11,236,23,0,6,0,296,133,752,20,0,1,0,0,0,0,0,0,0,0,12,0,17,0,0,0,0,1,0,1,1,0,0,0,262,13,667,25,0,0,1,1292,1163,3342,17,0,0,2,722,960,427,420,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,117,2021813.73699000000,6234.85937781000
