OBJECTID;CODIGO;CENTRO;DIRECCION;DISTRITO;TX_DISTRIT;ARCOS;CAPACIDAD;MODELO;TITULAR;ESTADO;OBSERVACIO;FOTO;FECHA_FOTO;FUENTE_FOT;FUENTE;ID_INFORMO;ID_OBRAS;CODIGO_GEN;ELIMINADO;enplanos
276;PBI_18004;Escuela Municipal de M∑sica;Agust›n Garc›a Malla, 2;18;VILLA DE VALLECAS;5,00000000000;10;1;AYUNTAMIENTO MADRID;;;PBI_18004.jpg;29/08/2010;Central de Movilidad;INFORMOMADRID;276;713;0;0;1
277;PBI_18005;"Estaciæn ""Vallecas""";Sierra de Guadalupe;18;VILLA DE VALLECAS;12,00000000000;24;1;;;;PBI_18005.jpg;29/08/2010;Central de Movilidad;INFORMOMADRID;277;0;0;0;1
278;PBI_12009;"CEIP ""Puerto Rico""";Gainza, 22;12;USERA;5,00000000000;10;1;AYUNTAMIENTO MADRID;;;PBI_12009.jpg;12/09/2010;Central de Movilidad;INFORMOMADRID;278;460;0;0;1
279;PBI_17003;"Estaciæn ""Puente Alcocer""";Villalonso, 54;17;VILLAVERDE;7,00000000000;14;1;AYUNTAMIENTO MADRID;;;PBI_17003.jpg;12/09/2010;Central de Movilidad;INFORMOMADRID;279;666;0;0;1
280;PBI_04016;"Metro ""Diego de Leæn""";Juan Bravo;04;SALAMANCA;5,00000000000;10;1;AYUNTAMIENTO MADRID;;;PBI_04016.jpg;18/09/2010;Central de Movilidad;INFORMOMADRID;280;129;1;10;1
281;PBI_05021;"Polideportivo ""Pradillo""";Pradillo, 49;05;CHAMARTIN;5,00000000000;10;1;AYUNTAMIENTO MADRID;2;Se±al doblada;PBI_05021.jpg;02/01/2011;Central de Movilidad;INFORMOMADRID;281;166;0;0;1
282;PBI_05033;"Centro Deportivo Municipal ""Pradillo""";Pradillo, 43;05;CHAMARTIN;5,00000000000;10;1;AYUNTAMIENTO MADRID;;;PBI_05033.jpg;02/01/2011;Central de Movilidad;INFORMOMADRID;282;165;1;0;1
283;PBI_05022;"JMD ""Chamart›n""";Pr›ncipe de Vergara, 142;05;CHAMARTIN;5,00000000000;10;1;AYUNTAMIENTO MADRID;;;PBI_05022.jpg;02/01/2011;Central de Movilidad;INFORMOMADRID;283;172;0;0;1
284;PBI_05023;Junto a equipamientos deportivos, educativos o sociales;Pr›ncipe de Vergara, 139;05;CHAMARTIN;5,00000000000;10;1;AYUNTAMIENTO MADRID;;;PBI_05023.jpg;02/01/2011;Central de Movilidad;INFORMOMADRID;284;174;0;0;1
285;PBI_02028;"Biblioteca P∑blica Municipal ""P›o Baroja""";Arganda, 12;02;ARGANZUELA;5,00000000000;10;1;AYUNTAMIENTO MADRID;;;PBI_02028.jpg;13/01/2011;Central de Movilidad;INFORMOMADRID;285;69;0;0;1
286;PBI_20015;"Parque ""Ajofr›n""";Av. Arcentales;20;SAN BLAS;5,00000000000;10;1;AYUNTAMIENTO MADRID;;;PBI_20015.jpg;19/10/2010;Central de Movilidad;INFORMOMADRID;286;0;1;0;1
287;PBI_16014;"Edificio ""Banesto""";Gran Via de Hortaleza - Pinar del Rey;16;HORTALEZA;5,00000000000;10;1;AYUNTAMIENTO MADRID;;;PBI_16014.jpg;22/09/2010;Central de Movilidad;INFORMOMADRID;287;594;1;0;1
288;PBI_17004;"IES ""Ciudad de los ?ngeles""";Anoeta, 14;17;VILLAVERDE;5,00000000000;10;1;AYUNTAMIENTO MADRID;;;PBI_17004.jpg;12/09/2010;Central de Movilidad;INFORMOMADRID;288;655;0;0;1
289;PBI_17005;"Metro ""Villaverde Alto""";Villa de Tobalina, 17;17;VILLAVERDE;5,00000000000;10;1;AYUNTAMIENTO MADRID;;;PBI_17005.jpg;12/09/2010;Central de Movilidad;INFORMOMADRID;289;673;0;0;1
290;PBI_17006;"Centro Deportivo Municipal ""San Cristobal""";Rocafort, 4;17;VILLAVERDE;5,00000000000;10;1;AYUNTAMIENTO MADRID;;;PBI_17006.jpg;12/09/2010;Central de Movilidad;INFORMOMADRID;290;659;0;0;1
291;PBI_17007;"Parque ""Dehesa de Boyal""";Burjasot, 3;17;VILLAVERDE;5,00000000000;10;1;AYUNTAMIENTO MADRID;1;Falta 1 arco;PBI_17007.jpg;12/09/2010;Central de Movilidad;INFORMOMADRID;291;657;0;0;1
292;PBI_17009;"Metro ""Villaverde Bajo""";Estaciæn de Metro Villaverde Bajo;17;VILLAVERDE;5,00000000000;10;1;AYUNTAMIENTO MADRID;;;PBI_17009.jpg;12/09/2010;Central de Movilidad;INFORMOMADRID;292;651;1;0;1
293;PBI_17010;"Metro ""Ciudad de los ?ngeles""";Tertulia, 17;17;VILLAVERDE;5,00000000000;10;1;AYUNTAMIENTO MADRID;;;PBI_17010.jpg;12/09/2010;Central de Movilidad;INFORMOMADRID;293;652;1;0;1
294;PBI_01025;"Cines ""Yelmo Ideal""";Doctor Cortezo, 4;01;CENTRO;5,00000000000;10;1;AYUNTAMIENTO MADRID;;;PBI_01025.jpg;02/11/2010;Central de Movilidad;INFORMOMADRID;294;47;0;0;1
295;PBI_09022;"Parque ""Templo de Debod""";Pasep Pintor Rosales, 62;09;MONCLOA-ARAVACA;7,00000000000;14;1;AYUNTAMIENTO MADRID;;;;;;INFORMOMADRID;295;346;1;10;1
296;PBI_09021;"Intercambiador ""Moncloa""";Plaza de la Moncloa;09;MONCLOA-ARAVACA;6,00000000000;12;1;AYUNTAMIENTO MADRID;;;PBI_09021.jpg;22/09/2010;Central de Movilidad;INFORMOMADRID;296;886;1;0;1
297;PBI_05024;"Colegio Mayor ""Juan Luis Vives""";Francisco Suarez, 11;05;CHAMARTIN;5,00000000000;10;1;AYUNTAMIENTO MADRID;1;Falta 1 arco;PBI_05024.jpg;31/01/2011;Central de Movilidad;INFORMOMADRID;297;152;0;0;1
298;PBI_07022;Agencia Estatal de Administracion Tributaria;"Guzmﬂn ""El Bueno"", 114";07;CHAMBERI;0,00000000000;0;0;;;;;;;INFORMOMADRID;298;0;0;-2;1
299;PBI_20014;Junto pistas deportivas;Miguel Yuste, 70;20;SAN BLAS;5,00000000000;10;1;AYUNTAMIENTO MADRID;;;PBI_20014.jpg;03/09/2010;Central de Movilidad;INFORMOMADRID;299;750;1;0;1
300;PBI_20013;"Centro Sociocultural ""Miguel de Cervantes""";Av. Arcentales - ctra. Canillejas a Vicﬂlvaro;20;SAN BLAS;5,00000000000;10;1;AYUNTAMIENTO MADRID;;;PBI_20013.jpg;19/10/2010;Central de Movilidad;INFORMOMADRID;300;0;1;0;1
301;PBI_19013;Parque de la Vicalvarada;Villablanca, 1;19;VICALVARO;5,00000000000;10;1;AYUNTAMIENTO MADRID;1;Faltan los 5 arcos;PBI_19013.jpg;07/09/2010;Central de Movilidad;INFORMOMADRID;301;719;0;-2;-1
302;PBI_15007;"Plaza ""Agust›n Gonzﬂlez""";Plaza de Agust›n Gonzﬂlez;15;CIUDAD LINEAL;4,00000000000;8;1;;;;PBI_15007.jpg;11/08/2010;Central de Movilidad;INFORMOMADRID;302;0;0;0;1
303;PBI_15016;"Metro ""La Elipa""";Marqu⁄s de Corbera;15;CIUDAD LINEAL;5,00000000000;10;1;;;;PBI_15016.jpg;11/08/2010;Central de Movilidad;INFORMOMADRID;303;0;1;0;1
304;PBI_03017;Museo del Prado;Plaza de Murillo;03;RETIRO;5,00000000000;10;1;AYUNTAMIENTO MADRID;;;PBI_03017.jpg;06/01/2011;Central de Movilidad;INFORMOMADRID;304;99;0;0;1
305;PBI_01027;Parque Casino de la Reina;Casino, 1;01;CENTRO;4,00000000000;8;1;AYUNTAMIENTO MADRID;1;Falta 1 arco y otro estﬂ suelto;PBI_01027.jpg;13/01/2011;Central de Movilidad;INFORMOMADRID;305;48;0;0;1
306;PBI_09075;"Intercambiador ""Moncloa""";Plaza de la Moncloa;09;MONCLOA-ARAVACA;5,00000000000;10;1;AYUNTAMIENTO MADRID;;;PBI_09075.jpg;22/09/2010;Central de Movilidad;PEDALIBRE;0;0;1;0;1
307;PBI_09019;"Colegio ""Nuestra Se±ora del Buen Consejo""";Bulevar Reina Victoria;09;MONCLOA-ARAVACA;5,00000000000;10;1;AYUNTAMIENTO MADRID;;;PBI_09019.jpg;04/10/2010;Central de Movilidad;INFORMOMADRID;307;356;1;0;1
308;PBI_15015;Marqu⁄s de Corbera;Marqu⁄s de Corbera, 14;15;CIUDAD LINEAL;5,00000000000;10;1;;;;PBI_15015.jpg;11/08/2010;Central de Movilidad;INFORMOMADRID;308;0;1;0;1
309;PBI_04012;Museo Taurino;Plaza de las Ventas;04;SALAMANCA;5,00000000000;10;1;AYUNTAMIENTO MADRID;;;PBI_04012.jpg;30/08/2010;Central de Movilidad;INFORMOMADRID;309;117;0;0;1
310;PBI_15009;"Cementerio ""Nuestra Se±ora de la Almudena""";Arroyo de la Media Legua, 2;15;CIUDAD LINEAL;5,00000000000;10;1;AYUNTAMIENTO MADRID;12;Faltan los 5 arcos y la se±al. Agujeros en el suelo.;PBI_15009.jpg;19/01/2011;Central de Movilidad;INFORMOMADRID;310;566;0;-2;-1
311;PBI_15010;"CEIP ""Gandhi""";Gandhi;15;CIUDAD LINEAL;5,00000000000;10;1;AYUNTAMIENTO MADRID;;;PBI_15010.jpg;03/09/2010;Central de Movilidad;INFORMOMADRID;311;0;0;0;1
312;PBI_16008;"Glorieta ""Mar Caribe""";Av. Andes - Av. Arroyo del Santo;16;HORTALEZA;5,00000000000;10;1;AYUNTAMIENTO MADRID;;;PBI_16008.jpg;;INFORMOMADRID;INFORMOMADRID;312;640;0;0;1
313;PBI_16009;"Centro Comercial ""Campo de la Naciones""";Boj;16;HORTALEZA;5,00000000000;10;1;AYUNTAMIENTO MADRID;;;PBI_16009.jpg;03/09/2010;Central de Movilidad;INFORMOMADRID;313;0;0;0;1
314;PBI_01028;Alberge Juvenil;Mej›a Lequer›ca, 18;01;CENTRO;5,00000000000;10;1;;2;Falta se±al;PBI_01028.jpg;25/10/2010;Central de Movilidad;INFORMOMADRID;314;0;0;0;1
315;PBI_08014;"Metro ""Montecarmelo""";Av. Monasterio de Silos;08;FUENCARRAL-EL PARDO;5,00000000000;10;1;AYUNTAMIENTO MADRID;;;PBI_08014.jpg;12/02/2011;Central de Movilidad;INFORMOMADRID;315;282;0;0;1
316;PBI_08015;"CEIP ""Lorenzo luzuriaga""";Valencia de Don Juan, 19;08;FUENCARRAL-EL PARDO;5,00000000000;10;1;AYUNTAMIENTO MADRID;;;PBI_08015.jpg;12/02/2011;Central de Movilidad;INFORMOMADRID;316;319;0;10;1
317;PBI_08016;"CEIP ""Vasco N∑±ez de Balboa""";Nuestra Se±ora de Valverde, 149;08;FUENCARRAL-EL PARDO;5,00000000000;10;1;AYUNTAMIENTO MADRID;;;PBI_08016.jpg;03/02/2011;Central de Movilidad;INFORMOMADRID;317;287;0;0;1
318;PBI_01029;"Metro ""Gran V›a""";Gran V›a, 23;01;CENTRO;3,00000000000;6;1;AYUNTAMIENTO MADRID;;;PBI_01029.jpg;24/09/2010;Central de Movilidad;INFORMOMADRID;318;0;0;0;1
319;PBI_01030;"Metro ""Sol""";Puerta del Sol;01;CENTRO;5,00000000000;10;1;AYUNTAMIENTO MADRID;1;Falta 1 arco;PBI_01030.jpg;22/09/2010;Central de Movilidad;INFORMOMADRID;319;18;0;0;1
320;PBI_01031;Plaza de San Mart›n;Plaza de San Mart›n, 5;01;CENTRO;4,00000000000;8;1;AYUNTAMIENTO MADRID;;;PBI_01031.jpg;24/09/2010;Central de Movilidad;INFORMOMADRID;320;23;0;0;1
321;PBI_01032;Casa de las Alhajas;Plaza de San Mart›n, 1;01;CENTRO;5,00000000000;10;1;AYUNTAMIENTO MADRID;;;PBI_01032.jpg;22/09/2010;Central de Movilidad;INFORMOMADRID;321;22;0;0;1
322;PBI_01033;"Metro ""Callao""";Plaza de Callao;01;CENTRO;5,00000000000;10;1;AYUNTAMIENTO MADRID;;;PBI_01033.jpg;24/09/2010;Central de Movilidad;INFORMOMADRID;322;19;0;0;1
323;PBI_01034;"Metro ""Callao""";Plaza de Callao;01;CENTRO;7,00000000000;14;1;AYUNTAMIENTO MADRID;;;PBI_01034.jpg;24/09/2010;Central de Movilidad;INFORMOMADRID;323;20;0;0;1
324;PBI_03018;"JMD ""Retiro""";Av. Ciudad de Barcelona,162 (Calle Tellez);03;RETIRO;5,00000000000;10;1;AYUNTAMIENTO MADRID;;;PBI_03018.jpg;13/01/2011;Central de Movilidad;INFORMOMADRID;324;111;0;0;1
325;PBI_03019;"Polideportivo ""Daoiz y Velarde""";Av. Ciudad de Barcelona, 162 (zona peatonal);03;RETIRO;5,00000000000;10;1;AYUNTAMIENTO MADRID;;;PBI_03019.jpg;13/01/2011;Central de Movilidad;INFORMOMADRID;325;110;0;0;1
326;PBI_03020;Panteæn de Hombres Ilustres;Paseo Reina Cristina, 4;03;RETIRO;5,00000000000;10;1;AYUNTAMIENTO MADRID;;;PBI_03020.jpg;06/01/2011;Central de Movilidad;INFORMOMADRID;326;113;0;0;1
327;PBI_03021;Jard›n Botﬂnico;Alfonso XII, 54;03;RETIRO;5,00000000000;10;1;AYUNTAMIENTO MADRID;;;PBI_03021.jpg;06/01/2011;Central de Movilidad;INFORMOMADRID;327;827;0;0;1
328;PBI_03022;"Centro Social ""Seco""";Arregui y Aruej, 29;03;RETIRO;5,00000000000;10;1;AYUNTAMIENTO MADRID;;;PBI_03022.jpg;13/01/2011;Central de Movilidad;INFORMOMADRID;328;106;0;0;1
329;PBI_01035;Plaza de Ministriles;Lavapi⁄s, 28;01;CENTRO;5,00000000000;10;1;AYUNTAMIENTO MADRID;;;PBI_01035.jpg;13/01/2011;Central de Movilidad;INFORMOMADRID;329;46;0;0;1
333;PBI_10005;"Parque ""Cu±a Verde""";Paseo Ermita del Santo - V›a Carpetana;10;LATINA;5,00000000000;10;1;AYUNTAMIENTO MADRID;;;PBI_10005.jpg;04/01/2011;Central de Movilidad;INFORMOMADRID;333;374;0;0;1
1220;PBI_11065;"IES ""Puerta Bonita""";Padre Amigæ, 5;11;CARABANCHEL;6,00000000000;6;8;;;;PBI_11065.jpg;18/10/2010;Central de Movilidad;CENTRAL DE MOVILIDAD;0;0;1;0;1
1226;PBI_20067;"Auditorio Parque ""Paraiso""";Av. Arcentales;20;SAN BLAS;5,00000000000;10;1;AYUNTAMIENTO MADRID;1;Faltan 4 arcos;PBI_20067.jpg;19/10/2010;Central de Movilidad;CENTRAL DE MOVILIDAD;0;0;1;0;1
1227;PBI_14044;"Parque ""Cu±a Verde de O'Donnell""";Jos⁄ Bergam›n;14;MORATALAZ;4,00000000000;8;1;AYUNTAMIENTO MADRID;;;PBI_14044.jpg;19/10/2010;Central de Movilidad;CENTRAL DE MOVILIDAD;0;0;1;0;1
1228;PBI_14045;"Parque ""Cu±a Verde de O'Donnell""";Jos⁄ Bergam›n;14;MORATALAZ;4,00000000000;8;1;AYUNTAMIENTO MADRID;;;PBI_14045.jpg;19/10/2010;Central de Movilidad;CENTRAL DE MOVILIDAD;0;0;1;0;1
339;PBI_02029;"IES ""Gran Capitﬂn""";Paseo Melancælicos, 51;02;ARGANZUELA;4,00000000000;8;1;AYUNTAMIENTO MADRID;;;PBI_02029.jpg;13/01/2011;Central de Movilidad;INFORMOMADRID;339;54;0;0;1
340;PBI_01036;Mesonero Romanos;Mesonero Romanos, 2;01;CENTRO;3,00000000000;6;1;AYUNTAMIENTO MADRID;;;PBI_01036.jpg;24/09/2010;Central de Movilidad;INFORMOMADRID;340;10;0;0;1
341;PBI_03023;"Colegio ""Ciudad de Roma""";Juan Esplandiu, 2;03;RETIRO;5,00000000000;10;1;AYUNTAMIENTO MADRID;;;PBI_03023.jpg;13/01/2011;Central de Movilidad;INFORMOMADRID;341;102;0;0;1
342;PBI_05025;Gerencia Municipal de Urbanismo;Av. Alfonso XIII;05;CHAMARTIN;5,00000000000;10;1;AYUNTAMIENTO MADRID;;;PBI_05025.jpg;31/01/2011;Central de Movilidad;INFORMOMADRID;342;147;0;0;1
343;PBI_15008;Zona comercial;Lopez de Hoyos, 301;15;CIUDAD LINEAL;4,00000000000;8;1;AYUNTAMIENTO MADRID;;;PBI_15008.jpg;31/01/2011;Central de Movilidad;INFORMOMADRID;343;551;0;0;1
344;PBI_18012;"Instalaciæn Deportiva ""Cerro Almodovar""";Ctra. Valencia, Km. 9,501 (lateral izquierdo);18;VILLA DE VALLECAS;5,00000000000;10;1;AYUNTAMIENTO MADRID;;;PBI_18012.jpg;29/08/2010;Central de Movilidad;INFORMOMADRID;344;702;0;0;1
345;PBI_18006;"Colegio ""Sagrado Corazæn""";San Jaime, 17;18;VILLA DE VALLECAS;5,00000000000;10;1;AYUNTAMIENTO MADRID;;;PBI_18006.jpg;29/08/2010;Central de Movilidad;INFORMOMADRID;345;700;0;0;1
346;PBI_18007;"Biblioteca P∑blica ""Luis Mart›n Santos""";Enrique Garc›a ?lvarez;18;VILLA DE VALLECAS;8,00000000000;16;1;;1;Deteriorado;PBI_18007.jpg;29/08/2010;Central de Movilidad;INFORMOMADRID;346;0;0;0;1
347;PBI_11008;Campo de futbol;Plaza de Las Meninas - V›a Lusitana;11;CARABANCHEL;5,00000000000;10;1;AYUNTAMIENTO MADRID;;;PBI_11008.jpg;15/10/2010;Central de Movilidad;INFORMOMADRID;347;413;0;0;1
348;PBI_11009;"Instalaciæn Deportiva ""La V›a""";V›a Lusitana, 5;11;CARABANCHEL;5,00000000000;10;1;AYUNTAMIENTO MADRID;<Null>;;PBI_11009.jpg;07/10/2010;Central de Movilidad;INFORMOMADRID;348;411;0;0;1
349;PBI_08018;Instalaciones Deportivas;Paseo de la Castellana, 302;08;FUENCARRAL-EL PARDO;27,00000000000;27;8;;;;PBI_08018.jpg;31/01/2011;Central de Movilidad;INFORMOMADRID;349;0;1;0;1
350;PBI_14025;"Parque ""Cu±a Verde de O'Donnell""";Jos⁄ Bergam›n;14;MORATALAZ;4,00000000000;8;1;AYUNTAMIENTO MADRID;1;Faltan los 4 arcos;PBI_14025.jpg;19/10/2010;Central de Movilidad;INFORMOMADRID;350;0;0;0;1
351;PBI_09011;"Instalaciones Deportivas Universidad Complutense ""Zona Norte""";Av. Complutense, s/n;09;MONCLOA-ARAVACA;5,00000000000;10;1;AYUNTAMIENTO MADRID;;;PBI_09011.jpg;24/01/2011;Central de Movilidad;INFORMOMADRID;351;0;0;0;1
352;PBI_06018;"Intercambiador ""Plaza de Castilla""";San Aquilino, 2;06;TETUAN;15,00000000000;30;1;;1;Falta 1 arco;PBI_06018.jpg;31/01/2011;Central de Movilidad;INFORMOMADRID;352;814;0;0;1
353;PBI_06019;"Colegio ""Nuestra Sra. del Pilar Salesianas""";San Benito, 6;06;TETUAN;5,00000000000;10;1;AYUNTAMIENTO MADRID;1;Faltan 2 arcos;PBI_06019.jpg;31/01/2011;Central de Movilidad;INFORMOMADRID;353;227;0;0;1
354;PBI_16010;"Metro Ligero ""Virgen del Cortijo""";Av. Manoteras, 55;16;HORTALEZA;5,00000000000;10;1;AYUNTAMIENTO MADRID;;;PBI_16010.jpg;22/09/2010;Central de Movilidad;INFORMOMADRID;354;633;0;0;1
355;PBI_09012;"Intercambiador ""Pr›ncipe P›o""";Glorieta San Vicente;09;MONCLOA-ARAVACA;5,00000000000;10;1;AYUNTAMIENTO MADRID;;;PBI_09012.jpg;18/09/2010;Central de Movilidad;INFORMOMADRID;355;331;0;0;1
356;PBI_09013;"Intercambiador ""Pr›ncipe P›o""";Paseo La Florida;09;MONCLOA-ARAVACA;140,00000000000;140;5;;;;PBI_09013.jpg;18/09/2010;Central de Movilidad;INFORMOMADRID;356;871;0;0;1
357;PBI_09014;"Centro Comercial ""Pr›ncipe P›o""";Paseo La Florida;09;MONCLOA-ARAVACA;4,00000000000;8;3;;;;PBI_09014.jpg;18/09/2010;Central de Movilidad;INFORMOMADRID;357;0;0;0;1
358;PBI_05026;Ejes principales del Plan Director;Paseo Castellana, 162;05;CHAMARTIN;5,00000000000;10;1;AYUNTAMIENTO MADRID;;;PBI_05026.jpg;08/01/2011;Central de Movilidad;INFORMOMADRID;358;163;0;0;1
359;PBI_05027;Oficina de empleo de INEM;Corazæn de Mar›a, 27;05;CHAMARTIN;5,00000000000;10;1;AYUNTAMIENTO MADRID;1;Falta 1 arco y otro fuera de sitio;PBI_05027.jpg;02/01/2011;Central de Movilidad;INFORMOMADRID;359;186;0;0;1
360;PBI_06020;Universidad de Alcalﬂ;Conde de Serrallo;06;TETUAN;5,00000000000;10;1;AYUNTAMIENTO MADRID;;;PBI_06020.jpg;31/01/2011;Central de Movilidad;INFORMOMADRID;360;228;0;0;1
361;PBI_18010;"Colegio P∑blico ""Ciudad de Valencia""";Ctra. Valencia Km.9;18;VILLA DE VALLECAS;5,00000000000;10;1;AYUNTAMIENTO MADRID;;;PBI_18010.jpg;29/08/2010;Central de Movilidad;INFORMOMADRID;361;705;0;0;1
362;PBI_18011;"IES ""Santa Eugenia""";Ctra. Valencia, Km. 9,700;18;VILLA DE VALLECAS;5,00000000000;10;1;AYUNTAMIENTO MADRID;;;PBI_18011.jpg;29/08/2010;Central de Movilidad;INFORMOMADRID;362;703;0;0;1
363;PBI_18013;"Instalaciæn Deportiva ""Cerro Almodovar""";Ctra. Valencia, Km. 9,500 (lateral derecho);18;VILLA DE VALLECAS;5,00000000000;10;1;AYUNTAMIENTO MADRID;2;Se±al Doblada;PBI_18013.jpg;29/08/2010;Central de Movilidad;INFORMOMADRID;363;701;0;0;1
364;PBI_18014;"Estaciæn ""Santa Eugenia""";Av. Santa Eugenia, 3;18;VILLA DE VALLECAS;5,00000000000;10;1;AYUNTAMIENTO MADRID;;;PBI_18014.jpg;29/08/2010;Central de Movilidad;INFORMOMADRID;364;708;0;0;1
365;PBI_18015;"Campo de futbol ""La Uniæn""";Enrique Garc›a ?lvarez;18;VILLA DE VALLECAS;5,00000000000;10;1;AYUNTAMIENTO MADRID;;;PBI_18015.jpg;29/08/2010;Central de Movilidad;INFORMOMADRID;365;711;0;0;1
366;PBI_18017;"Escuela Infantil ""Arco Iris""";Diego Olivera Victorio, 10;18;VILLA DE VALLECAS;5,00000000000;10;1;AYUNTAMIENTO MADRID;;;PBI_18017.jpg;29/08/2010;Central de Movilidad;INFORMOMADRID;366;710;0;0;1
367;PBI_18016;"Colegio P∑blico ""Juan de Herrera""";Enrique Garc›a ?lvarez;18;VILLA DE VALLECAS;5,00000000000;10;1;AYUNTAMIENTO MADRID;1;Falta 1 arco;PBI_18016.jpg;29/08/2010;Central de Movilidad;INFORMOMADRID;367;712;0;0;1
368;PBI_05029;Parque Canal Isabel II;Paseo Castellana, 212;05;CHAMARTIN;16,00000000000;16;8;;;;PBI_05029.jpg;31/01/2011;Central de Movilidad;INFORMOMADRID;368;838;0;0;1
369;PBI_14024;Centro Comercial Alcampo;Manuel Machado, 3;14;MORATALAZ;5,00000000000;10;1;AYUNTAMIENTO MADRID;;;PBI_14024.jpg;07/09/2010;Central de Movilidad;INFORMOMADRID;369;530;0;0;1
370;PBI_18008;"Centro Comercial ""La Gavia""";Adolfo Bioy Casares, 2;18;VILLA DE VALLECAS;7,00000000000;7;8;;;;PBI_18008.jpg;29/08/2010;Central de Movilidad;INFORMOMADRID;370;0;0;10;1
371;PBI_18009;"Centro Comercial ""La Gavia""";Adolfo Bioy Casares, 2;18;VILLA DE VALLECAS;7,00000000000;7;8;;;;PBI_18009.jpg;29/08/2010;Central de Movilidad;INFORMOMADRID;371;0;0;10;1
372;PBI_04013;"Centro Socio Cultural ""Maestro Alonso""";Mestro Alonso, 4;04;SALAMANCA;5,00000000000;10;1;AYUNTAMIENTO MADRID;;;PBI_04013.jpg;31/08/2010;Central de Movilidad;INFORMOMADRID;372;133;0;0;1
520;PBI_09025;"Colegio ""Sant›simo Sacramento""";Mar›a Auxiliadora, 9;09;MONCLOA-ARAVACA;5,00000000000;10;1;AYUNTAMIENTO MADRID;12;Falta 1 arco y la se±al;PBI_09025.jpg;08/01/2011;Central de Movilidad;DG PLANIFICACION;0;359;1;0;1
521;PBI_09024;"Parque ""Dehesa de la Villa""";Parque Dehesa de la Villa;09;MONCLOA-ARAVACA;5,00000000000;10;1;AYUNTAMIENTO MADRID;;;PBI_09024.jpg;08/01/2011;Central de Movilidad;DG PLANIFICACION;0;360;1;0;1
522;PBI_09040;"Colegio ""Amar Misericordioso""";Paseo San Francisco de Sales, 42;09;MONCLOA-ARAVACA;5,00000000000;10;1;AYUNTAMIENTO MADRID;;;;;;DG PLANIFICACION;0;361;1;0;1
523;PBI_10027;"Parque ""Caramuel""";Caramuel - Sepulveda;10;LATINA;5,00000000000;10;1;AYUNTAMIENTO MADRID;;;;;;DG PLANIFICACION;0;362;1;0;1
524;PBI_10026;"Colegio ""Santa Cristina""";Plaza de la Puerta del ?ngel;10;LATINA;5,00000000000;10;1;AYUNTAMIENTO MADRID;;;PBI_10026.jpg;18/09/2010;Central de Movilidad;DG PLANIFICACION;0;363;1;0;1
525;PBI_10025;"Parque ""Caramuel""";Caramuel - Calatayud;10;LATINA;5,00000000000;10;1;AYUNTAMIENTO MADRID;;;;;;DG PLANIFICACION;0;364;1;0;1
526;PBI_10024;"Centro Socio Cultural ""San Jos⁄ de Calasanz""";Paseo de los Olivos - Mar›a del Carmen;10;LATINA;5,00000000000;10;1;AYUNTAMIENTO MADRID;;;;;;DG PLANIFICACION;0;365;1;0;1
527;PBI_10023;"Sala de lectura ""Paseo de Extremadura""";Paseo Extremadura, 128;10;LATINA;5,00000000000;10;1;AYUNTAMIENTO MADRID;;;PBI_10023.jpg;;Pedalibre;DG PLANIFICACION;0;366;1;0;1
528;PBI_10022;"Colegio ""Divino Maestro""";Paseo de Extremadura, 165;10;LATINA;5,00000000000;10;1;AYUNTAMIENTO MADRID;;;PBI_10022.jpg;18/09/2010;Central de Movilidad;DG PLANIFICACION;0;367;1;0;1
529;PBI_10011;"Polideportivo ""Olivillo""";Olivillo, 4;10;LATINA;5,00000000000;10;1;AYUNTAMIENTO MADRID;12;Falta la se±al y 1 arco;PBI_10011.jpg;18/09/2010;Central de Movilidad;DG PLANIFICACION;0;368;1;0;1
530;PBI_10020;"Centro Cultural ""Lucero""";Castroserna, 4;10;LATINA;5,00000000000;10;1;AYUNTAMIENTO MADRID;;;PBI_10020.jpg;18/09/2010;Central de Movilidad;DG PLANIFICACION;0;369;1;0;1
531;PBI_10030;"CEIP ""Bolivia""";Villavaliente, 29;10;LATINA;5,00000000000;10;1;AYUNTAMIENTO MADRID;;;PBI_10030.jpg;18/09/2010;Central de Movilidad;DG PLANIFICACION;0;370;1;0;1
532;PBI_10018;"CPR ""Lourdes""";San Juan de la Mata;10;LATINA;5,00000000000;10;1;AYUNTAMIENTO MADRID;;;PBI_10018.jpg;18/09/2010;Central de Movilidad;DG PLANIFICACION;0;372;1;0;1
533;PBI_10017;"CEIP ""Lourdes""";San Roberto, 8;10;LATINA;5,00000000000;10;1;AYUNTAMIENTO MADRID;;;PBI_10017.jpg;18/09/2010;Central de Movilidad;DG PLANIFICACION;0;373;1;0;1
534;PBI_10016;"Auditorio Parque ""Cerro Almodovar""";Duquesa de Parcent - Marcelino Castillo;10;LATINA;5,00000000000;10;1;AYUNTAMIENTO MADRID;;;PBI_10016.jpg;18/09/2010;Central de Movilidad;DG PLANIFICACION;0;377;1;0;1
535;PBI_10036;"Instalaciones Deportivas Parque ""Cerro Almodovar""";Duquesa de Parcent;10;LATINA;5,00000000000;10;1;AYUNTAMIENTO MADRID;1;Falta 1 arco;PBI_10036.jpg;18/09/2010;Central de Movilidad;DG PLANIFICACION;0;378;1;0;1
