COMMUNITY9,COMMUNIT_1,CLASS,CLASS_CODE,COMM_CODE,NAME,ID,CNSS_YR,RES_CNT,DWELL_CNT,PRSCH_CHLD,EMPLYD_CNT,OWNSHP_CNT,SING_FAMLY,DUPLEX,MULTI_PLEX,APARTMENT,TOWN_HOUSE,MANUF_HOME,CONV_STRUC,COMUNL_HSE,RES_COMM,OTHER_RES,NURSING_HM,OTHER_INST,HOTEL_CNT,APT_NO_RES,APT_OCCPD,APT_OWNED,APT_PERSON,APT_VACANT,CNV_NO_RES,CNV_OCCPD,CNV_OWNED,CNV_PERSON,CNV_VACANT,DUP_NO_RES,DUP_OCCPD,DUP_OWNED,DUP_PERSON,DUP_VACANT,MFH_NO_RES,MFH_OCCPD,MFH_OWNED,MFH_PERSON,MFH_VACANT,OTH_NO_RES,OTH_OCCPD,OTH_OWNED,OTH_PERSON,OTH_VACANT,TWN_NO_RES,TWN_OCCPD,TWN_OWNED,TWN_PERSON,TWN_VACANT,SF_NO_RES,SF_OCCPD,SF_OWNED,SF_PERSON,SF_VACANT,MALE_CNT,FEMALE_CNT,MALE_0_4,MALE_5_14,MALE_15_19,MALE_20_24,MALE_25_34,MALE_35_44,MALE_45_54,MALE_55_64,MALE_65_74,MALE_75,FEM_0_4,FEM_5_14,FEM_15_19,FEM_20_24,FEM_25_34,FEM_35_44,FEM_45_54,FEM_55_64,FEM_65_74,FEM_75,MF_0_4,MF_5_14,MF_15_19,MF_20_24,MF_25_34,MF_35_44,MF_45_54,MF_55_64,MF_65_74,MF_75,DWELSZ_1,DWELSZ_2,DWELSZ_3,DWELSZ_4_5,DWELSZ_6,FOIP_IND,OBJECTID,SHAPE_AREA,SHAPE_LEN
201,199,Residential,1,NGM,NORTH GLENMORE PARK,201,1999,2520,991,185,1287,796,811,94,0,46,0,0,45,0,0,2,0,0,0,0,43,0,52,3,0,37,1,63,2,0,93,40,244,1,0,0,0,0,0,0,2,0,6,0,0,0,0,0,0,0,804,755,2155,5,1265,1255,86,148,61,66,182,250,169,104,138,61,68,165,67,71,167,217,153,135,134,78,154,313,128,137,349,467,322,239,272,139,196,370,174,221,18,,200,1155955.81920000000,4868.38266847000
202,200,Residential,1,WND,WINDSOR PARK,202,1999,3827,2263,147,2423,693,379,233,0,1474,52,0,126,0,0,4,0,0,1,1,1417,323,2134,41,1,113,10,198,8,1,227,76,559,3,0,0,0,0,0,1,3,2,27,1,1,39,30,61,3,3,356,252,848,11,1839,1988,58,97,79,206,493,347,235,124,112,88,65,97,60,211,431,312,218,157,184,253,123,194,139,417,924,659,453,281,296,341,1046,759,199,140,11,,201,1276620.47548000000,5333.36513986000
206,204,Residential,1,BEL,BEL-AIRE,206,1999,492,159,31,191,154,159,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,158,154,492,0,252,240,9,51,23,16,5,33,42,25,34,14,13,38,15,8,13,47,38,26,29,13,22,89,38,24,18,80,80,51,63,27,14,59,21,57,7,,205,337099.34625000000,2577.54485765000
73,72,Industrial,2,MCI,McCALL,73,1999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Y,72,2389156.89092000000,6756.67816924000
74,73,Industrial,2,PEG,PEGASUS,74,1999,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Y,73,255348.88470000000,2283.60369308000
75,76,Residential,1,TEM,TEMPLE,75,1999,11941,3509,1033,6440,2736,2303,608,0,118,426,0,59,1,0,1,0,0,0,1,113,0,214,4,0,48,5,115,4,0,599,386,1957,9,0,0,0,0,0,0,2,1,5,0,0,422,266,1295,4,0,2280,2078,8355,22,5993,5947,396,1077,601,495,841,1138,937,273,187,48,391,1065,550,467,906,1156,886,257,200,69,787,2142,1151,962,1747,2294,1823,530,387,117,275,825,685,1377,302,,74,2624812.18550000000,6497.06841295000
76,75,Residential,1,MOR,MONTEREY PARK,76,1999,9331,2734,920,5157,2551,2295,22,0,0,139,276,3,0,0,0,0,0,0,0,0,0,0,0,0,2,0,4,0,0,21,19,77,1,0,274,274,498,2,0,0,0,0,0,1,138,74,384,0,4,2241,2184,8368,40,4674,4657,343,751,392,378,737,896,633,305,157,82,353,682,369,326,783,916,631,268,220,109,696,1433,761,704,1520,1812,1264,573,377,191,186,642,523,1087,238,,75,3264338.10675000000,8499.11877154000
77,74,Residual Sub Area,4,05C,05C,77,1999,0,2,0,0,0,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Y,76,2058720.98535000000,7768.26596907000
78,77,Industrial,2,GRI,GREENVIEW INDUSTRIAL PARK,78,1999,13,7,1,8,2,5,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,1,0,0,0,0,0,0,5,2,11,0,6,7,1,0,1,0,0,0,3,1,0,0,0,1,1,0,1,1,1,2,0,0,1,1,2,0,1,1,4,3,0,0,2,3,0,1,0,,77,2138777.19155000000,7682.77656627000
80,79,Residential,1,WHI,WHITEHORN,80,1999,12404,3444,1141,6559,2730,2546,666,0,0,114,0,132,0,0,0,0,0,0,0,0,0,0,0,0,95,10,235,17,0,652,441,2298,13,0,0,0,0,0,0,0,0,0,0,0,107,36,303,7,0,2527,2243,9568,18,6347,6054,481,1060,554,582,938,1142,956,369,199,66,419,983,560,491,920,1142,908,340,222,69,900,2043,1114,1073,1858,2284,1864,709,421,135,236,690,661,1394,400,,79,2639478.48203000000,6505.94709971000
81,80,Residential,1,GRE,GREENWOOD/GREENBRIAR,81,1999,1041,476,63,567,409,5,0,0,0,0,476,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,467,408,1040,7,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,539,502,28,65,24,30,80,90,72,61,61,28,21,45,25,32,66,92,71,64,52,34,49,110,49,62,146,182,143,125,113,62,120,210,75,59,4,,80,1161346.79777000000,4768.52612097000
82,81,Industrial,2,NAW,NORTH AIRWAYS,82,1999,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Y,81,1210045.40223000000,5098.76191751000
83,82,Residential,1,COL,COLLINGWOOD,83,1999,2269,955,131,1065,735,732,96,0,121,0,0,5,0,0,1,0,0,0,0,116,0,178,4,0,5,0,9,0,0,95,60,209,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,717,675,1872,14,1139,1130,65,132,63,87,122,202,156,92,134,86,34,136,55,64,118,191,152,110,160,110,99,268,118,151,240,393,308,202,294,196,213,386,143,172,20,,82,1558930.28908000000,5579.88619232000
85,84,Residential,1,CRM,CRESTMONT,85,1999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Y,84,637485.07397500000,3194.25297334000
86,85,Residual Sub Area,4,01C,01C,86,1999,14,7,1,10,1,5,0,0,0,0,2,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,0,2,0,0,0,0,0,0,0,5,0,11,0,8,6,0,0,0,2,3,2,1,0,0,0,0,2,0,1,2,1,0,0,0,0,0,2,0,3,5,3,1,0,0,0,3,2,1,1,0,,85,1990752.44948000000,7348.89023769000
87,86,Residential,1,QPK,QUEENS PARK VILLAGE,87,1999,418,188,38,238,0,0,0,0,0,188,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,171,0,418,17,0,0,0,0,0,221,197,19,13,7,69,54,32,17,6,4,0,10,24,22,42,49,29,18,2,1,0,29,37,29,111,103,61,35,8,5,0,27,77,39,28,0,,86,621379.89702400000,3372.28576505000
47,46,Residential,1,SCE,SCENIC ACRES,47,1999,9172,2788,885,4472,2684,2627,108,0,0,41,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,4,94,93,191,1,0,0,0,0,0,0,12,0,72,0,0,40,38,66,1,0,2598,2553,8843,15,4555,4617,320,924,384,206,394,1098,748,312,135,34,353,900,347,227,475,1179,670,284,131,51,673,1824,731,433,869,2277,1418,596,266,85,174,684,503,1273,110,,46,4344105.26516000000,10812.51613940000
54,53,Industrial,2,WES,WESTWINDS,54,1999,17,7,1,11,2,5,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4,0,0,1,0,3,0,0,0,0,0,0,1,4,2,10,0,10,7,1,0,2,0,3,0,0,2,2,0,0,0,0,1,3,0,0,3,0,0,1,0,2,1,6,0,0,5,2,0,0,3,1,2,0,,53,1949334.03715000000,6725.72219753000
55,54,Residential,1,THO,THORNCLIFFE,55,1999,9419,3719,690,4907,2366,2056,366,0,335,818,0,149,0,0,1,0,0,0,5,298,26,466,23,0,112,6,198,7,0,356,166,999,10,0,0,0,0,0,0,1,0,1,0,2,788,307,2313,23,0,2046,1861,5442,9,4743,4676,263,596,308,385,773,952,555,335,374,202,266,577,310,314,700,846,546,388,437,292,529,1173,618,699,1473,1798,1101,723,811,494,762,1274,661,783,121,,54,3269309.04962000000,8228.38143244000
56,55,Residential,1,VAR,VARSITY,56,1999,12552,5311,621,6131,3427,2592,168,1,1629,893,0,30,0,1,0,0,0,1,2,1552,363,2546,76,0,24,0,44,1,0,165,89,425,3,0,0,0,0,0,0,1,0,2,1,1,873,566,1754,17,0,2573,2409,7781,12,6030,6522,238,703,406,713,800,897,816,624,550,283,222,749,376,695,714,953,897,778,630,508,460,1452,782,1408,1514,1850,1713,1402,1180,791,1369,1945,752,1006,116,,55,6852649.59332000000,11790.14264130000
62,61,Residential,1,BRE,BRENTWOOD,62,1999,6466,2548,354,3230,1823,1987,0,83,205,240,0,38,0,0,2,0,0,0,2,283,5,438,3,0,28,1,56,2,0,0,0,0,0,0,0,0,0,0,0,2,0,4,0,1,220,0,489,19,0,1978,1817,5479,9,3196,3270,135,394,190,291,456,558,378,309,328,157,121,363,195,244,426,549,377,359,414,222,256,757,385,535,882,1107,755,668,742,379,488,974,429,572,48,,61,2886970.24828000000,8006.78281279000
63,62,Residual Sub Area,4,01B,01B,63,1999,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Y,62,1976715.89935000000,6132.22921633000
67,66,Residential,1,CHW,CHARLESWOOD,67,1999,3757,1492,193,1773,1237,1297,33,0,137,0,0,25,0,0,0,0,0,0,0,136,0,217,1,0,24,0,38,1,0,31,15,85,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1291,1222,3417,4,1839,1918,67,215,99,155,201,333,232,187,237,113,74,204,101,116,202,321,266,217,271,146,141,419,200,271,403,654,498,404,508,259,291,585,280,289,37,,66,1830377.51397000000,8413.49844987000
68,67,Residential,1,VAL,VALLEY RIDGE,68,1999,2461,903,278,1507,835,857,0,0,0,45,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,35,35,66,5,5,809,800,2395,11,1245,1216,137,142,72,53,220,270,222,78,32,19,102,148,69,45,254,301,191,67,29,10,239,290,141,98,474,571,413,145,61,29,50,352,174,250,18,,67,3167960.92827000000,7810.52039573000
72,71,Residential,1,HIW,HIGHWOOD,72,1999,2141,926,132,1123,681,745,63,3,19,8,0,92,0,0,0,0,0,0,0,21,1,38,1,0,79,5,115,7,1,59,22,173,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,735,653,1815,9,1032,1109,42,120,45,81,185,208,121,54,106,70,58,134,42,85,159,208,113,72,144,94,100,254,87,166,344,416,234,126,250,164,210,365,148,161,10,,71,948747.47210000000,4070.84199778000
79,78,Residential,1,HPK,HIGHLAND PARK,79,1999,3752,1977,237,2217,698,937,159,47,405,12,0,411,0,3,3,1,0,0,0,437,24,664,15,0,347,15,557,45,0,154,45,392,5,0,0,0,0,0,1,6,0,9,0,0,12,0,34,0,1,907,614,2096,27,1992,1760,100,132,89,189,545,456,185,104,113,79,93,112,70,171,425,328,151,108,156,146,193,244,159,360,970,784,336,212,269,225,736,664,259,185,19,,78,1369171.02465000000,6635.84124823000
84,83,Residential,1,CAM,CAMBRIAN HEIGHTS,84,1999,2107,898,122,1078,595,608,134,16,32,56,0,56,0,0,0,0,0,0,0,48,0,69,0,0,50,2,87,1,0,131,39,312,3,0,0,0,0,0,0,0,0,0,0,0,56,0,119,0,0,605,554,1520,3,1026,1081,48,108,60,71,173,199,128,76,97,66,52,120,46,72,157,204,121,91,132,86,100,228,106,143,330,403,249,167,229,152,211,374,136,161,8,,83,864104.99092000000,5162.94827586000
88,87,Residual Sub Area,4,01D,01D,88,1999,0,4,0,0,0,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Y,87,428728.56457500000,3536.95470999000
89,88,Major Park,3,COP,CANADA OLYMPIC PARK,89,1999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Y,88,881302.98759800000,4107.81189476000
90,89,Residual Sub Area,4,01E,01E,90,1999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Y,89,1213633.04070000000,4982.85739844000
214,212,Residential,1,KEL,KELVIN GROVE,214,1999,2219,903,107,881,494,354,16,0,504,27,0,0,0,0,2,0,0,0,0,497,114,711,6,0,0,0,0,0,0,16,16,26,0,0,0,0,0,0,0,2,0,318,0,0,26,22,46,1,0,350,342,1118,4,949,1270,28,133,49,52,90,147,144,89,104,113,39,117,53,62,78,159,131,106,135,390,67,250,102,114,168,306,275,195,239,503,367,282,73,155,14,,213,756703.99760000000,3463.16969167000
215,213,Industrial,2,GBP,GLENDEER BUSINESS PARK,215,1999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Y,214,263805.57887600000,2325.56914372000
44,43,Residential,1,BED,BEDDINGTON HEIGHTS,44,1999,13019,4213,1192,7247,3323,2605,952,0,0,615,0,49,0,0,0,0,0,0,0,0,0,0,0,0,38,3,63,3,3,942,673,2670,6,0,0,0,0,0,0,0,0,0,0,0,605,327,1575,10,1,2588,2320,8711,16,6422,6597,435,1114,542,461,1065,1311,862,361,203,68,483,1089,488,418,1073,1473,884,349,234,106,918,2203,1030,879,2138,2784,1746,710,437,174,504,1111,885,1468,205,,43,3187318.39195000000,9406.92522898000
45,44,Major Park,3,NPK,NOSE HILL PARK,45,1999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Y,44,11605393.66550000000,13860.70086080000
48,47,Residential,1,RAN,RANCHLANDS,48,1999,8377,2954,685,4642,2105,1478,305,0,229,915,0,29,0,0,0,0,0,0,1,208,1,396,20,0,25,0,40,1,0,303,228,830,2,0,0,0,0,0,0,0,0,0,0,0,904,486,2314,9,0,1469,1390,4797,9,4125,4252,284,741,384,350,630,752,576,249,124,35,233,683,373,330,689,879,644,247,125,49,517,1424,757,680,1319,1631,1220,496,249,84,436,883,619,897,74,,47,2347711.71727000000,6574.83310077000
49,48,Residential,1,HUN,HUNTINGTON HILLS,49,1999,14502,5404,1221,8029,3341,2961,547,0,535,1159,127,86,0,0,0,0,0,0,0,360,9,655,12,0,67,9,126,7,1,534,225,1606,10,0,126,120,285,1,0,0,0,0,0,0,1130,295,2888,28,0,2940,2683,8942,20,7188,7313,471,1016,471,594,1220,1343,928,629,397,119,488,979,468,566,1206,1312,1019,698,422,155,959,1995,939,1160,2426,2655,1947,1327,819,274,778,1725,1168,1311,175,,48,4766464.63217000000,10144.22433660000
50,49,Residential,1,TAR,TARADALE,50,1999,1925,666,208,1089,544,628,2,0,0,34,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,1,0,2,2,7,0,0,0,0,0,0,0,0,0,0,0,0,33,32,73,1,5,589,510,1843,20,971,954,85,162,60,56,234,221,95,37,13,8,78,170,58,60,218,207,81,48,24,10,163,332,118,116,452,428,176,85,37,18,60,195,132,218,20,,49,2954388.59443000000,6899.89339987000
51,50,Residential,1,MRT,MARTINDALE,51,1999,7276,2447,1018,4208,2153,2301,51,0,0,92,0,9,0,0,0,0,0,0,0,0,0,0,0,0,6,0,14,0,0,50,44,182,1,0,0,0,0,0,0,0,0,0,0,0,90,84,220,2,10,2187,2025,6860,57,3672,3604,413,585,191,255,987,753,288,131,50,19,399,581,165,301,1010,664,269,143,53,19,812,1166,356,556,1997,1417,557,274,103,38,194,711,556,764,108,,50,2749672.73765000000,6737.96791747000
52,51,Residential,1,DAL,DALHOUSIE,52,1999,9364,3681,557,4897,2566,1928,300,0,863,570,0,20,0,0,0,0,0,0,6,831,300,1283,24,0,19,1,34,0,0,293,131,901,5,0,0,0,0,0,0,0,0,0,0,0,561,332,1324,8,0,1913,1802,5822,13,4598,4766,205,627,330,446,687,703,650,476,326,148,202,577,311,417,606,799,723,519,380,232,407,1204,641,863,1293,1502,1373,995,706,380,774,1296,624,836,87,,51,3336076.75907000000,7592.49468842000
53,52,Residential,1,SIL,SILVER SPRINGS,53,1999,10166,3509,713,5449,2947,2534,209,0,240,515,0,11,0,0,1,0,0,0,1,226,0,373,13,0,7,0,13,3,0,206,138,581,3,0,0,0,0,0,0,1,0,2,0,0,510,411,1008,4,1,2519,2398,8189,12,5131,5035,307,828,501,388,478,900,934,474,242,79,237,764,439,308,506,1040,994,421,235,91,544,1592,940,696,984,1940,1928,895,477,170,491,1106,597,1164,111,,52,4978369.66513000000,10063.95258300000
57,56,Residual Sub Area,4,05B,05B,57,1999,18,4,5,7,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,3,18,0,8,10,2,0,0,0,3,2,0,1,0,0,3,2,0,0,3,1,0,1,0,0,5,2,0,0,6,3,0,2,0,0,0,0,0,2,1,,56,1022316.49975000000,4503.13508505000
58,57,Residential,1,COR,CORAL SPRINGS,58,1999,4078,1125,365,2148,1000,1125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,1014,1000,4078,19,2059,2019,138,464,208,147,234,473,268,72,43,12,128,408,194,134,286,498,216,72,63,20,266,872,402,281,520,971,484,144,106,32,20,142,186,522,144,,57,1626233.15785000000,5256.70967913000
59,58,Residential,1,FAL,FALCONRIDGE,59,1999,10579,3229,1220,5455,2136,1860,543,0,176,597,0,58,0,0,0,0,0,0,1,171,0,406,4,0,50,6,115,3,0,538,287,1818,5,0,0,0,0,0,0,0,0,0,0,0,576,328,1708,21,1,1838,1515,6532,20,5358,5221,524,1023,385,454,1025,1070,527,211,99,40,475,966,383,405,1078,1035,506,200,121,52,999,1989,768,859,2103,2105,1033,411,220,92,302,750,703,1172,246,,58,2156358.29567000000,5999.87723619000
60,59,Residential,1,CAS,CASTLERIDGE,60,1999,6474,1831,705,3283,1364,1458,226,0,120,0,0,29,0,0,0,0,0,0,1,110,0,199,8,0,26,2,63,1,0,225,127,771,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1443,1235,5441,14,3232,3242,301,636,249,211,552,642,374,173,69,25,257,642,288,217,594,628,321,167,95,33,558,1278,537,428,1146,1270,695,340,164,58,174,337,354,733,206,,59,1212401.59430000000,4572.03540587000
61,60,Industrial,2,SKW,SKYLINE WEST,61,1999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Y,60,825996.77544900000,4686.93973673000
64,63,Residential,1,NHU,NORTH HAVEN UPPER,64,1999,710,246,53,392,234,245,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,243,234,706,2,368,342,18,56,27,17,25,80,73,39,29,4,19,56,20,16,22,76,66,37,23,7,37,112,47,33,47,156,139,76,52,11,27,82,48,84,3,,63,269081.72272500000,2418.52573091000
65,64,Industrial,2,SKE,SKYLINE EAST,65,1999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Y,64,554952.36720200000,3439.49688212000
66,65,Residential,1,GRV,GREENVIEW,66,1999,2145,1090,122,1466,347,208,29,0,511,304,0,40,0,0,0,0,0,0,8,455,21,766,48,0,32,3,50,6,0,29,9,60,0,0,0,0,0,0,0,0,0,0,0,0,298,133,743,6,0,208,181,526,0,1103,1042,46,78,48,145,332,217,100,61,55,21,51,73,42,174,272,172,95,76,63,24,97,151,90,319,604,389,195,137,118,45,316,452,144,97,13,,65,453703.46639800000,3865.77283381000
69,68,Residential,1,NHV,NORTH HAVEN,69,1999,2510,957,196,1180,684,605,194,0,50,96,0,13,0,0,0,0,0,0,0,47,0,50,3,0,10,0,26,0,1,186,98,493,7,0,0,0,0,0,0,0,0,0,0,0,96,10,266,0,0,603,576,1675,2,1191,1319,72,176,72,77,155,229,125,133,103,49,77,205,66,69,169,248,137,155,116,77,149,381,138,146,324,477,262,288,219,126,174,342,171,238,17,,68,845618.16055000000,4110.40181978000
70,69,Residential,1,BOW,BOWNESS,70,1999,12064,5105,829,6499,2634,2416,813,52,662,790,1,379,0,5,7,1,4,2,6,681,82,1024,26,0,333,15,603,19,0,792,351,2221,20,0,1,0,3,0,0,15,3,247,2,0,748,182,1796,36,2,2381,2001,6170,22,5971,6093,295,748,397,421,1132,1228,828,422,353,147,349,696,357,420,1046,1128,770,467,524,336,644,1444,754,841,2178,2356,1598,889,877,483,1349,1734,899,859,110,,69,5609058.90819000000,14428.68146000000
71,70,Industrial,2,HOR,HORIZON,71,1999,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Y,70,2321298.84602000000,6539.00901875000
248,246,Residential,1,DRN,DEER RUN,248,1999,6456,2102,420,3766,1681,1561,118,0,216,206,0,2,0,0,0,0,0,0,0,199,0,322,17,0,1,0,2,0,0,118,90,370,0,0,0,0,0,0,0,0,0,0,0,1,200,96,431,4,0,1555,1495,5331,6,3223,3233,161,611,335,215,343,695,613,165,63,22,148,611,342,202,355,781,545,157,66,26,309,1222,677,417,698,1476,1158,322,129,48,255,537,398,818,65,,247,1868693.66547000000,10643.18000840000
249,247,Residential,1,DRG,DEER RIDGE,249,1999,4689,1593,469,2450,1058,857,140,0,101,494,0,1,0,0,0,0,0,0,0,101,0,119,0,0,1,0,3,0,0,135,66,426,5,0,0,0,0,0,0,0,0,0,0,0,486,179,1305,8,1,848,813,2836,8,2266,2423,197,429,212,151,324,427,306,113,48,59,175,423,198,158,365,491,325,97,60,131,372,852,410,309,689,918,631,210,108,190,218,437,350,510,56,,248,1417247.72615000000,4899.09324834000
251,249,Residential,1,MCT,MCKENZIE TOWNE,251,1999,1539,787,195,1046,571,574,0,0,87,114,0,1,0,0,11,0,0,0,0,18,18,29,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,8,1,11,3,2,72,68,134,7,22,498,484,1365,12,790,749,99,70,32,49,276,143,78,27,11,5,74,67,22,63,292,123,77,17,9,5,173,137,54,112,568,266,155,44,20,10,71,278,126,113,8,,250,11281986.32380000000,14095.94525140000
252,250,Residential,1,MCK,MCKENZIE LAKE,252,1999,13037,4149,1628,6974,3738,3852,24,0,0,288,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,24,52,0,0,0,0,0,0,0,0,0,0,0,1,265,146,695,12,21,3661,3568,12290,55,6615,6422,634,1504,469,265,999,1634,787,229,79,15,620,1366,397,254,1188,1658,631,196,89,23,1254,2870,866,519,2187,3292,1418,425,168,38,213,1073,802,1719,143,,251,5091841.42311000000,11235.32924580000
