CLASS,CLASS_CODE,COMM_CODE,NAME,CNSS_YR,FOIP_IND,RES_CNT,DWELL_CNT,PRSCH_CHLD,EMPLYD_CNT,OWNSHP_CNT,SING_FAMLY,DUPLEX,MULTI_PLEX,APARTMENT,TOWN_HOUSE,MANUF_HOME,CONV_STRUC,COMUNL_HSE,RES_COMM,OTHER_RES,NURSING_HM,OTHER_INST,HOTEL_CNT,OTHER_MISC,APT_NO_RES,APT_OCCPD,APT_OWNED,APT_PERSON,APT_VACANT,APT_UC,APT_NA,CNV_NO_RES,CNV_OCCPD,CNV_OWNED,CNV_PERSON,CNV_VACANT,CNV_UC,CNV_NA,DUP_NO_RES,DUP_OCCPD,DUP_OWNED,DUP_PERSON,DUP_VACANT,DUP_UC,DUP_NA,MFH_NO_RES,MFH_OCCPD,MFH_OWNED,MFH_PERSON,MFH_VACANT,MFH_UC,MFH_NA,MUL_NO_RES,MUL_OCCPD,MUL_OWNED,MUL_PERSON,MUL_VACANT,MUL_UC,MUL_NA,OTH_NO_RES,OTH_OCCPD,OTH_OWNED,OTH_PERSON,OTH_VACANT,OTH_UC,OTH_NA,TWN_NO_RES,TWN_OCCPD,TWN_OWNED,TWN_PERSON,TWN_VACANT,TWN_UC,TWN_NA,SF_NO_RES,SF_OCCPD,SF_OWNED,SF_PERSON,SF_VACANT,SF_UC,SF_NA,OTH_STRTY,DWELSZ_1,DWELSZ_2,DWELSZ_3,DWELSZ_4_5,DWELSZ_6,MALE_CNT,FEMALE_CNT,MALE_0_4,MALE_5_14,MALE_15_19,MALE_20_24,MALE_25_34,MALE_35_44,MALE_45_54,MALE_55_64,MALE_65_74,MALE_75,FEM_0_4,FEM_5_14,FEM_15_19,FEM_20_24,FEM_25_34,FEM_35_44,FEM_45_54,FEM_55_64,FEM_65_74,FEM_75,MF_0_4,MF_5_14,MF_15_19,MF_20_24,MF_25_34,MF_35_44,MF_45_54,MF_55_64,MF_65_74,MF_75,OBJECTID,SHAPE_AREA,SHAPE_LEN
Residential,1,LMR,LOWER MOUNT ROYAL,2002,,3183,2210,34,0,495,86,16,0,1966,82,0,55,0,0,4,1,0,0,0,9,1873,368,2639,81,0,3,1,54,3,75,0,0,0,0,16,14,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,114,0,0,0,0,79,68,147,3,0,0,2,81,42,168,3,0,0,5,1272,733,79,21,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,160,282635.68147500000,2856.44783383000
Residential,1,CLI,CLIFF BUNGALOW,2002,,1998,1355,31,0,253,182,12,0,904,45,0,209,0,2,0,1,0,0,0,1,866,145,1266,37,0,0,0,193,9,253,10,0,6,0,12,2,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,46,0,0,0,0,44,7,65,1,0,0,2,176,89,346,4,0,0,3,758,439,70,26,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,161,362793.61860100000,2944.06777800000
Industrial,2,AYB,ALYTH/BONNYBROOK,2002,,28,16,2,0,3,14,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,6,0,0,0,0,0,0,0,0,0,0,1,9,3,22,3,0,1,2,3,2,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,163,3907658.41384000000,11199.86001220000
Residential,1,UMR,UPPER MOUNT ROYAL,2002,,2697,1066,178,0,806,803,8,0,234,13,0,8,0,0,0,0,0,0,0,0,233,57,345,1,0,0,0,8,0,11,0,0,0,0,8,6,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,9,28,0,0,0,2,779,734,2297,17,5,0,0,232,398,120,263,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,165,1275568.54983000000,5091.61958469000
Residential,1,GBK,GLENBROOK,2002,,7080,3110,478,0,1641,918,658,2,676,703,0,153,0,0,0,0,0,0,0,1,631,156,1031,41,0,3,0,139,7,256,13,0,1,1,642,263,1719,8,4,3,0,0,0,0,0,0,0,0,2,1,6,0,0,0,0,0,0,0,0,0,0,0,688,426,1633,13,0,2,0,909,788,2435,9,0,0,0,850,1085,517,500,59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,168,1947218.72132000000,5963.40699143000
Residential,1,SOC,SOUTH CALGARY,2002,,3450,1942,152,0,728,746,114,90,581,211,0,178,2,20,0,0,0,0,0,1,560,117,867,19,1,0,3,153,8,223,11,3,8,0,108,54,262,4,2,0,0,0,0,0,0,0,0,0,84,1,139,6,0,0,0,21,1,79,1,0,0,0,198,46,361,13,0,0,4,710,501,1519,25,7,0,22,786,708,206,123,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,170,885464.38847500000,4859.48837149000
Residential,1,EPK,ELBOW PARK,2002,,3497,1214,289,0,1104,1201,2,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,9,0,13,0,0,1,0,1,1,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1163,1103,3480,26,7,5,0,178,358,176,414,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,172,1786580.28119000000,7304.19187689000
Residential,1,ROX,ROXBORO,2002,,402,164,27,0,151,163,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,155,151,401,8,0,0,0,32,58,22,43,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,173,271830.58607500000,2331.95847805000
Residential,1,ERI,ERIN WOODS,2002,,7099,2250,898,0,1746,1849,47,0,0,238,93,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,1,43,2,0,0,0,46,11,155,1,0,0,0,93,91,205,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,217,26,697,21,0,0,0,1843,1617,5999,6,0,0,0,202,600,522,765,131,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,175,1588781.58352000000,5243.56351523000
Residential,1,CFC,CFB - CURRIE,2002,,101,5,0,0,0,3,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,101,1,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,178,1096721.88470000000,5100.36057356000
Residential,1,DIS,DISCOVERY RIDGE,2002,,713,377,91,0,228,298,51,0,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,5,12,17,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,9,8,16,5,12,0,6,215,215,685,3,74,0,0,8,81,46,90,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,180,3601602.53695000000,8462.82203773000
Residential,1,GLA,GLAMORGAN,2002,,6500,2889,325,0,1847,1138,86,44,911,694,0,12,0,0,1,3,0,0,0,2,877,247,1603,32,0,0,0,9,2,17,3,0,0,0,86,61,217,0,0,0,0,0,0,0,0,0,0,0,44,0,110,0,0,0,0,3,0,183,0,0,1,1,682,467,1348,11,0,0,0,1135,1070,3022,3,0,0,4,856,1072,461,413,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,181,1955830.34010000000,6068.67252538000
Residential,1,LPK,LINCOLN PARK,2002,,1823,1253,85,0,435,0,6,0,824,421,0,0,1,0,0,1,0,0,0,4,569,343,715,15,236,0,0,0,0,0,0,0,0,0,6,4,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,50,1,0,0,0,413,88,1049,8,0,0,0,0,0,0,0,0,0,2,531,272,70,109,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,184,1523073.89960000000,5861.61660017000
Residential,1,MAN,MANCHESTER,2002,,243,167,8,0,7,35,5,0,117,0,0,8,0,1,0,0,0,1,0,1,113,0,166,3,0,0,0,8,0,13,0,0,0,1,4,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,1,0,0,0,0,0,0,0,0,0,5,28,6,54,2,0,0,2,78,65,9,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,186,474084.09935000000,4015.83229478000
Industrial,2,VAF,VALLEYFIELD,2002,,22,12,0,0,4,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,11,4,22,0,0,0,0,3,5,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,188,1200296.77317000000,5092.10479706000
Industrial,2,EFI,EASTFIELD,2002,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,189,1126842.66840000000,4649.64122644000
Industrial,2,FHI,FOOTHILLS,2002,Y,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,190,7644679.78780000000,13206.75261050000
Industrial,2,BUR,BURNS INDUSTRIAL,2002,Y,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,191,2898993.94525000000,9626.93834677000
Residential,1,LKV,LAKEVIEW,2002,,5687,2332,322,0,1900,1688,76,0,332,230,0,6,0,0,0,0,0,0,0,0,294,0,493,38,0,0,0,4,0,4,2,0,0,0,76,50,190,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,227,218,401,3,0,0,0,1680,1632,4599,8,0,0,0,468,972,299,509,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,193,2221666.71470000000,6830.48154362000
Residual Sub Area,4,09K,09K,2002,,17,9,0,0,4,5,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4,1,0,0,0,0,0,0,0,0,0,0,2,2,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,2,8,0,0,0,0,2,4,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,194,1925475.56720000000,7664.74113812000
Industrial,2,STD,STARFIELD,2002,Y,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,195,4348010.95685000000,8621.36883151000
Major Park,3,GPK,GLENMORE PARK,2002,Y,0,5,0,0,0,4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,196,10159949.75380000000,21850.07484740000
Residential,1,MIS,MISSION,2002,,3746,2719,37,0,662,128,4,0,2460,33,0,88,2,2,2,0,0,0,0,7,2330,586,3251,120,2,1,3,72,2,103,11,1,1,0,4,2,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,1,98,0,0,0,0,33,30,61,0,0,0,12,103,41,228,10,3,0,6,1567,878,72,28,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,162,534984.81754800000,3830.04889106000
Residential,1,SOV,SOUTHVIEW,2002,,2308,889,185,0,493,585,26,0,150,54,0,73,0,0,0,1,0,0,0,1,148,0,368,1,0,0,0,58,4,105,11,0,4,0,24,8,67,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,57,0,0,0,0,53,1,170,1,0,0,0,578,480,1541,7,0,0,1,155,337,158,189,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,164,1591841.32522000000,5837.96174757000
Residential,1,ERL,ERLTON,2002,,1209,748,27,0,439,144,60,3,414,80,0,46,0,0,1,0,0,0,0,0,355,274,586,9,50,0,0,45,3,74,0,1,0,0,56,25,112,4,0,0,0,0,0,0,0,0,0,0,3,1,4,0,0,0,0,1,1,7,0,0,0,0,68,52,138,12,0,0,0,142,83,288,2,0,0,1,257,320,67,25,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,166,506511.93770100000,4069.17491797000
Industrial,2,MNI,MANCHESTER INDUSTRIAL,2002,Y,0,4,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,167,4574999.28092000000,11955.92792660000
Residential,1,DOV,DOVER,2002,,11231,4368,820,0,2891,2001,786,4,866,523,1,187,0,0,0,0,0,0,0,3,844,373,1259,19,0,0,0,165,12,320,20,0,2,0,761,457,2393,25,0,0,0,1,0,2,0,0,0,0,4,4,8,0,0,0,0,0,0,0,0,0,0,0,482,286,1313,41,0,0,1,1984,1759,5936,16,0,0,0,989,1361,794,916,181,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,169,4152079.97208000000,9284.33243350000
Industrial,2,HIF,HIGHFIELD,2002,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,171,2736421.36945000000,7657.73574132000
Residential,1,RID,RIDEAU PARK,2002,,642,340,31,0,254,134,2,0,178,23,0,2,1,0,0,0,0,0,0,2,162,116,206,12,0,2,0,2,0,4,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,0,0,0,0,23,22,45,0,0,0,0,126,116,382,7,1,0,1,145,91,25,53,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,174,267077.82630000000,2266.39593521000
Residential,1,RUT,RUTLAND PARK,2002,,2391,969,123,0,385,313,41,0,95,489,0,30,0,0,0,1,0,0,0,0,95,0,95,0,0,0,0,26,1,47,0,0,4,0,41,8,126,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,170,0,0,0,0,489,100,1210,0,0,0,0,312,276,743,1,0,0,1,281,344,169,155,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,176,680976.14497400000,4322.28939971000
Residential,1,PKH,PARKHILL,2002,,1556,804,94,0,370,389,110,0,208,16,0,80,0,0,1,0,0,0,0,1,186,21,294,21,0,0,3,66,2,99,8,0,3,1,100,55,240,2,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,0,0,0,0,16,5,31,0,0,0,2,378,286,890,9,0,0,1,254,300,108,77,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,177,655765.88222600000,4018.73749204000
Residential,1,ALT,ALTADORE,2002,,6407,3536,397,0,1813,1729,329,12,678,439,0,326,1,20,1,1,0,0,0,1,464,117,683,38,175,0,3,287,16,449,26,1,9,0,272,150,612,38,18,1,0,0,0,0,0,0,0,0,12,0,18,0,0,0,3,14,2,27,5,0,1,0,268,180,563,2,169,0,6,1655,1348,4055,31,36,1,23,935,1175,465,372,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,179,2911921.29910000000,7570.90934278000
Industrial,2,GTI,GOLDEN TRIANGLE,2002,Y,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,182,510599.52544900000,3196.68201334000
Residential,1,DNE,DOWNTOWN EAST VILLAGE,2002,,1853,688,2,0,3,7,0,0,667,0,0,3,3,2,0,0,0,6,0,0,646,0,715,21,0,0,0,1,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,9,0,1132,1,0,0,0,0,0,0,0,0,0,0,5,3,5,2,0,0,11,588,61,4,1,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,139,521295.74761800000,3519.68853671000
Residential,1,SNA,SUNALTA,2002,,3150,2012,96,0,347,263,4,0,1530,50,0,156,1,6,1,0,0,1,0,5,1469,187,2236,56,0,0,0,143,7,215,12,0,1,0,4,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,77,0,0,0,1,48,27,83,1,0,0,2,248,126,533,12,0,1,9,1040,678,135,63,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,142,940998.92109900000,4684.92988291000
Residential,1,SCA,SCARBORO,2002,,905,343,58,0,307,334,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,1,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,328,306,894,4,1,0,0,62,120,59,90,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,150,453684.55557500000,3059.47701355000
Residential,1,RAM,RAMSAY,2002,,2117,1118,113,0,575,758,56,0,68,42,0,188,0,5,1,0,0,0,0,1,64,0,98,3,0,0,0,161,8,236,26,0,1,0,50,12,125,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,2,8,0,0,0,1,41,0,118,0,0,0,4,722,553,1532,28,4,0,6,388,397,153,96,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,151,890654.00235400000,4494.87293534000
Residential,1,SPH,SPRINGBANK HILL,2002,,2278,851,273,0,734,768,0,0,81,0,1,1,0,0,0,0,0,0,0,0,78,74,131,3,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,684,660,2145,6,71,0,0,71,280,149,232,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,153,6341960.90811000000,10412.91169890000
Residential,1,KIL,KILLARNEY/GLENGARRY,2002,,6475,3450,348,0,1720,1564,299,1,565,493,0,526,0,0,2,0,0,0,0,8,535,143,801,16,6,0,1,429,25,674,49,0,47,1,282,111,662,8,8,0,0,0,0,0,0,0,0,0,1,0,3,0,0,0,0,2,1,2,0,0,0,0,474,308,962,9,10,0,6,1510,1132,3371,42,6,0,2,1172,1289,468,283,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,155,1843553.67723000000,5571.48139937000
Residential,1,BNK,BANKVIEW,2002,,5259,3430,164,0,779,542,67,36,2379,157,0,245,0,4,0,0,0,0,0,3,2227,315,3380,89,60,0,1,215,13,327,20,0,9,0,66,16,138,1,0,0,0,0,0,0,0,0,0,0,35,3,53,1,0,0,0,4,0,7,0,0,0,0,153,85,275,4,0,0,2,526,347,1079,14,0,0,4,1648,1239,245,90,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,157,686622.67282600000,3414.58152341000
Residual Sub Area,4,02C,02C,2002,Y,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,1505578.70195000000,6034.45325591000
Residual Sub Area,4,03C,03C,2002,Y,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,1637970.76232000000,5319.33456059000
Residential,1,SYV,SYMONS VALLEY,2002,,82,30,4,0,16,27,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,4,0,0,0,0,0,0,0,0,0,0,0,1,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,16,74,1,0,0,0,4,12,5,6,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,10812088.14330000000,16164.86627110000
Residential,1,EVN,EVANSTON,2002,,32,9,2,0,6,8,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,6,30,0,0,1,0,0,2,1,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,5035346.75848000000,11345.48497920000
Residential,1,COV,COVENTRY HILLS,2002,,7587,2780,1088,0,2509,2772,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,5,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,2575,2504,7572,19,162,0,0,218,930,615,742,78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,4109121.08707000000,9477.28457194000
Industrial,2,ST3,STONEY 3,2002,,21,9,1,0,4,8,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,6,3,18,1,0,0,0,1,1,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,6113329.37385000000,12019.49359590000
Industrial,2,ST1,STONEY 1,2002,,12,5,1,0,2,3,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,6,0,0,0,0,1,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,6132638.75776000000,14267.02405390000
