SR_TYPE,DT_CREATED,LONGITUDE,LATITUDE,COMM,WARD
Roads - Signs - Parking,07/03/2013,-114.1613171,51.1101119,DALHOUSIE,7
Roads - Signs - Parking,07/03/2013,-114.1572705,51.03874483,WESTGATE,8
Roads - Signs - Parking,07/03/2013,-114.0546987,50.90175776,SUNDANCE,14
Roads - Signs - Parking,07/03/2013,-114.0503893,51.04188785,BELTLINE,8
Roads - Signs - Parking,07/03/2013,-113.9893131,50.88760711,CRANSTON,12
Roads - Signs - Parking,07/04/2013,-114.1046552,50.89777162,BRIDLEWOOD,13
Roads - Signs - Parking,07/04/2013,-114.0931346,50.94873959,CANYON MEADOWS,13
Roads - Signs - Parking,07/04/2013,-114.0845425,50.93759594,CANYON MEADOWS,13
Roads - Signs - Parking,07/04/2013,-114.0785099,51.04978111,DOWNTOWN COMMERCIAL CORE,8
Roads - Signs - Parking,07/04/2013,-114.076129,50.93432279,CANYON MEADOWS,13
Roads - Signs - Parking,07/04/2013,-113.9705615,51.02970067,DOVER,9
Roads - Signs - Parking,07/05/2013,-114.156426,51.06932613,MONTGOMERY,1
Roads - Signs - Parking,07/05/2013,-114.1268284,51.03871916,SHAGANAPPI,8
Roads - Signs - Parking,07/05/2013,-113.9724644,50.95144476,EAST SHEPARD INDUSTRIAL,12
Roads - Signs - Parking,07/05/2013,-113.9444918,51.12796548,SADDLE RIDGE,3
Roads - Signs - Parking,07/07/2013,-114.1448636,51.09315117,VARSITY,1
Roads - Signs - Parking,07/08/2013,-114.1594205,51.10906468,DALHOUSIE,7
Roads - Signs - Parking,07/08/2013,-114.0242982,51.07489226,SOUTH AIRWAYS,5
Roads - Signs - Parking,07/09/2013,-114.104337,51.05554948,WEST HILLHURST,7
Roads - Signs - Parking,07/09/2013,-114.0905862,50.9851674,CHINOOK PARK,11
Roads - Signs - Parking,07/09/2013,-114.0766965,50.95474275,SOUTHWOOD,11
Roads - Signs - Parking,07/09/2013,-114.0520299,51.05791965,RENFREW,9
Roads - Signs - Parking,07/09/2013,-114.0389753,51.06346022,RENFREW,9
Roads - Signs - Parking,07/09/2013,-113.9852374,50.98276906,FOOTHILLS,9
Roads - Signs - Parking,07/09/2013,-113.9776062,50.92089037,MCKENZIE LAKE,12
Roads - Signs - Parking,07/09/2013,-113.936869,51.11508795,TARADALE,3
Roads - Signs - Parking,07/10/2013,-114.1429522,51.09173993,VARSITY,1
Roads - Signs - Parking,07/11/2013,-114.1934904,51.03767759,SPRINGBANK HILL,6
Roads - Signs - Parking,07/11/2013,-114.1622905,51.01430961,GLAMORGAN,6
Roads - Signs - Parking,07/11/2013,-114.0771391,51.03041713,UPPER MOUNT ROYAL,8
Roads - Signs - Parking,07/11/2013,-114.0618217,51.03204136,ERLTON,9
Roads - Signs - Parking,07/11/2013,-114.0576956,51.07042805,TUXEDO PARK,9
Roads - Signs - Parking,07/11/2013,-114.0541191,50.90091565,SUNDANCE,14
Roads - Signs - Parking,07/11/2013,-114.0511947,51.04191682,BELTLINE,8
Roads - Signs - Parking,07/11/2013,-113.9488894,51.12328833,MARTINDALE,3
Roads - Signs - Parking,07/12/2013,-114.1934904,51.03767759,SPRINGBANK HILL,6
Roads - Signs - Parking,07/12/2013,-114.1025718,51.00982663,ALTADORE,11
Roads - Signs - Parking,07/13/2013,-113.96748,51.11763921,MARTINDALE,3
Roads - Signs - Parking,07/15/2013,-114.1941432,51.03754109,SPRINGBANK HILL,6
Roads - Signs - Parking,07/15/2013,-114.1209968,51.08187426,BANFF TRAIL,7
Roads - Signs - Parking,07/15/2013,-114.1195192,51.05176004,WEST HILLHURST,7
Roads - Signs - Parking,07/15/2013,-114.0694176,51.04965597,DOWNTOWN COMMERCIAL CORE,7
Roads - Signs - Parking,07/15/2013,-114.0570988,50.97211207,ACADIA,9
Roads - Signs - Parking,07/15/2013,-114.0503893,51.04188785,BELTLINE,8
Roads - Signs - Parking,07/15/2013,-114.0503234,51.06406632,RENFREW,9
Roads - Signs - Parking,07/15/2013,-114.0180174,51.03848119,INGLEWOOD,9
Roads - Signs - Parking,07/15/2013,-113.9339145,51.12160639,TARADALE,3
Roads - Signs - Parking,07/16/2013,-114.1793727,51.03508875,SIGNAL HILL,6
Roads - Signs - Parking,07/16/2013,-114.1167827,51.02330168,ALTADORE,8
Roads - Signs - Parking,07/16/2013,-114.0969501,51.03312645,BANKVIEW,8
Roads - Signs - Parking,07/16/2013,-114.0848433,51.02022959,ELBOW PARK,11
Roads - Signs - Parking,07/16/2013,-114.0148343,50.96814951,RIVERBEND,9
Roads - Signs - Parking,07/16/2013,-113.9298584,51.0539816,ABBEYDALE,10
Roads - Signs - Parking,07/17/2013,-114.2003802,51.0840886,BOWNESS,1
Roads - Signs - Parking,07/17/2013,-114.1934904,51.03767759,SPRINGBANK HILL,6
Roads - Signs - Parking,07/17/2013,-114.1276275,51.02583269,RICHMOND,8
Roads - Signs - Parking,07/17/2013,-114.0957653,51.03264927,BANKVIEW,8
Roads - Signs - Parking,07/17/2013,-114.0697473,51.06981575,MOUNT PLEASANT,7
Roads - Signs - Parking,07/17/2013,-114.0650006,51.06807317,TUXEDO PARK,9
Roads - Signs - Parking,07/17/2013,-114.0523589,51.1722657,COVENTRY HILLS,3
Roads - Signs - Parking,07/17/2013,-113.9747105,51.07775998,RUNDLE,5
Roads - Signs - Parking,07/17/2013,-113.9626004,51.07144866,RUNDLE,5
Roads - Signs - Parking,07/17/2013,-113.9612278,51.05614797,MARLBOROUGH,10
Roads - Signs - Parking,07/17/2013,-113.9282659,51.08910926,MONTEREY PARK,5
Roads - Signs - Parking,07/18/2013,-114.1314232,51.132924,EDGEMONT,4
Roads - Signs - Parking,07/18/2013,-114.1115077,51.07707128,BANFF TRAIL,7
Roads - Signs - Parking,07/18/2013,-114.0955458,51.06874454,CAPITOL HILL,7
Roads - Signs - Parking,07/18/2013,-114.0771476,51.06542715,ROSEDALE,7
Roads - Signs - Parking,07/18/2013,-114.0368008,51.06000038,RENFREW,9
Roads - Signs - Parking,07/19/2013,-114.1670255,51.12701223,HAWKWOOD,2
Roads - Signs - Parking,07/19/2013,-114.147974,51.0361359,GLENDALE,6
Roads - Signs - Parking,07/19/2013,-114.1353044,51.03696152,KILLARNEY/GLENGARRY,8
Roads - Signs - Parking,07/19/2013,-114.1286102,51.06332516,ST. ANDREWS HEIGHTS,7
Roads - Signs - Parking,07/19/2013,-114.1222056,51.13911774,EDGEMONT,4
Roads - Signs - Parking,07/19/2013,-114.0936429,51.05234361,HILLHURST,7
Roads - Signs - Parking,07/19/2013,-114.076834,51.10794699,THORNCLIFFE,4
Roads - Signs - Parking,07/19/2013,-114.0536882,51.06073478,RENFREW,9
Roads - Signs - Parking,07/20/2013,-114.050973,51.04199199,BELTLINE,8
Roads - Signs - Parking,07/21/2013,-114.2035389,51.09357101,BOWNESS,1
Roads - Signs - Parking,07/22/2013,-114.1526793,51.02111468,GLENBROOK,6
Roads - Signs - Parking,07/22/2013,-114.1418645,51.08776451,VARSITY,1
Roads - Signs - Parking,07/22/2013,-114.1302364,51.0230639,RUTLAND PARK,11
Roads - Signs - Parking,07/22/2013,-114.1220745,51.03044366,RICHMOND,8
Roads - Signs - Parking,07/22/2013,-114.0810583,51.05643293,SUNNYSIDE,7
Roads - Signs - Parking,07/22/2013,-114.0317605,51.09176753,McCALL,5
Roads - Signs - Parking,07/22/2013,-113.9532456,51.11101619,MARTINDALE,3
Roads - Signs - Parking,07/23/2013,-114.156531,51.04021459,WESTGATE,8
Roads - Signs - Parking,07/23/2013,-114.1422644,51.04169754,ROSSCARROCK,8
Roads - Signs - Parking,07/23/2013,-114.1353242,51.0431829,SPRUCE CLIFF,8
Roads - Signs - Parking,07/23/2013,-114.0961052,51.03135372,BANKVIEW,8
Roads - Signs - Parking,07/23/2013,-114.0691711,50.89555554,SOMERSET,13
Roads - Signs - Parking,07/23/2013,-114.0677657,51.04852899,DOWNTOWN COMMERCIAL CORE,7
Roads - Signs - Parking,07/23/2013,-114.0539028,51.06050466,RENFREW,9
Roads - Signs - Parking,07/23/2013,-113.9956979,50.98357653,OGDEN,9
Roads - Signs - Parking,07/23/2013,-113.9832891,51.04207765,ALBERT PARK/RADISSON HEIGHTS,10
Roads - Signs - Parking,07/23/2013,-113.9762132,50.8793505,CRANSTON,12
Roads - Signs - Parking,07/23/2013,-113.9551363,51.11725673,MARTINDALE,3
Roads - Signs - Parking,07/23/2013,-113.951836,50.88627943,AUBURN BAY,12
Roads - Signs - Parking,07/24/2013,-114.1593696,51.02605098,GLENBROOK,6
Roads - Signs - Parking,07/24/2013,-114.1524544,51.04034993,ROSSCARROCK,8
Roads - Signs - Parking,07/24/2013,-114.1357603,51.0738411,UNIVERSITY HEIGHTS,1
Roads - Signs - Parking,07/24/2013,-114.1224581,51.03749193,KILLARNEY/GLENGARRY,8
Roads - Signs - Parking,07/24/2013,-114.111753,51.07760226,BANFF TRAIL,7
Roads - Signs - Parking,07/24/2013,-114.0904344,50.98563653,CHINOOK PARK,11
Roads - Signs - Parking,07/24/2013,-114.084542,51.03524963,UPPER MOUNT ROYAL,8
Roads - Signs - Parking,07/24/2013,-114.0631733,51.11282034,HUNTINGTON HILLS,4
Roads - Signs - Parking,07/24/2013,-113.9614396,51.09031199,WHITEHORN,5
Roads - Signs - Parking,07/24/2013,-113.9523304,50.88493663,AUBURN BAY,12
Roads - Signs - Parking,07/24/2013,-113.9517693,51.07685696,PINERIDGE,5
Roads - Signs - Parking,07/24/2013,-113.9337395,51.04407219,APPLEWOOD PARK,10
Roads - Signs - Parking,07/25/2013,-114.1731501,51.03776532,CHRISTIE PARK,6
Roads - Signs - Parking,07/25/2013,-114.1562833,51.04021315,WESTGATE,8
Roads - Signs - Parking,07/25/2013,-114.1457956,51.02068002,GLAMORGAN,6
Roads - Signs - Parking,07/25/2013,-114.1063596,50.96109266,BRAESIDE,11
Roads - Signs - Parking,07/25/2013,-114.0284517,51.0231431,ALYTH/BONNYBROOK,9
Roads - Signs - Parking,07/26/2013,-114.1722579,51.03756174,CHRISTIE PARK,6
Roads - Signs - Parking,07/26/2013,-114.1251433,51.13830516,EDGEMONT,4
Roads - Signs - Parking,07/26/2013,-114.1178638,51.07486994,BANFF TRAIL,7
Roads - Signs - Parking,07/26/2013,-114.1039426,51.04221518,SCARBORO,8
Roads - Signs - Parking,07/26/2013,-114.0639377,51.06257642,CRESCENT HEIGHTS,7
Roads - Signs - Parking,07/26/2013,-113.9916477,51.08523433,HORIZON,5
Roads - Signs - Parking,07/26/2013,-113.9675631,51.11770736,MARTINDALE,3
Roads - Signs - Parking,07/28/2013,-114.1432884,51.0115123,GLAMORGAN,6
Roads - Signs - Parking,07/28/2013,-113.9615556,51.05301577,MARLBOROUGH,10
Roads - Signs - Parking,07/29/2013,-114.203602,51.03788741,SPRINGBANK HILL,6
Roads - Signs - Parking,07/29/2013,-114.1570143,51.04041885,WESTGATE,8
Roads - Signs - Parking,07/29/2013,-114.0179902,51.03804736,INGLEWOOD,9
Roads - Signs - Parking,07/30/2013,-114.1897454,51.02211056,SPRINGBANK HILL,6
Roads - Signs - Parking,07/30/2013,-114.1622766,51.01376928,GLAMORGAN,6
Roads - Signs - Parking,07/30/2013,-114.0847781,51.05231949,SUNNYSIDE,7
Roads - Signs - Parking,07/30/2013,-114.0785524,51.0378122,BELTLINE,8
Roads - Signs - Parking,07/30/2013,-114.0768348,51.04607306,DOWNTOWN COMMERCIAL CORE,8
Roads - Signs - Parking,07/30/2013,-114.0757031,51.12894316,BEDDINGTON HEIGHTS,4
Roads - Signs - Parking,07/30/2013,-114.0647788,51.02937885,MISSION,8
Roads - Signs - Parking,07/30/2013,-114.054469,50.89950179,SUNDANCE,14
Roads - Signs - Parking,07/30/2013,-114.0384753,51.0547633,BRIDGELAND/RIVERSIDE,9
Roads - Signs - Parking,07/30/2013,-114.033865,50.8742389,WALDEN,14
Roads - Signs - Parking,07/30/2013,-113.9747105,51.07775998,RUNDLE,5
Roads - Signs - Parking,07/31/2013,-114.1605768,51.03757579,GLENDALE,6
Roads - Signs - Parking,07/31/2013,-114.0797166,50.95226765,SOUTHWOOD,11
Roads - Signs - Parking,07/31/2013,-114.0782028,51.04706507,DOWNTOWN COMMERCIAL CORE,8
Roads - Signs - Parking,07/31/2013,-114.0592199,51.04181094,BELTLINE,8
Roads - Signs - Parking,07/31/2013,-114.0546985,50.90183685,SUNDANCE,14
Roads - Signs - Parking,07/31/2013,-113.9937615,51.04060966,ALBERT PARK/RADISSON HEIGHTS,10
Roads - Signs - Parking,07/31/2013,-113.9766817,51.06466105,MARLBOROUGH,10
Roads - Signs - Parking,07/31/2013,-113.9684344,51.11853023,MARTINDALE,3
Roads - Signs - Parking,08/01/2013,-114.093743,51.08716864,CAMBRIAN HEIGHTS,7
Roads - Signs - Parking,08/01/2013,-114.0797166,50.95226765,SOUTHWOOD,11
Roads - Signs - Parking,08/01/2013,-114.0785266,51.0304807,UPPER MOUNT ROYAL,8
Roads - Signs - Parking,08/02/2013,-114.1449992,51.09315363,VARSITY,1
Roads - Signs - Parking,08/02/2013,-114.1380554,51.03769228,KILLARNEY/GLENGARRY,8
Roads - Signs - Parking,08/02/2013,-114.1072911,51.02478934,SOUTH CALGARY,8
Roads - Signs - Parking,08/02/2013,-114.0908742,51.03947352,BELTLINE,8
Roads - Signs - Parking,08/02/2013,-114.0817917,51.06953184,MOUNT PLEASANT,7
Roads - Signs - Parking,08/02/2013,-114.0735751,51.04963434,DOWNTOWN COMMERCIAL CORE,8
Roads - Signs - Parking,08/02/2013,-113.9804242,51.091321,WHITEHORN,5
Roads - Signs - Parking,08/03/2013,-114.1934817,51.03928851,ASPEN WOODS,6
Roads - Signs - Parking,08/03/2013,-113.9937639,51.04387645,ALBERT PARK/RADISSON HEIGHTS,10
Roads - Signs - Parking,08/03/2013,-113.9714635,51.0271861,DOVER,9
Roads - Signs - Parking,08/03/2013,-113.9550987,51.11808347,MARTINDALE,3
Roads - Signs - Parking,08/03/2013,-113.9401467,51.11376484,TARADALE,3
Roads - Signs - Parking,08/05/2013,-114.1386754,51.0362526,KILLARNEY/GLENGARRY,8
Roads - Signs - Parking,08/06/2013,-114.1195192,51.05176004,WEST HILLHURST,7
Roads - Signs - Parking,08/06/2013,-114.0935212,51.13034188,BEDDINGTON HEIGHTS,4
Roads - Signs - Parking,08/06/2013,-114.0903879,51.05318712,HILLHURST,7
Roads - Signs - Parking,08/06/2013,-114.0834575,51.05745997,SUNNYSIDE,7
Roads - Signs - Parking,08/06/2013,-114.0780227,50.90888012,SHAWNESSY,13
Roads - Signs - Parking,08/06/2013,-114.0550044,51.0796266,TUXEDO PARK,9
Roads - Signs - Parking,08/07/2013,-114.1490216,51.03396709,GLENDALE,6
Roads - Signs - Parking,08/07/2013,-114.1300216,51.02314595,RUTLAND PARK,11
Roads - Signs - Parking,08/07/2013,-114.1193456,51.07654183,BANFF TRAIL,7
Roads - Signs - Parking,08/07/2013,-114.1027687,51.06862866,CAPITOL HILL,7
Roads - Signs - Parking,08/07/2013,-114.0415352,51.04980392,BRIDGELAND/RIVERSIDE,9
Roads - Signs - Parking,08/07/2013,-113.983775,51.08687133,HORIZON,5
Roads - Signs - Parking,08/08/2013,-114.103033,51.08894152,COLLINGWOOD,7
Roads - Signs - Parking,08/08/2013,-114.0782865,51.09389994,HIGHWOOD,7
Roads - Signs - Parking,08/08/2013,-114.0648325,51.03134661,MISSION,8
Roads - Signs - Parking,08/08/2013,-114.0506359,51.06800837,WINSTON HEIGHTS/MOUNTVIEW,9
Roads - Signs - Parking,08/08/2013,-113.970453,51.02080541,ERIN WOODS,10
Roads - Signs - Parking,08/09/2013,-114.1323768,51.02337374,RUTLAND PARK,11
Roads - Signs - Parking,08/09/2013,-114.1296904,51.05934442,PARKDALE,7
Roads - Signs - Parking,08/09/2013,-114.0785774,51.04883344,DOWNTOWN COMMERCIAL CORE,8
Roads - Signs - Parking,08/09/2013,-114.0726326,51.03361501,CLIFF BUNGALOW,8
Roads - Signs - Parking,08/09/2013,-114.0625972,51.03047149,ERLTON,9
Roads - Signs - Parking,08/09/2013,-114.0480346,51.0969736,SKYLINE WEST,4
Roads - Signs - Parking,08/09/2013,-113.9766811,50.98434874,FOOTHILLS,9
Roads - Signs - Parking,08/10/2013,-114.1770313,51.11958242,RANCHLANDS,2
Roads - Signs - Parking,08/10/2013,-114.1480013,51.04216165,ROSSCARROCK,8
Roads - Signs - Parking,08/11/2013,-113.975748,51.09481448,WHITEHORN,5
Roads - Signs - Parking,08/12/2013,-114.074488,51.00323937,WINDSOR PARK,11
Roads - Signs - Parking,08/12/2013,-114.0335955,50.8738264,WALDEN,14
Roads - Signs - Parking,08/12/2013,-114.0326018,50.87381162,WALDEN,14
Roads - Signs - Parking,08/13/2013,-114.1469104,51.06191265,POINT MCKAY,7
Roads - Signs - Parking,08/13/2013,-114.1181063,50.98915507,GLENMORE PARK,11
Roads - Signs - Parking,08/13/2013,-114.0383229,51.0416449,INGLEWOOD,9
Roads - Signs - Parking,08/13/2013,-114.0372412,51.0369047,RAMSAY,9
Roads - Signs - Parking,08/13/2013,-113.9714634,51.02711078,DOVER,9
Roads - Signs - Parking,08/13/2013,-113.964747,50.91669449,MCKENZIE TOWNE,12
Roads - Signs - Parking,08/14/2013,-114.1338902,51.03933007,SHAGANAPPI,8
Roads - Signs - Parking,08/14/2013,-114.1284507,51.02301076,RUTLAND PARK,11
Roads - Signs - Parking,08/14/2013,-114.0972234,50.91940818,MILLRISE,13
Roads - Signs - Parking,08/14/2013,-114.0817907,51.03814687,BELTLINE,8
Roads - Signs - Parking,08/14/2013,-114.0717534,51.06966026,MOUNT PLEASANT,7
Roads - Signs - Parking,08/14/2013,-114.0627248,50.93659418,LAKE BONAVISTA,14
Roads - Signs - Parking,08/14/2013,-114.0500323,51.05479045,BRIDGELAND/RIVERSIDE,9
Roads - Signs - Parking,08/14/2013,-114.0351517,50.87448134,WALDEN,14
Roads - Signs - Parking,08/14/2013,-114.03181,50.8727702,WALDEN,14
Roads - Signs - Parking,08/14/2013,-114.0298624,50.8739981,WALDEN,14
Roads - Signs - Parking,08/14/2013,-114.0294039,50.87377908,WALDEN,14
Roads - Signs - Parking,08/14/2013,-114.0126481,50.96350032,DOUGLASDALE/GLEN,12
Roads - Signs - Parking,08/14/2013,-113.9388917,51.10544491,FALCONRIDGE,5
Roads - Signs - Parking,08/15/2013,-114.1934817,51.03928851,ASPEN WOODS,6
Roads - Signs - Parking,08/15/2013,-114.1434675,51.01955413,GLAMORGAN,6
Roads - Signs - Parking,08/15/2013,-114.1086028,51.07690344,BANFF TRAIL,7
Roads - Signs - Parking,08/15/2013,-114.0963816,51.03741798,BANKVIEW,8
Roads - Signs - Parking,08/16/2013,-114.13983,51.0201718,RUTLAND PARK,11
Roads - Signs - Parking,08/16/2013,-114.0956191,51.03161614,BANKVIEW,8
Roads - Signs - Parking,08/16/2013,-114.0867067,51.12259888,HUNTINGTON HILLS,4
Roads - Signs - Parking,08/16/2013,-113.9970342,51.03792816,ALBERT PARK/RADISSON HEIGHTS,10
Roads - Signs - Parking,08/16/2013,-113.9872704,51.04255059,ALBERT PARK/RADISSON HEIGHTS,10
Roads - Signs - Parking,08/17/2013,-114.1028965,51.0512808,HILLHURST,7
Roads - Signs - Parking,08/19/2013,-114.1051028,51.08541212,COLLINGWOOD,7
Roads - Signs - Parking,08/19/2013,-114.0913778,51.03556548,UPPER MOUNT ROYAL,8
Roads - Signs - Parking,08/19/2013,-114.0844622,51.0333496,UPPER MOUNT ROYAL,8
Roads - Signs - Parking,08/19/2013,-114.0836261,51.12443276,HUNTINGTON HILLS,4
Roads - Signs - Parking,08/19/2013,-114.0738126,51.04682091,DOWNTOWN COMMERCIAL CORE,8
Roads - Signs - Parking,08/19/2013,-113.9465781,51.0842733,TEMPLE,5
Roads - Signs - Parking,08/20/2013,-114.1495936,51.04238571,ROSSCARROCK,8
Roads - Signs - Parking,08/20/2013,-114.1381369,51.03609403,KILLARNEY/GLENGARRY,8
Roads - Signs - Parking,08/20/2013,-114.0746548,51.04586115,DOWNTOWN COMMERCIAL CORE,8
Roads - Signs - Parking,08/20/2013,-114.0693336,51.00394394,MANCHESTER,9
Roads - Signs - Parking,08/20/2013,-114.0554203,51.06151878,CRESCENT HEIGHTS,7
Roads - Signs - Parking,08/20/2013,-113.9783778,51.04568332,FOREST HEIGHTS,10
Roads - Signs - Parking,08/20/2013,-113.9407447,51.08395117,TEMPLE,5
Roads - Signs - Parking,08/21/2013,-114.1667771,51.12981822,HAWKWOOD,2
Roads - Signs - Parking,08/21/2013,-114.1318907,50.94401288,WOODBINE,13
Roads - Signs - Parking,08/21/2013,-114.1092469,50.91055579,EVERGREEN,13
Roads - Signs - Parking,08/21/2013,-114.0787798,51.05856496,SUNNYSIDE,7
Roads - Signs - Parking,08/21/2013,-114.0656976,51.15178014,COUNTRY HILLS,4
Roads - Signs - Parking,08/21/2013,-114.0640671,51.03872178,BELTLINE,8
Roads - Signs - Parking,08/22/2013,-114.1514551,51.03365417,GLENDALE,6
Roads - Signs - Parking,08/22/2013,-114.1431507,51.06099093,PARKDALE,7
Roads - Signs - Parking,08/22/2013,-114.1277453,51.04005445,SHAGANAPPI,8
Roads - Signs - Parking,08/22/2013,-114.097609,51.04334513,SUNALTA,8
Roads - Signs - Parking,08/22/2013,-114.0627941,51.04744291,DOWNTOWN COMMERCIAL CORE,7
Roads - Signs - Parking,08/22/2013,-114.0309188,50.8743298,WALDEN,14
Roads - Signs - Parking,08/22/2013,-113.9916477,51.08523433,HORIZON,5
Roads - Signs - Parking,08/22/2013,-113.9672555,50.97917545,SOUTH FOOTHILLS,9
Roads - Signs - Parking,08/23/2013,-114.211533,51.01494521,DISCOVERY RIDGE,6
Roads - Signs - Parking,08/23/2013,-114.0934717,51.07243352,CAPITOL HILL,7
Roads - Signs - Parking,08/23/2013,-114.0933358,51.0724336,CAPITOL HILL,7
Roads - Signs - Parking,08/23/2013,-114.0932339,51.07243309,CAPITOL HILL,7
Roads - Signs - Parking,08/23/2013,-114.0663447,51.03106958,MISSION,8
Roads - Signs - Parking,08/23/2013,-114.049981,50.98244781,FAIRVIEW INDUSTRIAL,9
Roads - Signs - Parking,08/23/2013,-114.0385585,51.04005884,RAMSAY,9
Roads - Signs - Parking,08/23/2013,-114.0114492,50.98218288,OGDEN,9
Roads - Signs - Parking,08/24/2013,-113.9823478,50.92962886,MCKENZIE LAKE,12
Roads - Signs - Parking,08/26/2013,-114.1564878,51.01172808,GLAMORGAN,6
Roads - Signs - Parking,08/26/2013,-114.1160856,51.08062965,BANFF TRAIL,7
Roads - Signs - Parking,08/26/2013,-114.0639265,50.96960873,ACADIA,9
Roads - Signs - Parking,08/26/2013,-114.0551565,50.89870228,SUNDANCE,14
Roads - Signs - Parking,08/26/2013,-114.0367038,51.09821745,SKYLINE EAST,3
Roads - Signs - Parking,08/26/2013,-114.0337194,51.04008638,INGLEWOOD,9
Roads - Signs - Parking,08/26/2013,-114.0163398,51.06133466,MAYLAND HEIGHTS,10
Roads - Signs - Parking,08/26/2013,-113.9737641,51.06358403,MARLBOROUGH,10
Roads - Signs - Parking,08/26/2013,-113.9409061,51.04572758,PENBROOKE MEADOWS,10
Roads - Signs - Parking,08/26/2013,-113.9368775,51.06314925,MARLBOROUGH PARK,10
Roads - Signs - Parking,08/27/2013,-114.1934817,51.03928851,ASPEN WOODS,6
Roads - Signs - Parking,08/27/2013,-114.1516634,51.10602044,DALHOUSIE,7
Roads - Signs - Parking,08/27/2013,-114.1355866,51.04533061,SPRUCE CLIFF,8
Roads - Signs - Parking,08/27/2013,-114.0130166,50.94857645,DOUGLASDALE/GLEN,12
Roads - Signs - Parking,08/27/2013,-113.9673819,50.9216504,MCKENZIE TOWNE,12
Roads - Signs - Parking,08/28/2013,-114.1665357,51.04485439,STRATHCONA PARK,6
Roads - Signs - Parking,08/28/2013,-114.0822388,51.05433683,SUNNYSIDE,7
Roads - Signs - Parking,08/28/2013,-114.0597769,51.04239171,BELTLINE,8
Roads - Signs - Parking,08/28/2013,-114.0570744,51.07406046,TUXEDO PARK,9
Roads - Signs - Parking,08/28/2013,-114.0558631,50.89908519,SUNDANCE,14
Roads - Signs - Parking,08/28/2013,-114.021152,50.99403454,OGDEN,9
Roads - Signs - Parking,08/28/2013,-113.9864472,51.01397079,GOLDEN TRIANGLE,9
Roads - Signs - Parking,08/29/2013,-114.1788045,51.03663172,SIGNAL HILL,6
Roads - Signs - Parking,08/29/2013,-114.1463652,51.06220473,POINT MCKAY,7
Roads - Signs - Parking,08/29/2013,-114.1321653,50.99456667,LAKEVIEW,11
Roads - Signs - Parking,08/29/2013,-114.1277367,51.07383766,UNIVERSITY HEIGHTS,1
Roads - Signs - Parking,08/29/2013,-114.0956191,51.03161614,BANKVIEW,8
Roads - Signs - Parking,08/29/2013,-114.0734577,51.00347447,WINDSOR PARK,11
Roads - Signs - Parking,08/29/2013,-114.0581294,51.04519006,DOWNTOWN COMMERCIAL CORE,7
Roads - Signs - Parking,08/29/2013,-114.0490219,51.06071581,RENFREW,9
Roads - Signs - Parking,08/29/2013,-114.0294039,50.87377908,WALDEN,14
Roads - Signs - Parking,08/30/2013,-114.1281491,51.00433503,CFB - LINCOLN PARK PMQ,11
Roads - Signs - Parking,08/30/2013,-114.0836878,51.13255373,BEDDINGTON HEIGHTS,4
Roads - Signs - Parking,08/30/2013,-113.988008,50.89237933,CRANSTON,12
Roads - Signs - Parking,08/30/2013,-113.9473549,51.06211559,MARLBOROUGH PARK,10
Roads - Signs - Parking,08/30/2013,-113.9334687,51.0762641,MONTEREY PARK,5
Roads - Signs - Parking,08/31/2013,-114.1484178,51.0265322,GLENBROOK,6
Roads - Signs - Parking,08/31/2013,-114.0497271,50.90247514,SUNDANCE,14
Roads - Signs - Parking,08/31/2013,-114.0410462,51.04030837,RAMSAY,9
Roads - Signs - Parking,09/03/2013,-114.1514551,51.03365417,GLENDALE,6
Roads - Signs - Parking,09/03/2013,-114.1268451,51.03612325,KILLARNEY/GLENGARRY,8
Roads - Signs - Parking,09/03/2013,-114.1191779,51.03696967,RICHMOND,8
Roads - Signs - Parking,09/03/2013,-114.1180135,51.08363136,CHARLESWOOD,7
Roads - Signs - Parking,09/03/2013,-114.1064279,50.90979786,EVERGREEN,13
Roads - Signs - Parking,09/03/2013,-114.0903853,50.90188199,SOMERSET,13
Roads - Signs - Parking,09/03/2013,-114.0885482,50.95265849,SOUTHWOOD,11
Roads - Signs - Parking,09/03/2013,-114.0797166,50.95226765,SOUTHWOOD,11
Roads - Signs - Parking,09/03/2013,-114.0735954,51.13188009,BEDDINGTON HEIGHTS,4
Roads - Signs - Parking,09/03/2013,-114.0710587,51.00047719,MANCHESTER INDUSTRIAL,9
Roads - Signs - Parking,09/03/2013,-114.0624475,50.99761667,MANCHESTER INDUSTRIAL,9
Roads - Signs - Parking,09/03/2013,-114.058474,50.96241017,WILLOW PARK,14
Roads - Signs - Parking,09/03/2013,-113.9619511,51.1641144,SKYVIEW RANCH,3
Roads - Signs - Parking,09/04/2013,-114.2046009,51.15286096,ROYAL VISTA,2
Roads - Signs - Parking,09/04/2013,-114.1536197,51.06563818,MONTGOMERY,1
Roads - Signs - Parking,09/04/2013,-114.1041862,51.05302986,WEST HILLHURST,7
Roads - Signs - Parking,09/04/2013,-114.0885482,50.95265849,SOUTHWOOD,11
Roads - Signs - Parking,09/04/2013,-114.0862513,51.15705898,PANORAMA HILLS,3
Roads - Signs - Parking,09/04/2013,-114.0838634,51.13264307,BEDDINGTON HEIGHTS,4
Roads - Signs - Parking,09/04/2013,-114.0777972,50.95384587,SOUTHWOOD,11
