CLASS,CLASS_CODE,COMM_CODE,NAME,SECTOR,SRG,COMM_STRUC,CNSS_YR,FOIP_IND,RES_CNT,DWELL_CNT,PRSCH_CHLD,ELECT_CNT,EMPLYD_CNT,OWNSHP_CNT,DOG_CNT,CAT_CNT,SING_FAMLY,DUPLEX,MULTI_PLEX,APARTMENT,TOWN_HOUSE,MANUF_HOME,CONV_STRUC,COMUNL_HSE,RES_COMM,OTHER_RES,NURSING_HM,OTHER_INST,HOTEL_CNT,OTHER_MISC,APT_NO_RES,APT_OCCPD,APT_OWNED,APT_PERSON,APT_VACANT,APT_UC,APT_NA,CNV_NO_RES,CNV_OCCPD,CNV_OWNED,CNV_PERSON,CNV_VACANT,CNV_UC,CNV_NA,DUP_NO_RES,DUP_OCCPD,DUP_OWNED,DUP_PERSON,DUP_VACANT,DUP_UC,DUP_NA,MFH_NO_RES,MFH_OCCPD,MFH_OWNED,MFH_PERSON,MFH_VACANT,MFH_UC,MFH_NA,MUL_NO_RES,MUL_OCCPD,MUL_OWNED,MUL_PERSON,MUL_VACANT,MUL_UC,MUL_NA,OTH_NO_RES,OTH_OCCPD,OTH_OWNED,OTH_PERSON,OTH_VACANT,OTH_UC,OTH_NA,TWN_NO_RES,TWN_OCCPD,TWN_OWNED,TWN_PERSON,TWN_VACANT,TWN_UC,TWN_NA,SF_NO_RES,SF_OCCPD,SF_OWNED,SF_PERSON,SF_VACANT,SF_UC,SF_NA,OTH_STRTY,DWELSZ_1,DWELSZ_2,DWELSZ_3,DWELSZ_4_5,DWELSZ_6,MALE_CNT,FEMALE_CNT,MALE_0_4,MALE_5_14,MALE_15_19,MALE_20_24,MALE_25_34,MALE_35_44,MALE_45_54,MALE_55_64,MALE_65_74,MALE_75,FEM_0_4,FEM_5_14,FEM_15_19,FEM_20_24,FEM_25_34,FEM_35_44,FEM_45_54,FEM_55_64,FEM_65_74,FEM_75,MF_0_4,MF_5_14,MF_15_19,MF_20_24,MF_25_34,MF_35_44,MF_45_54,MF_55_64,MF_65_74,MF_75,SHAPE_AREA,SHAPE_LEN
Residential,1,BLN,BELTLINE,CENTRE,BUILT-OUT,CENTRE CITY,2010,,18902,14633,550,10445,0,3831,594,1416,104,10,5,14021,348,0,76,9,50,1,0,0,9,0,81,11486,3572,17717,1053,1373,28,1,56,2,89,12,0,7,0,5,2,8,3,0,2,0,0,0,0,0,0,0,0,5,0,6,0,0,0,3,51,5,371,9,3,3,3,324,223,551,19,0,2,16,73,27,160,7,0,8,69,6764,4177,777,266,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2944590.252,9694.224501
Residual Sub Area,4,01I,01I,WEST,N/A,UNDEVELOPED,2010,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,141906.2505,2310.045997
Residual Sub Area,4,05C,05C,NORTHEAST,N/A,UNDEVELOPED,2010,,14,6,0,4,0,1,3,0,4,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,10,0,0,0,0,2,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2058622.664,7767.880955
Residual Sub Area,4,13A,13A,SOUTH,N/A,UNDEVELOPED,2010,Y,0,3,0,0,0,0,3,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2654018.809,6517.67453
Residual Sub Area,4,05B,05B,NORTHEAST,N/A,UNDEVELOPED,2010,,11,3,1,8,0,2,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,2,11,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1022480.565,4503.733397
Residential,1,SAN,SANDSTONE VALLEY,NORTH,BUILT-OUT,1980s/1990s,2010,,6379,2117,296,4378,0,1869,653,363,1679,44,0,0,385,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,1,15,1,0,1,0,42,25,128,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,375,328,807,10,0,0,0,1659,1515,5429,19,0,1,0,244,584,476,678,101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1800387.386,5467.204272
Residential,1,EVN,EVANSTON,NORTH,DEVELOPING,BUILDING OUT,2010,,5183,1839,834,2994,0,1509,663,415,1690,44,0,0,103,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,5,0,0,0,0,41,36,131,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,99,54,180,4,0,0,12,1533,1419,4867,23,122,0,0,169,535,345,536,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4909885.059,11184.15063
Residential,1,HAM,HAMPTONS,NORTHWEST,BUILT-OUT,2000s,2010,,7991,2472,297,5425,0,2348,529,212,2096,160,0,0,215,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,155,154,287,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,212,180,402,3,0,0,3,2078,2014,7301,14,1,0,0,181,701,460,970,134,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3501740.507,8285.226734
Residential,1,KIL,KILLARNEY/GLENGARRY,CENTRE,BUILT-OUT,1950s,2010,,6613,3620,440,4501,0,1726,801,794,1470,502,40,543,574,0,487,0,0,0,0,0,4,0,2,483,168,705,49,8,1,0,360,20,560,87,0,40,0,464,277,1073,27,8,3,0,0,0,0,0,0,0,0,35,1,56,5,0,0,0,1,0,53,3,0,0,0,553,340,1111,21,0,0,6,1357,920,3055,93,9,5,4,1211,1265,424,327,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1843507.063,5571.076849
Residential,1,ASP,ASPEN WOODS,WEST,DEVELOPING,BUILDING OUT,2010,,3565,1499,449,2050,0,1014,317,151,1109,6,1,150,230,0,3,0,0,0,0,0,0,0,0,136,68,228,13,1,0,0,1,0,3,2,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,1,1,2,0,0,0,0,0,0,0,0,0,0,4,127,105,248,15,84,0,14,903,840,3084,51,141,0,0,153,325,214,431,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3792571.665,9054.540071
Industrial,2,ST1,STONEY 1,NORTH,N/A,EMPLOYMENT,2010,Y,0,5,0,0,0,0,2,10,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6132274.265,14266.67273
Residential,1,MAC,MACEWAN GLEN,NORTH,BUILT-OUT,1980s/1990s,2010,,5114,1779,364,3620,0,1551,696,397,1515,66,0,0,185,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,1,17,1,0,0,0,64,42,155,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,178,111,404,7,0,0,0,1491,1397,4538,24,0,0,0,239,550,341,553,62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1418085.765,5013.413205
Industrial,2,ABP,AURORA BUSINESS PARK,NORTH,N/A,EMPLOYMENT,2010,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2436001.439,7541.140213
Residential,1,ROX,ROXBORO,CENTRE,BUILT-OUT,INNER CITY,2010,,420,162,25,262,0,142,50,31,162,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,152,142,420,8,2,0,0,28,51,19,52,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,271809.6559,2330.941755
Residential,1,UMR,UPPER MOUNT ROYAL,CENTRE,BUILT-OUT,INNER CITY,2010,,2533,1073,143,1631,0,746,350,186,802,10,0,235,13,0,12,0,0,1,0,0,0,0,0,228,50,328,6,0,1,0,9,0,16,3,0,0,0,9,7,19,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,9,6,15,0,0,0,4,733,683,2155,24,16,25,1,245,356,113,246,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1275581.546,5092.207852
Residential,1,CHV,COUNTRY HILLS VILLAGE,NORTH,BUILT-OUT,2000s,2010,,2318,1322,110,1688,0,929,140,140,0,0,0,933,388,0,0,0,0,0,1,0,0,0,7,882,610,1368,42,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,129,0,0,0,0,379,319,821,9,0,0,0,0,0,0,0,0,0,1,585,509,102,60,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,952023.5767,4008.229255
Residual Sub Area,4,03H,03H,NORTHEAST,N/A,OTHER,2010,,27,8,3,0,0,2,0,0,7,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,2,23,0,0,0,0,2,1,1,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1451675.694,5032.962219
Residential,1,TEM,TEMPLE,NORTHEAST,BUILT-OUT,1960s/1970s,2010,,10724,3635,916,6462,0,2500,1192,1004,2303,610,0,118,426,0,176,0,0,1,0,1,0,0,0,92,0,182,26,0,0,0,142,15,282,23,0,11,0,583,348,1675,24,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,2,0,0,0,0,410,258,1145,15,0,1,0,2225,1878,7438,68,1,9,2,454,1071,696,947,285,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2624812.82,6496.643979
Industrial,2,RYV,ROYAL VISTA,NORTHWEST,N/A,EMPLOYMENT,2010,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1312908.983,5777.813134
Residential,1,HID,HIDDEN VALLEY,NORTH,BUILT-OUT,1980s/1990s,2010,,11780,3861,1029,7316,0,3505,1602,886,3441,132,0,0,274,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,4,27,1,0,0,0,132,111,273,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,266,224,541,8,0,0,1,3400,3166,10939,38,0,2,0,441,1046,776,1401,147,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4300980.434,10296.61496
Residual Sub Area,4,02F,02F,NORTHWEST,N/A,OTHER,2010,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3279229.302,7043.076984
Residential,1,ROC,ROCKY RIDGE,NORTHWEST,DEVELOPING,BUILDING OUT,2010,,7093,2773,721,4464,0,2444,851,518,1630,190,0,366,585,0,1,0,0,0,1,0,0,0,0,357,297,523,9,0,0,0,1,0,2,0,0,0,0,189,169,434,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,563,457,1084,22,0,0,0,1599,1521,5050,22,8,1,1,599,899,480,666,65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2805897.973,6955.043358
Residential,1,SGH,SAGE HILL,NORTH,DEVELOPING,BUILDING OUT,2010,,707,469,88,482,0,234,151,60,443,24,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,1,2,0,21,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,254,233,703,21,150,0,0,23,120,44,62,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3815393.126,8964.459953
Industrial,2,ST4,STONEY 4,NORTHEAST,N/A,EMPLOYMENT,2010,Y,0,3,0,0,0,0,0,1,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5558324.52,16524.72932
Residual Sub Area,4,03D,03D,NORTH,N/A,UNDEVELOPED,2010,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2510529.77,6861.850327
Residential,1,RIC,RICHMOND,CENTRE,BUILT-OUT,1950s,2010,,4028,2192,274,2795,0,1134,542,474,1145,378,16,348,94,0,211,0,0,0,0,0,0,0,1,280,62,396,10,56,1,0,158,7,238,17,0,36,0,325,229,746,29,23,1,0,0,0,0,0,0,0,0,15,7,28,1,0,0,0,0,0,0,0,0,0,0,88,44,164,6,0,0,1,1081,785,2456,54,4,5,0,687,754,271,219,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1793961.89,6460.147677
Residual Sub Area,4,06A,06A,WEST,N/A,UNDEVELOPED,2010,,27,13,0,26,0,7,10,8,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,7,27,3,1,0,0,0,4,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2834895.407,13258.18884
Industrial,2,SGL,STONEGATE LANDING,NORTHEAST,N/A,EMPLOYMENT,2010,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5435208.156,10127.2393
Residential,1,COU,COUNTRY HILLS,NORTH,BUILT-OUT,1980s/1990s,2010,,3674,1425,326,2384,0,1245,437,292,979,0,0,200,244,0,2,0,0,0,0,0,0,0,0,195,168,289,5,0,0,0,2,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,239,197,501,5,0,0,0,964,880,2881,14,0,1,0,306,462,269,327,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1888400.455,7442.87537
Residential,1,DNE,DOWNTOWN EAST VILLAGE,CENTRE,BUILT-OUT,CENTRE CITY,2010,,2634,1232,15,731,0,145,19,65,0,0,0,1223,0,0,0,3,0,0,0,0,6,0,10,918,145,1164,64,227,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,1470,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,709,180,23,5,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,521308.9993,3518.123881
Residential,1,COV,COVENTRY HILLS,NORTH,BUILT-OUT,2000s,2010,,15726,5304,2021,8964,0,4678,2242,1437,5022,185,0,0,76,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,35,2,0,0,0,182,151,465,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,73,51,168,3,0,0,1,4927,4476,15058,70,16,8,0,576,1574,1194,1649,208,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4137148.611,9492.515054
Residential,1,CAN,CANYON MEADOWS,SOUTH,BUILT-OUT,1960s/1970s,2010,,7810,3178,428,5433,0,2590,1156,825,1955,153,0,333,711,0,26,0,0,0,0,0,0,0,0,315,209,559,18,0,0,0,16,1,29,9,0,1,0,148,81,395,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,679,512,1391,32,0,0,0,1922,1787,5436,31,2,0,0,605,1257,547,599,72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3056442.491,8266.354842
Residential,1,MOR,MONTEREY PARK,NORTHEAST,BUILT-OUT,1980s/1990s,2010,,10398,3137,784,5996,0,2593,671,406,2474,23,0,156,138,301,43,1,0,0,1,0,0,0,0,154,106,310,2,0,0,0,40,3,97,3,0,0,0,22,20,68,1,0,0,0,286,282,511,6,9,0,0,0,0,0,0,0,0,0,2,0,101,0,0,0,0,134,72,346,4,0,0,0,2407,2110,8965,66,1,0,2,309,803,569,1041,323,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3264127.211,8498.410699
Residential,1,BRA,BRAESIDE,SOUTH,BUILT-OUT,1960s/1970s,2010,,5916,2542,348,4111,0,1958,773,614,1401,76,0,161,899,0,5,0,0,0,0,0,0,0,0,142,95,221,19,0,0,0,4,1,8,1,0,0,0,70,55,133,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,876,546,1781,22,0,1,0,1381,1261,3773,20,0,0,0,588,970,449,431,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1960856.585,5660.816392
Residential,1,ROY,ROYAL OAK,NORTHWEST,BUILT-OUT,2000s,2010,,10718,3926,1300,6459,0,3287,1158,675,2884,118,0,473,450,0,1,0,0,0,0,0,0,0,2,351,235,534,40,80,0,0,1,0,3,0,0,0,0,112,76,279,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,437,374,918,13,0,0,4,2785,2602,8984,50,41,4,0,560,1065,798,1147,116,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3586020.076,7825.90863
Residential,1,KCA,KINCORA,NORTH,DEVELOPING,2000s,2010,,4006,1453,638,2344,0,1162,404,199,1344,39,0,0,69,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,0,0,0,0,39,39,69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,28,21,63,2,38,0,5,1170,1102,3871,25,144,0,0,77,355,306,432,68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2256227.255,6978.860721
Residential,1,SHW,SHERWOOD,NORTH,DEVELOPING,2000s,2010,,1800,604,182,918,0,443,134,61,604,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,498,443,1800,16,82,2,0,25,96,105,226,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2392984.803,6450.112778
Residential,1,ARB,ARBOUR LAKE,NORTHWEST,BUILT-OUT,1980s/1990s,2010,,10710,3905,700,7090,0,3419,1041,691,2666,174,0,683,61,308,12,0,0,0,1,0,0,0,0,661,519,1068,22,0,0,0,7,1,11,3,0,2,0,173,165,321,1,0,0,1,298,295,486,9,0,0,0,0,0,0,0,0,0,0,1,0,104,0,0,0,0,59,38,166,2,0,0,0,2622,2401,8554,43,0,1,1,710,1265,621,1095,130,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4378159.399,8677.886233
Residual Sub Area,4,12F,12F,SOUTHEAST,N/A,UNDEVELOPED,2010,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3718537.27,9493.409962
Residential,1,WGT,WESTGATE,WEST,BUILT-OUT,1950s,2010,,3121,1336,203,2248,0,963,371,326,915,53,0,141,187,0,39,0,0,0,0,0,1,0,0,125,76,210,15,1,0,0,34,3,59,2,0,3,0,51,23,114,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,44,0,0,0,0,186,59,445,1,0,0,1,892,802,2249,20,1,1,1,325,489,211,246,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1150950.803,4551.830992
Industrial,2,DBC,DEERFOOT BUSINESS CENTRE,NORTHEAST,N/A,EMPLOYMENT,2010,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1952597.587,7806.689403
Residential,1,SOW,SOUTHWOOD,SOUTH,BUILT-OUT,1960s/1970s,2010,,5870,2643,355,3535,0,1533,646,640,1375,290,32,334,520,0,91,1,0,0,0,0,0,0,1,297,111,510,36,0,0,0,62,3,108,26,0,3,0,274,100,668,15,0,1,0,0,0,0,0,0,0,0,31,15,47,1,0,0,0,1,0,5,0,0,0,0,500,189,1189,19,0,1,0,1348,1115,3343,26,0,1,1,628,996,481,378,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2661115.806,6583.134545
Residential,1,PAN,PANORAMA HILLS,NORTH,DEVELOPING,BUILDING OUT,2010,,17899,6204,2076,9848,0,4936,1405,682,4407,438,96,853,397,0,13,0,0,0,0,0,0,0,1,714,487,1223,22,102,14,0,9,1,21,3,0,1,8,372,326,862,5,53,0,0,0,0,0,0,0,0,0,91,37,166,4,0,0,0,0,0,0,0,0,0,6,285,172,646,10,95,1,13,4149,3913,14981,65,175,5,0,701,1475,1061,2010,373,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6298493.143,11631.11676
Residential,1,TUS,TUSCANY,NORTHWEST,BUILT-OUT,2000s,2010,,18601,6463,2876,10888,0,5876,2506,1460,5448,101,0,523,389,0,2,0,0,0,0,0,0,0,6,498,429,795,19,0,0,0,2,1,6,0,0,0,0,101,95,193,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,381,307,733,8,0,0,4,5339,5044,16874,62,41,2,0,842,1915,1210,2172,182,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6878004.474,11828.95578
