FID,RED,TRAMO,SECTOR,PGOU,ET_ID,SHAPE_Leng,CreationDate,Creator,EditDate,Editor
351,PRINCIPAL,3, , ,125,12.495199,2014-10-04T21:28:16.304Z,Ayto.Sevilla,2014-10-04T21:28:16.304Z,Ayto.Sevilla
352,PRINCIPAL,3, , ,126,285.197072,2014-10-04T21:28:16.304Z,Ayto.Sevilla,2014-10-04T21:28:16.304Z,Ayto.Sevilla
353,PRINCIPAL,3, , ,127,22.573657,2014-10-04T21:28:16.304Z,Ayto.Sevilla,2014-10-04T21:28:16.304Z,Ayto.Sevilla
354,PRINCIPAL,3, , ,128,138.309509,2014-10-04T21:28:16.304Z,Ayto.Sevilla,2014-10-04T21:28:16.304Z,Ayto.Sevilla
355,PRINCIPAL,3, , ,129,13.341664,2014-10-04T21:28:16.304Z,Ayto.Sevilla,2014-10-04T21:28:16.304Z,Ayto.Sevilla
356,PRINCIPAL,3, , ,130,188.915281,2014-10-04T21:28:16.304Z,Ayto.Sevilla,2014-10-04T21:28:16.304Z,Ayto.Sevilla
357,PRINCIPAL,3, , ,131,15.34438,2014-10-04T21:28:16.304Z,Ayto.Sevilla,2014-10-04T21:28:16.304Z,Ayto.Sevilla
358,PRINCIPAL,3, , ,132,3.535534,2014-10-04T21:28:16.304Z,Ayto.Sevilla,2014-10-04T21:28:16.304Z,Ayto.Sevilla
359,PRINCIPAL,3, , ,133,15.839823,2014-10-04T21:28:16.304Z,Ayto.Sevilla,2014-10-04T21:28:16.304Z,Ayto.Sevilla
360,PRINCIPAL,3, , ,134,93.950431,2014-10-04T21:28:16.304Z,Ayto.Sevilla,2014-10-04T21:28:16.304Z,Ayto.Sevilla
361,PRINCIPAL,3, , ,135,11.229426,2014-10-04T21:28:16.304Z,Ayto.Sevilla,2014-10-04T21:28:16.304Z,Ayto.Sevilla
362,PRINCIPAL,3, , ,136,72.585398,2014-10-04T21:28:16.304Z,Ayto.Sevilla,2014-10-04T21:28:16.304Z,Ayto.Sevilla
363,PRINCIPAL,3, , ,137,9.786215,2014-10-04T21:28:16.304Z,Ayto.Sevilla,2014-10-04T21:28:16.304Z,Ayto.Sevilla
364,PRINCIPAL,3, , ,138,187.877673,2014-10-04T21:28:16.304Z,Ayto.Sevilla,2014-10-04T21:28:16.304Z,Ayto.Sevilla
365,PRINCIPAL,3, , ,139,13.061393,2014-10-04T21:28:16.304Z,Ayto.Sevilla,2014-10-04T21:28:16.304Z,Ayto.Sevilla
366,PRINCIPAL,3, , ,140,198.081183,2014-10-04T21:28:16.304Z,Ayto.Sevilla,2014-10-04T21:28:16.304Z,Ayto.Sevilla
367,PRINCIPAL,3, , ,141,2.529822,2014-10-04T21:28:16.304Z,Ayto.Sevilla,2014-10-04T21:28:16.304Z,Ayto.Sevilla
368,PRINCIPAL,3, , ,142,67.326496,2014-10-04T21:28:16.304Z,Ayto.Sevilla,2014-10-04T21:28:16.304Z,Ayto.Sevilla
369,PRINCIPAL,3, , ,143,18.470075,2014-10-04T21:28:16.304Z,Ayto.Sevilla,2014-10-04T21:28:16.304Z,Ayto.Sevilla
370,PRINCIPAL,3, , ,144,42.483526,2014-10-04T21:28:16.304Z,Ayto.Sevilla,2014-10-04T21:28:16.304Z,Ayto.Sevilla
371,PRINCIPAL,3, , ,145,8.5,2014-10-04T21:28:16.304Z,Ayto.Sevilla,2014-10-04T21:28:16.304Z,Ayto.Sevilla
372,PRINCIPAL,3, , ,146,184.617729,2014-10-04T21:28:16.304Z,Ayto.Sevilla,2014-10-04T21:28:16.304Z,Ayto.Sevilla
373,PRINCIPAL,3, , ,147,14.106027,2014-10-04T21:28:16.304Z,Ayto.Sevilla,2014-10-04T21:28:16.304Z,Ayto.Sevilla
374,PRINCIPAL,3, , ,148,314.63565,2014-10-04T21:28:16.304Z,Ayto.Sevilla,2014-10-04T21:28:16.304Z,Ayto.Sevilla
375,COMPLEMENTARIA,2,OESTE, ,149,5.239275,2014-10-04T21:28:16.304Z,Ayto.Sevilla,2014-10-04T21:28:16.304Z,Ayto.Sevilla
376,COMPLEMENTARIA,2,OESTE, ,150,7.668768,2014-10-04T21:28:16.304Z,Ayto.Sevilla,2014-10-04T21:28:16.304Z,Ayto.Sevilla
377,COMPLEMENTARIA,2,OESTE, ,151,2.061553,2014-10-04T21:28:16.304Z,Ayto.Sevilla,2014-10-04T21:28:16.304Z,Ayto.Sevilla
378,COMPLEMENTARIA,2,OESTE, ,152,7.808969,2014-10-04T21:28:16.304Z,Ayto.Sevilla,2014-10-04T21:28:16.304Z,Ayto.Sevilla
379,COMPLEMENTARIA,2,OESTE, ,153,193.478585,2014-10-04T21:28:16.304Z,Ayto.Sevilla,2014-10-04T21:28:16.304Z,Ayto.Sevilla
380,COMPLEMENTARIA,2,OESTE, ,154,1.923538,2014-10-04T21:28:16.304Z,Ayto.Sevilla,2014-10-04T21:28:16.304Z,Ayto.Sevilla
381,COMPLEMENTARIA,2,OESTE, ,155,7.527284,2014-10-04T21:28:16.304Z,Ayto.Sevilla,2014-10-04T21:28:16.304Z,Ayto.Sevilla
382,COMPLEMENTARIA,2,OESTE, ,156,80.938061,2014-10-04T21:28:16.304Z,Ayto.Sevilla,2014-10-04T21:28:16.304Z,Ayto.Sevilla
383,COMPLEMENTARIA,2,OESTE, ,157,7.668768,2014-10-04T21:28:16.304Z,Ayto.Sevilla,2014-10-04T21:28:16.304Z,Ayto.Sevilla
384,COMPLEMENTARIA,2,OESTE, ,158,19.20026,2014-10-04T21:28:16.304Z,Ayto.Sevilla,2014-10-04T21:28:16.304Z,Ayto.Sevilla
385,COMPLEMENTARIA,2,OESTE, ,159,11.964113,2014-10-04T21:28:16.304Z,Ayto.Sevilla,2014-10-04T21:28:16.304Z,Ayto.Sevilla
386,COMPLEMENTARIA,2,OESTE, ,160,14.20275,2014-10-04T21:28:16.304Z,Ayto.Sevilla,2014-10-04T21:28:16.304Z,Ayto.Sevilla
387,COMPLEMENTARIA,2,OESTE, ,161,2.280351,2014-10-04T21:28:16.304Z,Ayto.Sevilla,2014-10-04T21:28:16.304Z,Ayto.Sevilla
388,COMPLEMENTARIA,2,OESTE, ,162,4.079216,2014-10-04T21:28:16.304Z,Ayto.Sevilla,2014-10-04T21:28:16.304Z,Ayto.Sevilla
389,COMPLEMENTARIA,2,OESTE, ,163,39.249776,2014-10-04T21:28:16.304Z,Ayto.Sevilla,2014-10-04T21:28:16.304Z,Ayto.Sevilla
390,COMPLEMENTARIA,2,OESTE, ,164,1.897367,2014-10-04T21:28:16.304Z,Ayto.Sevilla,2014-10-04T21:28:16.304Z,Ayto.Sevilla
391,COMPLEMENTARIA,2,OESTE, ,165,16.54237,2014-10-04T21:28:16.304Z,Ayto.Sevilla,2014-10-04T21:28:16.304Z,Ayto.Sevilla
392,COMPLEMENTARIA,2,OESTE, ,166,6.551589,2014-10-04T21:28:16.304Z,Ayto.Sevilla,2014-10-04T21:28:16.304Z,Ayto.Sevilla
393,COMPLEMENTARIA,2,OESTE, ,167,6.236986,2014-10-04T21:28:16.304Z,Ayto.Sevilla,2014-10-04T21:28:16.304Z,Ayto.Sevilla
394,COMPLEMENTARIA,2,OESTE, ,168,142.867811,2014-10-04T21:28:16.304Z,Ayto.Sevilla,2014-10-04T21:28:16.304Z,Ayto.Sevilla
395,COMPLEMENTARIA,2,OESTE, ,169,8.023092,2014-10-04T21:28:16.304Z,Ayto.Sevilla,2014-10-04T21:28:16.304Z,Ayto.Sevilla
396,COMPLEMENTARIA,2,OESTE, ,170,118.991623,2014-10-04T21:28:16.304Z,Ayto.Sevilla,2014-10-04T21:28:16.304Z,Ayto.Sevilla
397,COMPLEMENTARIA,2,OESTE, ,171,79.792193,2014-10-04T21:28:16.304Z,Ayto.Sevilla,2014-10-04T21:28:16.304Z,Ayto.Sevilla
398,COMPLEMENTARIA,2,OESTE, ,172,8.060397,2014-10-04T21:28:16.304Z,Ayto.Sevilla,2014-10-04T21:28:16.304Z,Ayto.Sevilla
399,COMPLEMENTARIA,2,OESTE, ,173,80.401185,2014-10-04T21:28:16.304Z,Ayto.Sevilla,2014-10-04T21:28:16.304Z,Ayto.Sevilla
400,COMPLEMENTARIA,2,OESTE, ,174,95.715296,2014-10-04T21:28:16.304Z,Ayto.Sevilla,2014-10-04T21:28:16.304Z,Ayto.Sevilla
401,PRINCIPAL,2, , ,452,2288.658982,2014-10-04T21:28:16.304Z,Ayto.Sevilla,2014-10-04T21:28:16.304Z,Ayto.Sevilla
402,COMPLEMENTARIA,2,OESTE, ,175,8.434453,2014-10-04T21:28:16.304Z,Ayto.Sevilla,2014-10-04T21:28:16.304Z,Ayto.Sevilla
403,PRINCIPAL,3, , ,453,262.469734,2014-10-04T21:28:16.304Z,Ayto.Sevilla,2014-10-04T21:28:16.304Z,Ayto.Sevilla
404,COMPLEMENTARIA,2,OESTE, ,176,88.289598,2014-10-04T21:28:16.304Z,Ayto.Sevilla,2014-10-04T21:28:16.304Z,Ayto.Sevilla
405,PRINCIPAL,8, , ,454,1170.321105,2014-10-04T21:28:16.304Z,Ayto.Sevilla,2014-10-04T21:28:16.304Z,Ayto.Sevilla
406,COMPLEMENTARIA,2,OESTE, ,177,8.237718,2014-10-04T21:28:16.304Z,Ayto.Sevilla,2014-10-04T21:28:16.304Z,Ayto.Sevilla
407,COMPLEMENTARIA,18,SUR, ,455,559.192535,2014-10-04T21:28:16.304Z,Ayto.Sevilla,2014-10-04T21:28:16.304Z,Ayto.Sevilla
408,COMPLEMENTARIA,2,OESTE, ,178,79.994737,2014-10-04T21:28:16.304Z,Ayto.Sevilla,2014-10-04T21:28:16.304Z,Ayto.Sevilla
409,COMPLEMENTARIA,19,SUR, ,456,78.733955,2014-10-04T21:28:16.304Z,Ayto.Sevilla,2014-10-04T21:28:16.304Z,Ayto.Sevilla
410,COMPLEMENTARIA,2,OESTE, ,179,9.080198,2014-10-04T21:28:16.304Z,Ayto.Sevilla,2014-10-04T21:28:16.304Z,Ayto.Sevilla
411,COMPLEMENTARIA,19,SUR, ,457,664.061918,2014-10-04T21:28:16.304Z,Ayto.Sevilla,2014-10-04T21:28:16.304Z,Ayto.Sevilla
412,COMPLEMENTARIA,2,OESTE, ,180,86.583826,2014-10-04T21:28:16.304Z,Ayto.Sevilla,2014-10-04T21:28:16.304Z,Ayto.Sevilla
413,COMPLEMENTARIA,19,SUR, ,458,115.854938,2014-10-04T21:28:16.304Z,Ayto.Sevilla,2014-10-04T21:28:16.304Z,Ayto.Sevilla
414,COMPLEMENTARIA,2,OESTE, ,181,9.121952,2014-10-04T21:28:16.304Z,Ayto.Sevilla,2014-10-04T21:28:16.304Z,Ayto.Sevilla
415, ,0, , ,459,1680.39032,2014-10-04T21:28:16.304Z,Ayto.Sevilla,2014-10-04T21:28:16.304Z,Ayto.Sevilla
416,COMPLEMENTARIA,2,OESTE, ,182,89.745956,2014-10-04T21:28:16.304Z,Ayto.Sevilla,2014-10-04T21:28:16.304Z,Ayto.Sevilla
417,COMPLEMENTARIA,2,OESTE, ,183,19.870833,2014-10-04T21:28:16.304Z,Ayto.Sevilla,2014-10-04T21:28:16.304Z,Ayto.Sevilla
418, ,0, , ,460,2364.749106,2014-10-04T21:28:16.304Z,Ayto.Sevilla,2014-10-04T21:28:16.304Z,Ayto.Sevilla
419,COMPLEMENTARIA,2,OESTE, ,184,51.13132,2014-10-04T21:28:16.304Z,Ayto.Sevilla,2014-10-04T21:28:16.304Z,Ayto.Sevilla
420, ,0, , ,461,2480.367883,2014-10-04T21:28:16.304Z,Ayto.Sevilla,2014-10-04T21:28:16.304Z,Ayto.Sevilla
421,COMPLEMENTARIA,2,OESTE, ,185,20.066141,2014-10-04T21:28:16.304Z,Ayto.Sevilla,2014-10-04T21:28:16.304Z,Ayto.Sevilla
422,SECUNDARIA,999, , ,462,345.565592,2014-10-04T21:28:16.304Z,Ayto.Sevilla,2014-10-04T21:28:16.304Z,Ayto.Sevilla
423,COMPLEMENTARIA,2,OESTE, ,186,91.85429,2014-10-04T21:28:16.304Z,Ayto.Sevilla,2014-10-04T21:28:16.304Z,Ayto.Sevilla
424, ,0, , ,463,759.784559,2014-10-04T21:28:16.304Z,Ayto.Sevilla,2014-10-04T21:28:16.304Z,Ayto.Sevilla
425,COMPLEMENTARIA,2,OESTE, ,187,8.178631,2014-10-04T21:28:16.304Z,Ayto.Sevilla,2014-10-04T21:28:16.304Z,Ayto.Sevilla
426, ,0, , ,464,1291.110697,2014-10-04T21:28:16.304Z,Ayto.Sevilla,2014-10-04T21:28:16.304Z,Ayto.Sevilla
427,COMPLEMENTARIA,2,OESTE, ,188,87.345282,2014-10-04T21:28:16.304Z,Ayto.Sevilla,2014-10-04T21:28:16.304Z,Ayto.Sevilla
428, ,0, , ,465,520.296206,2014-10-04T21:28:16.304Z,Ayto.Sevilla,2014-10-04T21:28:16.304Z,Ayto.Sevilla
429,COMPLEMENTARIA,2,OESTE, ,189,8.688498,2014-10-04T21:28:16.304Z,Ayto.Sevilla,2014-10-04T21:28:16.304Z,Ayto.Sevilla
430, ,0, , ,466,677.035422,2014-10-04T21:28:16.304Z,Ayto.Sevilla,2014-10-04T21:28:16.304Z,Ayto.Sevilla
431,COMPLEMENTARIA,2,OESTE, ,190,79.730982,2014-10-04T21:28:16.304Z,Ayto.Sevilla,2014-10-04T21:28:16.304Z,Ayto.Sevilla
432,PRINCIPAL,7, , ,467,446.209802,2014-10-04T21:28:16.304Z,Ayto.Sevilla,2014-10-04T21:28:16.304Z,Ayto.Sevilla
433,COMPLEMENTARIA,2,OESTE, ,191,95.805868,2014-10-04T21:28:16.304Z,Ayto.Sevilla,2014-10-04T21:28:16.304Z,Ayto.Sevilla
434,COMPLEMENTARIA,12,SUR, ,468,567.629574,2014-10-04T21:28:16.304Z,Ayto.Sevilla,2014-10-04T21:28:16.304Z,Ayto.Sevilla
435,COMPLEMENTARIA,2,OESTE, ,192,8.149233,2014-10-04T21:28:16.304Z,Ayto.Sevilla,2014-10-04T21:28:16.304Z,Ayto.Sevilla
436,COMPLEMENTARIA,12,SUR, ,469,82.222596,2014-10-04T21:28:16.304Z,Ayto.Sevilla,2014-10-04T21:28:16.304Z,Ayto.Sevilla
437,COMPLEMENTARIA,2,OESTE, ,193,86.835765,2014-10-04T21:28:16.304Z,Ayto.Sevilla,2014-10-04T21:28:16.304Z,Ayto.Sevilla
438,COMPLEMENTARIA,15,SUR, ,470,396.296039,2014-10-04T21:28:16.304Z,Ayto.Sevilla,2014-10-04T21:28:16.304Z,Ayto.Sevilla
439,COMPLEMENTARIA,2,OESTE, ,194,9.570789,2014-10-04T21:28:16.304Z,Ayto.Sevilla,2014-10-04T21:28:16.304Z,Ayto.Sevilla
440,COMPLEMENTARIA,2,OESTE, ,195,39.694423,2014-10-04T21:28:16.304Z,Ayto.Sevilla,2014-10-04T21:28:16.304Z,Ayto.Sevilla
441,COMPLEMENTARIA,15,SUR, ,471,738.672823,2014-10-04T21:28:16.304Z,Ayto.Sevilla,2014-10-04T21:28:16.304Z,Ayto.Sevilla
442,COMPLEMENTARIA,2,OESTE, ,196,11.261439,2014-10-04T21:28:16.304Z,Ayto.Sevilla,2014-10-04T21:28:16.304Z,Ayto.Sevilla
443,PRINCIPAL,4, , ,472,740.740287,2014-10-04T21:28:16.304Z,Ayto.Sevilla,2014-10-04T21:28:16.304Z,Ayto.Sevilla
444,COMPLEMENTARIA,2,OESTE, ,197,76.905979,2014-10-04T21:28:16.304Z,Ayto.Sevilla,2014-10-04T21:28:16.304Z,Ayto.Sevilla
445,PRINCIPAL,4, , ,473,650.060703,2014-10-04T21:28:16.304Z,Ayto.Sevilla,2014-10-04T21:28:16.304Z,Ayto.Sevilla
446,COMPLEMENTARIA,2,OESTE, ,198,14.297203,2014-10-04T21:28:16.304Z,Ayto.Sevilla,2014-10-04T21:28:16.304Z,Ayto.Sevilla
447,COMPLEMENTARIA,17,SUR, ,474,821.561423,2014-10-04T21:28:16.304Z,Ayto.Sevilla,2014-10-04T21:28:16.304Z,Ayto.Sevilla
448,COMPLEMENTARIA,2,OESTE, ,199,148.914252,2014-10-04T21:28:16.304Z,Ayto.Sevilla,2014-10-04T21:28:16.304Z,Ayto.Sevilla
449,COMPLEMENTARIA,17,SUR, ,475,517.406439,2014-10-04T21:28:16.304Z,Ayto.Sevilla,2014-10-04T21:28:16.304Z,Ayto.Sevilla
450,COMPLEMENTARIA,2,OESTE, ,200,12.237647,2014-10-04T21:28:16.304Z,Ayto.Sevilla,2014-10-04T21:28:16.304Z,Ayto.Sevilla
451,COMPLEMENTARIA,17,SUR, ,476,955.103442,2014-10-04T21:28:16.304Z,Ayto.Sevilla,2014-10-04T21:28:16.304Z,Ayto.Sevilla
452,COMPLEMENTARIA,2,OESTE, ,201,64.383251,2014-10-04T21:28:16.304Z,Ayto.Sevilla,2014-10-04T21:28:16.304Z,Ayto.Sevilla
453,PRINCIPAL,4, , ,477,1837.040091,2014-10-04T21:28:16.304Z,Ayto.Sevilla,2014-10-04T21:28:16.304Z,Ayto.Sevilla
454,COMPLEMENTARIA,2,OESTE, ,202,11.042192,2014-10-04T21:28:16.304Z,Ayto.Sevilla,2014-10-04T21:28:16.304Z,Ayto.Sevilla
455,PRINCIPAL,5, , ,478,494.378538,2014-10-04T21:28:16.304Z,Ayto.Sevilla,2014-10-04T21:28:16.304Z,Ayto.Sevilla
456,COMPLEMENTARIA,2,OESTE, ,203,95.39773,2014-10-04T21:28:16.304Z,Ayto.Sevilla,2014-10-04T21:28:16.304Z,Ayto.Sevilla
457,PRINCIPAL,7, , ,479,1742.457491,2014-10-04T21:28:16.304Z,Ayto.Sevilla,2014-10-04T21:28:16.304Z,Ayto.Sevilla
458,COMPLEMENTARIA,2,OESTE, ,204,11.280514,2014-10-04T21:28:16.304Z,Ayto.Sevilla,2014-10-04T21:28:16.304Z,Ayto.Sevilla
459,COMPLEMENTARIA,35,ESTE, ,480,942.268087,2014-10-04T21:28:16.304Z,Ayto.Sevilla,2014-10-04T21:28:16.304Z,Ayto.Sevilla
460,PRINCIPAL,7, , ,481,537.94225,2014-10-04T21:28:16.304Z,Ayto.Sevilla,2014-10-04T21:28:16.304Z,Ayto.Sevilla
461,COMPLEMENTARIA,2,OESTE, ,205,196.307558,2014-10-04T21:28:16.304Z,Ayto.Sevilla,2014-10-04T21:28:16.304Z,Ayto.Sevilla
462,COMPLEMENTARIA,2,OESTE, ,206,55.113156,2014-10-04T21:28:16.304Z,Ayto.Sevilla,2014-10-04T21:28:16.304Z,Ayto.Sevilla
463,PRINCIPAL,7, , ,482,579.379971,2014-10-04T21:28:16.304Z,Ayto.Sevilla,2014-10-04T21:28:16.304Z,Ayto.Sevilla
464,COMPLEMENTARIA,2,OESTE, ,207,111.940883,2014-10-04T21:28:16.304Z,Ayto.Sevilla,2014-10-04T21:28:16.304Z,Ayto.Sevilla
465,PRINCIPAL,7, , ,483,121.659218,2014-10-04T21:28:16.304Z,Ayto.Sevilla,2014-10-04T21:28:16.304Z,Ayto.Sevilla
466,COMPLEMENTARIA,2,OESTE, ,208,12.202459,2014-10-04T21:28:16.304Z,Ayto.Sevilla,2014-10-04T21:28:16.304Z,Ayto.Sevilla
467,PRINCIPAL,7, , ,484,1513.349441,2014-10-04T21:28:16.304Z,Ayto.Sevilla,2014-10-04T21:28:16.304Z,Ayto.Sevilla
468,COMPLEMENTARIA,2,OESTE, ,209,231.256031,2014-10-04T21:28:16.304Z,Ayto.Sevilla,2014-10-04T21:28:16.304Z,Ayto.Sevilla
469,COMPLEMENTARIA,2,OESTE, ,210,16.90562,2014-10-04T21:28:16.304Z,Ayto.Sevilla,2014-10-04T21:28:16.304Z,Ayto.Sevilla
470,PRINCIPAL,7, , ,485,300.396246,2014-10-04T21:28:16.304Z,Ayto.Sevilla,2014-10-04T21:28:16.304Z,Ayto.Sevilla
471,COMPLEMENTARIA,2,OESTE, ,211,101.010717,2014-10-04T21:28:16.304Z,Ayto.Sevilla,2014-10-04T21:28:16.304Z,Ayto.Sevilla
472,PRINCIPAL,7, , ,486,2066.613227,2014-10-04T21:28:16.304Z,Ayto.Sevilla,2014-10-04T21:28:16.304Z,Ayto.Sevilla
473,COMPLEMENTARIA,2,OESTE, ,212,100.629849,2014-10-04T21:28:16.304Z,Ayto.Sevilla,2014-10-04T21:28:16.304Z,Ayto.Sevilla
474,PRINCIPAL,7, , ,487,522.998336,2014-10-04T21:28:16.304Z,Ayto.Sevilla,2014-10-04T21:28:16.304Z,Ayto.Sevilla
475,COMPLEMENTARIA,2,OESTE, ,213,14.384019,2014-10-04T21:28:16.304Z,Ayto.Sevilla,2014-10-04T21:28:16.304Z,Ayto.Sevilla
476, ,0, , ,488,291.235647,2014-10-04T21:28:16.304Z,Ayto.Sevilla,2014-10-04T21:28:16.304Z,Ayto.Sevilla
477,COMPLEMENTARIA,2,OESTE, ,214,2.529822,2014-10-04T21:28:16.304Z,Ayto.Sevilla,2014-10-04T21:28:16.304Z,Ayto.Sevilla
478, ,0, , ,489,15.117209,2014-10-04T21:28:16.304Z,Ayto.Sevilla,2014-10-04T21:28:16.304Z,Ayto.Sevilla
479,COMPLEMENTARIA,2,OESTE, ,215,14.603082,2014-10-04T21:28:16.304Z,Ayto.Sevilla,2014-10-04T21:28:16.304Z,Ayto.Sevilla
480,COMPLEMENTARIA,32,ESTE, ,490,853.332237,2014-10-04T21:28:16.304Z,Ayto.Sevilla,2014-10-04T21:28:16.304Z,Ayto.Sevilla
481,COMPLEMENTARIA,2,OESTE, ,216,103.987727,2014-10-04T21:28:16.304Z,Ayto.Sevilla,2014-10-04T21:28:16.304Z,Ayto.Sevilla
482,COMPLEMENTARIA,32,ESTE, ,491,574.479333,2014-10-04T21:28:16.304Z,Ayto.Sevilla,2014-10-04T21:28:16.304Z,Ayto.Sevilla
483,COMPLEMENTARIA,2,OESTE, ,217,5.393515,2014-10-04T21:28:16.304Z,Ayto.Sevilla,2014-10-04T21:28:16.304Z,Ayto.Sevilla
484,COMPLEMENTARIA,32,ESTE, ,492,802.965288,2014-10-04T21:28:16.304Z,Ayto.Sevilla,2014-10-04T21:28:16.304Z,Ayto.Sevilla
485,COMPLEMENTARIA,2,OESTE, ,218,9.265528,2014-10-04T21:28:16.304Z,Ayto.Sevilla,2014-10-04T21:28:16.304Z,Ayto.Sevilla
486,PRINCIPAL,6, , ,493,1478.722602,2014-10-04T21:28:16.304Z,Ayto.Sevilla,2014-10-04T21:28:16.304Z,Ayto.Sevilla
487,COMPLEMENTARIA,2,OESTE, ,219,11.923926,2014-10-04T21:28:16.304Z,Ayto.Sevilla,2014-10-04T21:28:16.304Z,Ayto.Sevilla
488,PRINCIPAL,6, , ,494,778.61578,2014-10-04T21:28:16.304Z,Ayto.Sevilla,2014-10-04T21:28:16.304Z,Ayto.Sevilla
489,COMPLEMENTARIA,2,OESTE, ,220,220.823564,2014-10-04T21:28:16.304Z,Ayto.Sevilla,2014-10-04T21:28:16.304Z,Ayto.Sevilla
490,COMPLEMENTARIA,31,ESTE, ,495,847.637123,2014-10-04T21:28:16.304Z,Ayto.Sevilla,2014-10-04T21:28:16.304Z,Ayto.Sevilla
491,COMPLEMENTARIA,2,OESTE, ,221,8.2,2014-10-04T21:28:16.304Z,Ayto.Sevilla,2014-10-04T21:28:16.304Z,Ayto.Sevilla
492,COMPLEMENTARIA,31,ESTE, ,496,882.524958,2014-10-04T21:28:16.304Z,Ayto.Sevilla,2014-10-04T21:28:16.304Z,Ayto.Sevilla
493,COMPLEMENTARIA,2,OESTE, ,222,17.691241,2014-10-04T21:28:16.304Z,Ayto.Sevilla,2014-10-04T21:28:16.304Z,Ayto.Sevilla
494,COMPLEMENTARIA,2,OESTE, ,223,8.004998,2014-10-04T21:28:16.304Z,Ayto.Sevilla,2014-10-04T21:28:16.304Z,Ayto.Sevilla
495,PRINCIPAL,8, , ,497,560.196766,2014-10-04T21:28:16.304Z,Ayto.Sevilla,2014-10-04T21:28:16.304Z,Ayto.Sevilla
496,COMPLEMENTARIA,2,OESTE, ,224,5.53263,2014-10-04T21:28:16.304Z,Ayto.Sevilla,2014-10-04T21:28:16.304Z,Ayto.Sevilla
497,PRINCIPAL,8, , ,498,338.170719,2014-10-04T21:28:16.304Z,Ayto.Sevilla,2014-10-04T21:28:16.304Z,Ayto.Sevilla
498,COMPLEMENTARIA,2,OESTE, ,225,343.614636,2014-10-04T21:28:16.304Z,Ayto.Sevilla,2014-10-04T21:28:16.304Z,Ayto.Sevilla
499,PRINCIPAL,8, , ,499,538.493739,2014-10-04T21:28:16.304Z,Ayto.Sevilla,2014-10-04T21:28:16.304Z,Ayto.Sevilla
500,PRINCIPAL,8, , ,500,651.601245,2014-10-04T21:28:16.304Z,Ayto.Sevilla,2014-10-04T21:28:16.304Z,Ayto.Sevilla
501,PRINCIPAL,8, , ,501,547.014559,2014-10-04T21:28:16.304Z,Ayto.Sevilla,2014-10-04T21:28:16.304Z,Ayto.Sevilla
502,PRINCIPAL,8, , ,502,30.173645,2014-10-04T21:28:16.304Z,Ayto.Sevilla,2014-10-04T21:28:16.304Z,Ayto.Sevilla
503,PRINCIPAL,8, , ,503,596.654546,2014-10-04T21:28:16.304Z,Ayto.Sevilla,2014-10-04T21:28:16.304Z,Ayto.Sevilla
504,PRINCIPAL,8, , ,504,263.984263,2014-10-04T21:28:16.304Z,Ayto.Sevilla,2014-10-04T21:28:16.304Z,Ayto.Sevilla
505,PRINCIPAL,8, , ,505,345.177171,2014-10-04T21:28:16.304Z,Ayto.Sevilla,2014-10-04T21:28:16.304Z,Ayto.Sevilla
506,PRINCIPAL,8, , ,506,554.872026,2014-10-04T21:28:16.304Z,Ayto.Sevilla,2014-10-04T21:28:16.304Z,Ayto.Sevilla
507,PRINCIPAL,8, , ,507,100.676771,2014-10-04T21:28:16.304Z,Ayto.Sevilla,2014-10-04T21:28:16.304Z,Ayto.Sevilla
508,PRINCIPAL,8, , ,508,332.640552,2014-10-04T21:28:16.304Z,Ayto.Sevilla,2014-10-04T21:28:16.304Z,Ayto.Sevilla
509,PRINCIPAL,8, , ,509,449.572241,2014-10-04T21:28:16.304Z,Ayto.Sevilla,2014-10-04T21:28:16.304Z,Ayto.Sevilla
510,PRINCIPAL,8, , ,510,43.859118,2014-10-04T21:28:16.304Z,Ayto.Sevilla,2014-10-04T21:28:16.304Z,Ayto.Sevilla
511,PRINCIPAL,8, , ,511,333.951256,2014-10-04T21:28:16.304Z,Ayto.Sevilla,2014-10-04T21:28:16.304Z,Ayto.Sevilla
512,PRINCIPAL,8, , ,512,187.293908,2014-10-04T21:28:16.304Z,Ayto.Sevilla,2014-10-04T21:28:16.304Z,Ayto.Sevilla
513,PRINCIPAL,6, , ,513,1381.39294,2014-10-04T21:28:16.304Z,Ayto.Sevilla,2014-10-04T21:28:16.304Z,Ayto.Sevilla
514,PRINCIPAL,6, , ,514,370.531832,2014-10-04T21:28:16.304Z,Ayto.Sevilla,2014-10-04T21:28:16.304Z,Ayto.Sevilla
515,PRINCIPAL,6, , ,515,150.691717,2014-10-04T21:28:16.304Z,Ayto.Sevilla,2014-10-04T21:28:16.304Z,Ayto.Sevilla
516,SECUNDARIA,14, , ,516,652.595286,2014-10-04T21:28:16.304Z,Ayto.Sevilla,2014-10-04T21:28:16.304Z,Ayto.Sevilla
517, ,0, , ,517,635.394645,2014-10-04T21:28:16.304Z,Ayto.Sevilla,2014-10-04T21:28:16.304Z,Ayto.Sevilla
518, ,0, , ,518,431.865439,2014-10-04T21:28:16.304Z,Ayto.Sevilla,2014-10-04T21:28:16.304Z,Ayto.Sevilla
519,COMPLEMENTARIA,33,ESTE, ,519,109.876095,2014-10-04T21:28:16.304Z,Ayto.Sevilla,2014-10-04T21:28:16.304Z,Ayto.Sevilla
