X,Y,FID,id_estacio,Direccion,Aproximaci,Lat_Y,Lon_X,CreationDate,Creator,EditDate,Editor
-5.991856369866744,37.403155921867139,25,13,Calle Feria,Calle Resolana,37.403156,-5.991856,2014-10-04T21:21:32.379Z,Ayto.Sevilla,2014-10-04T21:21:32.379Z,Ayto.Sevilla
-6.003317974576844,37.371627943844125,26,143,Calle Ramon de Carranza,Calle Virgen de la Oliva,37.371628,-6.003318,2014-10-04T21:21:32.379Z,Ayto.Sevilla,2014-10-04T21:21:32.379Z,Ayto.Sevilla
-5.988001698982607,37.36910567547082,27,144,Avenida de la Palmera,Clinica de Fátima,37.369106,-5.988002,2014-10-04T21:21:32.379Z,Ayto.Sevilla,2014-10-04T21:21:32.379Z,Ayto.Sevilla
-5.989078779008253,37.406917951618503,28,14,Avenida Sánchez Pizjuan,Facultad de medicina,37.406918,-5.989079,2014-10-04T21:21:32.379Z,Ayto.Sevilla,2014-10-04T21:21:32.379Z,Ayto.Sevilla
-5.986357782012667,37.360226016432541,29,145,Avenida Reina Mercedes,Calle Profesor García González,37.360226,-5.986358,2014-10-04T21:21:32.379Z,Ayto.Sevilla,2014-10-04T21:21:32.379Z,Ayto.Sevilla
-5.98534088911105,37.407226926320376,30,15,Calle Dr Marañon,Calle San Juan de Ribera,37.407227,-5.985341,2014-10-04T21:21:32.379Z,Ayto.Sevilla,2014-10-04T21:21:32.379Z,Ayto.Sevilla
-5.986357782012667,37.360118914348753,31,146,Avenida Reina Mercedes,Calle Profesor García González,37.360119,-5.986358,2014-10-04T21:21:32.379Z,Ayto.Sevilla,2014-10-04T21:21:32.379Z,Ayto.Sevilla
-5.982795063595836,37.407027841150395,32,16,Calle Manuel Villalobos,Calle Sor Francisca Dorotea,37.407028,-5.982795,2014-10-04T21:21:32.379Z,Ayto.Sevilla,2014-10-04T21:21:32.379Z,Ayto.Sevilla
-5.975233045534112,37.400828820671236,33,147,Carretera de Carmona,Calle Maestro Solano,37.400829,-5.975233,2014-10-04T21:21:32.379Z,Ayto.Sevilla,2014-10-04T21:21:32.379Z,Ayto.Sevilla
-5.97890715504616,37.407172695287059,34,17,Calle de Madreselva,Ronda de Pio XII,37.407173,-5.978907,2014-10-04T21:21:32.379Z,Ayto.Sevilla,2014-10-04T21:21:32.379Z,Ayto.Sevilla
-5.968139948050724,37.382000264682631,35,18,Avenida Eduardo Dato,Calle Marqués del Nervión,37.382,-5.96814,2014-10-04T21:21:32.379Z,Ayto.Sevilla,2014-10-04T21:21:32.379Z,Ayto.Sevilla
-5.973210039514282,37.398757846783575,36,148,Calle Tharsis,Calle Aorno,37.398758,-5.97321,2014-10-04T21:21:32.379Z,Ayto.Sevilla,2014-10-04T21:21:32.379Z,Ayto.Sevilla
-5.988961998021317,37.403240127179281,37,19,Parlamento,Calle Don Fadrique,37.40324,-5.988962,2014-10-04T21:21:32.379Z,Ayto.Sevilla,2014-10-04T21:21:32.379Z,Ayto.Sevilla
-5.97571094926529,37.397853651056252,38,149,Calle Arroyo,Calle Tena,37.397854,-5.975711,2014-10-04T21:21:32.379Z,Ayto.Sevilla,2014-10-04T21:21:32.379Z,Ayto.Sevilla
-5.97862059247054,37.396781733228899,39,150,Calle San Juan Bosco,Calle Arroyo,37.396782,-5.978621,2014-10-04T21:21:32.379Z,Ayto.Sevilla,2014-10-04T21:21:32.379Z,Ayto.Sevilla
-5.986699141820633,37.404735826108066,40,20,Calle San Juan de Ribera,Calle Fray Isidoro de Sevilla,37.404736,-5.986699,2014-10-04T21:21:32.379Z,Ayto.Sevilla,2014-10-04T21:21:32.379Z,Ayto.Sevilla
-5.979926742893635,37.394619295747297,41,151,Calle Urquiza,Esquina calle Venecia,37.394619,-5.979927,2014-10-04T21:21:32.379Z,Ayto.Sevilla,2014-10-04T21:21:32.379Z,Ayto.Sevilla
-5.97448115564131,37.395821133389177,42,152,Calle Samaniego,Calle Esperanza de la Trinidad,37.395821,-5.974481,2014-10-04T21:21:32.379Z,Ayto.Sevilla,2014-10-04T21:21:32.379Z,Ayto.Sevilla
-5.981497896325581,37.405505785432702,43,21,Calle Manuel Villalobos,Calle Madre San Marcelo,37.405506,-5.981498,2014-10-04T21:21:32.379Z,Ayto.Sevilla,2014-10-04T21:21:32.379Z,Ayto.Sevilla
-5.974867431213482,37.405143998301781,44,22,Avenida de Llanes,Avenida de Miraflores,37.405144,-5.974867,2014-10-04T21:21:32.379Z,Ayto.Sevilla,2014-10-04T21:21:32.379Z,Ayto.Sevilla
-5.986258967331414,37.362987769377156,45,153,Avenida Reina Mercedes,Escuela de Arquitectura,37.362988,-5.986259,2014-10-04T21:21:32.379Z,Ayto.Sevilla,2014-10-04T21:21:32.379Z,Ayto.Sevilla
-5.987928037129315,37.403357871736766,46,23,Parlamento,Calle San Juan de Ribera,37.403358,-5.987928,2014-10-04T21:21:32.379Z,Ayto.Sevilla,2014-10-04T21:21:32.379Z,Ayto.Sevilla
-5.968394171276136,37.394874794911203,47,154,Avenida Kansas City,Calle Naranjito de Triana,37.394875,-5.968394,2014-10-04T21:21:32.379Z,Ayto.Sevilla,2014-10-04T21:21:32.379Z,Ayto.Sevilla
-5.984668050963226,37.404033650558127,48,24,Calle León XIII,Calle Fray Isidoro de Sevilla,37.404034,-5.984668,2014-10-04T21:21:32.379Z,Ayto.Sevilla,2014-10-04T21:21:32.379Z,Ayto.Sevilla
-5.970765723626211,37.392905715998253,49,155,Avenida Kansas City,Avenida El Greco,37.392906,-5.970766,2014-10-04T21:21:32.379Z,Ayto.Sevilla,2014-10-04T21:21:32.379Z,Ayto.Sevilla
-5.981084671294886,37.403145217795249,50,25,Avenida de la Cruz Roja,Calle Albaida,37.403145,-5.981085,2014-10-04T21:21:32.379Z,Ayto.Sevilla,2014-10-04T21:21:32.379Z,Ayto.Sevilla
-5.972648592461707,37.391483293724271,51,156,Avenida Kansas City,Baltasar Gracián,37.391483,-5.972649,2014-10-04T21:21:32.379Z,Ayto.Sevilla,2014-10-04T21:21:32.379Z,Ayto.Sevilla
-5.977635140603867,37.402542219276434,52,26,Avenida de Miraflores,Calle Manuel Ródenas,37.402542,-5.977635,2014-10-04T21:21:32.379Z,Ayto.Sevilla,2014-10-04T21:21:32.379Z,Ayto.Sevilla
-5.978165146621497,37.369778193472442,53,157,Avenida Cardenal Bueno Monreal,Avenida Ramón Carande,37.369778,-5.978165,2014-10-04T21:21:32.379Z,Ayto.Sevilla,2014-10-04T21:21:32.379Z,Ayto.Sevilla
-5.972098823507832,37.40388094077673,54,27,Avenida de Llanes,Calle Escultor Francisco Buiza,37.403881,-5.972099,2014-10-04T21:21:32.379Z,Ayto.Sevilla,2014-10-04T21:21:32.379Z,Ayto.Sevilla
-5.976723350590486,37.360331690338768,55,28,Calle Rafael Salgado,Calle Castillo Alcala de Guadaira,37.360332,-5.976723,2014-10-04T21:21:32.379Z,Ayto.Sevilla,2014-10-04T21:21:32.379Z,Ayto.Sevilla
-5.981573354809433,37.368865794979747,56,158,Avenida Cardenal Bueno Monreal,Calle Bogota,37.368866,-5.981573,2014-10-04T21:21:32.379Z,Ayto.Sevilla,2014-10-04T21:21:32.379Z,Ayto.Sevilla
-5.970082105694983,37.402533655948893,57,29,Carretera de Carmona,Avenida de Llanes,37.402534,-5.970082,2014-10-04T21:21:32.379Z,Ayto.Sevilla,2014-10-04T21:21:32.379Z,Ayto.Sevilla
-5.98485939211875,37.368046197514893,58,159,Avenida Cardenal Bueno Monreal,Avenida Manuel Siurot,37.368046,-5.984859,2014-10-04T21:21:32.379Z,Ayto.Sevilla,2014-10-04T21:21:32.379Z,Ayto.Sevilla
-5.970812436020979,37.382519199971078,59,30,Avenida Eduardo Dato,Detrás Estadio Sánchez Pizjuan,37.382519,-5.970812,2014-10-04T21:21:32.379Z,Ayto.Sevilla,2014-10-04T21:21:32.379Z,Ayto.Sevilla
-6.001927382517021,37.387516355849833,60,160,Calle Arjona,Puente de Triana,37.387516,-6.001927,2014-10-04T21:21:32.379Z,Ayto.Sevilla,2014-10-04T21:21:32.379Z,Ayto.Sevilla
-5.979830623158241,37.400414202293689,61,31,Avenida de Miraflores,Calle Albaida,37.400414,-5.979831,2014-10-04T21:21:32.379Z,Ayto.Sevilla,2014-10-04T21:21:32.379Z,Ayto.Sevilla
-5.96914516285364,37.399986022559737,62,161,Avenida Alcalde Manuel del Valle,Calle Baltasar de Alcázar,37.399986,-5.969145,2014-10-04T21:21:32.379Z,Ayto.Sevilla,2014-10-04T21:21:32.379Z,Ayto.Sevilla
-5.98630388309562,37.402061244197967,63,32,Calle Muñoz León,Calle Morera,37.402061,-5.986304,2014-10-04T21:21:32.379Z,Ayto.Sevilla,2014-10-04T21:21:32.379Z,Ayto.Sevilla
-5.968482206173953,37.391524689234508,64,162,Avenida Solea,Calle Media Granaína,37.391525,-5.968482,2014-10-04T21:21:32.379Z,Ayto.Sevilla,2014-10-04T21:21:32.379Z,Ayto.Sevilla
-5.983707751924515,37.401531026253515,65,33,Calle León XIII,Calle Antonio Pantión,37.401531,-5.983708,2014-10-04T21:21:32.379Z,Ayto.Sevilla,2014-10-04T21:21:32.379Z,Ayto.Sevilla
-5.988556857828199,37.400932296500692,66,34,Plaza Pumarejo,Calle San Luis,37.400932,-5.988557,2014-10-04T21:21:32.379Z,Ayto.Sevilla,2014-10-04T21:21:32.379Z,Ayto.Sevilla
-5.970792673084735,37.38992666320577,67,163,Calle Sinaí,Calle Baltazar Gracián,37.389927,-5.970793,2014-10-04T21:21:32.379Z,Ayto.Sevilla,2014-10-04T21:21:32.379Z,Ayto.Sevilla
-5.993774272998339,37.400818116266933,68,35,Alameda de Hercules,Calle Peris Mencheta,37.400818,-5.993774,2014-10-04T21:21:32.379Z,Ayto.Sevilla,2014-10-04T21:21:32.379Z,Ayto.Sevilla
-5.998317951705421,37.400542655736807,69,36,Calle San Vicente,Calle Guadalquivir,37.400543,-5.998318,2014-10-04T21:21:32.379Z,Ayto.Sevilla,2014-10-04T21:21:32.379Z,Ayto.Sevilla
-5.965657004605397,37.387637693873444,70,164,Calle Luis Montoto,Calle El Greco,37.387638,-5.965657,2014-10-04T21:21:32.379Z,Ayto.Sevilla,2014-10-04T21:21:32.379Z,Ayto.Sevilla
-5.961010917955938,37.387637693873444,71,165,Avenida de Andalucia,Centro Comercial Los Arcos,37.387638,-5.961011,2014-10-04T21:21:32.379Z,Ayto.Sevilla,2014-10-04T21:21:32.379Z,Ayto.Sevilla
-5.99357035542885,37.398608694490669,72,37,Alameda de Hércules,Calle Vulcano,37.398609,-5.99357,2014-10-04T21:21:32.379Z,Ayto.Sevilla,2014-10-04T21:21:32.379Z,Ayto.Sevilla
-5.959222372225276,37.388537730376591,73,166,Ronda del Tamarguillo,Centro Comercial Los Arcos,37.388538,-5.959222,2014-10-04T21:21:32.379Z,Ayto.Sevilla,2014-10-04T21:21:32.379Z,Ayto.Sevilla
-6.011065943902375,37.392025002127752,74,38,Calle del Inca Garcilaso,Calle Juan Antonio de Vizarrón,37.392025,-6.011066,2014-10-04T21:21:32.379Z,Ayto.Sevilla,2014-10-04T21:21:32.379Z,Ayto.Sevilla
-5.964932064171119,37.373352004338649,75,167,Glorieta Bizco Amate,"Ramón y Cajal, Esq. Ronda",37.373352,-5.964932,2014-10-04T21:21:32.379Z,Ayto.Sevilla,2014-10-04T21:21:32.379Z,Ayto.Sevilla
-5.967673722418246,37.375113860419034,76,168,Avenida Ramón y Cajal,Avenida de la Ciudad Jardín,37.375114,-5.967674,2014-10-04T21:21:32.379Z,Ayto.Sevilla,2014-10-04T21:21:32.379Z,Ayto.Sevilla
-5.973069902329978,37.376697925023883,77,169,Avenida Ramón y Cajal,Calle Villegas Marmolejo,37.376698,-5.97307,2014-10-04T21:21:32.379Z,Ayto.Sevilla,2014-10-04T21:21:32.379Z,Ayto.Sevilla
-5.998519174329084,37.397880769950234,78,39,Avenida de Torneo,Calle Curtidurías,37.397881,-5.998519,2014-10-04T21:21:32.379Z,Ayto.Sevilla,2014-10-04T21:21:32.379Z,Ayto.Sevilla
-5.968884651421246,37.378990083658827,79,170,Plaza Antonio Aparicio Herrero, ,37.37899,-5.968885,2014-10-04T21:21:32.379Z,Ayto.Sevilla,2014-10-04T21:21:32.379Z,Ayto.Sevilla
-5.986558106321033,37.356395950921659,80,40,Avenida Reina Mercedes,Glorieta Alcalde de Parias Merry,37.356396,-5.986558,2014-10-04T21:21:32.379Z,Ayto.Sevilla,2014-10-04T21:21:32.379Z,Ayto.Sevilla
-5.974922228445826,37.366134958539845,81,171,Calle Alfonso Lasso de la Vega,Párroco Antonio González,37.366135,-5.974922,2014-10-04T21:21:32.379Z,Ayto.Sevilla,2014-10-04T21:21:32.379Z,Ayto.Sevilla
-5.9909661394202,37.399550703988893,82,41,Plaza Calderón de la Barca,Calle Amargura,37.399551,-5.990966,2014-10-04T21:21:32.379Z,Ayto.Sevilla,2014-10-04T21:21:32.379Z,Ayto.Sevilla
-5.9712517121949,37.367130208220303,83,172,Ronda Tamarguillo,Alfonso Laso de la Vega,37.36713,-5.971252,2014-10-04T21:21:32.379Z,Ayto.Sevilla,2014-10-04T21:21:32.379Z,Ayto.Sevilla
-5.989523445073891,37.398810656615147,84,42,Plaza Cronista,Calle Divina Pastora,37.398811,-5.989523,2014-10-04T21:21:32.379Z,Ayto.Sevilla,2014-10-04T21:21:32.379Z,Ayto.Sevilla
-5.9681013204935,37.370045200009223,85,173,Ronda Tamarguillo,Avenida de la Paz,37.370045,-5.968101,2014-10-04T21:21:32.379Z,Ayto.Sevilla,2014-10-04T21:21:32.379Z,Ayto.Sevilla
-5.982736673102369,37.399138933111935,86,43,Ronda Capuchinos,Calle Maestro Quiroga,37.399139,-5.982737,2014-10-04T21:21:32.379Z,Ayto.Sevilla,2014-10-04T21:21:32.379Z,Ayto.Sevilla
-5.981773679117799,37.39832323472924,87,44,Ronda Capuchinos,Calle Corinto,37.398323,-5.981774,2014-10-04T21:21:32.379Z,Ayto.Sevilla,2014-10-04T21:21:32.379Z,Ayto.Sevilla
-5.960573438412578,37.380611185014814,88,174,Ronda Tamarguillo,Marqués de Pickman,37.380611,-5.960573,2014-10-04T21:21:32.379Z,Ayto.Sevilla,2014-10-04T21:21:32.379Z,Ayto.Sevilla
-5.977795939039711,37.399909663583493,89,45,Carretera de Carmona,Calle de Francisco de Ariño,37.39991,-5.977796,2014-10-04T21:21:32.379Z,Ayto.Sevilla,2014-10-04T21:21:32.379Z,Ayto.Sevilla
-5.960824966692131,37.377730868464688,90,175,Ronda Tamarguillo,Plaza Ruperto Chapí,37.377731,-5.960825,2014-10-04T21:21:32.379Z,Ayto.Sevilla,2014-10-04T21:21:32.379Z,Ayto.Sevilla
-5.984115587063492,37.397610294226261,91,46,Plaza del Pelicano,Calle Enladrillada,37.39761,-5.984116,2014-10-04T21:21:32.379Z,Ayto.Sevilla,2014-10-04T21:21:32.379Z,Ayto.Sevilla
-5.966566099672953,37.377560258884046,92,176,Avenida de la Ciudad Jardín,Calle Profesor Braña,37.37756,-5.966566,2014-10-04T21:21:32.379Z,Ayto.Sevilla,2014-10-04T21:21:32.379Z,Ayto.Sevilla
-5.987466303073258,37.396457728418234,93,47,Calle Hiniesta,Convento Santa Isabel,37.396458,-5.987466,2014-10-04T21:21:32.379Z,Ayto.Sevilla,2014-10-04T21:21:32.379Z,Ayto.Sevilla
-5.991181735088389,37.397221349851414,94,48,Calle Churruca,Calle González Cuadrado,37.397221,-5.991182,2014-10-04T21:21:32.379Z,Ayto.Sevilla,2014-10-04T21:21:32.379Z,Ayto.Sevilla
-5.969031975127861,37.373112137425458,95,177,Avenida Alcalde Juan Fernández,Calle Profesor Buenaventura,37.373112,-5.969032,2014-10-04T21:21:32.379Z,Ayto.Sevilla,2014-10-04T21:21:32.379Z,Ayto.Sevilla
-5.973894555760773,37.373210654286197,96,178,Calle Ibiza,Avenida de la Paz,37.373211,-5.973895,2014-10-04T21:21:32.379Z,Ayto.Sevilla,2014-10-04T21:21:32.379Z,Ayto.Sevilla
-5.99390632534513,37.39693802579761,97,49,Alameda de Hercules,Calle Amor de Dios,37.396938,-5.993906,2014-10-04T21:21:32.379Z,Ayto.Sevilla,2014-10-04T21:21:32.379Z,Ayto.Sevilla
-5.996690204410603,37.397571756708579,98,50,Calle de Hernán Cortés,Calle Eslava,37.397572,-5.99669,2014-10-04T21:21:32.379Z,Ayto.Sevilla,2014-10-04T21:21:32.379Z,Ayto.Sevilla
-5.985139666487388,37.41320779752666,99,179,Ronda Urbana Norte,Juventudes Musicales,37.413208,-5.98514,2014-10-04T21:21:32.379Z,Ayto.Sevilla,2014-10-04T21:21:32.379Z,Ayto.Sevilla
-6.00238372668136,37.395599180263638,100,51,Avenida Torneo,Calle Luis Rey Romero,37.395599,-6.002384,2014-10-04T21:21:32.379Z,Ayto.Sevilla,2014-10-04T21:21:32.379Z,Ayto.Sevilla
-5.984358132190204,37.409675844702036,101,180,Calle Doctor Jaime Marcos,Calle Doctor Fedriani,37.409676,-5.984358,2014-10-04T21:21:32.379Z,Ayto.Sevilla,2014-10-04T21:21:32.379Z,Ayto.Sevilla
-6.010475750760715,37.394141838271445,102,52,Calle del Inca Garcilaso,Calle Jerónimo de Aguilar,37.394142,-6.010476,2014-10-04T21:21:32.379Z,Ayto.Sevilla,2014-10-04T21:21:32.379Z,Ayto.Sevilla
-5.982515687542495,37.413418282386409,103,181,Ronda Urbana Norte,Calle Doctor Fedriani,37.413418,-5.982516,2014-10-04T21:21:32.379Z,Ayto.Sevilla,2014-10-04T21:21:32.379Z,Ayto.Sevilla
-5.999583677940766,37.389300718759372,104,53,Calle Reyes Católicos,Calle Gravina,37.389301,-5.999584,2014-10-04T21:21:32.379Z,Ayto.Sevilla,2014-10-04T21:21:32.379Z,Ayto.Sevilla
-5.973870301248109,37.414639082908948,105,182,Calle Victoria Kent,Avenida Alcalde Manuel del Valle,37.414639,-5.97387,2014-10-04T21:21:32.379Z,Ayto.Sevilla,2014-10-04T21:21:32.379Z,Ayto.Sevilla
-5.990925715232415,37.395221644337745,106,54,Plaza San Juan de la Palma,Iglesia,37.395222,-5.990926,2014-10-04T21:21:32.379Z,Ayto.Sevilla,2014-10-04T21:21:32.379Z,Ayto.Sevilla
-5.983787701984788,37.393433140177414,107,55,Calle de Maria Auxiliadora,Calle Gonzalo de Bilbao,37.393433,-5.983788,2014-10-04T21:21:32.379Z,Ayto.Sevilla,2014-10-04T21:21:32.379Z,Ayto.Sevilla
-5.987666627381623,37.393101270186335,108,56,Plaza Ponce de Leon,Calle Juan de Mesa,37.393101,-5.987667,2014-10-04T21:21:32.379Z,Ayto.Sevilla,2014-10-04T21:21:32.379Z,Ayto.Sevilla
-5.989921398744762,37.392216276360131,109,57,Plaza Cristo de Burgos,Plaza de San Pedro,37.392216,-5.989921,2014-10-04T21:21:32.379Z,Ayto.Sevilla,2014-10-04T21:21:32.379Z,Ayto.Sevilla
-5.971347831930294,37.410766843460912,110,183,Alcalde Manuel del Valle,Calle Pino Montano,37.410767,-5.971348,2014-10-04T21:21:32.379Z,Ayto.Sevilla,2014-10-04T21:21:32.379Z,Ayto.Sevilla
-5.991682995016935,37.394260310813742,111,58,Calle Regina,Plaza de la Encarnación,37.39426,-5.991683,2014-10-04T21:21:32.379Z,Ayto.Sevilla,2014-10-04T21:21:32.379Z,Ayto.Sevilla
-5.989168610536664,37.371173898960805,112,59,Avenida de la Palmera,Avenida del Líbano,37.371174,-5.989169,2014-10-04T21:21:32.379Z,Ayto.Sevilla,2014-10-04T21:21:32.379Z,Ayto.Sevilla
-5.970510602085501,37.408542730413238,113,184,Avenida Alcalde Manuel del Valle,Calle San Juan de la Salle,37.408543,-5.970511,2014-10-04T21:21:32.379Z,Ayto.Sevilla,2014-10-04T21:21:32.379Z,Ayto.Sevilla
-5.99683483317136,37.393889905074118,114,60,Plaza de la Concordia,Calle Teniente Borges,37.39389,-5.996835,2014-10-04T21:21:32.379Z,Ayto.Sevilla,2014-10-04T21:21:32.379Z,Ayto.Sevilla
-5.999371675533701,37.392837914244588,115,61,Plaza del Museo,Calle Alfonso XII,37.392838,-5.999372,2014-10-04T21:21:32.379Z,Ayto.Sevilla,2014-10-04T21:21:32.379Z,Ayto.Sevilla
-6.00319400706763,37.39112928980677,116,62,Plaza de Armas,Avenida Torneo (estación de autobuses),37.391129,-6.003194,2014-10-04T21:21:32.379Z,Ayto.Sevilla,2014-10-04T21:21:32.379Z,Ayto.Sevilla
-5.998184102728101,37.390331347426468,117,63,Calle San Pablo,Calle Bailén,37.390331,-5.998184,2014-10-04T21:21:32.379Z,Ayto.Sevilla,2014-10-04T21:21:32.379Z,Ayto.Sevilla
-5.968862193539143,37.405136148857473,118,185,Avenida Alcalde Manuel del Valle,Calle Alejandro Sawa,37.405136,-5.968862,2014-10-04T21:21:32.379Z,Ayto.Sevilla,2014-10-04T21:21:32.379Z,Ayto.Sevilla
-5.991134124378325,37.389816034863991,119,64,Calle Cuesta del Rosario,Plaza de la Pescadería,37.389816,-5.991134,2014-10-04T21:21:32.379Z,Ayto.Sevilla,2014-10-04T21:21:32.379Z,Ayto.Sevilla
-5.988125666491822,37.391354111036797,120,65,Calle Alhóndiga,Cardenal Cervantes,37.391354,-5.988126,2014-10-04T21:21:32.379Z,Ayto.Sevilla,2014-10-04T21:21:32.379Z,Ayto.Sevilla
-5.981848239286387,37.393668659924863,121,66,Calle Arroyo,Avenida José Laguillo,37.393669,-5.981848,2014-10-04T21:21:32.379Z,Ayto.Sevilla,2014-10-04T21:21:32.379Z,Ayto.Sevilla
-5.973089665266222,37.408656898876174,122,186,Calle Orfebre Dominguez Vázquez,Calle Pino Montano,37.408657,-5.97309,2014-10-04T21:21:32.379Z,Ayto.Sevilla,2014-10-04T21:21:32.379Z,Ayto.Sevilla
-6.007302901177178,37.404152107463943,123,67,Calle Leonardo Da Vinci,Calle Albert Einstein,37.404152,-6.007303,2014-10-04T21:21:32.379Z,Ayto.Sevilla,2014-10-04T21:21:32.379Z,Ayto.Sevilla
-5.964004104482617,37.395450735362708,124,187,Calle Doctor Laffon,Calle Efeso,37.395451,-5.964004,2014-10-04T21:21:32.379Z,Ayto.Sevilla,2014-10-04T21:21:32.379Z,Ayto.Sevilla
