CLASS,CLASS_CODE,COMM_CODE,NAME,SECTOR,SRG,COMM_STRUC,CNSS_YR,FOIP_IND,RES_CNT,DWELL_CNT,PRSCH_CHLD,ELECT_CNT,EMPLYD_CNT,OWNSHP_CNT,DOG_CNT,CAT_CNT,SING_FAMLY,DUPLEX,MULTI_PLEX,APARTMENT,TOWN_HOUSE,MANUF_HOME,CONV_STRUC,COMUNL_HSE,RES_COMM,OTHER_RES,NURSING_HM,OTHER_INST,HOTEL_CNT,OTHER_MISC,APT_NO_RES,APT_OCCPD,APT_OWNED,APT_PERSON,APT_VACANT,APT_UC,APT_NA,CNV_NO_RES,CNV_OCCPD,CNV_OWNED,CNV_PERSON,CNV_VACANT,CNV_UC,CNV_NA,DUP_NO_RES,DUP_OCCPD,DUP_OWNED,DUP_PERSON,DUP_VACANT,DUP_UC,DUP_NA,MFH_NO_RES,MFH_OCCPD,MFH_OWNED,MFH_PERSON,MFH_VACANT,MFH_UC,MFH_NA,MUL_NO_RES,MUL_OCCPD,MUL_OWNED,MUL_PERSON,MUL_VACANT,MUL_UC,MUL_NA,OTH_NO_RES,OTH_OCCPD,OTH_OWNED,OTH_PERSON,OTH_VACANT,OTH_UC,OTH_NA,TWN_NO_RES,TWN_OCCPD,TWN_OWNED,TWN_PERSON,TWN_VACANT,TWN_UC,TWN_NA,SF_NO_RES,SF_OCCPD,SF_OWNED,SF_PERSON,SF_VACANT,SF_UC,SF_NA,OTH_STRTY,DWELSZ_1,DWELSZ_2,DWELSZ_3,DWELSZ_4_5,DWELSZ_6,MALE_CNT,FEMALE_CNT,MALE_0_4,MALE_5_14,MALE_15_19,MALE_20_24,MALE_25_34,MALE_35_44,MALE_45_54,MALE_55_64,MALE_65_74,MALE_75,FEM_0_4,FEM_5_14,FEM_15_19,FEM_20_24,FEM_25_34,FEM_35_44,FEM_45_54,FEM_55_64,FEM_65_74,FEM_75,MF_0_4,MF_5_14,MF_15_19,MF_20_24,MF_25_34,MF_35_44,MF_45_54,MF_55_64,MF_65_74,MF_75,SHAPE_AREA,SHAPE_LEN
Residential,1,WGT,WESTGATE,WEST,BUILT-OUT,1950s,2011,,3101,1333,226,0,1528,947,0,0,915,53,0,141,187,0,36,0,0,0,0,0,1,0,0,134,71,224,7,0,0,0,30,2,56,5,0,1,0,51,26,116,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,36,0,0,0,0,184,56,440,3,0,0,0,888,792,2229,26,1,0,1,337,477,217,232,25,1440,1661,88,150,71,97,185,225,258,175,94,97,91,175,106,94,210,234,279,209,118,145,179,325,177,191,395,459,537,384,212,242,1150950.80277000000,4551.83099229000
Residential,1,MOP,MOUNT PLEASANT,CENTRE,BUILT-OUT,INNER CITY,2011,,4718,2582,325,0,2954,1322,0,0,1550,431,3,67,84,0,444,0,2,1,0,0,0,0,2,57,6,90,8,0,0,1,287,11,382,34,0,122,0,397,266,986,15,17,2,0,0,0,0,0,0,0,0,3,0,5,0,0,0,1,2,0,2,0,0,0,0,73,66,98,11,0,0,6,1435,973,3155,84,25,0,3,767,884,323,262,18,2440,2278,135,163,99,181,509,496,417,262,108,70,138,179,70,171,483,422,373,222,97,123,273,342,169,352,992,918,790,484,205,193,1864829.85009000000,5992.60603260000
Industrial,2,ST2,STONEY 2,NORTHEAST,N/A,EMPLOYMENT,2011,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3955250.38594000000,10678.58069520000
Industrial,2,SHI,SHEPARD INDUSTRIAL,SOUTHEAST,N/A,EMPLOYMENT,2011,,250,151,4,0,128,143,0,0,0,0,0,0,0,149,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,147,143,250,1,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,65,67,9,6,0,143,107,3,4,4,6,11,15,33,33,22,12,0,5,3,2,7,9,28,22,21,10,3,9,7,8,18,24,61,55,43,22,4219837.86747000000,9899.23799922000
Major Park,3,FPK,FISH CREEK PARK,SOUTH,N/A,PARKS,2011,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15598168.37220000000,54667.23173990000
Residential,1,MPL,MAPLE RIDGE,SOUTH,BUILT-OUT,1960s/1970s,2011,,1978,810,93,0,989,752,0,0,807,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,794,751,1976,11,0,2,0,155,338,127,165,11,975,1003,27,111,59,59,60,128,170,163,113,85,47,83,66,50,68,134,188,142,139,86,74,194,125,109,128,262,358,305,252,171,2772711.73706000000,8167.74117413000
Residential,1,HAR,HARVEST HILLS,NORTH,BUILT-OUT,1980s/1990s,2011,,7485,2563,524,0,4280,2264,0,0,2095,106,0,165,182,0,14,0,0,0,1,0,0,0,0,165,121,277,0,0,0,0,12,1,23,1,0,1,0,106,98,187,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,60,0,0,0,0,176,149,339,6,0,0,0,2080,1895,6599,13,0,2,1,364,777,526,779,94,3791,3694,207,551,375,246,356,625,775,375,190,91,200,496,317,230,394,687,721,353,187,109,407,1047,692,476,750,1312,1496,728,377,200,2209338.19115000000,6385.97688507000
Residential,1,ROC,ROCKY RIDGE,NORTHWEST,DEVELOPING,BUILDING OUT,2011,,7266,2930,699,0,3855,2480,0,0,1639,190,0,492,608,0,0,0,0,0,1,0,0,0,0,415,351,622,19,58,0,0,0,0,0,0,0,0,0,188,168,423,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,580,454,1136,26,2,0,0,1593,1507,5085,36,10,0,1,604,947,491,666,68,3499,3767,245,511,211,157,552,689,519,331,160,124,298,488,166,212,600,730,512,390,199,172,543,999,377,369,1152,1419,1031,721,359,296,2805897.97255000000,6955.04335776000
Residential,1,CHV,COUNTRY HILLS VILLAGE,NORTH,BUILT-OUT,2000s,2011,,2342,1323,134,0,1077,881,0,0,0,0,0,933,389,0,0,0,0,0,1,0,0,0,1,902,582,1404,29,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,131,0,0,0,0,373,299,807,14,2,0,0,0,0,0,0,0,0,1,600,503,108,58,7,1019,1323,57,45,18,45,274,176,70,79,84,171,63,48,19,67,337,141,120,127,150,251,120,93,37,112,611,317,190,206,234,422,952023.57667900000,4008.22925478000
Residual Sub Area,4,13I,13I,SOUTH,N/A,UNDEVELOPED,2011,Y,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,78725.29003710000,2399.95054771000
Residual Sub Area,4,13H,13H,SOUTH,N/A,UNDEVELOPED,2011,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,202234.43032800000,3405.39101910000
Residential,1,LKV,LAKEVIEW,WEST,BUILT-OUT,1960s/1970s,2011,,5501,2338,310,0,2631,1849,0,0,1688,75,0,334,230,0,11,0,0,0,0,0,0,0,1,312,0,581,21,0,0,0,7,1,9,0,0,4,0,74,57,177,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,225,202,393,5,0,0,1,1657,1589,4341,30,0,0,0,548,890,351,460,26,2695,2806,135,272,207,161,224,362,477,342,262,253,128,289,189,181,228,370,498,342,288,293,263,561,396,342,452,732,975,684,550,546,2221433.59990000000,6830.19231266000
Industrial,2,GPI,GREAT PLAINS,EAST,N/A,EMPLOYMENT,2011,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4347897.66629000000,8593.49375121000
Residual Sub Area,4,10B,10B,EAST,N/A,OTHER,2011,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9662316.24270000000,13122.49333890000
Residual Sub Area,4,09K,09K,EAST,N/A,UNDEVELOPED,2011,Y,0,4,0,0,0,0,0,0,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1925527.04062000000,7665.24914902000
Residual Sub Area,4,03D,03D,NORTH,N/A,UNDEVELOPED,2011,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2506767.20685000000,6853.71410530000
Residential,1,SGH,SAGE HILL,NORTH,DEVELOPING,BUILDING OUT,2011,,1425,735,172,0,972,513,0,0,662,24,48,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,15,30,0,8,0,0,1,0,1,0,0,0,1,24,23,44,0,23,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,505,475,1350,16,119,0,0,78,231,111,118,8,704,721,63,63,22,39,259,143,72,35,6,2,81,78,13,49,266,122,64,33,13,2,144,141,35,88,525,265,136,68,19,4,3815393.12648000000,8964.45995272000
Residential,1,EVN,EVANSTON,NORTH,DEVELOPING,BUILDING OUT,2011,,5889,2065,961,0,3369,1718,0,0,1876,77,0,0,109,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4,2,0,0,2,54,49,155,2,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,101,53,193,2,6,0,12,1740,1616,5537,11,112,1,0,180,590,399,630,97,2981,2908,411,433,125,124,775,688,251,107,56,11,378,435,127,140,833,578,225,121,54,17,789,868,252,264,1608,1266,476,228,110,28,4904642.58324000000,11174.61736090000
Residential,1,HID,HIDDEN VALLEY,NORTH,BUILT-OUT,1980s/1990s,2011,,11657,3868,981,0,6418,3417,0,0,3441,132,0,0,274,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,2,21,0,0,6,0,128,112,277,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,261,214,547,13,0,0,2,3380,3089,10812,58,0,1,0,449,1034,784,1371,146,5840,5817,377,1116,446,309,645,1158,1065,487,172,65,355,1006,414,306,685,1280,1049,465,164,93,732,2122,860,615,1330,2438,2114,952,336,158,4300989.30595000000,10296.61292060000
Residual Sub Area,4,02E,02E,NORTHWEST,N/A,OTHER,2011,,1079,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,1079,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,1001,78,0,10,65,251,350,225,63,37,0,0,0,3,7,20,25,12,11,0,0,0,0,13,72,271,375,237,74,37,0,0,2635302.27430000000,6540.61873137000
Residual Sub Area,4,02A,02A,NORTHWEST,N/A,UNDEVELOPED,2011,,29,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,29,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,16,13,0,0,0,0,5,7,0,4,0,0,0,0,0,0,5,5,3,0,0,0,0,0,0,0,10,12,3,4,0,0,5288146.90876000000,9720.43554242000
Residential,1,HAM,HAMPTONS,NORTHWEST,BUILT-OUT,2000s,2011,,7843,2472,294,0,3945,2353,0,0,2096,160,0,0,215,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,159,158,289,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,213,181,412,2,0,0,3,2074,2014,7142,17,2,0,0,195,728,461,940,122,3882,3961,101,504,390,332,252,405,844,637,271,146,93,479,356,323,276,545,894,583,253,159,194,983,746,655,528,950,1738,1220,524,305,3501740.50396000000,8285.22674929000
Residential,1,SKR,SKYVIEW RANCH,NORTHEAST,DEVELOPING,BUILDING OUT,2011,,1805,802,221,0,1027,529,0,0,665,61,43,0,32,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59,55,139,2,0,0,0,1,0,2,0,0,0,4,6,6,10,0,33,33,0,0,0,0,0,0,0,0,0,0,0,0,32,0,17,489,468,1654,22,137,0,0,47,153,142,175,38,929,876,118,132,56,61,233,185,77,38,21,8,79,127,37,70,281,149,60,42,23,8,197,259,93,131,514,334,137,80,44,16,4634567.19721000000,8957.62789806000
Industrial,2,SRI,SADDLE RIDGE INDUSTRIAL,NORTHEAST,N/A,EMPLOYMENT,2011,,60,31,1,0,16,14,0,0,26,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,14,53,4,0,0,0,7,11,3,5,0,29,31,1,4,0,0,7,10,6,1,0,0,0,9,0,0,10,9,2,1,0,0,1,13,0,0,17,19,8,2,0,0,2538498.67120000000,7852.11540015000
Residual Sub Area,4,03I,03I,NORTHEAST,N/A,UNDEVELOPED,2011,Y,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7919191.81115000000,11404.18866740000
Residual Sub Area,4,03S,03S,NORTHEAST,N/A,UNDEVELOPED,2011,Y,0,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3966235.32795000000,8142.82719980000
Industrial,2,ST3,STONEY 3,NORTHEAST,N/A,EMPLOYMENT,2011,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1316595.20527000000,4863.64294297000
Residential,1,ABB,ABBEYDALE,NORTHEAST,BUILT-OUT,2000s,2011,,5700,2013,494,0,2766,1376,0,0,1420,290,0,0,230,0,72,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,46,2,113,8,0,18,0,273,189,799,16,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,28,0,0,0,0,221,102,662,9,0,0,0,1362,1083,4098,55,2,1,1,230,605,447,519,102,2890,2810,173,385,239,221,372,489,487,296,138,90,211,370,209,228,374,499,445,262,165,47,384,755,448,449,746,988,932,558,303,137,1694898.21415000000,5778.75813269000
Residual Sub Area,4,10A,10A,EAST,N/A,OTHER,2011,,648,319,22,0,364,278,0,0,16,0,0,0,0,303,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,290,266,594,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,12,54,0,0,0,0,87,140,52,24,3,337,311,11,26,15,15,38,36,63,72,40,21,8,23,14,8,36,44,55,69,39,15,19,49,29,23,74,80,118,141,79,36,9946083.15235000000,14251.67477950000
Residential,1,SIL,SILVER SPRINGS,NORTHWEST,BUILT-OUT,1960s/1970s,2011,,8910,3534,508,0,4933,2890,0,0,2550,208,1,240,514,0,20,0,0,1,0,0,0,0,1,213,0,406,26,0,0,0,14,1,25,5,0,1,0,205,133,527,3,0,0,0,0,0,0,0,0,0,0,1,0,3,0,0,0,0,1,0,3,0,0,0,0,499,385,1023,15,0,0,0,2521,2371,6923,29,0,0,1,631,1377,612,763,71,4467,4443,184,513,319,347,517,509,730,743,418,187,228,447,271,309,496,552,784,762,389,205,412,960,590,656,1013,1061,1514,1505,807,392,4978414.22181000000,10061.28688680000
Residential,1,SCE,SCENIC ACRES,NORTHWEST,BUILT-OUT,1980s/1990s,2011,,8710,2920,401,0,4483,2757,0,0,2667,162,0,0,75,0,2,0,0,0,1,13,0,0,0,0,0,0,0,0,0,0,2,0,3,0,0,0,0,159,155,268,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,175,2,0,1,0,74,69,129,1,0,0,2,2627,2533,8135,34,1,3,14,300,955,539,1000,79,4276,4434,140,524,456,403,304,416,881,704,294,154,169,505,388,333,326,510,1012,633,294,264,309,1029,844,736,630,926,1893,1337,588,418,4344000.76766000000,10809.68356140000
Residual Sub Area,4,02B,02B,NORTH,N/A,UNDEVELOPED,2011,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2664756.09740000000,6529.64647221000
Residential,1,DDG,DOUGLASDALE/GLEN,SOUTHEAST,BUILT-OUT,1980s/1990s,2011,,11768,4088,752,0,6588,3771,0,0,3827,144,0,0,114,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,140,138,224,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,81,64,173,14,18,0,0,3767,3569,11368,45,14,1,0,416,1420,772,1236,147,5912,5856,296,848,482,321,578,849,1218,797,394,129,270,917,440,275,585,958,1199,741,351,120,566,1765,922,596,1163,1807,2417,1538,745,249,6449300.74930000000,13047.24383870000
Residential,1,MCK,MCKENZIE LAKE,SOUTHEAST,BUILT-OUT,1980s/1990s,2011,,14062,4650,839,0,8014,4163,0,0,4237,24,0,0,379,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,14,0,0,3,0,23,21,49,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,359,211,867,15,0,4,0,4173,3931,13132,63,0,1,0,446,1303,1007,1664,142,7144,6918,336,1271,723,456,685,1078,1495,794,237,69,294,1137,662,425,677,1210,1499,731,207,76,630,2408,1385,881,1362,2288,2994,1525,444,145,5065064.81539000000,11216.49743100000
Industrial,2,ST1,STONEY 1,NORTH,N/A,EMPLOYMENT,2011,Y,0,5,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6132274.26467000000,14266.67272900000
Residential,1,NGM,NORTH GLENMORE PARK,WEST,BUILT-OUT,1950s,2011,,2388,1013,141,0,1264,746,0,0,805,102,3,46,0,0,54,0,1,2,0,0,0,0,0,46,0,74,0,0,0,0,42,0,59,7,0,5,0,95,43,236,7,0,0,0,0,0,0,0,0,0,0,3,0,10,0,0,0,0,2,1,2,1,0,0,0,0,0,0,0,0,0,1,783,702,2007,20,1,0,3,230,376,151,191,23,1207,1181,66,125,97,95,130,158,212,134,100,90,48,102,84,92,124,162,213,138,112,106,114,227,181,187,254,320,425,272,212,196,1155904.76728000000,4868.37385704000
Residential,1,CFL,CFB - LINCOLN PARK PMQ,WEST,BUILT-OUT,BUILDING OUT,2011,,1984,729,232,0,991,495,0,0,262,72,0,252,141,0,0,0,0,0,2,0,0,0,0,241,130,354,9,0,2,0,0,0,0,0,0,0,0,71,30,202,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,355,0,0,0,1,134,117,302,6,0,0,0,259,218,771,3,0,0,2,211,243,125,113,15,970,1014,101,76,28,34,223,196,84,67,23,138,100,66,25,63,274,193,70,62,25,136,201,142,53,97,497,389,154,129,48,274,374193.93446400000,2887.18008333000
Industrial,2,MNI,MANCHESTER INDUSTRIAL,CENTRE,N/A,EMPLOYMENT,2011,,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4575022.36344000000,11955.76767250000
Industrial,2,CIA,CALGARY INTERNATIONAL AIRPORT,NORTHEAST,N/A,OTHER,2011,Y,0,5,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,3,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20575629.12280000000,23166.44921700000
Residual Sub Area,4,01H,01H,WEST,N/A,UNDEVELOPED,2011,Y,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2900001.20104000000,8445.27618131000
Industrial,2,ESH,EAST SHEPARD INDUSTRIAL,SOUTHEAST,N/A,EMPLOYMENT,2011,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17367775.14560000000,17686.68637380000
Residential,1,COV,COVENTRY HILLS,NORTH,BUILT-OUT,2000s,2011,,15722,5323,1993,0,8902,4633,0,0,5035,185,0,0,76,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,38,2,0,5,0,182,150,455,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,69,45,143,7,0,0,0,4924,4438,15086,96,12,3,0,611,1527,1186,1649,222,7966,7756,799,1311,483,379,1650,1794,925,407,165,53,765,1212,435,380,1772,1718,835,419,168,52,1564,2523,918,759,3422,3512,1760,826,333,105,4137148.61148000000,9492.51505418000
Residual Sub Area,4,14V,14V,SOUTH,N/A,UNDEVELOPED,2011,,58,27,3,0,25,18,0,0,24,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,21,16,54,1,0,1,0,4,10,7,3,0,32,26,3,3,1,2,0,5,10,3,1,4,0,4,1,2,1,4,8,3,0,3,3,7,2,4,1,9,18,6,1,7,11541642.81280000000,15505.04789540000
