"id_local";"id_distrito_local";"desc_distrito_local";"id_barrio_local";"desc_barrio_local";"cod_barrio_local";"id_seccion_censal_local";"desc_seccion_censal_local";"coordenada_x_local";"coordenada_y_local";"id_tipo_acceso_local";"desc_tipo_acceso_local";"id_situacion_local";"desc_situacion_local";"id_vial_edificio";"clase_vial_edificio";"desc_vial_edificio";"id_ndp_edificio";"id_clase_ndp_edificio";"nom_edificio";"num_edificio";"cal_edificio";"secuencial_local_PC";"id_vial_acceso";"clase_vial_acceso";"desc_vial_acceso";"id_ndp_acceso";"id_clase_ndp_acceso";"nom_acceso";"num_acceso";"cal_acceso";"coordenada_x_agrupacion";"coordenada_y_agrup";"id_agrupacion";"nombre_agrupacion";"id_tipo_agrup";"desc_tipo_agrup";"id_planta_agrupado";"id_local_agrupado";"rotulo"
"10001291";"1";"CENTRO              ";"104";"JUSTICIA            ";"";"";"79";"441099,34";"4475182,4";"";"Puerta Calle";"1";"Abierto";"";"CALLE                   ";"BARQUILLO                                         ";"11004725";"1";"NUM";"33";"  ";"10";"";"CALLE                   ";"BARQUILLO                                         ";"11004725";"1";"NUM";"33";"  ";"";"";"";"";"";"";"";"";"MADRID HIFI"
"10001336";"1";"CENTRO              ";"104";"JUSTICIA            ";"";"";"74";"440996,33";"4474939,12";"";"Puerta Calle";"1";"Abierto";"";"CALLE                   ";"COLMENARES                                        ";"11004292";"1";"NUM";"13";"  ";"20";"";"CALLE                   ";"COLMENARES                                        ";"11004292";"1";"NUM";"13";"  ";"";"";"";"";"";"";"";"";"DIVINA LA COCINA"
"10001358";"1";"CENTRO              ";"103";"CORTES              ";"";"";"67";"440719,56";"4474031,53";"";"Puerta Calle";"1";"Abierto";"";"CALLE                   ";"ATOCHA                                            ";"11003627";"1";"NUM";"55";"  ";"10";"";"CALLE                   ";"ATOCHA                                            ";"11003627";"1";"NUM";"55";"  ";"";"";"";"";"";"";"";"";"BANCO SANTANDER"
"10001366";"1";"CENTRO              ";"106";"SOL                 ";"";"";"118";"440631,65";"4474804,29";"";"Puerta Calle";"1";"Abierto";"";"CALLE                   ";"MONTERA                                           ";"11007363";"1";"NUM";"48";"  ";"40";"";"CALLE                   ";"GRAN VIA                                          ";"20006604";"1";"NUM";"21";"  ";"";"";"";"";"";"";"";"";"HOTELES SENATOR"
"10001382";"1";"CENTRO              ";"106";"SOL                 ";"";"";"117";"440154,33";"4474668,13";"";"Puerta Calle";"1";"Abierto";"";"PLAZA                   ";"SAN MARTIN                                        ";"11007281";"1";"NUM";"5";"  ";"10";"";"PLAZA                   ";"SAN MARTIN                                        ";"11007281";"1";"NUM";"5";"  ";"";"";"";"";"";"";"";"";"HOTEL INTUR PALACIO DE SAN MARTIN                 "
"10001429";"1";"CENTRO              ";"103";"CORTES              ";"";"";"69";"440679,21";"4474265,11";"";"Puerta Calle";"1";"Abierto";"";"PLAZA                   ";"SANTA ANA                                         ";"11003871";"1";"NUM";"5";"  ";"10";"";"PLAZA                   ";"SANTA ANA                                         ";"11003871";"1";"NUM";"5";"  ";"";"";"";"";"";"";"";"";"O'CACHO DO JOSE"
"10001447";"1";"CENTRO              ";"106";"SOL                 ";"";"";"124";"440395,4";"4474600,55";"";"Puerta Calle";"1";"Abierto";"";"CALLE                   ";"CARMEN                                            ";"11007839";"1";"NUM";"8";"  ";"10";"";"CALLE                   ";"CARMEN                                            ";"11007839";"1";"NUM";"8";"  ";"";"";"";"";"";"";"";"";"O2"
"10001496";"1";"CENTRO              ";"102";"EMBAJADORES         ";"";"";"58";"441103,31";"4473745,58";"";"Puerta Calle";"1";"Abierto";"";"CALLE                   ";"ATOCHA                                            ";"11003108";"1";"NUM";"102";"  ";"10";"";"CALLE                   ";"ATOCHA                                            ";"11003108";"1";"NUM";"102";"  ";"";"";"";"";"";"";"";"";"TIENDA DE ROPA, CALZADO BOLSOS"
"10001504";"1";"CENTRO              ";"104";"JUSTICIA            ";"";"";"87";"440976,56";"4475678,97";"";"Puerta Calle";"1";"Abierto";"";"CALLE                   ";"SAGASTA                                           ";"11005142";"1";"NUM";"30";"  ";"30";"";"CALLE                   ";"SAGASTA                                           ";"11005142";"1";"NUM";"30";"  ";"";"";"";"";"";"";"";"";"RESTAURANTE"
"10001507";"1";"CENTRO              ";"106";"SOL                 ";"";"";"120";"440251,37";"4474393,95";"";"Puerta Calle";"1";"Abierto";"";"CALLE                   ";"POSTAS                                            ";"11007550";"1";"NUM";"8";"  ";"10";"";"CALLE                   ";"POSTAS                                            ";"11007550";"1";"NUM";"8";"  ";"";"";"";"";"";"";"";"";"MUSEO DEL JAMON"
"10001531";"1";"CENTRO              ";"101";"PALACIO             ";"";"";"13";"439844,5";"4473773,93";"";"Puerta Calle";"1";"Abierto";"";"CALLE                   ";"HUMILLADERO                                       ";"11000771";"1";"NUM";"3";"  ";"10";"";"CALLE                   ";"HUMILLADERO                                       ";"11000771";"1";"NUM";"3";"  ";"";"";"";"";"";"";"";"";"LA NIETA CARMELA"
"10001539";"1";"CENTRO              ";"106";"SOL                 ";"";"";"120";"440297,23";"4474406,64";"";"Puerta Calle";"1";"Abierto";"";"CALLE                   ";"ESPARTEROS                                        ";"11007571";"1";"NUM";"1";"  ";"20";"";"CALLE                   ";"ESPARTEROS                                        ";"11007571";"1";"NUM";"1";"  ";"";"";"";"";"";"";"";"";"DE MONTADITOS"
"10001542";"1";"CENTRO              ";"103";"CORTES              ";"";"";"67";"440842,92";"4473994,06";"";"Puerta Calle";"1";"Abierto";"";"CALLE                   ";"AMOR DE DIOS                                      ";"11003622";"1";"NUM";"12";"  ";"20";"";"CALLE                   ";"AMOR DE DIOS                                      ";"11003622";"1";"NUM";"12";"  ";"";"";"";"";"";"";"";"";"LA SANABRESA                                      "
"10001547";"1";"CENTRO              ";"103";"CORTES              ";"";"";"72";"440813,79";"4474300,71";"";"Puerta Calle";"1";"Abierto";"";"CALLE                   ";"VENTURA DE LA VEGA                                ";"11003948";"1";"NUM";"13";"  ";"10";"";"CALLE                   ";"VENTURA DE LA VEGA                                ";"11003948";"1";"NUM";"13";"  ";"";"";"";"";"";"";"";"";"MARINA VENTURA"
"10001564";"1";"CENTRO              ";"103";"CORTES              ";"";"";"68";"440821,39";"4474179,01";"";"Puerta Calle";"1";"Abierto";"";"CALLE                   ";"LEON                                              ";"11003742";"1";"NUM";"8";"  ";"10";"";"CALLE                   ";"LEON                                              ";"11003742";"1";"NUM";"8";"  ";"";"";"";"";"";"";"";"";"PIZZERIA CERVANTES"
"10001567";"1";"CENTRO              ";"105";"UNIVERSIDAD         ";"";"";"94";"440521,82";"4475240,99";"";"Puerta Calle";"1";"Abierto";"";"CALLE                   ";"CORREDERA BAJA DE SAN PABLO                       ";"11005552";"1";"NUM";"53";"  ";"30";"";"CALLE                   ";"CORREDERA BAJA DE SAN PABLO                       ";"11005552";"1";"NUM";"53";"  ";"";"";"";"";"";"";"";"";"ALIMENTACION"
"10001569";"1";"CENTRO              ";"101";"PALACIO             ";"";"";"21";"439784,27";"4473522,02";"";"Puerta Calle";"1";"Abierto";"";"CALLE                   ";"TOLEDO                                            ";"11001248";"1";"NUM";"96";"  ";"10";"";"CALLE                   ";"TOLEDO                                            ";"11001248";"1";"NUM";"96";"  ";"";"";"";"";"";"";"";"";"RESIDENCIA NOGALES LA PALOMA"
"10001570";"1";"CENTRO              ";"101";"PALACIO             ";"";"";"4";"439886,9";"4474758,84";"";"Puerta Calle";"1";"Abierto";"";"CUESTA                  ";"SANTO DOMINGO                                     ";"11000307";"1";"NUM";"5";"  ";"10";"";"CUESTA                  ";"SANTO DOMINGO                                     ";"11000307";"1";"NUM";"5";"  ";"";"";"";"";"";"";"";"";"BONO  PARKING                          "
"10001574";"1";"CENTRO              ";"104";"JUSTICIA            ";"";"";"76";"440783,3";"4475105,04";"";"Puerta Calle";"1";"Abierto";"";"CALLE                   ";"HORTALEZA                                         ";"11004515";"1";"NUM";"58";"  ";"10";"";"CALLE                   ";"HORTALEZA                                         ";"11004515";"1";"NUM";"58";"  ";"";"";"";"";"";"";"";"";"ELISA UÑAS"
"10001585";"1";"CENTRO              ";"102";"EMBAJADORES         ";"";"";"56";"440757";"4473293,27";"";"Puerta Calle";"1";"Abierto";"";"CALLE                   ";"VALENCIA                                          ";"11003062";"1";"NUM";"23";"  ";"30";"";"CALLE                   ";"VALENCIA                                          ";"11003062";"1";"NUM";"23";"  ";"";"";"";"";"";"";"";"";"TIBERAUTO"
"10001586";"1";"CENTRO              ";"104";"JUSTICIA            ";"";"";"87";"441101,2";"4475555,28";"";"Puerta Calle";"1";"Abierto";"";"CALLE                   ";"ORELLANA                                          ";"11005155";"1";"NUM";"4";"  ";"10";"";"CALLE                   ";"ORELLANA                                          ";"11005155";"1";"NUM";"4";"  ";"";"";"";"";"";"";"";"";"CACAO SAMPAKA"
"10001615";"1";"CENTRO              ";"105";"UNIVERSIDAD         ";"";"";"112";"0";"0";"";"Agrupado";"1";"Abierto";"";"PLAZA                   ";"MOSTENSES                                         ";"11006826";"1";"NUM";"1";"  ";"0";"";"PLAZA                   ";"MOSTENSES                                         ";"11006826";"1";"NUM";"1";"  ";"439962,13";"4475204";"99000061";"MERCADO MUNICIPAL LOS MOSTENSES";"12";"Mercado Municipal";"SS";"70";"J-M VIVANCO / LOCAL 70 AL 75"
"10001330";"1";"CENTRO              ";"104";"JUSTICIA            ";"";"";"79";"440942,63";"4475271,19";"";"Puerta Calle";"1";"Abierto";"";"CALLE                   ";"PELAYO                                            ";"11004811";"1";"NUM";"60";"  ";"20";"";"CALLE                   ";"PELAYO                                            ";"11004811";"1";"NUM";"60";"  ";"";"";"";"";"";"";"";"";"LA IMPORTADORA"
"10001335";"1";"CENTRO              ";"105";"UNIVERSIDAD         ";"";"";"110";"439916,74";"4475356,35";"";"Puerta Calle";"1";"Abierto";"";"CALLE                   ";"SAN BERNARDINO                                    ";"20103384";"1";"NUM";"4";"  ";"30";"";"CALLE                   ";"SAN BERNARDINO                                    ";"20103384";"1";"NUM";"4";"  ";"";"";"";"";"";"";"";"";"SUMA SUPERMERCADO"
"10001407";"1";"CENTRO              ";"103";"CORTES              ";"";"";"69";"440682,94";"4474400,31";"";"Puerta Calle";"1";"Abierto";"";"CALLE                   ";"PRINCIPE                                          ";"11003881";"1";"NUM";"4";"  ";"10";"";"CALLE                   ";"PRINCIPE                                          ";"11003881";"1";"NUM";"4";"  ";"";"";"";"";"";"";"";"";"GRIGNOLINO"
"10001409";"1";"CENTRO              ";"103";"CORTES              ";"";"";"65";"440828,25";"4474168,41";"";"Puerta Calle";"1";"Abierto";"";"CALLE                   ";"LEON                                              ";"11003531";"1";"NUM";"9";"  ";"10";"";"CALLE                   ";"LEON                                              ";"11003531";"1";"NUM";"9";"  ";"";"";"";"";"";"";"";"";"BAR  LA PIOLA"
"10001414";"1";"CENTRO              ";"105";"UNIVERSIDAD         ";"";"";"105";"439950,02";"4475705,52";"";"Puerta Calle";"1";"Abierto";"";"CALLE                   ";"AMANIEL                                           ";"11006443";"1";"NUM";"34";"  ";"10";"";"CALLE                   ";"MONTSERRAT                                        ";"20147569";"1";"NUM";"30";"  ";"";"";"";"";"";"";"";"";"FRATER MADRID"
"10001419";"1";"CENTRO              ";"105";"UNIVERSIDAD         ";"";"";"112";"0";"0";"";"Agrupado";"1";"Abierto";"";"PLAZA                   ";"MOSTENSES                                         ";"11006826";"1";"NUM";"1";"  ";"0";"";"PLAZA                   ";"MOSTENSES                                         ";"11006826";"1";"NUM";"1";"  ";"439962,13";"4475204";"99000061";"MERCADO MUNICIPAL LOS MOSTENSES";"12";"Mercado Municipal";"SS";"4B";"CASA EMILIANO / LOCAL 4B AL 6B"
"10001421";"1";"CENTRO              ";"105";"UNIVERSIDAD         ";"";"";"112";"439996,73";"4475066,55";"";"Puerta Calle";"1";"Abierto";"";"CALLE                   ";"GRAN VIA                                          ";"11006806";"1";"NUM";"64";"  ";"20";"";"CALLE                   ";"GRAN VIA                                          ";"11006806";"1";"NUM";"64";"  ";"";"";"";"";"";"";"";"";"TXAPELA"
"10001487";"1";"CENTRO              ";"106";"SOL                 ";"";"";"120";"440240,47";"4474362,69";"";"Puerta Calle";"1";"Abierto";"";"CALLE                   ";"SAN CRISTOBAL                                     ";"11007586";"1";"NUM";"11";"  ";"10";"";"CALLE                   ";"SAN CRISTOBAL                                     ";"11007586";"1";"NUM";"11";"  ";"";"";"";"";"";"";"";"";"EL RINCONCITO GIFTS RECUERDOS ARTESANIA"
"10001494";"1";"CENTRO              ";"106";"SOL                 ";"";"";"124";"440176,7";"4474523,58";"";"Puerta Calle";"1";"Abierto";"";"CALLE                   ";"ARENAL                                            ";"11007830";"1";"NUM";"16";"  ";"10";"";"CALLE                   ";"ARENAL                                            ";"11007830";"1";"NUM";"16";"  ";"";"";"";"";"";"";"";"";"PETIT PALACE ARENAL"
"10001502";"1";"CENTRO              ";"106";"SOL                 ";"";"";"124";"440283,85";"4474489,25";"";"Puerta Calle";"1";"Abierto";"";"CALLE                   ";"ARENAL                                            ";"11007825";"1";"NUM";"4";"  ";"10";"";"CALLE                   ";"ARENAL                                            ";"11007825";"1";"NUM";"4";"  ";"";"";"";"";"";"";"";"";"HOTEL PETIT PALACE PUERTA DEL SOL                 "
"10001510";"1";"CENTRO              ";"103";"CORTES              ";"";"";"66";"440926,73";"4473896,64";"";"Puerta Calle";"1";"Abierto";"";"CALLE                   ";"ATOCHA                                            ";"11003219";"1";"NUM";"83";"  ";"10";"";"CALLE                   ";"ATOCHA                                            ";"11003219";"1";"NUM";"83";"  ";"";"";"";"";"";"";"";"";"TRYP MADRID ATOCHA"
"10001520";"1";"CENTRO              ";"106";"SOL                 ";"";"";"119";"440444,27";"4474514,29";"";"Puerta Calle";"1";"Abierto";"";"PLAZA                   ";"PUERTA DEL SOL                                    ";"11007518";"1";"NUM";"12";"  ";"30";"";"PLAZA                   ";"PUERTA DEL SOL                                    ";"11007518";"1";"NUM";"12";"  ";"";"";"";"";"";"";"";"";"MOZZICO"
"10001523";"1";"CENTRO              ";"105";"UNIVERSIDAD         ";"";"";"106";"440013,91";"4475784,76";"";"Puerta Calle";"1";"Abierto";"";"CALLE                   ";"SANTA CRUZ DE MARCENADO                           ";"11006473";"1";"NUM";"11";"  ";"10";"";"CALLE                   ";"SANTA CRUZ DE MARCENADO                           ";"11006473";"1";"NUM";"11";"  ";"";"";"";"";"";"";"";"";"DIA"
"10001550";"1";"CENTRO              ";"103";"CORTES              ";"";"";"72";"440761,56";"4474251,09";"";"Puerta Calle";"1";"Abierto";"";"CALLE                   ";"ECHEGARAY                                         ";"11003895";"1";"NUM";"21";"  ";"10";"";"CALLE                   ";"ECHEGARAY                                         ";"11003895";"1";"NUM";"21";"  ";"";"";"";"";"";"";"";"";"SALMON GURU"
"10001566";"1";"CENTRO              ";"102";"EMBAJADORES         ";"";"";"23";"439881,12";"4473631,99";"";"Puerta Calle";"1";"Abierto";"";"CALLE                   ";"TOLEDO                                            ";"11001362";"1";"NUM";"101";"  ";"10";"";"CALLE                   ";"TOLEDO                                            ";"11001362";"1";"NUM";"101";"  ";"";"";"";"";"";"";"";"";"LOCUTORIO SPEED LINE"
"10001573";"1";"CENTRO              ";"104";"JUSTICIA            ";"";"";"76";"440710,08";"4474975,59";"";"Puerta Calle";"1";"Abierto";"";"CALLE                   ";"HORTALEZA                                         ";"11004549";"1";"NUM";"26";"  ";"30";"";"CALLE                   ";"HORTALEZA                                         ";"11004549";"1";"NUM";"26";"  ";"";"";"";"";"";"";"";"";"HAVE A NICE DAY. H.A.N.D"
"10001582";"1";"CENTRO              ";"105";"UNIVERSIDAD         ";"";"";"116";"440610,64";"4474930,31";"";"Puerta Calle";"1";"Abierto";"";"CALLE                   ";"FUENCARRAL                                        ";"11007168";"1";"NUM";"15";"  ";"10";"";"CALLE                   ";"FUENCARRAL                                        ";"11007168";"1";"NUM";"15";"  ";"";"";"";"";"";"";"";"";"BLANCO"
"10001597";"1";"CENTRO              ";"104";"JUSTICIA            ";"";"";"89";"440582,6";"4475679,65";"";"Puerta Calle";"1";"Abierto";"";"CALLE                   ";"FUENCARRAL                                        ";"11005298";"1";"NUM";"96";"  ";"10";"";"CALLE                   ";"FUENCARRAL                                        ";"11005298";"1";"NUM";"96";"  ";"";"";"";"";"";"";"";"";"100 MONTADITOS"
"10001612";"1";"CENTRO              ";"102";"EMBAJADORES         ";"";"";"58";"441312,78";"4473579,66";"";"Puerta Calle";"1";"Abierto";"";"CALLE                   ";"DOCTOR DRUMEN                                     ";"11003118";"1";"NUM";"3";"  ";"20";"";"CALLE                   ";"DOCTOR DRUMEN                                     ";"11003118";"1";"NUM";"3";"  ";"";"";"";"";"";"";"";"";"COPAS ROTAS"
"10001617";"1";"CENTRO              ";"103";"CORTES              ";"";"";"69";"440685,68";"4474369,18";"";"Puerta Calle";"1";"Abierto";"";"CALLE                   ";"PRINCIPE                                          ";"11003835";"1";"NUM";"10";"  ";"10";"";"CALLE                   ";"PRINCIPE                                          ";"11003835";"1";"NUM";"10";"  ";"";"";"";"";"";"";"";"";"LA FINCA DE SUSANA"
"10001626";"1";"CENTRO              ";"104";"JUSTICIA            ";"";"";"88";"0";"0";"";"Agrupado";"1";"Abierto";"";"CALLE                   ";"BARCELO                                           ";"11005232";"1";"NUM";"6";"  ";"0";"";"CALLE                   ";"BARCELO                                           ";"11005232";"1";"NUM";"6";"  ";"440802,27";"4475577,66";"99000056";"MERCADO MUNICIPAL DE  BARCELO";"12";"Mercado Municipal";"0";"127";"PESCADERIA JAVIER"
"10001627";"1";"CENTRO              ";"105";"UNIVERSIDAD         ";"";"";"112";"0";"0";"";"Agrupado";"1";"Abierto";"";"PLAZA                   ";"MOSTENSES                                         ";"11006826";"1";"NUM";"1";"  ";"0";"";"PLAZA                   ";"MOSTENSES                                         ";"11006826";"1";"NUM";"1";"  ";"439962,13";"4475204";"99000061";"MERCADO MUNICIPAL LOS MOSTENSES";"12";"Mercado Municipal";"SS";"52";"AVES HUEVOS CAZA / LOCAL 52-53"
"10001656";"1";"CENTRO              ";"106";"SOL                 ";"";"";"123";"440024,29";"4474395,61";"";"Puerta Calle";"1";"Abierto";"";"CALLE                   ";"SAN FELIPE NERI                                   ";"11007810";"1";"NUM";"1";"  ";"30";"";"CALLE                   ";"MAYOR                                             ";"20007094";"1";"NUM";"36";"  ";"";"";"";"";"";"";"";"";"ALONZO"
"10001661";"1";"CENTRO              ";"103";"CORTES              ";"";"";"63";"441272,31";"4473954,47";"";"Puerta Calle";"1";"Abierto";"";"PASEO                   ";"PRADO                                             ";"11003429";"1";"NUM";"24";"  ";"10";"";"PASEO                   ";"PRADO                                             ";"11003429";"1";"NUM";"24";"  ";"";"";"";"";"";"";"";"";"MARCO ALDANY"
"10001663";"1";"CENTRO              ";"102";"EMBAJADORES         ";"";"";"38";"440497,47";"4473439,13";"";"Puerta Calle";"1";"Abierto";"";"CALLE                   ";"MESON DE PAREDES                                  ";"11002234";"1";"NUM";"67";"  ";"10";"";"CALLE                   ";"MESON DE PAREDES                                  ";"11002234";"1";"NUM";"67";"  ";"";"";"";"";"";"";"";"";"AL YAOUHARA                                       "
"10001672";"1";"CENTRO              ";"106";"SOL                 ";"";"";"124";"440191,69";"4474516,71";"";"Puerta Calle";"1";"Abierto";"";"PLAZA                   ";"CELENQUE                                          ";"11007853";"1";"NUM";"1";"  ";"40";"";"CALLE                   ";"ARENAL                                            ";"20007108";"1";"NUM";"14";"  ";"";"";"";"";"";"";"";"";"APLAUSO"
"10002327";"1";"CENTRO              ";"104";"JUSTICIA            ";"";"";"81";"440901,86";"4475070,48";"";"Puerta Calle";"1";"Abierto";"";"CALLE                   ";"AUGUSTO FIGUEROA                                  ";"11004716";"1";"NUM";"33";"  ";"20";"";"CALLE                   ";"AUGUSTO FIGUEROA                                  ";"11004716";"1";"NUM";"33";"  ";"";"";"";"";"";"";"";"";"STILETTO"
"10002370";"1";"CENTRO              ";"104";"JUSTICIA            ";"";"";"84";"441025,57";"4475318,34";"";"Puerta Calle";"1";"Abierto";"";"CALLE                   ";"REGUEROS                                          ";"11005035";"1";"NUM";"6";"  ";"10";"";"CALLE                   ";"REGUEROS                                          ";"11005035";"1";"NUM";"6";"  ";"";"";"";"";"";"";"";"";"LA CANTINA DE PULCINELLA"
"10002442";"1";"CENTRO              ";"104";"JUSTICIA            ";"";"";"76";"440731,7";"4474912,67";"";"Puerta Calle";"1";"Abierto";"";"PLAZA                   ";"PEDRO ZEROLO                                      ";"11004541";"1";"NUM";"1";"  ";"10";"";"PLAZA                   ";"PEDRO ZEROLO                                      ";"11004541";"1";"NUM";"1";"  ";"";"";"";"";"";"";"";"";"ESPACIO ECO"
"10002447";"1";"CENTRO              ";"105";"UNIVERSIDAD         ";"";"";"95";"440644,99";"4475233,07";"";"Puerta Calle";"1";"Abierto";"";"CALLE                   ";"COLON                                             ";"11005628";"1";"NUM";"3";"  ";"20";"";"CALLE                   ";"COLON                                             ";"11005628";"1";"NUM";"3";"  ";"";"";"";"";"";"";"";"";"--"
"10002456";"1";"CENTRO              ";"106";"SOL                 ";"";"";"119";"0";"0";"";"Puerta Calle";"9";"Baja Reunificacion";"";"CALLE                   ";"BARCELONA                                         ";"11007453";"1";"NUM";"10";"  ";"20";"";"CALLE                   ";"BARCELONA                                         ";"11007453";"1";"NUM";"10";"  ";"";"";"";"";"";"";"";"";"PELUQUERIA VANESA"
"10002464";"1";"CENTRO              ";"102";"EMBAJADORES         ";"";"";"46";"440823,19";"4473808,01";"";"Puerta Calle";"1";"Abierto";"";"CALLE                   ";"TRES PECES                                        ";"11002648";"1";"NUM";"34";"  ";"10";"";"CALLE                   ";"TRES PECES                                        ";"11002648";"1";"NUM";"34";"  ";"";"";"";"";"";"";"";"";"PELUQUERIA FRAN RICO"
"10002473";"1";"CENTRO              ";"101";"PALACIO             ";"";"";"9";"439868,11";"4474104,15";"";"Puerta Calle";"1";"Abierto";"";"CALLE                   ";"SEGOVIA                                           ";"11000643";"1";"NUM";"7";"  ";"10";"";"CALLE                   ";"SEGOVIA                                           ";"11000643";"1";"NUM";"7";"  ";"";"";"";"";"";"";"";"";"TECNOCASA"
"10002495";"1";"CENTRO              ";"105";"UNIVERSIDAD         ";"";"";"93";"440400,24";"4475628,3";"";"Puerta Calle";"1";"Abierto";"";"PLAZA                   ";"DOS DE MAYO                                       ";"11005468";"1";"NUM";"7";"  ";"10";"";"PLAZA                   ";"DOS DE MAYO                                       ";"11005468";"1";"NUM";"7";"  ";"";"";"";"";"";"";"";"";"PANADERIA PASTELERIA"
"10002499";"1";"CENTRO              ";"105";"UNIVERSIDAD         ";"";"";"113";"440171,91";"4475228,65";"";"Puerta Calle";"1";"Abierto";"";"CALLE                   ";"ANDRES BORREGO                                    ";"11006885";"1";"NUM";"17";"  ";"20";"";"CALLE                   ";"ANDRES BORREGO                                    ";"11006885";"1";"NUM";"17";"  ";"";"";"";"";"";"";"";"";"PELUQUERIA D TRES ESTILISTAS"
"10002538";"1";"CENTRO              ";"102";"EMBAJADORES         ";"";"";"54";"440757,39";"4473522,96";"";"Puerta Calle";"1";"Abierto";"";"CALLE                   ";"ARGUMOSA                                          ";"11003007";"1";"NUM";"9";"  ";"10";"";"CALLE                   ";"ARGUMOSA                                          ";"11003007";"1";"NUM";"9";"  ";"";"";"";"";"";"";"";"";"EL ECON0MICO"
"10002540";"1";"CENTRO              ";"105";"UNIVERSIDAD         ";"";"";"108";"439786,21";"4475524,38";"";"Puerta Calle";"1";"Abierto";"";"TRAVESIA                ";"CONDE DUQUE                                       ";"11006544";"1";"NUM";"15";"  ";"20";"";"TRAVESIA                ";"CONDE DUQUE                                       ";"11006544";"1";"NUM";"15";"  ";"";"";"";"";"";"";"";"";"CARE & QUALITY PELUQUEROS"
"10002544";"1";"CENTRO              ";"102";"EMBAJADORES         ";"";"";"29";"440118,52";"4473811,43";"";"Puerta Calle";"1";"Abierto";"";"PLAZA                   ";"CASCORRO                                          ";"11001753";"1";"NUM";"3";"  ";"30";"";"PLAZA                   ";"CASCORRO                                          ";"11001753";"1";"NUM";"3";"  ";"";"";"";"";"";"";"";"";"BAR-RESTAURANTE"
"10002612";"1";"CENTRO              ";"102";"EMBAJADORES         ";"";"";"23";"439899,11";"4473670,44";"";"Puerta Calle";"1";"Abierto";"";"CALLE                   ";"TOLEDO                                            ";"11001347";"1";"NUM";"97";"  ";"10";"";"CALLE                   ";"TOLEDO                                            ";"11001347";"1";"NUM";"97";"  ";"";"";"";"";"";"";"";"";"SPEJO S"
"10002642";"1";"CENTRO              ";"101";"PALACIO             ";"";"";"13";"439873,18";"4473661,19";"";"Puerta Calle";"1";"Abierto";"";"CALLE                   ";"TOLEDO                                            ";"11000817";"1";"NUM";"70";"  ";"10";"";"CALLE                   ";"TOLEDO                                            ";"11000817";"1";"NUM";"70";"  ";"";"";"";"";"";"";"";"";"IL SICILIANO"
"10002644";"1";"CENTRO              ";"102";"EMBAJADORES         ";"";"";"25";"440083,03";"4473881,23";"";"Puerta Calle";"1";"Abierto";"";"CALLE                   ";"SAN MILLAN                                        ";"11001467";"1";"NUM";"2";"  ";"30";"";"CALLE                   ";"SAN MILLAN                                        ";"11001467";"1";"NUM";"2";"  ";"";"";"";"";"";"";"";"";"EL PEÑUCO                         "
"10002647";"1";"CENTRO              ";"105";"UNIVERSIDAD         ";"";"";"115";"440219,54";"447498,99";"";"Puerta Calle";"1";"Abierto";"";"CALLE                   ";"SILVA                                             ";"11007106";"1";"NUM";"20";"  ";"10";"";"CALLE                   ";"SILVA                                             ";"11007106";"1";"NUM";"20";"  ";"";"";"";"";"";"";"";"";"RESTAURANTE"
"10002661";"1";"CENTRO              ";"104";"JUSTICIA            ";"";"";"84";"441141,09";"4475352,46";"";"Puerta Calle";"1";"Abierto";"";"CALLE                   ";"ARGENSOLA                                         ";"11005089";"1";"NUM";"4";"  ";"30";"";"CALLE                   ";"ARGENSOLA                                         ";"11005089";"1";"NUM";"4";"  ";"";"";"";"";"";"";"";"";"KOMONO"
"10002666";"1";"CENTRO              ";"104";"JUSTICIA            ";"";"";"73";"441281,35";"4475081,99";"";"Puerta Calle";"1";"Abierto";"";"CALLE                   ";"ALMIRANTE                                         ";"11004187";"1";"NUM";"20";"  ";"30";"";"CALLE                   ";"ALMIRANTE                                         ";"11004187";"1";"NUM";"20";"  ";"";"";"";"";"";"";"";"";"WHERE"
"10002698";"1";"CENTRO              ";"102";"EMBAJADORES         ";"";"";"48";"440512,39";"4473733,22";"";"Puerta Calle";"1";"Abierto";"";"CALLE                   ";"LAVAPIES                                          ";"11002739";"1";"NUM";"29";"  ";"10";"";"CALLE                   ";"LAVAPIES                                          ";"11002739";"1";"NUM";"29";"  ";"";"";"";"";"";"";"";"";"FRUTAS Y VERDURAS"
"10002711";"1";"CENTRO              ";"101";"PALACIO             ";"";"";"15";"439575,26";"4473745,55";"";"Puerta Calle";"1";"Abierto";"";"CALLE                   ";"CALATRAVA                                         ";"11000988";"1";"NUM";"40";"  ";"10";"";"CALLE                   ";"CALATRAVA                                         ";"11000988";"1";"NUM";"40";"  ";"";"";"";"";"";"";"";"";"COMERCIO ALIMENTACION"
"10002751";"1";"CENTRO              ";"104";"JUSTICIA            ";"";"";"73";"441186,39";"4475235,17";"";"Puerta Calle";"1";"Abierto";"";"PLAZA                   ";"SALESAS                                           ";"11005055";"1";"NUM";"8";"  ";"20";"";"PLAZA                   ";"SALESAS                                           ";"11005055";"1";"NUM";"8";"  ";"";"";"";"";"";"";"";"";"COSMEN & KEILLESS"
