SECNAME,ROADCLASS,Shape_Leng,YEAR_VOL,VOLUME
5AVS5,Arterial Street,170.4934615,2015,14000
5AVS6,Arterial Street,154.3800944,2015,13000
5AVS7,Arterial Street,93.40536302,2015,21000
5AVS8,Arterial Street,167.2177234,2015,21000
5AVS9,Arterial Street,173.0340487,2015,22000
5STSW1,Collector,786.7170164,2015,11000
5STW1,Collector,107.0805339,2015,3000
5STW10,Neighbourhood Blvd,227.0178012,2015,8000
5STW11,Neighbourhood Blvd,334.916801,2015,10000
5STW12,Parkway,609.003003,2015,10000
5STW2,Neighbourhood Blvd,104.7123851,2015,9000
5STW3,Neighbourhood Blvd,105.0545658,2015,11000
5STW4,Neighbourhood Blvd,213.1635924,2015,10000
5STW5,Neighbourhood Blvd,104.8739232,2015,11000
5STW6,Neighbourhood Blvd,142.5262837,2015,13000
5STW7,Neighbourhood Blvd,103.9402513,2015,13000
5STW8,Neighbourhood Blvd,107.2876703,2015,13000
5STW9,Neighbourhood Blvd,209.8497821,2015,10000
60STNE1,Arterial Street,666.3102109,2015,6000
61AVSE1,Industrial Arterial,349.0652846,2015,11000
61AVSE1A,Industrial Arterial,503.7027494,2015,2000
61AVSE2,Industrial Arterial,229.2751094,2015,18000
61AVSE6,Industrial Arterial,1559.508566,2015,13000
61AVSW1,Collector,533.0330183,2015,13000
64AVNE1,Arterial Street,1030.129497,2015,15000
64AVNE10,Arterial Street,393.0168756,2015,13000
64AVNE11,Arterial Street,400.3937543,2015,11000
64AVNE2,Arterial Street,631.0339541,2015,15000
64AVNE3,Arterial Street,387.7250119,2015,26000
64AVNE4,Arterial Street,724.2107915,2015,33000
64AVNE5,Industrial Arterial,364.2192593,2015,33000
64AVNE5A,Industrial Arterial,334.2728392,2015,18000
64AVNE6,Arterial Street,646.2180328,2015,32000
64AVNE6AA,Arterial Street,572.4937971,2015,11000
64AVNE7,Arterial Street,653.1148647,2015,20000
64AVNE8,Arterial Street,631.9820951,2015,17000
64AVNE9,Arterial Street,427.4826711,2015,18000
68STNE1,Arterial Street,287.8127572,2015,17000
68STNE10,Arterial Street,863.4047722,2015,18000
68STNE2,Arterial Street,724.0521872,2015,21000
68STNE2A,Arterial Street,598.1547653,2015,28000
68STNE3,Arterial Street,1068.106298,2015,20000
68STNE4,Arterial Street,559.1392165,2015,20000
68STNE5,Arterial Street,979.5588985,2015,22000
68STNE6,Arterial Street,650.0675716,2015,31000
68STNE7,Arterial Street,799.0368228,2015,21000
68STNE8,Arterial Street,770.0378531,2015,18000
68STNE9,Arterial Street,789.5775571,2015,21000
68STSE13,Industrial Arterial,1095.8817,2015,300
68STSE14,Industrial Arterial,682.7466778,2015,4000
68STSE15,Industrial Arterial,1232.4292,2015,2000
69STSW0,Arterial Street,335.6057067,2015,17000
69STSW1,Arterial Street,796.511421,2015,25000
69STSW4,Arterial Street,815.6482457,2015,19000
69STSW5,Arterial Street,706.7299143,2015,14000
69STSW6,Arterial Street,447.162833,2015,14000
6AVNW1,Collector,218.1009158,2015,9000
6AVNW3,Collector,625.0937295,2015,8000
6AVS1,Arterial Street,174.876118,2015,23000
6AVS10,Arterial Street,174.2776687,2015,17000
6AVS11,Arterial Street,174.2952587,2015,15000
6AVS12,Arterial Street,170.7469739,2015,13000
6AVS13,Arterial Street,172.5701603,2015,13000
6AVS14,Neighbourhood Blvd,173.2399642,2015,8000
6AVS15,Neighbourhood Blvd,172.4060796,2015,6000
6AVS16,Collector,330.3476291,2015,3000
6AVS2,Arterial Street,158.9929182,2015,18000
6AVS3,Arterial Street,185.4923423,2015,21000
6AVS4,Arterial Street,172.1529755,2015,21000
6AVS5,Arterial Street,174.7465438,2015,21000
6AVS6,Arterial Street,170.5135845,2015,19000
6AVS7,Arterial Street,159.1041848,2015,18000
6AVS8,Arterial Street,86.56983988,2015,16000
6AVS9,Arterial Street,169.3750145,2015,19000
6STE1,Collector,332.3746818,2015,7000
6STNE1,Collector,848.7212783,2015,5000
6STSW1,Arterial Street,310.8729008,2015,12000
6STSW2,Arterial Street,329.9459751,2015,12000
6STSW3,Arterial Street,586.3743868,2015,17000
6STW_1,Neighbourhood Blvd,103.3684659,2015,5000
6STW_2,Neighbourhood Blvd,107.9241985,2015,6000
6STW_3,Neighbourhood Blvd,103.2975452,2015,8000
6STW_4,Neighbourhood Blvd,109.721609,2015,7000
6STW_5,Neighbourhood Blvd,100.1260284,2015,6000
71AVSE1,Arterial Street,189.6937227,2015,8000
72AVSE1,Industrial Arterial,1620.149871,2015,12000
72AVSE2,Industrial Arterial,1593.212677,2015,9000
75AVSW1,Skeletal Road,107.1086267,2015,11000
75AVSW2,Collector,821.7651753,2015,6000
76AVSE6,Collector,359.860544,2015,7000
77STNW1,Arterial Street,485.2903945,2015,7000
7AVNE1,Collector,595.9904681,2015,5000
7STW_1,Neighbourhood Blvd,103.3828996,2015,7000
7STW_2,Neighbourhood Blvd,108.0552039,2015,6000
7STW_3,Neighbourhood Blvd,101.7117596,2015,5000
7STW_4,Neighbourhood Blvd,111.3065802,2015,5000
7STW_5,Neighbourhood Blvd,103.2365345,2015,5000
80AVNE1,Arterial Street,404.6120126,2015,23000
80AVNE1A,Arterial Street,776.5317005,2015,5000
80AVNE2,Arterial Street,414.0174521,2015,20000
80AVNE3,Arterial Street,601.723261,2015,15000
80AVNE4,Arterial Street,979.6706646,2015,11000
83STNW1,Arterial Street,589.8869298,2015,7000
84STSE1,Industrial Arterial,3325.61424,2015,3000
84STSE2,Industrial Arterial,6195.916821,2015,9000
84STSE3,Industrial Arterial,3282.21869,2015,1000
85STNW1,Arterial Street,639.5987947,2015,10000
85STNW2,Industrial Arterial,2881.936309,2015,2000
85STSW_1,Skeletal Road,2606.492038,2015,100
85STSW_3A,Arterial Street,810.4501142,2015,8000
85STSW_4A,Arterial Street,472.0243673,2015,9000
85STSW1,Arterial Street,496.3393517,2015,24000
85STSW1A,Arterial Street,311.8162728,2015,18000
85STSW2,Arterial Street,803.3220692,2015,21000
85STSW3,Arterial Street,802.4109231,2015,17000
85STSW4,Arterial Street,811.374121,2015,15000
88AVNE1,Arterial Street,397.8488216,2015,10000
88AVNE2,Arterial Street,808.0085273,2015,4000
8AVN1,Collector,1154.0936,2015,9000
8AVS1,Neighbourhood Blvd,519.3206765,2015,5000
8AVS2,Neighbourhood Blvd,761.0098739,2015,3000
8AVSE10,Collector,411.9104185,2015,9000
8AVSE11,Collector,400.2606825,2015,8000
8STE1,Neighbourhood Blvd,243.88027,2015,3000
8STW1C,Neighbourhood Blvd,104.6041187,2015,14000
8STW1D,Neighbourhood Blvd,104.9674475,2015,8000
8STW2,Neighbourhood Blvd,213.078391,2015,11000
8STW3,Neighbourhood Blvd,246.8087731,2015,12000
8STW4,Neighbourhood Blvd,103.9418869,2015,10000
8STW5,Neighbourhood Blvd,107.3491217,2015,15000
8STW6,Neighbourhood Blvd,209.8387645,2015,14000
8STW7,Neighbourhood Blvd,249.5859429,2015,13000
8STW8,Collector,300.6736663,2015,10000
90AVSE1,Industrial Arterial,432.6609099,2015,9000
90AVSE2,Industrial Arterial,1223.405767,2015,6000
90AVSE3,Industrial Arterial,1761.572899,2015,6000
90AVSE7,Urban Boulevard,194.4269331,2015,5000
90AVSW_1A,Parkway,345.3494668,2015,100
90AVSW1,Parkway,772.9647684,2015,2000
90AVSW2,Parkway,811.3040428,2015,21000
90AVSW3,Parkway,795.0748366,2015,27000
96AVNE1,Arterial Street,249.5644108,2015,7000
96AVNE2,Arterial Street,759.3316864,2015,11000
96AVNE3,Arterial Street,493.4250074,2015,8000
96AVNE4,Arterial Street,971.3675979,2015,16000
9AVS1,Arterial Street,383.3296248,2015,37000
9AVS10,Arterial Street,171.441662,2015,32000
9AVS11,Arterial Street,173.0337994,2015,24000
9AVS12,Arterial Street,175.51981,2015,21000
9AVS13,Arterial Street,170.747015,2015,19000
9AVS14,Arterial Street,172.5698377,2015,15000
9AVS15,Arterial Street,173.2397636,2015,15000
9AVS16,Arterial Street,172.4057883,2015,12000
9AVS17,Neighbourhood Blvd,346.5755522,2015,15000
9AVS18,Neighbourhood Blvd,273.9913897,2015,21000
9AVS19,Neighbourhood Blvd,219.3656258,2015,21000
9AVS2,Arterial Street,174.8406937,2015,32000
9AVS20,Neighbourhood Blvd,353.0952946,2015,21000
9AVS20A,Neighbourhood Blvd,199.3899242,2015,20000
9AVS21,Neighbourhood Blvd,746.8030811,2015,16000
9AVS22,Arterial Street,456.0274087,2015,12000
9AVS3,Arterial Street,173.7487345,2015,29000
9AVS5,Arterial Street,342.902051,2015,32000
9AVS6,Arterial Street,174.7463377,2015,36000
9AVS7,Arterial Street,177.2313892,2015,31000
9AVS8,Arterial Street,237.0462931,2015,25000
9STW1,Arterial Street,104.4930921,2015,12000
9STW1_A,Arterial Street,108.3077658,2015,4000
9STW1_B,Arterial Street,108.4165351,2015,3000
ACADIA1,Collector,1464.931076,2015,8000
ACADIA2,Collector,1600.230942,2015,12000
ACADIA3,Arterial Street,401.4976259,2015,13000
ACADIA4,Collector,716.2212007,2015,15000
ACADIA6,Collector,578.441917,2015,10000
ACADIA7,Collector,867.0570678,2015,6000
AIRPORT,Arterial Street,332.3506054,2015,10000
AIRPORTRD1,Arterial Street,368.7239041,2015,23000
AIRPORTTR1,Arterial Street,2345.858882,2015,38000
ANDERSON1,Skeletal Road,1582.204876,2015,23000
ANDERSON2,Skeletal Road,643.1957791,2015,30000
ANDERSON3,Skeletal Road,1001.318488,2015,41000
ANDERSON4,Skeletal Road,719.0354545,2015,36000
ANDERSON5,Skeletal Road,945.8056572,2015,47000
ANDERSON6,Skeletal Road,798.3881165,2015,51000
ANDERSON7,Skeletal Road,1284.725736,2015,51000
ANDERSON8,Skeletal Road,1512.296541,2015,58000
AUBBAYGT,Arterial Street,307.2537923,2015,14000
AVIAT1,Industrial Arterial,366.8263057,2015,3000
AVIAT2,Skeletal Road,155.7015294,2015,24000
BANN3,Collector,630.1857447,2015,10000
BANN4,Collector,405.6317575,2015,9000
BANN5,Collector,553.3583083,2015,17000
BARLO1A,Industrial Arterial,1775.621293,2015,1000
BARLOW0,Industrial Arterial,1637.12722,2015,15000
BARLOW1,Arterial Street,622.9760664,2015,39000
BARLOW10,Collector,1103.507141,2015,14000
BARLOW11,Skeletal Road,1017.552442,2015,41000
BARLOW11A,Skeletal Road,1681.735284,2015,41000
BARLOW11B,Skeletal Road,1052.802479,2015,27000
BARLOW12,Skeletal Road,1120.618267,2015,27000
BARLOW13,Skeletal Road,1783.771605,2015,35000
BARLOW14,Skeletal Road,2314.48329,2015,34000
BARLOW3,Industrial Arterial,567.3227841,2015,4000
BARLOW4,Skeletal Road,374.479689,2015,13000
BARLOW5,Arterial Street,1251.761634,2015,32000
BARLOW6,Arterial Street,500.7240066,2015,34000
BARLOW7,Arterial Street,1213.295905,2015,54000
BARLOW8,Arterial Street,829.1930254,2015,40000
BARLOW9,Arterial Street,1642.968752,2015,33000
BEDBV1,Arterial Street,488.153286,2015,17000
BEDBV2,Arterial Street,618.1594903,2015,14000
BEDBV3,Arterial Street,554.1706351,2015,13000
BEDBV4,Skeletal Road,243.4530229,2015,20000
BEDBVW1,Arterial Street,241.9588213,2015,14000
BEDBVW2,Arterial Street,845.2657568,2015,16000
BEDDING1,Arterial Street,653.1209773,2015,41000
BEDDING1A,Arterial Street,1027.728645,2015,40000
BEDDING1B,Arterial Street,816.7706842,2015,36000
BEDDING2,Skeletal Road,997.877784,2015,48000
BEDDING3,Skeletal Road,892.3702463,2015,50000
BEDDING4,Skeletal Road,1441.619219,2015,56000
BEDDING5,Skeletal Road,1256.0089,2015,55000
BERKSHIRE1,Arterial Street,748.0880332,2015,18000
BERKSHIRE2,Arterial Street,1253.428544,2015,10000
BLACKF1,Arterial Street,1489.55744,2015,44000
BLACKF2,Arterial Street,1499.185536,2015,31000
BLACKF2A,Arterial Street,556.8527877,2015,37000
BLACKF3,Arterial Street,527.579979,2015,42000
BLACKF4,Arterial Street,1091.015259,2015,47000
BLACKF5,Arterial Street,882.1468691,2015,57000
BLACKF6,Arterial Street,622.6673645,2015,45000
BLACKF7,Arterial Street,895.9474609,2015,41000
BLACKF8,Arterial Street,1858.130563,2015,33000
BONA1,Arterial Street,513.3168507,2015,27000
BONA10,Collector,821.0602558,2015,11000
BONA11,Collector,821.1414034,2015,13000
BONA2,Collector,882.0562267,2015,11000
BONA3,Collector,1303.644482,2015,5000
BONA4,Arterial Street,885.3655184,2015,13000
BONA9,Collector,793.2580386,2015,15000
BOW1,Arterial Street,1298.239368,2015,50000
BOW10,Arterial Street,657.1489035,2015,23000
BOW1A,Arterial Street,2063.248796,2015,19000
BOW3,Arterial Street,911.689003,2015,41000
BOW4,Arterial Street,910.9948749,2015,36000
BOW5,Arterial Street,636.1617718,2015,34000
BOW6,Arterial Street,1615.001556,2015,47000
BOW7A,Arterial Street,1530.098461,2015,32000
BOW7B,Arterial Street,1243.742098,2015,23000
BOWBOT1,Arterial Street,2992.79987,2015,43000
BOWBOT2,Parkway,1734.832637,2015,21000
BOWBOT3,Arterial Street,197.0668945,2015,6000
BOWCONB,Arterial Street,329.1000827,2015,6000
BOWFORT1,Arterial Street,391.9206946,2015,9000
BOWNESS2,Arterial Street,2123.810152,2015,11000
BOWNESS3,Arterial Street,3036.77492,2015,11000
BOWNESS4,Arterial Street,910.6230246,2015,16000
BOWNESS5,Neighbourhood Blvd,1446.074922,2015,12000
BOWNESS6,Parkway,279.2315293,2015,25000
BRISEBOIS1,Collector,1319.121731,2015,6000
BRISEBOIS2,Collector,672.6137869,2015,10000
CAMBRIAN1,Arterial Street,609.2620882,2015,9000
CAMBRIAN2,Arterial Street,996.2857637,2015,10000
CAMBRIAN3,Urban Boulevard,399.3835359,2015,13000
CAMPUSDR1,Urban Boulevard,69.14604342,2015,7000
CASTLRDGB1,Arterial Street,406.1220678,2015,12000
CASTLRDGBV1,Arterial Street,267.57344,2015,26000
CENAV1,Collector,480.6714261,2015,9000
CENAV1A,Collector,616.0897929,2015,6000
CENAV2,Collector,576.1072233,2015,8000
CENTRE_A1,Arterial Street,1131.783013,2015,8000
CENTRE_A2,Arterial Street,3238.485261,2015,7000
CENTRE_LWR,Parkway,193.6167875,2015,10000
CENTRE1,Arterial Street,462.7271551,2015,10000
CENTRE11,Neighbourhood Blvd,106.1611799,2015,17000
CENTRE12,Neighbourhood Blvd,104.7096608,2015,14000
CENTRE13,Neighbourhood Blvd,105.04862,2015,11000
CENTRE13_A,Neighbourhood Blvd,106.4693694,2015,7000
CENTRE13_B,Neighbourhood Blvd,104.8833826,2015,7000
CENTRE13_C,Neighbourhood Blvd,103.2975452,2015,7000
CENTRE13_D,Neighbourhood Blvd,109.7216033,2015,2000
CENTRE13_E,Neighbourhood Blvd,103.2975452,2015,3000
CENTRE13_F,Neighbourhood Blvd,103.3828996,2015,3000
CENTRE13_G,Neighbourhood Blvd,104.9674536,2015,3000
CENTRE13_H,Neighbourhood Blvd,104.7872258,2015,3000
CENTRE13_I,Neighbourhood Blvd,85.78397601,2015,2000
CENTRE2,Arterial Street,834.5762354,2015,25000
CENTRE3,Arterial Street,982.461275,2015,18000
CENTRE4,Arterial Street,879.5061614,2015,21000
CENTRE5,Arterial Street,738.9248129,2015,19000
CENTRE6A,Urban Boulevard,808.6558652,2015,15000
CENTRE6B,Urban Boulevard,804.2793369,2015,16000
CENTRE7A,Urban Boulevard,1212.086854,2015,19000
CENTRE7B,Urban Boulevard,405.317291,2015,19000
CENTRE8,Urban Boulevard,403.6737667,2015,23000
CENTRE9,Arterial Street,1453.967465,2015,24000
CHAPA1,Arterial Street,762.9944252,2015,17000
CHAPA2,Arterial Street,897.9739029,2015,12000
CHAPADR1,Collector,599.7631811,2015,9000
CHAPADRSW1,Arterial Street,267.1248083,2015,11000
CHARLESW1,Arterial Street,695.294599,2015,8000
CHARLESW1A,Arterial Street,290.3842434,2015,10000
CHARLESW2,Arterial Street,860.5638951,2015,16000
CLLEGIATBV1,Urban Boulevard,272.9160256,2015,8000
CNTRYHILLS0,Arterial Street,1614.185229,2015,19000
CNTRYHILLS1,Arterial Street,826.7791317,2015,20000
CNTRYHILLS10,Arterial Street,926.7600624,2015,23000
CNTRYHILLS11,Arterial Street,1401.619809,2015,15000
CNTRYHILLS12,Arterial Street,811.4380764,2015,13000
CNTRYHILLS13,Arterial Street,3395.339386,2015,8000
CNTRYHILLS15,Arterial Street,681.7844,2015,5000
CNTRYHILLS1A,Arterial Street,538.5731152,2015,25000
CNTRYHILLS2,Arterial Street,542.8081752,2015,26000
CNTRYHILLS3,Arterial Street,1790.381417,2015,18000
CNTRYHILLS4,Arterial Street,627.7347295,2015,25000
CNTRYHILLS5,Skeletal Road,1158.96953,2015,32000
CNTRYHILLS6,Skeletal Road,1131.077185,2015,38000
CNTRYHILLS7,Arterial Street,1424.434679,2015,31000
CNTRYHILLS7A,Arterial Street,733.7014717,2015,23000
CNTRYHILLS8,Arterial Street,995.8209827,2015,23000
CNTRYHILLS9,Arterial Street,1929.25278,2015,34000
CNTRYHILLS9A,Arterial Street,691.7683767,2015,25000
CNTRYHILLSBV_1A,Arterial Street,1024.15536,2015,6000
CNTRYHILLSBV_2A,Arterial Street,610.6201074,2015,5000
CNTRYHILLSBV1,Arterial Street,933.2428515,2015,42000
CNTRYHILLSBV2,Arterial Street,1731.110588,2015,17000
CNTRYVILLAGERD1,Arterial Street,1080.790115,2015,15000
CNYNMDWS1,Parkway,630.6539807,2015,13000
CNYNMDWS10,Parkway,608.2350516,2015,14000
CNYNMDWS2,Parkway,958.2411275,2015,19000
CNYNMDWS3,Parkway,657.0981378,2015,22000
CNYNMDWS4,Parkway,422.9969425,2015,41000
CNYNMDWS5,Parkway,996.1936994,2015,31000
CNYNMDWS6,Parkway,1179.213424,2015,28000
CNYNMDWS7,Parkway,442.7031171,2015,22000
CORLSPRGS1,Collector,266.9684299,2015,7000
COUNTYHILLSRD1,Arterial Street,450.2598278,2015,10000
COUNTYHILLSWAY1,Arterial Street,314.9603468,2015,9000
COVENTRY1,Arterial Street,355.011472,2015,17000
COVENTRY2,Arterial Street,718.5951635,2015,15000
CRANARCHRO1,Arterial Street,216.4462779,2015,12000
CRANAV1,Arterial Street,691.869548,2015,26000
CRANAV2,Arterial Street,1493.059196,2015,11000
CRANBERRYRD1,Arterial Street,390.9211454,2015,8000
CRANSTONBV1,Arterial Street,520.0986312,2015,17000
CRANSTONBV2,Arterial Street,242.2998843,2015,14000
CRANSTONRDSE,Arterial Street,253.8825806,2015,7000
CRWCHLD1,Skeletal Road,2609.95732,2015,55000
CRWCHLD10,Skeletal Road,920.4615732,2015,67000
CRWCHLD11,Skeletal Road,1126.183633,2015,80000
CRWCHLD11A,Skeletal Road,1174.501891,2015,73000
CRWCHLD12,Skeletal Road,1732.271576,2015,88000
CRWCHLD13,Skeletal Road,660.7358788,2015,108000
CRWCHLD14,Skeletal Road,1041.519715,2015,94000
CRWCHLD15,Skeletal Road,1468.889834,2015,90000
CRWCHLD16,Skeletal Road,998.4881329,2015,97000
CRWCHLD17,Skeletal Road,1393.152294,2015,94000
CRWCHLD18,Arterial Street,1162.141773,2015,15000
CRWCHLD3,Skeletal Road,2033.820272,2015,59000
CRWCHLD5,Skeletal Road,2016.540413,2015,66000
CRWCHLD6,Skeletal Road,1267.249397,2015,83000
CRWCHLD7,Skeletal Road,1878.235388,2015,102000
CRWCHLD9,Skeletal Road,783.5128782,2015,88000
CRWFTCR1,Collector,665.4525622,2015,12000
CRWFTCR1A,Collector,221.4899133,2015,6000
CRWFTCR1B,Collector,139.2761547,2015,7000
CRWFTCR1C,Collector,274.5838516,2015,8000
CRWFTGA1,Collector,121.3317052,2015,7000
CRWFTGA2,Collector,114.3724432,2015,8000
CRWFTRD1,Collector,141.2326818,2015,8000
CRWFTRS1,Collector,291.7003733,2015,4000
CRWFTWY1,Arterial Street,147.8829925,2015,22000
CRWFTWY2,Collector,175.1814912,2015,21000
CRWFTWY3,Collector,365.6458698,2015,12000
CRWFTWY4,Collector,183.585364,2015,8000
CVENTRYBV1,Collector,475.5640471,2015,11000
DALH1,Arterial Street,982.4117439,2015,8000
DALH2,Arterial Street,548.0463581,2015,18000
DEERFOOT1,Skeletal Road,2764.228479,2015,86000
DEERFOOT10,Skeletal Road,3317.083977,2015,135000
DEERFOOT12,Skeletal Road,616.7115363,2015,101000
DEERFOOT12A,Skeletal Road,508.1937534,2015,115000
DEERFOOT12B,Skeletal Road,863.7246014,2015,136000
DEERFOOT13,Skeletal Road,978.2916325,2015,143000
DEERFOOT14,Skeletal Road,1774.169226,2015,153000
DEERFOOT15,Skeletal Road,1529.991124,2015,150000
DEERFOOT16,Skeletal Road,1933.490061,2015,134000
DEERFOOT17,Skeletal Road,1302.5164,2015,146000
DEERFOOT18,Skeletal Road,1721.222717,2015,122000
DEERFOOT19,Skeletal Road,1839.750867,2015,94000
DEERFOOT1A,Skeletal Road,906.4645475,2015,109000
DEERFOOT2,Skeletal Road,2756.975881,2015,114000
DEERFOOT20,Skeletal Road,2953.80691,2015,45000
DEERFOOT20A,Skeletal Road,2283.578096,2015,68000
DEERFOOT2A,Skeletal Road,2490.18002,2015,100000
DEERFOOT3,Skeletal Road,892.4189957,2015,169000
DEERFOOT4,Skeletal Road,1687.817536,2015,157000
DEERFOOT5,Skeletal Road,1710.691812,2015,164000
DEERFOOT6,Skeletal Road,1710.508011,2015,168000
DEERFOOT7,Skeletal Road,2304.003389,2015,169000
DEERFOOT8,Skeletal Road,1552.90642,2015,174000
DEERFOOT9,Skeletal Road,3079.417435,2015,156000
DGLSBV1,Arterial Street,583.2012205,2015,30000
DGLSBV10,Collector,287.4052134,2015,10000
DGLSBV1A,Arterial Street,350.8129626,2015,23000
DGLSBV2,Arterial Street,472.9191599,2015,16000
DGLSBV3,Collector,443.8365147,2015,11000
DISRIDGEBV1,Arterial Street,410.0977374,2015,10000
DUFFBVSE1,Industrial Arterial,697.0083248,2015,2000
EDGEBV1,Arterial Street,929.6086561,2015,7000
EDGEBV2,Arterial Street,405.2676359,2015,13000
EDGEMONT1,Arterial Street,1283.926245,2015,12000
EDGEMONT2,Collector,1691.977725,2015,7000
EDMON1,Collector,164.8555935,2015,13000
EDMON10,Arterial Street,296.5785725,2015,14000
EDMON2,Arterial Street,739.0181932,2015,19000
EDMON3A,Arterial Street,517.199484,2015,15000
EDMON3B,Urban Boulevard,1261.850506,2015,16000
EDMON4A,Urban Boulevard,401.5261182,2015,10000
EDMON4B,Urban Boulevard,405.4510441,2015,18000
EDMON5,Urban Boulevard,827.545908,2015,19000
EDMON6,Urban Boulevard,549.5088506,2015,22000
EDMON7,Arterial Street,228.6550054,2015,11000
EDMON8,Urban Boulevard,285.4125676,2015,11000
EDMON9,Parkway,267.2454916,2015,16000
ELBOW1,Parkway,149.3493388,2015,14000
ELBOW10,Arterial Street,276.1572978,2015,18000
ELBOW11,Collector,947.9627149,2015,11000
ELBOW2,Parkway,521.6280289,2015,17000
ELBOW3,Parkway,827.0269969,2015,17000
ELBOW4,Parkway,274.8955329,2015,29000
ELBOW5,Parkway,1723.194803,2015,26000
ELBOW6,Collector,841.3995074,2015,28000
ELBOW7,Collector,914.3225103,2015,27000
ELBOW7A,Collector,717.1910475,2015,21000
ELBOW8,Collector,1817.414108,2015,18000
ELBOW9,Collector,1466.70521,2015,17000
ERNWOODSBV1,Collector,493.6286444,2015,10000
EVERGREEN1,Arterial Street,177.9487388,2015,13000
EVERGREEN2,Arterial Street,211.7640663,2015,11000
EVERGREEN3,Arterial Street,681.657607,2015,11000
FAIRMOUNT1,Collector,434.8109231,2015,21000
FAIRMOUNT1A,Collector,407.0411678,2015,8000
FAIRMOUNT2,Collector,617.332937,2015,15000
FAIRMOUNT3,Collector,1088.552692,2015,8000
FAIRMOUNT4,Collector,817.7008608,2015,12000
FAIRMOUNT5,Collector,920.1230963,2015,11000
FAIRMOUNT6,Collector,1184.983107,2015,11000
FALCBV0,Arterial Street,1148.649432,2015,23000
FALCBV1,Arterial Street,523.5342208,2015,22000
FALCBV2,Arterial Street,983.0111712,2015,31000
FALCBV3,Arterial Street,430.3386191,2015,41000
FALCDR1,Collector,624.8006768,2015,10000
FALCDR1A,Collector,123.3196784,2015,16000
FALCDR2,Arterial Street,396.4425998,2015,13000
FALCDR3,Arterial Street,722.556223,2015,11000
FALSHDR1,Collector,704.0939735,2015,6000
FLANDERS1,Skeletal Road,90.38091308,2015,9000
FLINTRD1,Collector,1160.843508,2015,13000
FREEPORTBV1,Industrial Arterial,332.9661258,2015,2000
FREEPORTBV2,Industrial Arterial,463.1452639,2015,5000
FREEPORTDR1,Industrial Arterial,381.0847619,2015,7000
GLENDEER1,Skeletal Road,321.2282667,2015,15000
GLENMORE0,Skeletal Road,2970.314624,2015,22000
GLENMORE1,Skeletal Road,2419.85413,2015,36000
GLENMORE10,Skeletal Road,1659.520068,2015,108000
GLENMORE11,Skeletal Road,1123.890911,2015,65000
GLENMORE13,Skeletal Road,1768.808501,2015,41000
GLENMORE14,Skeletal Road,1173.01926,2015,32000
GLENMORE15,Skeletal Road,1614.237076,2015,24000
GLENMORE16,Skeletal Road,3275.506345,2015,28000
GLENMORE2,Skeletal Road,1580.495262,2015,71000
GLENMORE3,Skeletal Road,953.7708148,2015,79000
GLENMORE4,Skeletal Road,1275.627646,2015,87000
GLENMORE5,Skeletal Road,1609.27443,2015,159000
GLENMORE6,Skeletal Road,788.0145033,2015,125000
GLENMORE7,Skeletal Road,1131.250689,2015,117000
GLENMORE8,Skeletal Road,952.266025,2015,104000
HAMPTNDR1,Collector,149.4319359,2015,11000
HARVESTHILLSGATE1,Arterial Street,330.9145526,2015,5000
HERITAGE1,Arterial Street,812.7130187,2015,19000
HERITAGE2,Arterial Street,822.5755377,2015,19000
HERITAGE3,Arterial Street,808.5288624,2015,24000
HERITAGE4,Arterial Street,715.7547534,2015,23000
HERITAGE5,Arterial Street,958.7378124,2015,21000
HERITAGE5A,Arterial Street,308.4797824,2015,19000
HERITAGE6,Arterial Street,888.7244698,2015,20000
HIDDENCREEK1,Collector,512.3593423,2015,14000
HIDDENCREEK2,Collector,122.0893476,2015,12000
HIDVALLEYDRNW1,Arterial Street,533.4206706,2015,5000
HIGHFIELD1,Collector,508.1464021,2015,4000
HIGHFIELD2,Arterial Street,304.6467164,2015,13000
HOMERD1,Collector,173.2822798,2015,10000
HOMERD2,Arterial Street,517.1003476,2015,9000
HORTONRD1,Collector,149.1353025,2015,11000
HOSPITAL1,Collector,220.1746826,2015,11000
HRTAGEMEADRD1,Collector,736.3138723,2015,19000
HRTAGEMEADRD2,Skeletal Road,673.8514291,2015,23000
HRTGEGATE1,Arterial Street,147.8098018,2015,15000
HRTGEMEADWY1,Collector,403.5702875,2015,17000
HRTGEMEADWY2,Arterial Street,541.2714027,2015,11000
HVSTHILLS1,Arterial Street,1471.695066,2015,21000
HVSTHILLS2,Arterial Street,900.8520989,2015,29000
HVSTHILLS3,Arterial Street,442.1710522,2015,23000
HVSTHILLS4,Arterial Street,403.7150396,2015,22000
HVSTHILLS5,Arterial Street,462.0552442,2015,22000
HVSTHILLS6,Arterial Street,1059.889119,2015,21000
HWKWDBV1,Collector,290.250568,2015,7000
JLBV0,Arterial Street,219.3982454,2015,17000
JLBV1,Arterial Street,1177.881878,2015,18000
JLBV2,Arterial Street,1056.901302,2015,27000
JLBV3,Arterial Street,1058.25144,2015,27000
JLBV4,Arterial Street,1216.814935,2015,35000
JLBV5,Skeletal Road,1114.308404,2015,36000
JLBV6,Skeletal Road,1020.601716,2015,42000
JLBV7,Skeletal Road,867.8709236,2015,42000
JLBV8,Skeletal Road,1206.028627,2015,46000
JLBV9,Skeletal Road,929.9783157,2015,38000
