2013 Election Results by Station
2013 Election Results Companion Guide
2013 Election Summary Results
311 Call Centre Activity
311 Service Requests Daily Volume
311 Services Requests by Channel
311_Customer_Satisfaction
Access Calgary Customer Base
Access Calgary Customer Satisfaction
Access Calgary On Time Performance
Alberta Township Section Lines
Buildings Regulations Single Construction Permits
Buildings Regulations Single Construction Permits - 2015
Business Revitalization Zones
Bylaw Flood Hazard (100 Year)
Bylaw Flood Hazard (100 Year) Annotation
Bylaw Flood Hazard (100 Year) Stepline
Calgary Business Licenses - Open Data Version
Calgary Parcel Addresses
Calgary Seniors Directory
Calgary Transit Real Time Data
Calgary Transit Schedule and Routes
Census Data by Community District for 1999
Census Data by Community District for 2000
Census Data by Community District for 2001
Census Data by Community District for 2002
Census Data by Community District for 2003
Census Data by Community District for 2004
Census Data by Community District for 2005
Census Data by Community District for 2006
Census Data by Community District for 2007
Census Data by Community District for 2008
Census Data by Community District for 2009
Census Data by Community District for 2010
Census Data by Community District for 2011
Census Data by Community District for 2012
Census Data by Community District for 2013
Census Data by Community District for 2014
Census Data by Community District for 2015
Census Data by Ward for 1999
Census Data by Ward for 2000
Census Data by Ward for 2001
Census Data by Ward for 2002
Census Data by Ward for 2003
Census Data by Ward for 2004
Census Data by Ward for 2005
Census Data by Ward for 2006
Census Data by Ward for 2007
Census Data by Ward for 2008
Census Data by Ward for 2009
Census Data by Ward for 2010
Census Data by Ward for 2011
Census Data by Ward for 2012
Census Data by Ward for 2013
Census Data by Ward for 2014
Census Data by Ward for 2015
City Amenities
City Boundary
City of Calgary Careers
City of Calgary Compensation List 2015
City of Calgary Newsroom
City Quadrants
Community Association Points
Community Boundaries
Community Codes
Community Names Annotation
Community Services
Companion Guide for 311 Customer Satisfaction Dataset
Companion Guide for Inspections and Permits
Companion Guide for Roads Services Requests - SR Type
Companion Guide for Roads Summer Program Assets
Construction Detours
C-Train Major Crimes
C-Train Person Crimes
Development Permit Public Notices
Disclosure Log of Closed FOIP Requests
Discover Historic Calgary
Fire Station Locations
Fire Station Services
FOIP Requests
Habitat
Hard Surface Areas
High Precision Network
Hydrology
Hydrology Outlines
"Land Use, Outline Plan and Road Closure Map (LOC Application Map)"
Landfill Setbacks
Major Road Network
Major Road Network Annotation
March 2015 Public Service Requests by Community and Method Received
March 2015 Public Service Requests by Method Received
Natural Areas
Open Data Datasets
Open Data Views
Parks Administrative Boundaries
Parks Amenity Equipment
Parks Bollards
Parks Cemeteries
Parks Monuments
Parks Off Leash Areas
Parks Trash Receptacles (formerly Parks Garbage Receptacles)
Parks Turf
Parks Water Delivery
Parks Water Delivery Coverage
Pathways Connector Data
Pathways Data
Playground Equipment
Plus 15
Policy Plan Boundaries
Riparian Areas - Variable Width
Rivers and Streams - Environmental Reserve Setback Guidline
Roads Maintenance Condition of Assets
Roads Maintenance Summer Activity
Roads Permits 2013
Roads Permits 2014
Roads Service Requests by Nature of Concern
Roads Service Requests by Type
Roads Spring Clean Up
Roads Work Orders 2013
Roads Work Orders 2014
School Locations
Secondary Suites
Sport Equipment
Sport Grouping Areas
Sport Surfaces
Sports Barriers
Subdivision and Development Appeal Board Rulings for 2014 - 0001 to 0050
Subdivision and Development Appeal Board Rulings for 2014 - 0057 to 0083
Subdivision and Development Appeal Board Rulings for 2016
Tracks - Non-LRT
Tracks - Non-LRT Centre Line
Traffic Cameras
Traffic Incidents
Trails
Transit Peace Officer Calls
Transit Person Crime and Ridership
Transit Safety Ratings
Transportation Bikeways
Transportation Utility Corridor
Truck Routes - Hazardous Goods
Voting Subdivision Data
Ward Boundaries
Waste Blue Carts Managed
Waste Citizen Satisfaction with Blue Cart Recycling
Waste KG Per Capita
Water Annual River Withdrawls
Water Features
Water Single Family Consumption
Water Toilet Rebates
