CLASS,CLASS_CODE,COMM_CODE,NAME,SECTOR,SRG,COMM_STRUC,CNSS_YR,FOIP_IND,RES_CNT,DWELL_CNT,PRSCH_CHLD,ELECT_CNT,EMPLYD_CNT,OWNSHP_CNT,DOG_CNT,CAT_CNT,SING_FAMLY,DUPLEX,MULTI_PLEX,APARTMENT,TOWN_HOUSE,MANUF_HOME,CONV_STRUC,COMUNL_HSE,RES_COMM,OTHER_RES,NURSING_HM,OTHER_INST,HOTEL_CNT,OTHER_MISC,APT_NO_RES,APT_OCCPD,APT_OWNED,APT_PERSON,APT_VACANT,APT_UC,APT_NA,CNV_NO_RES,CNV_OCCPD,CNV_OWNED,CNV_PERSON,CNV_VACANT,CNV_UC,CNV_NA,DUP_NO_RES,DUP_OCCPD,DUP_OWNED,DUP_PERSON,DUP_VACANT,DUP_UC,DUP_NA,MFH_NO_RES,MFH_OCCPD,MFH_OWNED,MFH_PERSON,MFH_VACANT,MFH_UC,MFH_NA,MUL_NO_RES,MUL_OCCPD,MUL_OWNED,MUL_PERSON,MUL_VACANT,MUL_UC,MUL_NA,OTH_NO_RES,OTH_OCCPD,OTH_OWNED,OTH_PERSON,OTH_VACANT,OTH_UC,OTH_NA,TWN_NO_RES,TWN_OCCPD,TWN_OWNED,TWN_PERSON,TWN_VACANT,TWN_UC,TWN_NA,SF_NO_RES,SF_OCCPD,SF_OWNED,SF_PERSON,SF_VACANT,SF_UC,SF_NA,OTH_STRTY,DWELSZ_1,DWELSZ_2,DWELSZ_3,DWELSZ_4_5,DWELSZ_6,MALE_CNT,FEMALE_CNT,MALE_0_4,MALE_5_14,MALE_15_19,MALE_20_24,MALE_25_34,MALE_35_44,MALE_45_54,MALE_55_64,MALE_65_74,MALE_75,FEM_0_4,FEM_5_14,FEM_15_19,FEM_20_24,FEM_25_34,FEM_35_44,FEM_45_54,FEM_55_64,FEM_65_74,FEM_75,MF_0_4,MF_5_14,MF_15_19,MF_20_24,MF_25_34,MF_35_44,MF_45_54,MF_55_64,MF_65_74,MF_75
Residential,1,VAL,VALLEY RIDGE,WEST,BUILT-OUT,2000s,2015,,5702,1932,467,0,0,1834,0,0,1770,0,0,71,88,0,2,0,0,0,1,0,0,0,0,66,59,113,5,0,0,0,2,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,137,0,0,0,0,84,81,150,3,1,0,1,1750,1693,5300,14,5,0,1,189,699,362,599,54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Residential,1,CIT,CITADEL,NORTHWEST,BUILT-OUT,1980s/1990s,2015,,10517,3484,753,0,0,3060,0,0,2822,0,0,224,431,0,7,0,0,0,0,0,0,0,0,221,160,431,3,0,0,0,5,0,7,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,429,352,1123,2,0,0,0,2796,2548,8956,26,0,0,0,407,961,770,1180,133,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Residential,1,HAW,HAWKWOOD,NORTHWEST,BUILT-OUT,1980s/1990s,2015,,9828,3330,554,0,0,3093,0,0,3067,0,0,138,119,0,6,0,0,0,0,0,0,0,0,134,130,167,4,0,0,0,4,0,8,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,117,109,239,2,0,0,0,3053,2854,9414,14,0,0,0,358,1117,694,1006,133,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Residential,1,GRE,GREENWOOD/GREENBRIAR,NORTHWEST,BUILT-OUT,1960s/1970s,2015,,957,497,33,0,0,436,0,0,1,0,0,0,0,496,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,482,436,957,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,173,210,59,32,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Residual Sub Area,4,01H,01H,WEST,N/A,UNDEVELOPED,2015,Y,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Residential,1,UOC,UNIVERSITY OF CALGARY,NORTHWEST,BUILT-OUT,2000s,2015,,2968,1241,184,0,0,0,0,0,0,0,0,987,249,0,0,4,0,0,0,0,1,0,0,709,0,1458,0,278,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,754,0,0,0,0,247,0,756,2,0,0,0,0,0,0,0,0,0,5,274,307,216,154,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Industrial,2,FVI,FAIRVIEW INDUSTRIAL,SOUTH,N/A,EMPLOYMENT,2015,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Residential,1,HOU,HOUNSFIELD HEIGHTS/BRIAR HILL,CENTRE,BUILT-OUT,1950s,2015,,2972,1108,108,0,0,786,0,0,676,0,0,369,33,0,27,0,0,0,2,0,1,0,0,347,214,538,22,0,0,0,20,1,30,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,577,1,0,0,0,33,28,54,0,0,0,2,629,543,1773,19,25,1,3,296,388,138,195,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Residential,1,BNF,BANFF TRAIL,CENTRE,BUILT-OUT,1950s,2015,,4335,1937,179,0,0,663,0,0,1012,247,4,119,4,0,538,0,1,1,0,0,11,0,0,109,6,191,10,0,0,1,490,12,923,34,0,13,0,227,126,584,8,12,0,0,0,0,0,0,0,0,0,4,0,7,0,0,0,0,8,0,26,5,0,0,0,4,0,13,0,0,0,3,975,519,2591,22,12,0,13,457,673,380,269,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Residential,1,UMR,UPPER MOUNT ROYAL,CENTRE,BUILT-OUT,INNER CITY,2015,,2510,1069,139,0,0,745,0,0,796,10,0,235,13,0,15,0,0,0,0,0,0,0,0,230,46,322,5,0,0,0,12,1,20,3,0,0,0,10,8,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,4,18,3,0,0,0,740,686,2118,37,19,0,0,232,386,134,234,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Residual Sub Area,4,09H,09H,EAST,N/A,OTHER,2015,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Residential,1,WGT,WESTGATE,WEST,BUILT-OUT,1950s,2015,,3201,1335,186,0,0,942,0,0,915,53,0,141,187,0,38,0,0,0,0,0,1,0,0,135,57,229,6,0,0,0,34,3,57,3,0,1,1,51,27,123,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,36,0,0,0,0,181,45,448,6,0,0,0,896,810,2308,16,2,1,1,292,510,228,254,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Residential,1,ERL,ERLTON,CENTRE,BUILT-OUT,INNER CITY,2015,,1280,716,47,0,0,468,0,0,121,52,0,399,102,0,41,0,0,1,0,0,0,0,0,396,290,685,3,0,0,0,37,1,61,4,0,0,0,43,20,98,2,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,6,0,0,0,0,95,82,179,6,1,0,1,108,75,251,9,3,0,1,220,361,69,27,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Residential,1,MRT,MARTINDALE,NORTHEAST,BUILT-OUT,1980s/1990s,2015,,15055,4157,1492,0,0,3012,0,0,3550,52,0,0,148,0,407,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,330,18,869,61,1,14,0,52,32,178,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,148,131,343,0,0,0,0,3513,2831,13665,36,0,1,0,340,731,753,1630,588,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Residential,1,NOL,NOLAN HILL,NORTH,DEVELOPING,BUILDING OUT,2015,,1723,1032,217,0,0,539,0,0,805,0,0,0,227,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,40,39,99,8,176,0,25,518,500,1624,62,200,0,0,39,192,130,166,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Residential,1,COA,COACH HILL,WEST,BUILT-OUT,1980s/1990s,2015,,3301,1480,231,0,0,1193,0,0,633,104,0,237,506,0,0,0,0,0,0,0,0,0,3,225,158,345,9,0,0,0,0,0,0,0,0,0,0,102,89,209,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,492,365,1013,10,0,4,0,616,581,1734,16,0,1,0,396,580,212,225,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Residential,1,POI,POINT MCKAY,CENTRE,BUILT-OUT,1960s/1970s,2015,,1334,846,77,0,0,619,0,0,0,24,0,312,510,0,0,0,0,0,0,0,0,0,0,297,206,407,15,0,0,0,0,0,0,0,0,0,0,21,21,48,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,485,392,879,25,0,0,0,0,0,0,0,0,0,0,390,320,69,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Residential,1,RUT,RUTLAND PARK,WEST,BUILT-OUT,1950s,2015,,2344,970,140,0,0,631,0,0,311,40,0,95,492,0,31,0,0,0,1,0,0,0,0,93,0,98,2,0,0,0,27,2,46,2,0,2,0,38,14,87,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,144,0,0,0,0,491,354,1211,1,0,0,0,304,261,758,2,5,0,1,287,329,168,156,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Residential,1,WAL,WALDEN,SOUTH,DEVELOPING,BUILDING OUT,2015,,3076,1132,347,0,0,872,0,0,669,173,0,85,195,0,9,0,0,0,1,0,0,0,1,30,0,37,0,54,0,0,9,4,23,0,0,0,0,172,154,420,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,285,0,0,0,1,165,132,341,16,13,0,8,604,582,1970,15,42,0,1,149,312,212,268,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Residential,1,RAM,RAMSAY,CENTRE,BUILT-OUT,INNER CITY,2015,,2201,1129,124,0,0,553,0,0,746,85,0,54,50,0,186,0,6,2,0,0,0,0,0,52,0,59,2,0,0,0,158,7,254,17,4,7,0,82,34,205,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,7,2,15,0,0,0,1,48,0,140,1,0,0,3,706,510,1528,21,14,2,8,345,453,131,109,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Residential,1,MRL,MARLBOROUGH,NORTHEAST,BUILT-OUT,1960s/1970s,2015,,9080,3213,668,0,0,1910,0,0,2264,125,0,370,205,0,249,0,0,0,0,0,0,0,3,357,1,961,10,0,0,0,207,8,448,34,0,8,0,124,73,400,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,180,113,521,13,12,0,0,2231,1715,6750,33,0,0,0,440,1069,653,739,198,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Residential,1,WSP,WEST SPRINGS,WEST,DEVELOPING,BUILDING OUT,2015,,9529,3072,1100,0,0,2784,0,0,2351,180,1,25,514,0,1,0,0,0,0,0,0,0,0,23,19,51,2,0,0,0,1,0,3,0,0,0,0,179,167,401,1,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,494,426,1022,20,0,0,0,2290,2172,8050,47,11,3,0,350,726,562,1215,135,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Residential,1,MAN,MANCHESTER,CENTRE,BUILT-OUT,EMPLOYMENT,2015,,1055,661,73,0,0,30,0,0,28,4,0,616,4,0,5,0,1,1,1,0,1,0,0,462,27,799,44,109,1,0,5,0,9,0,0,0,0,4,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,189,0,0,0,0,0,0,0,0,4,0,5,20,3,39,3,0,0,4,243,154,69,23,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Residential,1,CFL,CFB - LINCOLN PARK PMQ,WEST,BUILT-OUT,BUILDING OUT,2015,,2031,730,255,0,0,489,0,0,262,72,0,252,141,0,1,0,0,0,2,0,0,0,3,214,119,340,2,0,33,0,1,0,2,0,0,0,0,71,29,222,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,323,0,0,0,0,138,120,310,3,0,0,0,254,221,834,4,0,4,2,170,231,103,166,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Residential,1,SET,SETON,SOUTHEAST,DEVELOPING,BUILDING OUT,2015,,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Industrial,2,ST3,STONEY 3,NORTHEAST,N/A,EMPLOYMENT,2015,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Industrial,2,FLI,FOREST LAWN INDUSTRIAL,EAST,N/A,EMPLOYMENT,2015,,131,62,1,0,0,55,0,0,0,0,0,0,0,60,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,59,55,101,0,0,0,0,0,0,0,0,0,0,0,2,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,29,21,6,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Industrial,2,AYB,ALYTH/BONNYBROOK,CENTRE,N/A,EMPLOYMENT,2015,,11,13,0,0,0,0,0,0,10,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,6,0,0,0,0,0,0,0,0,0,0,6,3,0,5,1,0,0,3,2,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Industrial,2,EFI,EASTFIELD,EAST,N/A,EMPLOYMENT,2015,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Industrial,2,VAF,VALLEYFIELD,EAST,N/A,EMPLOYMENT,2015,Y,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Industrial,2,SKE,SKYLINE EAST,NORTHEAST,N/A,EMPLOYMENT,2015,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Residential,1,SHG,SHAGANAPPI,CENTRE,BUILT-OUT,1950s,2015,,1603,793,94,0,0,312,0,0,375,121,0,156,42,0,96,0,0,0,3,0,0,0,0,146,23,220,10,0,0,1,75,5,135,12,0,8,0,107,42,278,7,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,11,2,0,0,0,40,17,76,2,0,0,1,350,225,883,16,6,2,3,223,269,114,102,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Industrial,2,ABP,AURORA BUSINESS PARK,NORTH,N/A,EMPLOYMENT,2015,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Industrial,2,BUR,BURNS INDUSTRIAL,CENTRE,N/A,EMPLOYMENT,2015,Y,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Industrial,2,GBP,GLENDEER BUSINESS PARK,SOUTH,N/A,EMPLOYMENT,2015,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Industrial,2,DBC,DEERFOOT BUSINESS CENTRE,NORTHEAST,N/A,EMPLOYMENT,2015,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Industrial,2,SKW,SKYLINE WEST,NORTH,N/A,EMPLOYMENT,2015,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Residential,1,WIN,WINSTON HEIGHTS/MOUNTVIEW,CENTRE,BUILT-OUT,1950s,2015,,4035,1912,285,0,0,1035,0,0,840,341,3,127,182,166,248,0,2,1,1,0,1,0,0,121,1,135,6,0,0,1,202,4,295,23,0,22,1,306,177,746,15,19,0,0,161,137,288,5,0,0,0,3,3,6,0,0,0,0,4,0,300,1,0,0,0,179,121,413,3,0,0,0,795,592,1852,32,9,4,5,611,685,240,215,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Residential,1,SSW,SCARBORO/ SUNALTA WEST,CENTRE,BUILT-OUT,1950s,2015,,390,165,32,0,0,126,0,0,162,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,148,126,387,8,4,2,0,26,57,33,31,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Residential,1,CHK,CHINOOK PARK,SOUTH,BUILT-OUT,1950s,2015,,1702,589,90,0,0,476,0,0,490,0,0,96,0,0,2,0,0,0,1,0,0,0,0,92,16,240,4,0,0,0,2,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,126,0,0,0,0,0,0,0,0,0,0,0,485,460,1332,5,0,0,1,76,230,100,165,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Residential,1,MEA,MEADOWLARK PARK,CENTRE,BUILT-OUT,1950s,2015,,651,277,44,0,0,224,0,0,276,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,264,224,651,10,1,0,0,53,116,39,51,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Residential,1,FLN,FOREST LAWN,EAST,BUILT-OUT,1950s,2015,,8179,3394,661,0,0,978,0,0,1390,332,10,212,759,0,667,0,18,4,0,1,1,0,0,200,13,387,12,0,0,3,511,23,968,105,0,48,1,317,102,960,12,2,0,0,0,0,0,0,0,0,0,9,4,19,1,0,0,1,22,5,85,1,0,0,0,712,62,2057,26,20,1,4,1345,769,3703,39,1,1,24,711,1083,617,553,152,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Residential,1,WIL,WILLOW PARK,SOUTH,BUILT-OUT,1960s/1970s,2015,,5423,2284,331,0,0,1778,0,0,1587,0,16,229,439,0,11,0,0,0,0,0,2,0,0,225,1,415,4,0,0,0,11,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,48,0,0,0,0,1,0,3,1,0,0,0,427,318,902,11,0,1,0,1564,1459,4033,21,2,0,2,517,907,367,419,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Residential,1,PKD,PARKDALE,CENTRE,BUILT-OUT,1950s,2015,,2393,1071,166,0,0,557,0,0,492,178,22,197,55,0,124,0,0,1,2,0,0,0,0,159,95,224,7,31,0,0,95,3,141,21,0,8,0,153,113,413,17,8,0,0,0,0,0,0,0,0,0,20,1,34,2,0,0,0,3,3,379,0,0,0,1,46,32,83,8,0,0,0,449,310,1119,34,9,0,3,277,362,148,130,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Residential,1,RMT,ROSEMONT,CENTRE,BUILT-OUT,1950s,2015,,1276,569,97,0,0,320,0,0,308,174,0,19,0,0,67,0,0,1,0,0,0,0,0,19,2,30,0,0,0,0,57,1,91,7,0,3,0,167,68,384,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,291,249,771,8,8,0,1,136,203,94,90,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Residential,1,MPL,MAPLE RIDGE,SOUTH,BUILT-OUT,1960s/1970s,2015,,1938,817,103,0,0,745,0,0,807,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,11,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,787,745,1927,19,1,0,0,142,363,131,153,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
