CLASS,CLASS_CODE,COMM_CODE,NAME,SECTOR,SRG,COMM_STRUC,CNSS_YR,FOIP_IND,RES_CNT,DWELL_CNT,PRSCH_CHLD,ELECT_CNT,EMPLYD_CNT,OWNSHP_CNT,DOG_CNT,CAT_CNT,SING_FAMLY,DUPLEX,MULTI_PLEX,APARTMENT,TOWN_HOUSE,MANUF_HOME,CONV_STRUC,COMUNL_HSE,RES_COMM,OTHER_RES,NURSING_HM,OTHER_INST,HOTEL_CNT,OTHER_MISC,APT_NO_RES,APT_OCCPD,APT_OWNED,APT_PERSON,APT_VACANT,APT_UC,APT_NA,CNV_NO_RES,CNV_OCCPD,CNV_OWNED,CNV_PERSON,CNV_VACANT,CNV_UC,CNV_NA,DUP_NO_RES,DUP_OCCPD,DUP_OWNED,DUP_PERSON,DUP_VACANT,DUP_UC,DUP_NA,MFH_NO_RES,MFH_OCCPD,MFH_OWNED,MFH_PERSON,MFH_VACANT,MFH_UC,MFH_NA,MUL_NO_RES,MUL_OCCPD,MUL_OWNED,MUL_PERSON,MUL_VACANT,MUL_UC,MUL_NA,OTH_NO_RES,OTH_OCCPD,OTH_OWNED,OTH_PERSON,OTH_VACANT,OTH_UC,OTH_NA,TWN_NO_RES,TWN_OCCPD,TWN_OWNED,TWN_PERSON,TWN_VACANT,TWN_UC,TWN_NA,SF_NO_RES,SF_OCCPD,SF_OWNED,SF_PERSON,SF_VACANT,SF_UC,SF_NA,OTH_STRTY,DWELSZ_1,DWELSZ_2,DWELSZ_3,DWELSZ_4_5,DWELSZ_6,MALE_CNT,FEMALE_CNT,MALE_0_4,MALE_5_14,MALE_15_19,MALE_20_24,MALE_25_34,MALE_35_44,MALE_45_54,MALE_55_64,MALE_65_74,MALE_75,FEM_0_4,FEM_5_14,FEM_15_19,FEM_20_24,FEM_25_34,FEM_35_44,FEM_45_54,FEM_55_64,FEM_65_74,FEM_75,MF_0_4,MF_5_14,MF_15_19,MF_20_24,MF_25_34,MF_35_44,MF_45_54,MF_55_64,MF_65_74,MF_75,SHAPE_AREA,SHAPE_LEN
Residential,1,TEM,TEMPLE,NORTHEAST,BUILT-OUT,2000s,2014,,11303,3686,1083,0,0,2463,0,0,2303,610,0,118,425,0,228,0,0,1,0,1,0,0,0,118,2,282,0,0,0,0,184,22,436,19,0,25,0,602,342,1817,7,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,2,0,0,0,0,411,233,1207,8,3,3,0,2255,1864,7559,48,0,0,2,429,1067,747,1033,295,5731,5572,396,730,375,443,975,932,732,697,335,116,460,725,354,389,944,854,705,676,333,132,856,1455,729,832,1919,1786,1437,1373,668,248,2624812.82,6496.643979
Residential,1,BRA,BRAESIDE,SOUTH,BUILT-OUT,2000s,2014,,5960,2548,403,0,0,1909,0,0,1401,76,0,160,899,0,12,0,0,0,0,0,0,0,0,155,74,230,5,0,0,0,9,1,17,3,0,0,0,74,51,152,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,881,543,1828,18,0,0,1,1386,1240,3733,13,1,0,0,614,973,453,426,39,2920,3040,140,293,160,215,492,443,433,377,238,129,215,263,125,213,489,453,437,408,290,147,355,556,285,428,981,896,870,785,528,276,1960856.585,5660.816392
Residential,1,CIT,CITADEL,NORTHWEST,BUILT-OUT,2000s,2014,,10391,3482,754,0,0,3045,0,0,2822,0,0,224,431,0,5,0,0,0,0,0,0,0,0,221,150,408,3,0,0,0,3,0,3,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,427,345,1037,4,0,0,2,2799,2550,8943,21,0,0,0,424,996,762,1134,134,5060,5331,273,796,405,335,650,857,930,503,227,84,337,784,389,335,660,996,946,517,257,110,610,1580,794,670,1310,1853,1876,1020,484,194,2735627.517,7856.599528
Residential,1,MON,MONTGOMERY,NORTHWEST,BUILT-OUT,2000s,2014,,4104,1893,288,0,0,975,0,0,1030,439,0,131,86,0,194,0,5,1,2,0,5,0,0,128,35,163,3,0,0,0,167,10,268,22,0,5,3,406,256,1013,5,24,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,265,2,0,1,0,85,27,230,1,0,0,2,968,647,2165,32,25,3,13,580,645,292,215,32,2024,2080,106,151,62,173,495,333,245,223,110,126,141,133,76,161,443,313,228,192,126,267,247,284,138,334,938,646,473,415,236,393,2951500.785,7352.529293
Residential,1,HAR,HARVEST HILLS,NORTH,BUILT-OUT,2000s,2014,,7594,2573,520,0,0,2225,0,0,2096,106,0,165,182,1,22,0,0,0,1,0,0,0,0,161,118,270,2,0,2,0,19,5,47,2,0,1,0,104,96,178,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,60,0,0,0,0,182,147,398,0,0,0,0,2081,1859,6641,14,0,1,1,347,803,525,753,120,3767,3827,196,488,372,279,421,588,710,407,218,88,216,459,303,250,420,628,762,418,220,151,412,947,675,529,841,1216,1472,825,438,239,2178906.066,6360.702888
Residential,1,OGD,OGDEN,SOUTHEAST,BUILT-OUT,2000s,2014,,8918,3889,605,0,0,2203,0,0,2166,512,0,331,549,0,322,0,4,2,1,0,2,0,1,327,0,660,3,0,0,1,260,17,442,25,1,35,0,494,256,1307,17,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,132,1,0,0,0,541,244,1249,7,1,0,4,2124,1686,5128,37,0,1,9,922,1570,658,519,85,4701,4217,237,424,202,330,856,767,826,626,289,144,243,417,146,289,728,654,675,555,294,216,480,841,348,619,1584,1421,1501,1181,583,360,4096375.001,8861.373596
Residential,1,KEL,KELVIN GROVE,SOUTH,BUILT-OUT,2000s,2014,,2385,902,129,0,0,468,0,0,354,16,0,504,26,0,0,0,0,0,2,0,0,0,0,492,96,859,12,0,0,0,0,0,0,0,0,0,0,16,16,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,426,0,0,0,1,24,21,49,1,0,0,1,344,335,1028,9,0,0,2,301,294,106,168,9,1057,1328,50,104,51,66,150,144,136,124,72,160,59,105,61,76,122,159,134,113,94,405,109,209,112,142,272,303,270,237,166,565,756671.7947,3462.899515
Residential,1,PEN,PENBROOKE MEADOWS,EAST,BUILT-OUT,2000s,2014,,8760,3280,738,0,0,1855,0,0,1615,380,0,169,681,0,435,0,0,0,0,0,0,0,0,159,23,323,5,0,5,1,342,24,695,33,0,59,0,367,187,1153,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,658,403,1828,21,1,0,1,1596,1218,4761,15,1,2,0,518,1074,655,721,154,4504,4256,254,539,242,306,783,789,705,516,259,111,344,517,221,280,749,696,591,445,279,134,598,1056,463,586,1532,1485,1296,961,538,245,2062072.789,5900.00654
Residential,1,CHW,CHARLESWOOD,NORTHWEST,BUILT-OUT,2000s,2014,,3646,1478,214,0,0,1143,0,0,1295,34,0,117,0,0,31,0,0,0,0,1,0,0,0,116,0,173,1,0,0,0,27,1,57,2,0,2,0,33,16,94,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1261,1126,3321,30,1,2,1,302,553,244,308,31,1895,1751,89,181,97,197,303,232,248,251,118,179,92,149,84,136,244,206,260,243,136,201,181,330,181,333,547,438,508,494,254,380,1830352.958,8414.506254
Residential,1,CED,CEDARBRAE,SOUTH,BUILT-OUT,2000s,2014,,6271,2609,454,0,0,1891,0,0,1335,570,0,163,513,0,28,0,0,0,0,0,0,0,0,162,30,308,1,0,0,0,21,1,31,4,0,3,0,563,354,1395,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,508,338,1094,5,0,0,2,1318,1168,3443,14,0,1,0,587,1009,484,442,50,3118,3153,177,346,166,202,543,464,424,398,264,134,210,317,128,172,469,490,469,488,280,130,387,663,294,374,1012,954,893,886,544,264,2069560.996,6050.024932
Residential,1,GRE,GREENWOOD/GREENBRIAR,NORTHWEST,BUILT-OUT,2000s,2014,,950,498,41,0,0,449,0,0,1,0,0,0,0,497,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,483,449,948,11,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,174,217,55,30,8,480,470,17,36,26,22,48,55,90,82,72,32,19,36,19,22,42,59,93,79,76,25,36,72,45,44,90,114,183,161,148,57,1206428.19,5005.737903
Residential,1,TUS,TUSCANY,NORTHWEST,BUILT-OUT,2000s,2014,,19465,6504,2340,0,0,5909,0,0,5475,110,0,522,389,0,8,0,0,0,0,0,0,0,2,512,429,831,8,0,0,1,5,1,14,0,0,2,0,101,95,192,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,378,285,752,11,0,0,2,5429,5099,17676,43,1,0,0,819,1790,1218,2413,185,9471,9994,883,1978,505,353,1131,2218,1320,585,310,188,946,1939,498,344,1416,2387,1225,635,366,238,1829,3917,1003,697,2547,4605,2545,1220,676,426,6878004.474,11828.95578
Residential,1,PUM,PUMP HILL,SOUTH,BUILT-OUT,2000s,2014,,1666,562,52,0,0,410,0,0,382,50,0,61,66,0,1,0,0,0,2,0,0,0,0,59,0,69,2,0,0,0,0,0,0,1,0,0,0,47,46,85,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,344,0,0,0,0,65,1,99,1,0,0,0,368,363,1069,13,0,1,2,136,212,74,100,19,720,946,20,57,48,37,47,45,93,120,109,144,20,64,35,39,42,67,100,122,132,325,40,121,83,76,89,112,193,242,241,469,945387.9012,3985.976182
Residential,1,CGR,COUGAR RIDGE,WEST,DEVELOPING,2000s,2014,,6702,2177,961,0,0,1904,0,0,1880,92,0,0,204,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,5,0,0,0,0,92,76,245,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,157,101,329,22,23,2,2,1836,1726,6123,34,3,5,0,164,525,511,800,86,3276,3426,340,674,190,137,406,764,489,178,83,15,392,584,221,125,557,837,436,180,70,24,732,1258,411,262,963,1601,925,358,153,39,2218381.271,7959.675218
Residential,1,SIL,SILVER SPRINGS,NORTHWEST,BUILT-OUT,2000s,2014,,8900,3528,601,0,0,2889,0,0,2550,208,0,240,514,0,16,0,0,0,0,0,0,0,0,225,0,481,15,0,0,0,15,4,27,1,0,0,0,207,127,520,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,504,379,1048,10,0,0,0,2519,2379,6824,30,1,0,0,629,1427,574,785,55,4422,4478,222,475,305,317,518,535,627,727,500,196,263,428,249,246,527,571,713,747,530,204,485,903,554,563,1045,1106,1340,1474,1030,400,4978358.757,10059.86981
Residential,1,HPK,HIGHLAND PARK,CENTRE,BUILT-OUT,2000s,2014,,3965,2217,338,0,0,589,0,0,881,273,43,513,19,0,483,0,3,2,0,0,0,0,0,397,18,632,25,91,0,0,402,14,668,53,1,27,2,246,121,609,9,16,0,0,0,0,0,0,0,0,0,40,1,66,3,0,0,0,5,0,9,0,0,0,0,14,2,44,5,0,0,2,838,433,1937,33,6,2,5,658,811,287,170,16,1986,1979,101,110,68,124,423,400,396,240,87,37,204,116,61,127,392,405,285,177,126,86,305,226,129,251,815,805,681,417,213,123,1369972.545,6644.153727
Residential,1,BLN,BELTLINE,CENTRE,BUILT-OUT,2000s,2014,,21357,15243,818,0,0,4353,0,0,79,8,6,14651,374,0,59,9,47,1,0,0,9,0,349,12895,4116,20162,379,988,40,1,44,0,71,12,0,2,0,5,2,11,1,2,0,0,0,0,0,0,0,0,0,6,0,7,0,0,0,7,37,3,381,21,0,1,5,341,208,591,14,13,1,13,58,24,134,8,0,0,66,7153,5178,747,291,16,11146,10211,210,211,166,872,4823,2262,1216,807,363,216,547,187,158,901,4409,1703,911,620,412,363,757,398,324,1773,9232,3965,2127,1427,775,579,2944590.252,9694.224501
Residential,1,HUN,HUNTINGTON HILLS,NORTH,BUILT-OUT,2000s,2014,,13536,5578,940,0,0,3328,0,0,2955,557,4,527,1200,126,209,0,0,0,0,0,0,0,0,461,187,720,66,0,0,1,156,16,304,25,0,27,2,541,200,1531,13,1,0,0,121,110,234,5,0,0,0,4,0,7,0,0,0,0,0,0,0,0,0,0,2,1171,315,2879,27,0,0,2,2911,2500,7861,40,2,0,0,1189,2027,1003,987,159,6776,6760,363,716,396,502,1077,1006,1062,786,516,352,364,662,342,415,949,1035,1067,847,590,489,727,1378,738,917,2026,2041,2129,1633,1106,841,4769254.31,10145.36628
Residential,1,VAL,VALLEY RIDGE,WEST,BUILT-OUT,2000s,2014,,5518,1904,449,0,0,1804,0,0,1761,0,0,0,142,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,148,0,0,0,0,140,134,222,2,0,0,3,1727,1670,5148,15,16,0,1,203,690,371,551,53,2758,2760,186,375,192,137,231,424,504,377,226,106,204,350,146,109,269,477,496,379,212,118,390,725,338,246,500,901,1000,756,438,224,3266611.145,8565.051247
Residential,1,GRV,GREENVIEW,NORTH,BUILT-OUT,2000s,2014,,2142,1120,190,0,0,415,0,0,206,30,0,511,309,0,64,0,0,0,0,0,0,0,1,490,122,802,16,0,4,0,55,7,92,7,0,2,0,26,6,65,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,297,140,730,8,0,4,1,205,140,453,0,0,0,0,414,426,123,94,16,1073,1069,62,56,39,87,262,209,152,109,56,41,103,81,26,86,257,164,151,99,56,46,165,137,65,173,519,373,303,208,112,87,453361.7999,3904.020824
Residential,1,DNC,DOWNTOWN COMMERCIAL CORE,CENTRE,BUILT-OUT,2000s,2014,,8999,5445,634,0,0,357,0,0,2,0,0,5369,20,0,0,1,40,1,1,0,11,0,75,5180,336,8624,105,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47,20,341,7,0,0,0,19,1,33,1,0,0,0,1,0,1,0,0,1,54,2657,1919,467,192,12,4694,4305,188,141,54,387,1681,923,542,427,223,128,375,141,59,409,1628,543,413,279,213,245,563,282,113,796,3309,1466,955,706,436,373,1328672.298,5320.332701
Residential,1,MID,MIDNAPORE,SOUTH,BUILT-OUT,2000s,2014,,6956,2748,448,0,0,1835,0,0,1340,445,0,520,419,0,19,0,0,1,3,0,1,0,1,490,129,796,8,21,0,0,15,2,24,2,0,2,0,435,370,1107,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,402,0,1,0,1,412,152,957,6,0,0,0,1326,1181,3670,13,0,1,5,660,986,485,493,58,3380,3576,181,359,187,257,491,411,465,468,302,259,188,341,201,221,465,407,534,564,314,341,369,700,388,478,956,818,999,1032,616,600,2890916.126,8213.356626
Residential,1,CHV,COUNTRY HILLS VILLAGE,NORTH,BUILT-OUT,2000s,2014,,2710,1352,173,0,0,935,0,0,0,0,0,961,389,0,0,0,0,0,2,0,0,0,0,934,669,1591,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,258,0,0,0,0,381,266,861,8,0,0,0,0,0,0,0,0,0,2,537,541,143,88,8,1174,1536,64,71,16,49,301,210,97,85,110,171,88,68,27,81,321,180,138,155,199,279,152,139,43,130,622,390,235,240,309,450,952023.5767,4008.229255
Residential,1,FAI,FAIRVIEW,SOUTH,BUILT-OUT,2000s,2014,,3837,1614,299,0,0,1037,0,0,1256,0,0,313,0,0,45,0,0,0,0,0,0,0,1,310,2,754,2,0,0,0,38,1,57,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1224,1034,3026,32,0,0,0,380,588,287,287,30,1937,1900,118,170,87,111,352,348,309,219,109,114,130,172,87,106,315,339,252,199,117,183,248,342,174,217,667,687,561,418,226,297,1320718.257,5103.264691
Residential,1,BEL,BEL-AIRE,CENTRE,BUILT-OUT,2000s,2014,,434,158,14,0,0,147,0,0,158,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,149,147,434,9,0,0,0,23,48,22,51,5,222,212,5,20,19,30,18,11,24,58,20,17,4,22,18,16,13,19,38,49,16,17,9,42,37,46,31,30,62,107,36,34,337019.4874,2577.342709
Residential,1,PAT,PATTERSON,WEST,BUILT-OUT,2000s,2014,,4350,2035,244,0,0,1508,0,0,574,169,0,668,624,0,0,0,0,0,0,0,0,0,2,650,322,1158,16,0,0,0,0,0,0,0,0,0,0,167,143,334,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,606,527,1170,15,0,1,1,541,516,1688,1,26,5,0,612,774,255,296,27,2084,2266,83,203,110,130,317,277,316,364,190,94,109,189,83,139,305,332,378,385,219,127,192,392,193,269,622,609,694,749,409,221,2048888.841,7868.365253
Residential,1,SOC,SOUTH CALGARY,CENTRE,BUILT-OUT,2000s,2014,,3959,2277,235,0,0,1019,0,0,636,276,114,810,308,0,116,1,15,0,0,1,0,0,1,770,277,1187,35,4,0,1,93,1,163,18,0,4,1,249,183,566,12,12,2,0,0,0,0,0,0,0,0,111,26,182,2,1,1,0,17,0,78,0,0,0,1,297,125,522,10,0,0,5,579,407,1261,30,19,3,17,866,892,211,140,7,1969,1990,86,83,45,142,634,451,257,183,66,22,126,94,35,175,679,340,247,187,72,35,212,177,80,317,1313,791,504,370,138,57,885510.6743,4859.698033
Residential,1,RID,RIDEAU PARK,CENTRE,BUILT-OUT,2000s,2014,,498,339,16,0,0,198,0,0,129,1,0,184,23,0,2,0,0,0,0,0,0,0,2,166,110,240,15,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,22,44,0,0,0,0,70,66,214,8,3,48,0,114,95,20,29,1,227,271,4,16,9,8,25,26,33,52,32,22,7,23,8,17,23,28,40,58,39,28,11,39,17,25,48,54,73,110,71,50,267082.4609,2265.320607
Residential,1,SIG,SIGNAL HILL,WEST,BUILT-OUT,2000s,2014,,13763,5252,764,0,0,4771,0,0,3405,374,0,1083,385,0,4,0,0,0,1,0,0,0,3,1039,903,1508,39,0,2,0,3,0,4,1,0,0,0,368,344,696,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,50,0,0,0,0,372,297,764,12,0,1,0,3376,3227,10741,28,0,1,1,1128,1653,930,1293,155,6430,7333,251,843,551,380,467,832,1156,938,548,464,376,812,548,391,541,986,1331,957,675,716,627,1655,1099,771,1008,1818,2487,1895,1223,1180,5556768.75,10669.35915
Residential,1,CAM,CAMBRIAN HEIGHTS,CENTRE,BUILT-OUT,2000s,2014,,2090,920,175,0,0,546,0,0,607,137,36,16,56,0,67,0,0,1,0,0,0,0,0,16,1,16,0,0,0,0,54,3,93,9,0,4,0,128,43,291,9,0,0,0,0,0,0,0,0,0,0,32,1,46,4,0,0,0,1,1,3,0,0,0,0,56,0,139,0,0,0,1,592,497,1502,12,2,0,1,199,372,142,160,6,1016,1074,60,105,49,65,154,167,150,139,62,65,88,110,50,57,153,180,157,138,64,77,148,215,99,122,307,347,307,277,126,142,864001.1838,5162.65215
